Product-ID,Base-Name,Price,Price Percentage Change 24h
EDGE-USD,Definitive,0.09502,24.91126593926647
EDGE-USDC,Definitive,0.09502,24.91126593926647
VARA-USDC,Vara,0.00692,24.23698384201077
VARA-USD,Vara,0.00692,24.23698384201077
UMA-USDC,UMA,1.192,10.677808727948
UMA-USD,UMA,1.192,10.677808727948
NCT-USDC,PolySwarm,0.02028,10.15752308527974
NCT-USD,PolySwarm,0.02028,10.15752308527974
SYRUP-USD,Maple Finance,0.3947,8.91280353200883
SYRUP-USDC,Maple Finance,0.3947,8.91280353200883
MATIC-EUR,Polygon,0.1898,8.89271371199082
FLOKI-USDC,FLOKI,0.0000823,8.57519788918206
FLOKI-USD,FLOKI,0.0000823,8.57519788918206
SUI-USD,SUI,3.1918,8.07205254960385
SUI-USDC,SUI,3.1918,8.07205254960385
MATIC-GBP,Polygon,0.1591,7.93758480325645
POL-USDC,Polygon Ecosystem Token,0.2151,7.76553106212425
POL-USD,Polygon Ecosystem Token,0.2151,7.76553106212425
MATIC-USDC,Polygon,0.215,7.71543086172345
MATIC-USD,Polygon,0.215,7.71543086172345
MATIC-USDT,Polygon,0.216,7.46268656716418
JTO-USDC,Jito,1.8125,7.25486715190248
JTO-USD,Jito,1.8125,7.25486715190248
SD-USD,Stader,0.5029,6.84087529211812
SD-USDC,Stader,0.5029,6.84087529211812
INV-USDC,Inverse Finance,27.38,6.70303975058457
INV-USD,Inverse Finance,27.38,6.70303975058457
MUSE-USD,Muse,8.464,6.62635424540186
MUSE-USDC,Muse,8.464,6.62635424540186
BLZ-USD,Bluzelle,0.0372,6.59025787965616
BLZ-USDC,Bluzelle,0.0372,6.59025787965616
RNDR-EUR,Render (ERC-20),3.3138,6.57018813314038
ETHFI-USD,ether.fi,1.126,6.32672332389046
ETHFI-USDC,ether.fi,1.126,6.32672332389046
B3-USD,B3 (Base),0.002993,5.94690265486726
B3-USDC,B3 (Base),0.002993,5.94690265486726
ADA-GBP,Cardano,0.4873,5.4990257631522
RENDER-USDC,Render,3.764,5.43417366946779
RENDER-USD,Render,3.764,5.43417366946779
RNDR-USD,Render (ERC-20),3.7612,5.40298172850577
RNDR-USDC,Render (ERC-20),3.7612,5.40298172850577
LINK-EUR,Chainlink,11.91,5.39823008849558
ADA-EUR,Cardano,0.578,5.28233151183971
RNDR-USDT,Render (ERC-20),3.7636,5.20489741152793
LTC-GBP,Litecoin,64.46,5.18929503916449
AVAX-EUR,Avalanche,17.3,5.16717325227964
LTC-EUR,Litecoin,76.53,5.1525144270404
TURBO-USDC,Turbo,0.003939,5.15216230646022
TURBO-USD,Turbo,0.003939,5.15216230646022
LINK-GBP,Chainlink,10.02,5.14165792235047
GODS-USDC,Gods Unchained,0.13614,5.13553170128967
GODS-USD,Gods Unchained,0.13614,5.13553170128967
OXT-USD,Orchid,0.0557,5.09433962264151
OXT-USDC,Orchid,0.0557,5.09433962264151
LINK-USDC,Chainlink,13.555,4.97986369268897
LINK-USD,Chainlink,13.555,4.97986369268897
ADA-USD,Cardano,0.6581,4.9768703142447
ADA-USDC,Cardano,0.6581,4.9768703142447
LTC-USD,Litecoin,87.2,4.90856592877767
LTC-USDC,Litecoin,87.2,4.90856592877767
SAND-USDT,The Sandbox,0.2704,4.88750969743988
AVAX-USD,Avalanche,19.69,4.78978179882916
AVAX-USDC,Avalanche,19.69,4.78978179882916
COMP-USD,Compound,44.48,4.78209658421673
COMP-USDC,Compound,44.48,4.78209658421673
SAND-USD,The Sandbox,0.2703,4.76744186046512
SAND-USDC,The Sandbox,0.2703,4.76744186046512
PLU-USD,Pluton,0.66,4.76190476190476
PLU-USDC,Pluton,0.66,4.76190476190476
ELA-USDC,Elastos,1.457,4.74478792235802
ELA-USD,Elastos,1.457,4.74478792235802
DOGE-GBP,Dogecoin,0.1325,4.74308300395257
AVAX-USDT,Avalanche,19.7,4.73152578415736
DOGE-EUR,Dogecoin,0.1574,4.72388556220892
INJ-USD,Injective,11.943,4.65299684542587
INJ-USDC,Injective,11.943,4.65299684542587
LINK-USDT,Chainlink,13.55,4.63320463320463
ADA-USDT,Cardano,0.6576,4.61342666242444
MATIC-BTC,Polygon,0.00000206,4.56852791878173
CLANKER-USDC,tokenbot,25.52,4.5045045045045
CLANKER-USD,tokenbot,25.52,4.5045045045045
DOGE-USDC,Dogecoin,0.17905,4.32933224565901
DOGE-USD,Dogecoin,0.17905,4.32933224565901
EOS-EUR,EOS,0.5261,4.07517309594461
CGLD-GBP,Celo,0.23,4.07239819004525
BAL-USD,Balancer,1.0387,4.04687969548232
BAL-USDC,Balancer,1.0387,4.04687969548232
CTSI-USD,Cartesi,0.0595,4.02097902097902
CTSI-USDC,Cartesi,0.0595,4.02097902097902
DOGE-USDT,Dogecoin,0.1789,4.01162790697674
SHIB-EUR,SHIBA INU,0.00001093,3.99619410085633
ATOM-USDT,Cosmos,4.253,3.98533007334963
SUPER-USDC,SuperVerse,0.61473,3.95190746753247
SUPER-USD,SuperVerse,0.61473,3.95190746753247
MANA-EUR,Decentraland,0.237,3.94736842105263
SPA-USD,Sperax,0.014963,3.90972222222222
SPA-USDC,Sperax,0.014963,3.90972222222222
ADA-ETH,Cardano,0.000267,3.89105058365759
GRT-GBP,The Graph,0.0669,3.88198757763975
PYTH-USD,Pyth Network,0.1127,3.87096774193548
PYTH-USDC,Pyth Network,0.1127,3.87096774193548
SUKU-USD,SUKU,0.0298,3.83275261324042
SUKU-USDC,SUKU,0.0298,3.83275261324042
NKN-USD,NKN,0.0272,3.81679389312977
NKN-USDC,NKN,0.0272,3.81679389312977
XRP-EUR,XRP,1.9031,3.79035776614311
AUCTION-USD,Bounce Token,10.42,3.78486055776892
AUCTION-USDC,Bounce Token,10.42,3.78486055776892
BCH-GBP,Bitcoin Cash,293.22,3.71025359883988
BCH-EUR,Bitcoin Cash,348.71,3.64700986802996
PRO-USD,Propy,0.8575,3.63790186125212
PRO-USDC,Propy,0.8575,3.63790186125212
MSOL-USDC,Marinade Staked SOL,194.12,3.61355751267681
MSOL-USD,Marinade Staked SOL,194.12,3.61355751267681
SHIB-GBP,SHIBA INU,0.0000092,3.6036036036036
ALICE-USDC,MyNeighborAlice,0.403,3.59897172236504
ALICE-USD,MyNeighborAlice,0.403,3.59897172236504
LRDS-USD,Blocklords,0.1602,3.55526826115061
LRDS-USDC,Blocklords,0.1602,3.55526826115061
