Product-ID,Base-Name,Price,Price Percentage Change 24h
LA-USDC,Lagrange,1.4322,204.65858328015315
LA-USD,Lagrange,1.4322,204.65858328015315
LPT-USDC,Livepeer,10.48,32.65822784810127
LPT-USD,Livepeer,10.48,32.65822784810127
ZORA-USDC,Zora,0.012,18.92963330029732
ZORA-USD,Zora,0.012,18.92963330029732
TRB-USD,Tellor,52.26,17.12236665172568
TRB-USDC,Tellor,52.26,17.12236665172568
SPA-USDC,Sperax,0.016086,9.22053231939163
SPA-USD,Sperax,0.016086,9.22053231939163
NMR-USD,Numeraire,8.98,8.71670702179177
NMR-USDC,Numeraire,8.98,8.71670702179177
CLANKER-USD,tokenbot,26.83,5.62992125984252
CLANKER-USDC,tokenbot,26.83,5.62992125984252
APE-EUR,ApeCoin,0.629,4.83333333333333
AGLD-USDC,Adventure Gold,0.8609,4.63052989790958
AGLD-USD,Adventure Gold,0.8609,4.63052989790958
APE-USDT,ApeCoin,0.717,4.51895043731778
APE-USD,ApeCoin,0.718,4.05797101449275
APE-USDC,ApeCoin,0.718,4.05797101449275
LDO-USDC,Lido DAO Token,0.885,3.87323943661972
LDO-USD,Lido DAO Token,0.885,3.87323943661972
RPL-USDC,Rocket Pool,6.37,3.40909090909091
RPL-USD,Rocket Pool,6.37,3.40909090909091
LRC-USDT,Loopring,0.0902,3.32187857961054
T-USDC,Threshold,0.01569,3.2916392363397
T-USD,Threshold,0.01569,3.2916392363397
NEON-USD,Neon EVM,0.12,3.21692757612248
NEON-USDC,Neon EVM,0.12,3.21692757612248
CVX-USD,Convex Finance,2.733,2.7830011282437
CVX-USDC,Convex Finance,2.733,2.7830011282437
ALEO-USDC,Aleo,0.186,2.76243093922652
ALEO-USD,Aleo,0.186,2.76243093922652
ETH-DAI,Ethereum,2669.61,2.45859799274625
GFI-USD,Goldfinch Protocol,0.8163,2.44728915662651
GFI-USDC,Goldfinch Protocol,0.8163,2.44728915662651
ATH-USD,Aethir,0.0506,1.93392425463336
ATH-USDC,Aethir,0.0506,1.93392425463336
COMP-BTC,Compound,0.000427,1.66666666666667
MASK-GBP,Mask Network,2.185,1.62790697674419
LRC-USDC,Loopring,0.089,1.59817351598174
LRC-USD,Loopring,0.089,1.59817351598174
KAVA-USD,Kava,0.4392,1.59611380985427
KAVA-USDC,Kava,0.4392,1.59611380985427
