,Product-ID,Base-Name,Price,Price Percentage Change 24h,Base Currency ID,Quote Currency ID
684,MINA-USDT,Mina,0.244,-1.61290322580645,MINA,USDT
598,MATIC-GBP,Polygon,0.1706,-1.61476355247982,MATIC,GBP
161,ZEC-USD,Zcash,54.11,-1.61818181818182,ZEC,USD
160,ZEC-USDC,Zcash,54.11,-1.61818181818182,ZEC,USDC
707,BAT-ETH,Basic Attention Token,0.00005527,-1.61979352082592,BAT,ETH
157,HBAR-USDT,Hedera,0.18502,-1.62173658744085,HBAR,USDT
99,XRP-EUR,XRP,2.0244,-1.64221164123992,XRP,EUR
464,NEAR-USDT,NEAR Protocol,2.754,-1.67797215280257,NEAR,USDT
626,BCH-GBP,Bitcoin Cash,305.52,-1.70832931184249,BCH,GBP
696,AVAX-BTC,Avalanche,0.00021072,-1.71641791044776,AVAX,BTC
343,BIGTIME-USD,Big Time,0.07192,-1.72178190762503,BIGTIME,USD
342,BIGTIME-USDC,Big Time,0.07192,-1.72178190762503,BIGTIME,USDC
395,ANKR-USDC,Ankr,0.01794,-1.75246440306681,ANKR,USDC
394,ANKR-USD,Ankr,0.01794,-1.75246440306681,ANKR,USD
676,XTZ-GBP,Tezos,0.448,-1.75438596491228,XTZ,GBP
323,MANA-USDC,Decentraland,0.3075,-1.75718849840256,MANA,USDC
324,MANA-USD,Decentraland,0.3075,-1.75718849840256,MANA,USD
644,ZETACHAIN-USD,Zetachain,0.2502,-1.76678445229682,ZETACHAIN,USD
643,ZETACHAIN-USDC,Zetachain,0.2502,-1.76678445229682,ZETACHAIN,USDC
103,NEAR-USDC,NEAR Protocol,2.751,-1.78507675830061,NEAR,USDC
102,NEAR-USD,NEAR Protocol,2.751,-1.78507675830061,NEAR,USD
547,ACX-USD,Across Protocol,0.2254,-1.78649237472767,ACX,USD
548,ACX-USDC,Across Protocol,0.2254,-1.78649237472767,ACX,USDC
472,AVAX-USDT,Avalanche,22.96,-1.79640718562874,AVAX,USDT
124,SUSHI-USDC,SushiSwap,0.718,-1.80525164113786,SUSHI,USDC
125,SUSHI-USD,SushiSwap,0.718,-1.80525164113786,SUSHI,USD
366,CVC-USD,Civic,0.1405,-1.81691125087352,CVC,USD
367,CVC-USDC,Civic,0.1405,-1.81691125087352,CVC,USDC
680,XTZ-EUR,Tezos,0.54,-1.81818181818182,XTZ,EUR
67,AVAX-USDC,Avalanche,22.97308,-1.86638188808202,AVAX,USDC
68,AVAX-USD,Avalanche,22.97308,-1.86638188808202,AVAX,USD
447,ZETA-USDC,Zetachain,0.2514,-1.87353629976581,ZETA,USDC
446,ZETA-USD,Zetachain,0.2514,-1.87353629976581,ZETA,USD
340,ARKM-USD,Arkham,0.668,-1.90895741556535,ARKM,USD
341,ARKM-USDC,Arkham,0.668,-1.90895741556535,ARKM,USDC
714,GRT-BTC,The Graph,0.000001,-1.96078431372549,GRT,BTC
288,AVAX-EUR,Avalanche,20.16,-1.9931939718036,AVAX,EUR
686,MANA-EUR,Decentraland,0.27,-2.17391304347826,MANA,EUR
214,LRC-USDC,Loopring,0.0989,-2.17606330365974,LRC,USDC
215,LRC-USD,Loopring,0.0989,-2.17606330365974,LRC,USD
465,MATIC-EUR,Polygon,0.2017,-2.1823472356935,MATIC,EUR
203,MATIC-USD,Polygon,0.2297,-2.2137079608344,MATIC,USD
204,MATIC-USDC,Polygon,0.2297,-2.2137079608344,MATIC,USDC
506,BAT-USD,Basic Attention Token,0.1404,-2.21479314667781,BAT,USD
505,BAT-USDC,Basic Attention Token,0.1404,-2.21479314667781,BAT,USDC
681,ANKR-EUR,Ankr,0.01575,-2.23463687150838,ANKR,EUR
219,POL-USDC,Polygon Ecosystem Token,0.2297,-2.25531914893617,POL,USDC
218,POL-USD,Polygon Ecosystem Token,0.2297,-2.25531914893617,POL,USD
654,LRC-USDT,Loopring,0.0992,-2.26600985221675,LRC,USDT
717,BAT-BTC,Basic Attention Token,0.00000129,-2.27272727272727,BAT,BTC
327,METIS-USD,Metis,19.22,-2.28774783934926,METIS,USD
326,METIS-USDC,Metis,19.22,-2.28774783934926,METIS,USDC
602,G-USDC,Gravity,0.01449,-2.29265003371544,G,USDC
603,G-USD,Gravity,0.01449,-2.29265003371544,G,USD
706,MATIC-BTC,Polygon,0.0000021,-2.32558139534884,MATIC,BTC
482,REQ-USDC,Request,0.142,-2.33837689133425,REQ,USDC
481,REQ-USD,Request,0.142,-2.33837689133425,REQ,USD
363,TRU-USD,TrueFi,0.0409,-2.38663484486874,TRU,USD
362,TRU-USDC,TrueFi,0.0409,-2.38663484486874,TRU,USDC
458,QI-USD,BENQI,0.008118,-2.48648648648649,QI,USD
457,QI-USDC,BENQI,0.008118,-2.48648648648649,QI,USDC
432,SHDW-USDC,Shadow Token,0.117,-2.5,SHDW,USDC
433,SHDW-USD,Shadow Token,0.117,-2.5,SHDW,USD
115,SXT-USDC,Space and Time,0.1207,-2.50403877221325,SXT,USDC
114,SXT-USD,Space and Time,0.1207,-2.50403877221325,SXT,USD
195,PROMPT-USDC,Wayfinder,0.21886,-2.51659168856621,PROMPT,USDC
196,PROMPT-USD,Wayfinder,0.21886,-2.51659168856621,PROMPT,USD
40,AERGO-USD,Aergo,0.1615,-2.53470126735063,AERGO,USD
41,AERGO-USDC,Aergo,0.1615,-2.53470126735063,AERGO,USDC
674,MATIC-USDT,Polygon,0.23,-2.54237288135593,MATIC,USDT
567,MDT-USD,Measurable Data Token,0.02865,-2.55102040816327,MDT,USD
568,MDT-USDC,Measurable Data Token,0.02865,-2.55102040816327,MDT,USDC
503,CELR-USDC,Celer Network,0.00941,-2.5879917184265,CELR,USDC
504,CELR-USD,Celer Network,0.00941,-2.5879917184265,CELR,USD
683,BAT-EUR,Basic Attention Token,0.12322,-2.61598039990516,BAT,EUR
253,PENDLE-USD,Pendle,4.341,-2.62449528936743,PENDLE,USD
254,PENDLE-USDC,Pendle,4.341,-2.62449528936743,PENDLE,USDC
661,RAD-USDC,Radworks,0.74,-2.63157894736842,RAD,USDC
660,RAD-USD,Radworks,0.74,-2.63157894736842,RAD,USD
176,GODS-USD,Gods Unchained,0.16394,-2.65423668428241,GODS,USD
175,GODS-USDC,Gods Unchained,0.16394,-2.65423668428241,GODS,USDC
721,MANA-ETH,Decentraland,0.00012,-2.67639902676399,MANA,ETH
678,FLOW-USDT,Flow,0.391,-2.7363184079602,FLOW,USDT
369,MORPHO-USD,Morpho,1.466,-2.772250961666,MORPHO,USD
368,MORPHO-USDC,Morpho,1.466,-2.772250961666,MORPHO,USDC
185,GIGA-USD,Gigachad,0.02339,-2.78470490440565,GIGA,USD
186,GIGA-USDC,Gigachad,0.02339,-2.78470490440565,GIGA,USDC
578,FIS-USD,StaFi,0.1567,-2.79156327543424,FIS,USD
577,FIS-USDC,StaFi,0.1567,-2.79156327543424,FIS,USDC
526,POND-USDC,Marlin,0.01035,-2.99906279287723,POND,USDC
527,POND-USD,Marlin,0.01035,-2.99906279287723,POND,USD
334,SWELL-USDC,SWELL,0.00998,-3.01263362487852,SWELL,USDC
333,SWELL-USD,SWELL,0.00998,-3.01263362487852,SWELL,USD
20,BONK-USD,Bonk,0.00002006,-3.09178743961353,BONK,USD
21,BONK-USDC,Bonk,0.00002006,-3.09178743961353,BONK,USDC
720,LRC-BTC,Loopring,0.00000091,-3.19148936170213,LRC,BTC
131,MOG-USDC,Mog Coin,0.00000117,-3.30578512396694,MOG,USDC
130,MOG-USD,Mog Coin,0.00000117,-3.30578512396694,MOG,USD
625,GTC-USDC,Gitcoin,0.29,-3.33333333333333,GTC,USDC
624,GTC-USD,Gitcoin,0.29,-3.33333333333333,GTC,USD
478,ZK-USDC,ZKsync,0.06102,-3.35761799176433,ZK,USDC
477,ZK-USD,ZKsync,0.06102,-3.35761799176433,ZK,USD
72,XCN-USD,Onyxcoin,0.01848,-3.44827586206897,XCN,USD
71,XCN-USDC,Onyxcoin,0.01848,-3.44827586206897,XCN,USDC
62,POPCAT-USDC,Popcat (SOL),0.4645,-3.53063343717549,POPCAT,USDC
61,POPCAT-USD,Popcat (SOL),0.4645,-3.53063343717549,POPCAT,USD
296,COTI-USDC,COTI,0.0683,-3.53107344632768,COTI,USDC
295,COTI-USD,COTI,0.0683,-3.53107344632768,COTI,USD
98,WLD-USDC,Worldcoin,1.363,-3.53857041755131,WLD,USDC
97,WLD-USD,Worldcoin,1.363,-3.53857041755131,WLD,USD
116,PENGU-USD,Pudgy Penguins,0.0124,-3.80139643134213,PENGU,USD
117,PENGU-USDC,Pudgy Penguins,0.0124,-3.80139643134213,PENGU,USDC
544,BICO-USDC,BICONOMY (BICO),0.1099,-3.84951881014873,BICO,USDC
543,BICO-USD,BICONOMY (BICO),0.1099,-3.84951881014873,BICO,USD
14,SUI-USD,SUI,3.4722,-3.91299535089661,SUI,USD
13,SUI-USDC,SUI,3.4722,-3.91299535089661,SUI,USDC
303,VVV-USDC,Venice Token,3.41,-3.94366197183099,VVV,USDC
304,VVV-USD,Venice Token,3.41,-3.94366197183099,VVV,USD
198,BERA-USD,Berachain,2.817,-3.95499488578248,BERA,USD
197,BERA-USDC,Berachain,2.817,-3.95499488578248,BERA,USDC
712,EOS-BTC,EOS,0.00000705,-4.21195652173913,EOS,BTC
431,REZ-USD,Renzo,0.01331,-4.38218390804598,REZ,USD
430,REZ-USDC,Renzo,0.01331,-4.38218390804598,REZ,USDC
77,PNUT-USDC,Peanut the Squirrel,0.3149,-4.86404833836858,PNUT,USDC
78,PNUT-USD,Peanut the Squirrel,0.3149,-4.86404833836858,PNUT,USD
383,LQTY-USD,Liquity,0.8318,-5.42353610005685,LQTY,USD
382,LQTY-USDC,Liquity,0.8318,-5.42353610005685,LQTY,USDC
56,SYRUP-USD,Maple Finance,0.4239,-5.75811471765229,SYRUP,USD
57,SYRUP-USDC,Maple Finance,0.4239,-5.75811471765229,SYRUP,USDC
8,MOODENG-USDC,Moo Deng,0.2549,-8.60523485120115,MOODENG,USDC
9,MOODENG-USD,Moo Deng,0.2549,-8.60523485120115,MOODENG,USD
32,COOKIE-USD,Cookie DAO,0.26252,-10.78031538879826,COOKIE,USD
33,COOKIE-USDC,Cookie DAO,0.26252,-10.78031538879826,COOKIE,USDC
