Product-ID,Base-Name,Price,Price Percentage Change 24h
LPT-USDC,Livepeer,12.5,126.86025408348458
LPT-USD,Livepeer,12.5,126.86025408348458
WELL-USD,Moonwell,0.039402,22.54151894010077
WELL-USDC,Moonwell,0.039402,22.54151894010077
NMR-USD,Numeraire,9.34,10.01177856301531
NMR-USDC,Numeraire,9.34,10.01177856301531
ELA-USD,Elastos,1.63,8.30564784053156
ELA-USDC,Elastos,1.63,8.30564784053156
FARM-USDC,Harvest Finance,32.3,6.95364238410596
FARM-USD,Harvest Finance,32.3,6.95364238410596
CRO-EUR,Cronos,0.0871,6.47921760391198
MLN-USDC,Enzyme,8.75,6.44768856447689
MLN-USD,Enzyme,8.75,6.44768856447689
GODS-USD,Gods Unchained,0.16574,5.41915786795573
GODS-USDC,Gods Unchained,0.16574,5.41915786795573
CRO-USD,Cronos,0.0995,5.29100529100529
CRO-USDC,Cronos,0.0995,5.29100529100529
CRO-USDT,Cronos,0.0985,5.12273212379936
OGN-USD,Origin Token,0.066,4.43037974683544
OGN-USDC,Origin Token,0.066,4.43037974683544
INV-USDC,Inverse Finance,27.97,2.00583515681984
INV-USD,Inverse Finance,27.97,2.00583515681984
MATH-USDC,MATH,0.1273,1.43426294820717
MATH-USD,MATH,0.1273,1.43426294820717
AAVE-BTC,Aave,0.002381,1.23299319727891
ALCX-USDC,Alchemix,9.96,0.60606060606061
ALCX-USD,Alchemix,9.96,0.60606060606061
USDT-GBP,Tether,0.7438,0.4592112371691
USDC-GBP,USDC,0.7435,0.44582545258038
USDT-EUR,Tether,0.88205,0.37096462180953
USDC-EUR,USDC,0.8818,0.34137460172963
MUSE-USDC,Muse,8.529,0.22326674500588
MUSE-USD,Muse,8.529,0.22326674500588
PAX-USD,Paxos Standard,0.9997,0.17034068136273
PAX-USDC,Paxos Standard,0.9997,0.17034068136273
USDT-USD,Tether,1.00041,0.041
USDT-USDC,Tether,1.0005,0.02999400119976
CBETH-ETH,Coinbase Wrapped Staked ETH,1.10001,0.01818495922023
LSETH-ETH,Liquid Staked ETH,1.07881,0.0064890520422
DAI-USDC,Dai,0.9999,0.0
DAI-USD,Dai,0.9999,0.0
EURC-USDC,EURC,1.1341,-0.3427065026362
AAVE-EUR,Aave,218.21,-0.63749373890078
PAXG-USD,PAX Gold,3306.97,-0.68592502274905
PAXG-USDC,PAX Gold,3306.97,-0.68592502274905
AAVE-USD,Aave,247.7,-0.68959987170235
AAVE-USDC,Aave,247.7,-0.68959987170235
AAVE-GBP,Aave,183.28,-0.75269399469324
FORT-USD,Forta,0.067,-1.17994100294985
FORT-USDC,Forta,0.067,-1.17994100294985
ADA-ETH,Cardano,0.000268,-1.47058823529412
BCH-GBP,Bitcoin Cash,293.47,-1.59278385084837
RBN-USD,Ribbon Finance,0.11801,-1.66652778935089
RBN-USDC,Ribbon Finance,0.11801,-1.66652778935089
BTC-GBP,Bitcoin,77193.48,-1.67696959128937
CVC-USD,Civic,0.1337,-1.7634092578986
CVC-USDC,Civic,0.1337,-1.7634092578986
BTC-EUR,Bitcoin,91549.73,-1.80378031354666
RPL-USDC,Rocket Pool,4.78,-1.84804928131417
RPL-USD,Rocket Pool,4.78,-1.84804928131417
BTC-USDC,Bitcoin,103913.49,-2.01335934278453
BTC-USD,Bitcoin,103913.49,-2.01335934278453
BTC-USDT,Bitcoin,103866.29,-2.05300906600762
KRL-USD,Kryll,0.3418,-2.25907921075207
KRL-USDC,Kryll,0.3418,-2.25907921075207
DIMO-USD,DIMO,0.06339,-2.49192431933549
DIMO-USDC,DIMO,0.06339,-2.49192431933549
ETH-BTC,Ethereum,0.02426,-2.53113700281237
ATH-USDC,Aethir,0.0484,-2.65486725663717
ATH-USD,Aethir,0.0484,-2.65486725663717
SOL-ETH,Solana,0.06158,-2.68647281921618
FLR-USDC,Flare,0.01751,-2.72222222222222
FLR-USD,Flare,0.01751,-2.72222222222222
BCH-BTC,Bitcoin Cash,0.003784,-2.74993574916474
AVT-USD,Aventus,1.59,-3.04878048780488
AVT-USDC,Aventus,1.59,-3.04878048780488
TRAC-USDC,OriginTrail,0.4227,-3.05045871559633
TRAC-USD,OriginTrail,0.4227,-3.05045871559633
BTRST-USDC,Braintrust,0.253,-3.06513409961686
BTRST-USD,Braintrust,0.253,-3.06513409961686
DNT-USD,district0x,0.0279,-3.125
DNT-USDC,district0x,0.0279,-3.125
LRDS-USDC,Blocklords,0.1637,-3.19337670017741
LRDS-USD,Blocklords,0.1637,-3.19337670017741
DASH-BTC,Dash,0.000209,-3.24074074074074
BAT-ETH,Basic Attention Token,0.00004981,-3.31909937888199
CLV-USDC,Clover Finance,0.0254,-3.42205323193916
CLV-USD,Clover Finance,0.0254,-3.42205323193916
SUKU-USD,SUKU,0.0306,-3.47003154574132
SUKU-USDC,SUKU,0.0306,-3.47003154574132
LSETH-USDC,Liquid Staked ETH,2706.16,-3.47243277177538
LSETH-USD,Liquid Staked ETH,2706.16,-3.47243277177538
MNDE-USDC,Marinade,0.11824,-3.48542976083585
MNDE-USD,Marinade,0.11824,-3.48542976083585
SHDW-USDC,Shadow Token,0.108,-3.57142857142857
SHDW-USD,Shadow Token,0.108,-3.57142857142857
GTC-USD,Gitcoin,0.25,-3.84615384615385
GTC-USDC,Gitcoin,0.25,-3.84615384615385
MINA-EUR,Mina,0.194,-3.96039603960396
FOX-USD,Shapeshift FOX Token,0.0284,-4.05405405405405
FOX-USDC,Shapeshift FOX Token,0.0284,-4.05405405405405
REQ-USDC,Request,0.1389,-4.07458563535912
REQ-USD,Request,0.1389,-4.07458563535912
ASM-USD,Assemble AI,0.01993,-4.09047160731473
ASM-USDC,Assemble AI,0.01993,-4.09047160731473
BCH-EUR,Bitcoin Cash,347.95,-4.09580772305063
XLM-BTC,Stellar Lumens,0.00000253,-4.16666666666667
ETH-EUR,Ethereum,2223.6,-4.20430899667843
BCH-USDC,Bitcoin Cash,395.19,-4.24743167280481
BCH-USD,Bitcoin Cash,395.19,-4.24743167280481
ETH-GBP,Ethereum,1872.48,-4.30711993295039
BOBA-USDC,Boba Network,0.091,-4.31125131440589
BOBA-USD,Boba Network,0.091,-4.31125131440589
ERN-USD,Ethernity Chain,1.47,-4.35291821198516
ERN-USDC,Ethernity Chain,1.47,-4.35291821198516
HOPR-USDC,HOPR,0.0459,-4.375
HOPR-USD,HOPR,0.0459,-4.375
MANA-ETH,Decentraland,0.0001061,-4.41441441441441
ANKR-GBP,Ankr,0.01184,-4.43906376109766
CBETH-USDC,Coinbase Wrapped Staked ETH,2764.52,-4.48464578899362
CBETH-USD,Coinbase Wrapped Staked ETH,2764.52,-4.48464578899362
ETH-USDC,Ethereum,2521.7,-4.53421768939265
ETH-USD,Ethereum,2521.7,-4.53421768939265
ETH-DAI,Ethereum,2521.62,-4.54194427619624
ETH-USDT,Ethereum,2519.47,-4.59769244459254
LINK-ETH,Chainlink,0.00543863,-4.61773469684826
MANTLE-USDC,Mantle,0.6668,-4.70201514934972
MANTLE-USD,Mantle,0.6668,-4.70201514934972
ADA-BTC,Cardano,0.00000652,-4.81751824817518
ALEPH-USD,Aleph Cloud,0.0584,-4.88599348534202
ALEPH-USDC,Aleph Cloud,0.0584,-4.88599348534202
SOL-BTC,Solana,0.0014973,-4.98762611840853
COMP-BTC,Compound,0.000384,-5.18518518518519
ETC-BTC,Ethereum Classic,0.000163,-5.23255813953488
PLU-USDC,Pluton,0.72,-5.26315789473684
PLU-USD,Pluton,0.72,-5.26315789473684
XRP-EUR,XRP,1.8715,-5.28846153846154
MKR-BTC,Maker,0.01476,-5.32392559332906
IOTX-USDC,IoTeX,0.02556,-5.33333333333333
IOTX-USD,IoTeX,0.02556,-5.33333333333333
XLM-USDC,Stellar Lumens,0.26403,-5.5750860992994
XLM-USD,Stellar Lumens,0.26403,-5.5750860992994
XRP-USD,XRP,2.1232,-5.5935971542908
XRP-USDC,XRP,2.1232,-5.5935971542908
UNI-BTC,Uniswap,0.0000589,-5.60897435897436
XLM-EUR,Stellar Lumens,0.232149,-5.61475693103322
GFI-USDC,Goldfinch Protocol,0.813,-5.62971561230412
GFI-USD,Goldfinch Protocol,0.813,-5.62971561230412
HONEY-USDC,Hivemapper,0.0251,-5.6390977443609
HONEY-USD,Hivemapper,0.0251,-5.6390977443609
DEXT-USDC,DEXTools,0.3053,-5.74251312133374
DEXT-USD,DEXTools,0.3053,-5.74251312133374
XRP-USDT,XRP,2.1214,-5.75744113727232
XCN-USDC,Onyxcoin,0.01627,-5.89936379410064
XCN-USD,Onyxcoin,0.01627,-5.89936379410064
CLANKER-USD,tokenbot,27.22,-5.91081921880401
CLANKER-USDC,tokenbot,27.22,-5.91081921880401
NCT-USD,PolySwarm,0.01955,-5.91915303176131
NCT-USDC,PolySwarm,0.01955,-5.91915303176131
SHPING-USD,SHPING,0.005809,-5.92712550607287
SHPING-USDC,SHPING,0.005809,-5.92712550607287
XLM-USDT,Stellar Lumens,0.2631,-5.96854896354539
TIME-USDC,Chrono.tech,11.78,-5.98563447725459
TIME-USD,Chrono.tech,11.78,-5.98563447725459
BLZ-USDC,Bluzelle,0.0374,-6.03015075376884
BLZ-USD,Bluzelle,0.0374,-6.03015075376884
CTX-USDC,Cryptex Finance,1.7071,-6.05877173673784
CTX-USD,Cryptex Finance,1.7071,-6.05877173673784
DOT-BTC,Polkadot,0.0000383,-6.12745098039216
SWFTC-USD,SwftCoin,0.012591,-6.2122905027933
SWFTC-USDC,SwftCoin,0.012591,-6.2122905027933
ABT-USD,Arcblock,0.9027,-6.30060203446128
ABT-USDC,Arcblock,0.9027,-6.30060203446128
YFI-BTC,yearn.finance,0.0486,-6.35838150289017
RLC-USDC,iExec RLC,1.0242,-6.36313768513439
RLC-USD,iExec RLC,1.0242,-6.36313768513439
ETC-EUR,Ethereum Classic,14.74,-6.41269841269841
SOL-GBP,Solana,115.74,-6.51805185364672
ADA-EUR,Cardano,0.597,-6.54351909830933
ADA-GBP,Cardano,0.5032,-6.5552460538533
GNO-USDC,Gnosis,126.66,-6.56535851283564
GNO-USD,Gnosis,126.66,-6.56535851283564
FIL-BTC,Filecoin,0.00002404,-6.56820831713953
SOL-EUR,Solana,137.19,-6.62265178328342
