start,low,high,open,close,volume,fibonacciretracement_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal,FlowMinMax,ew_0,ew_1,ew_2,ew_3,ew_4,ew_5,ew_a,ew_b,ew_c,signal
2025-06-03 19:00:00,106081.02,106521.24,106081.03,106301.7,756.04006584,0,105920.20531270825,105625.34060274147,294.86470996677235,245.12739979406763,1,1,,,,,,,,,,1
2025-06-03 20:00:00,105431.77,106329.95,106304.14,105811.68,366.82487874,0,105903.50911075313,105639.14352105692,264.36558969621547,248.9750377744972,1,0,,,,,,,,,,1
2025-06-03 21:00:00,105349.27,105934.21,105811.69,105451.54,146.83006197,0,105833.9754014065,105625.2469639416,208.72843746490253,240.92571771257826,-1,-1,,,,,,,,,,-1
2025-06-03 22:00:00,105378.35,105979.78,105451.53,105814.64,156.02228072,0,105831.00072426704,105639.2760777237,191.7246465433418,231.08550347873097,-1,1,,,,,,,,,,-1
2025-06-03 23:00:00,105325.2,105818.73,105818.68,105447.82,165.68617883,0,105772.04984361057,105625.09414604046,146.95569757011253,214.2595422970073,-1,-1,,,,,,,,,,-1
2025-06-04 00:00:00,105174.39,105613.52,105443.95,105544.83,165.78255631,0,105737.09294459356,105619.14865374117,117.94429085239244,194.99649200808435,-1,0,,,,,,,,,,-1
2025-06-04 01:00:00,105478.57,105807.46,105545.87,105656.34,125.086469,0,105724.66941465609,105621.90356827887,102.76584637722408,176.5503628819123,-1,1,,,,,,,,,,-1
2025-06-04 02:00:00,105483.69,105908.07,105659.43,105554.12,87.65604419,0,105698.43104317054,105616.88256322117,81.54847994937154,157.54998629540415,-1,-1,,,,,,,,,,-1
2025-06-04 03:00:00,105506.87,105827.86,105554.13,105591.68,69.13365554,0,105682.00780575968,105615.01570668626,66.99209907342447,139.43840885100823,-1,1,,,,,,,,,,-1
2025-06-04 04:00:00,105467.87,105700.56,105591.68,105491.76,56.42764477,0,105652.73891256588,105605.88565433913,46.85325822675077,120.92137872615675,-1,0,,,,,,,,,,-1
2025-06-04 05:00:00,105413.0,105607.56,105491.75,105426.15,69.73572662,0,105617.87907986344,105592.57190216586,25.307177697584848,101.79853852044238,-1,0,,,,,,,,,,-1
2025-06-04 06:00:00,105316.7,105518.82,105426.15,105371.45,113.2536931,0,105579.9669137306,105576.19250200542,3.774411725185928,82.19371316139109,-1,-1,,,,,,,,,,-1
2025-06-04 07:00:00,105323.73,105541.83,105371.44,105371.91,83.39692419,0,105547.95815777205,105561.06046481984,-13.102307047782233,63.13450911955643,-1,0,,,,,,,,,,-1
2025-06-04 08:00:00,105371.91,105649.77,105371.91,105503.79,74.10853852,0,105541.16305657635,105556.81820816651,-15.655151590166497,47.37657697761185,-1,0,,,,,,,,,,-1
2025-06-04 09:00:00,105376.67,105968.31,105503.78,105882.81,105.9551754,0,105593.72412479536,105580.96574830233,12.758376493031392,40.45293688069576,-1,1,,,,,,,,,,-1
2025-06-04 10:00:00,105705.61,106058.47,105882.8,105763.98,75.12391162,0,105619.91733636531,105594.5223595392,25.394976826108177,37.44134486977825,-1,0,,,,,,,,,,-1
2025-06-04 11:00:00,105136.5,105864.49,105763.98,105143.88,225.89379629,-1,105546.68082307834,105561.14144401778,-14.46062093944056,27.06095170793449,-1,0,,,,,,,,,,-1
2025-06-04 12:00:00,104844.27,105220.65,105150.0,105109.42,327.98065465,0,105479.40992722013,105527.68059631276,-48.27066909262794,11.994627547822004,-1,0,,,,,,,,,,-1
2025-06-04 13:00:00,104735.98,105346.7,105109.41,104793.26,436.02333928,0,105373.84839995549,105473.27907065996,-99.43067070447432,-10.290432102637263,-1,-1,,,,,,,,,,-1
2025-06-04 14:00:00,104202.0,105101.43,104794.82,105079.15,628.99293683,0,105328.51018457772,105444.08432468514,-115.57414010741923,-31.347173703593658,-1,0,,,,,,,,,,-1
2025-06-04 15:00:00,104969.99,105611.83,105079.16,105353.24,291.97097837,0,105332.31477156577,105437.3551154492,-105.0403438834328,-46.08580773956149,-1,0,,,,,,,,,,-1
2025-06-04 16:00:00,105131.26,105530.1,105353.25,105510.2,152.96196492,0,105359.68172978642,105442.75103282333,-83.06930303691479,-53.48250679903215,-1,1,,,,,,,,,,-1
2025-06-04 17:00:00,104987.17,105547.59,105510.2,105098.25,157.0320955,-1,105319.46146366543,105417.23243779938,-97.7709741339495,-62.34020026601562,-1,0,,,,,,,,,,-1
2025-06-04 18:00:00,104955.32,105350.0,105098.25,104998.99,170.91582372,0,105270.15816156306,105386.2515164809,-116.09335491784441,-73.09083119638139,-1,0,,,,,,,,,,-1
2025-06-04 19:00:00,104915.0,105147.99,104999.0,104961.64,336.99109004,0,105222.6938290149,105354.7988115564,-132.1049825414957,-84.89366146540425,-1,0,,,,,,,,,,-1
2025-06-04 20:00:00,104462.25,105010.66,104968.19,104684.78,287.98841689,0,105139.9378553203,105305.16778847814,-165.2299331578397,-100.96091580389134,-1,-1,,,,,,,,,,-1
2025-06-04 21:00:00,104601.7,105110.19,104682.5,104985.77,143.34957381,0,105116.21972373256,105281.50869303531,-165.28896930275369,-113.82652650366381,-1,1,,,,,,,,,,-1
2025-06-04 22:00:00,104792.43,105100.0,104985.77,104842.57,178.24164473,0,105074.11976623525,105248.99471577344,-174.8749495381926,-126.03621111056958,-1,0,,,,,,,,,,-1
2025-06-04 23:00:00,104755.14,104939.24,104842.58,104802.1,40.88575043,0,105032.27057142982,105215.89140349392,-183.6208320641017,-137.55313530127603,-1,0,,,,,,,,,,-1
