start,low,high,open,close,volume,gartleypattern_signal,peak,trough,gartley_x,gartley_a,gartley_b,gartley_c,gartley_d,fibonacciretracement_signal,signal
2025-05-11 00:00:00,3.99,4.2742,4.1227,4.1907,7692129.3,0,4.1907,,4.1907,4.1907,4.1907,,,0,0
2025-05-11 01:00:00,4.0402,4.22,4.1907,4.0676,2668496.1,0,,,,4.0676,4.0676,4.0676,,0,0
2025-05-11 02:00:00,3.9723,4.0762,4.0664,4.0145,1671480.5,0,,4.0145,,,,,,0,0
2025-05-11 03:00:00,3.9874,4.0537,4.0116,4.0156,1249567.8,0,,,,,,,,0,0
2025-05-11 04:00:00,3.9968,4.0464,4.0158,4.0272,557875.8,0,,,,,,,,0,0
2025-05-11 05:00:00,3.9982,4.0315,4.0257,4.0031,786855.1,0,,,,,,,,0,0
2025-05-11 06:00:00,3.9663,4.0201,4.0036,3.9795,789908.2,0,,,,,,,,0,0
2025-05-11 07:00:00,3.9344,3.982,3.9801,3.9598,932357.8,0,,,,,,,,-1,-1
2025-05-11 08:00:00,3.9369,3.9925,3.9595,3.9446,611114.0,0,,3.9446,,,,,,0,0
2025-05-11 09:00:00,3.944,3.9936,3.9446,3.9719,659473.2,0,,,,,,,,1,1
2025-05-11 10:00:00,3.953,3.9821,3.9732,3.9781,407715.1,0,,,,,,,,0,0
2025-05-11 11:00:00,3.969,4.0246,3.9784,4.0114,795777.5,-1,4.0114,,,,4.0114,4.0114,4.0114,0,-1
2025-05-11 12:00:00,3.9737,4.0197,4.0105,3.993,661945.4,1,,,3.993,,,3.993,3.993,0,1
2025-05-11 13:00:00,3.8901,4.0125,3.9931,3.9059,1065890.7,0,,3.9059,,,,,,-1,-1
2025-05-11 14:00:00,3.9046,3.9724,3.9061,3.9611,695080.9,0,,,,,,,,0,0
2025-05-11 15:00:00,3.9133,3.9837,3.9602,3.9327,592544.1,0,,,,,,,,0,0
2025-05-11 16:00:00,3.8932,3.9656,3.9322,3.9375,933994.6,0,,,,,,,,0,0
2025-05-11 17:00:00,3.9262,3.9776,3.9375,3.973,970779.2,0,,,,,,,,1,1
2025-05-11 18:00:00,3.9462,4.0388,3.9735,4.0178,1401883.7,1,4.0178,,,4.0178,,,4.0178,0,1
2025-05-11 19:00:00,4.0001,4.0353,4.0181,4.0102,625378.1,0,,4.0102,,,4.0102,,,0,0
2025-05-11 20:00:00,3.9864,4.0346,4.0103,4.0297,534705.8,0,,,,,,,,0,0
2025-05-11 21:00:00,3.9996,4.0399,4.0298,4.0341,581179.1,0,,,,,,,,0,0
2025-05-11 22:00:00,3.9768,4.0535,4.034,4.0047,675552.4,0,,,,,,,,0,0
2025-05-11 23:00:00,3.9959,4.0237,4.005,4.0187,544718.9,0,,,,,,,,0,0
2025-05-12 00:00:00,4.0176,4.1317,4.0192,4.1064,1530195.6,0,4.1064,,,,,4.1064,,0,0
2025-05-12 01:00:00,3.9769,4.1878,4.1072,4.0173,3330901.2,-1,,,,,,,4.0173,0,-1
2025-05-12 02:00:00,3.96,4.052,4.0189,3.9898,1183712.5,0,,3.9898,,,,,,0,0
2025-05-12 03:00:00,3.9692,4.0705,3.9886,4.0499,1405152.5,0,,,,,,,,0,0
2025-05-12 04:00:00,4.0366,4.1402,4.0507,4.1152,1108410.8,0,,,,,,,,0,0
2025-05-12 05:00:00,4.0635,4.1523,4.117,4.1441,1418206.8,0,,,,,,,,0,0
2025-05-12 06:00:00,4.1271,4.1987,4.1436,4.1717,1503042.3,0,,,,,,,,0,0
2025-05-12 07:00:00,4.1723,4.2967,4.1723,4.2178,3254568.4,0,4.2178,,,,,,,0,0
2025-05-12 08:00:00,4.134,4.2264,4.2179,4.209,1192657.4,0,,,,,,,,0,0
2025-05-12 09:00:00,4.1654,4.2302,4.2091,4.1667,695784.5,0,,,,,,,,0,0
2025-05-12 10:00:00,4.1257,4.1999,4.167,4.1865,1034738.3,0,,,,,,,,0,0
2025-05-12 11:00:00,4.0411,4.2005,4.1871,4.0525,1938227.4,0,,4.0525,,,,,,0,0
2025-05-12 12:00:00,4.0417,4.1138,4.0515,4.0934,1302842.4,0,,,,,,,,0,0
2025-05-12 13:00:00,4.0417,4.1271,4.094,4.1081,1490345.2,0,4.1081,,,,,,,0,0
2025-05-12 14:00:00,3.9501,4.1218,4.1086,3.9589,3775690.9,0,,,,,,,,-1,-1
2025-05-12 15:00:00,3.8949,3.979,3.9592,3.9359,2749242.0,0,,,,,,,,0,0
2025-05-12 16:00:00,3.9181,4.0099,3.935,3.9887,1018236.9,0,,,,,,,,0,0
2025-05-12 17:00:00,3.9189,4.0093,3.9887,3.9288,1060828.0,0,,,3.9288,,,,,-1,-1
2025-05-12 18:00:00,3.81,3.949,3.9295,3.8773,4438397.7,0,,3.8773,,,,,,0,0
2025-05-12 19:00:00,3.8579,3.933,3.8773,3.9244,1729450.6,0,,,,,,,,0,0
2025-05-12 20:00:00,3.8975,3.9723,3.9235,3.9521,1094512.7,0,,,,,,,,0,0
2025-05-12 21:00:00,3.9202,3.96,3.9538,3.9375,704137.5,0,,,,,,,,0,0
2025-05-12 22:00:00,3.9244,3.9894,3.9397,3.9582,730148.7,0,,,,,,,,0,0
2025-05-12 23:00:00,3.9564,3.9908,3.9594,3.9638,586542.6,0,3.9638,,,3.9638,,,,0,0
2025-05-13 00:00:00,3.9049,3.9705,3.964,3.9097,776868.1,0,,,,,,,,-1,-1
2025-05-13 01:00:00,3.8444,3.9276,3.9087,3.8827,908497.8,0,,,,,,,,0,0
2025-05-13 02:00:00,3.8151,3.9073,3.884,3.9008,1190668.6,0,,,,,,,,0,0
2025-05-13 03:00:00,3.8133,3.9064,3.8996,3.8256,712808.3,0,,3.8256,,,,,,0,0
2025-05-13 04:00:00,3.8205,3.9228,3.8262,3.9188,482256.4,0,,,,,,,,0,0
2025-05-13 05:00:00,3.8841,3.9192,3.9161,3.9093,364018.6,0,,,,,,,,0,0
2025-05-13 06:00:00,3.909,3.98,3.9093,3.9616,556965.7,0,3.9616,,,,,,,1,1
2025-05-13 07:00:00,3.9453,3.9864,3.9626,3.9563,406135.2,0,,,,,3.9563,,,0,0
2025-05-13 08:00:00,3.9371,3.9754,3.9582,3.9442,301568.0,0,,3.9442,,,,,,0,0
2025-05-13 09:00:00,3.9426,4.0178,3.9438,4.0038,613830.2,0,,,,,,,,1,1
2025-05-13 10:00:00,3.9572,4.0049,4.0049,3.9775,636867.8,0,,,,,,3.9775,,0,0
2025-05-13 11:00:00,3.9459,3.9993,3.9765,3.9594,516528.1,0,,,,,,,,0,0
2025-05-13 12:00:00,3.9369,4.01,3.9599,4.0019,1092388.1,0,,,,,,,,1,1
2025-05-13 13:00:00,3.9826,4.0397,4.003,4.0047,1754910.2,-1,4.0047,,4.0047,,,,4.0047,0,-1
2025-05-13 14:00:00,3.9386,4.013,4.0056,3.9568,1181920.4,0,,3.9568,,,,,,0,0
2025-05-13 15:00:00,3.9525,4.0144,3.9574,4.0062,890354.7,0,,,,,,,,0,0
2025-05-13 16:00:00,3.9935,4.0582,4.0066,4.0098,1177116.3,0,,,4.0098,4.0098,,,,0,0
2025-05-13 17:00:00,3.9918,4.04,4.0091,4.0193,586918.0,0,,,,,,,,0,0
2025-05-13 18:00:00,3.9976,4.0304,4.0214,4.0155,829488.9,0,,,,,,,,0,0
2025-05-13 19:00:00,4.0015,4.128,4.0159,4.0522,2088867.9,0,,,,4.0522,4.0522,,,0,0
2025-05-13 20:00:00,4.0047,4.0858,4.0494,4.0738,1381229.8,0,,,,,,,,0,0
2025-05-13 21:00:00,4.0541,4.0865,4.0756,4.0834,901576.4,0,4.0834,,,,4.0834,4.0834,,0,0
2025-05-13 22:00:00,4.0472,4.094,4.0838,4.0493,455404.7,0,,,,,,,,0,0
2025-05-13 23:00:00,4.0297,4.1095,4.0499,4.0646,831196.5,0,,,,,,,,0,0
2025-05-14 00:00:00,4.0123,4.0833,4.0642,4.0216,488895.6,0,,,,,,,,0,0
2025-05-14 01:00:00,3.9805,4.051,4.0225,4.0,1245824.4,0,,,,,,,,0,0
2025-05-14 02:00:00,3.9373,4.0034,4.0013,3.9704,1625734.2,0,,3.9704,,,,,,0,0
2025-05-14 03:00:00,3.9433,3.9804,3.9691,3.9804,630071.1,0,,,,,,,,0,0
2025-05-14 04:00:00,3.9722,4.0212,3.9791,4.0087,518907.0,0,,,,,,,,0,0
2025-05-14 05:00:00,3.9994,4.0394,4.0093,4.0335,571712.3,0,4.0335,,,,,,,0,0
2025-05-14 06:00:00,4.0047,4.0463,4.0335,4.0215,402111.2,-1,,,,,,4.0215,4.0215,0,-1
2025-05-14 07:00:00,3.9656,4.0229,4.0215,3.9952,439420.1,0,,,,,,,,0,0
2025-05-14 08:00:00,3.8936,4.0181,3.9952,3.9001,862574.8,0,,3.9001,,,,,,-1,-1
2025-05-14 09:00:00,3.8884,3.9436,3.9005,3.9421,693891.9,0,,,,,,,,0,0
2025-05-14 10:00:00,3.9233,3.9552,3.943,3.9256,302212.3,0,,,,,,,,0,0
2025-05-14 11:00:00,3.916,3.9618,3.9269,3.9527,477206.3,0,3.9527,,,,,,,0,0
2025-05-14 12:00:00,3.8981,3.9699,3.9531,3.9122,507576.7,1,,,,,,,3.9122,0,1
2025-05-14 13:00:00,3.8643,3.9526,3.9115,3.9153,1041211.9,0,,,,,,,,0,0
2025-05-14 14:00:00,3.8538,3.9159,3.9159,3.8946,746456.2,0,,,,,,,,0,0
2025-05-14 15:00:00,3.8734,3.9126,3.8933,3.907,401319.7,0,,,3.907,,,,,0,0
2025-05-14 16:00:00,3.8688,3.9186,3.9065,3.8891,299354.5,0,,3.8891,,,,,,0,0
2025-05-14 17:00:00,3.8649,3.9453,3.8895,3.9307,674889.5,0,,,3.9307,3.9307,,,,0,0
2025-05-14 18:00:00,3.9064,3.9403,3.9299,3.9289,265420.7,0,,,,,,,,0,0
2025-05-14 19:00:00,3.9182,3.9446,3.9288,3.9275,370392.9,0,,,,,,,,0,0
2025-05-14 20:00:00,3.9273,3.9512,3.9278,3.9357,284198.7,0,,,,3.9357,3.9357,,,0,0
2025-05-14 21:00:00,3.9215,3.9555,3.9354,3.9476,441544.9,0,3.9476,,,,,,,0,0
2025-05-14 22:00:00,3.8961,3.9549,3.9491,3.9121,363039.6,0,,,,,,,,0,0
2025-05-14 23:00:00,3.8877,3.9278,3.9129,3.9154,443588.9,0,,,,,,,,0,0
2025-05-15 00:00:00,3.9165,3.9612,3.9165,3.9394,657148.1,0,,,3.9394,,3.9394,3.9394,,0,0
2025-05-15 01:00:00,3.8392,3.943,3.9392,3.8528,1113787.8,0,,3.8528,,,,,,0,0
2025-05-15 02:00:00,3.8447,3.8914,3.8544,3.881,588647.5,0,3.881,,,,,,,0,0
2025-05-15 03:00:00,3.852,3.89,3.8815,3.859,381790.5,1,,,,3.859,,3.859,3.859,0,1
2025-05-15 04:00:00,3.8401,3.8764,3.8593,3.8719,692767.8,0,,,,,,,,0,0
2025-05-15 05:00:00,3.7823,3.8746,3.8712,3.8027,1605972.8,0,,,,,,,,0,0
2025-05-15 06:00:00,3.7551,3.8264,3.8027,3.7876,1034427.4,0,,,,,,,,0,0
2025-05-15 07:00:00,3.6853,3.7985,3.786,3.7062,1283212.5,0,,3.7062,,,,,,-1,-1
2025-05-15 08:00:00,3.7084,3.7891,3.7084,3.7789,939380.3,1,3.7789,,,,3.7789,,3.7789,0,1
2025-05-15 09:00:00,3.702,3.7879,3.7788,3.7361,932129.3,0,,,,,,,,0,0
2025-05-15 10:00:00,3.6772,3.7415,3.7377,3.7159,1073893.9,0,,,,,,,,0,0
2025-05-15 11:00:00,3.7006,3.739,3.7156,3.7271,824415.4,0,,,,,,,,0,0
2025-05-15 12:00:00,3.7029,3.7793,3.7265,3.7463,1376948.4,0,,,,,,,,0,0
2025-05-15 13:00:00,3.68,3.7799,3.7465,3.7266,1934716.5,0,,,,,,3.7266,,0,0
2025-05-15 14:00:00,3.6422,3.7387,3.7269,3.7168,2314363.6,0,,3.7168,,,,,,0,0
2025-05-15 15:00:00,3.6986,3.8106,3.7169,3.7911,1399929.2,0,,,,,,,,0,0
2025-05-15 16:00:00,3.7731,3.8675,3.7912,3.8667,1233475.0,0,,,,,,,,0,0
2025-05-15 17:00:00,3.8467,3.9483,3.8652,3.9158,1805947.7,0,3.9158,,,,,,,0,0
2025-05-15 18:00:00,3.8086,3.9559,3.9154,3.8197,1583109.6,0,,,,,,,,0,0
2025-05-15 19:00:00,3.8174,3.8939,3.8197,3.8901,1116561.8,0,,,,,,,,0,0
2025-05-15 20:00:00,3.8469,3.9242,3.8913,3.8648,1071677.9,1,,,,,,,3.8648,0,1
2025-05-15 21:00:00,3.7794,3.8699,3.8643,3.8421,705378.7,0,,3.8421,,,,,,0,0
2025-05-15 22:00:00,3.8382,3.9604,3.8418,3.8438,2267351.3,0,,,,,,,,0,0
2025-05-15 23:00:00,3.7935,3.8526,3.8434,3.8495,920994.7,0,,,,,,,,0,0
2025-05-16 00:00:00,3.8434,3.9139,3.8501,3.8633,533280.5,0,,,,,,,,0,0
2025-05-16 01:00:00,3.8184,3.9059,3.8633,3.9059,824463.7,0,,,,,,,,0,0
2025-05-16 02:00:00,3.8793,3.953,3.9062,3.9292,1762506.8,0,3.9292,,,,,,,0,0
2025-05-16 03:00:00,3.9001,3.9426,3.9279,3.9136,637559.4,0,,,,,,,,0,0
2025-05-16 04:00:00,3.8634,3.9334,3.9134,3.8866,474083.3,0,,,,,,,,0,0
2025-05-16 05:00:00,3.8759,3.9201,3.8875,3.8896,515220.5,0,,,,,,,,0,0
2025-05-16 06:00:00,3.8665,3.9076,3.8869,3.8937,232056.4,0,,,,,,,,0,0
2025-05-16 07:00:00,3.8686,3.9041,3.8939,3.8866,216368.4,0,,,,,,,,0,0
2025-05-16 08:00:00,3.8241,3.9038,3.8865,3.8509,453033.3,0,,3.8509,,,,,,0,0
2025-05-16 09:00:00,3.8501,3.9021,3.8516,3.8994,349601.9,0,,,,,,,,0,0
2025-05-16 10:00:00,3.8837,3.9417,3.8998,3.9387,382372.2,0,3.9387,,,,,,,0,0
2025-05-16 11:00:00,3.8994,3.9446,3.9396,3.9146,597546.6,0,,,,,,,,0,0
2025-05-16 12:00:00,3.8829,3.9262,3.9144,3.8902,857703.4,0,,,,,,,,0,0
2025-05-16 13:00:00,3.8757,3.9313,3.8898,3.93,1028090.2,0,,,,,,,,0,0
2025-05-16 14:00:00,3.8479,3.9286,3.9286,3.8524,1045351.1,0,,,,,,,,0,0
2025-05-16 15:00:00,3.8525,3.9016,3.8525,3.8798,706710.6,0,3.8798,,,,,,,0,0
2025-05-16 16:00:00,3.8131,3.9009,3.8786,3.8491,613862.6,0,,,,,,,,0,0
2025-05-16 17:00:00,3.8175,3.8649,3.8491,3.8295,429382.8,0,,3.8295,,,,,,0,0
2025-05-16 18:00:00,3.8234,3.8567,3.8281,3.848,453010.7,0,,,,,,,,0,0
2025-05-16 19:00:00,3.8423,3.9001,3.8479,3.877,819877.4,0,,,3.877,,,,,0,0
2025-05-16 20:00:00,3.8183,3.884,3.8749,3.8524,380719.9,0,,,,,,,,0,0
2025-05-16 21:00:00,3.8365,3.8808,3.8519,3.8445,315598.4,0,,,,,,,,0,0
2025-05-16 22:00:00,3.74,3.8455,3.8442,3.769,1490463.1,0,,,,,,,,0,0
2025-05-16 23:00:00,3.7674,3.8154,3.769,3.7812,651326.4,0,3.7812,,,,,,,0,0
2025-05-17 00:00:00,3.7374,3.8074,3.7821,3.7658,881784.9,0,,,,,,,,0,0
2025-05-17 01:00:00,3.6847,3.7649,3.7649,3.6955,2064919.4,0,,3.6955,,,,,,-1,-1
2025-05-17 02:00:00,3.6728,3.7541,3.6956,3.7316,668578.2,0,,,,,,,,0,0
2025-05-17 03:00:00,3.694,3.799,3.7318,3.7925,480772.8,0,,,,,,,,0,0
2025-05-17 04:00:00,3.7749,3.8259,3.792,3.8035,708189.1,0,,,,,,,,0,0
2025-05-17 05:00:00,3.7714,3.8217,3.805,3.7876,339764.3,0,,,,,,,,0,0
2025-05-17 06:00:00,3.7881,3.8444,3.7881,3.8378,430085.7,0,3.8378,,,3.8378,,,,0,0
2025-05-17 07:00:00,3.788,3.8488,3.8381,3.802,200885.9,0,,,,,3.802,,,0,0
2025-05-17 08:00:00,3.7782,3.8237,3.8021,3.791,205289.1,0,,,,,,,,0,0
2025-05-17 09:00:00,3.7721,3.8023,3.7912,3.7801,278998.4,0,,,,,,,,0,0
2025-05-17 10:00:00,3.762,3.8016,3.7794,3.7704,234643.3,0,,,,,,,,0,0
2025-05-17 11:00:00,3.7478,3.788,3.7684,3.7691,238204.0,0,,,,,,,,0,0
2025-05-17 12:00:00,3.7594,3.7786,3.7683,3.7749,226331.8,0,,,,,,,,0,0
2025-05-17 13:00:00,3.7299,3.8023,3.7748,3.7506,459438.9,0,,3.7506,,,,,,-1,-1
2025-05-17 14:00:00,3.7478,3.8119,3.7493,3.7938,484513.6,0,3.7938,,,,,3.7938,,1,1
2025-05-17 15:00:00,3.7758,3.804,3.7942,3.7833,242523.7,1,,,,,,,3.7833,0,1
2025-05-17 16:00:00,3.7094,3.7948,3.7828,3.7577,548284.9,0,,,,,,,,0,0
2025-05-17 17:00:00,3.7523,3.8026,3.7568,3.7711,628163.3,0,,,,,,,,0,0
2025-05-17 18:00:00,3.7505,3.8226,3.7705,3.7525,696119.5,0,,3.7525,,,,,,-1,-1
2025-05-17 19:00:00,3.7506,3.7854,3.7521,3.775,563815.2,0,,,,,,,,0,0
2025-05-17 20:00:00,3.7632,3.8518,3.7744,3.8495,488897.4,0,3.8495,,,,,,,0,0
2025-05-17 21:00:00,3.8183,3.8641,3.8504,3.8247,596376.7,0,,,,,,,,0,0
2025-05-17 22:00:00,3.7692,3.8272,3.8252,3.7955,592961.6,0,,,,,,,,0,0
2025-05-17 23:00:00,3.78,3.817,3.795,3.8036,843503.1,0,,,,,,,,0,0
2025-05-18 00:00:00,3.7688,3.817,3.803,3.7797,629856.6,0,,,,,,,,0,0
2025-05-18 01:00:00,3.754,3.7862,3.7797,3.7821,462465.2,0,,,,,,,,0,0
2025-05-18 02:00:00,3.7701,3.7886,3.7828,3.7741,306485.5,0,,,,,,,,0,0
2025-05-18 03:00:00,3.73,3.7865,3.7742,3.749,712683.2,0,,3.749,,,,,,-1,-1
2025-05-18 04:00:00,3.7475,3.7823,3.7504,3.778,142887.0,0,,,,,,,,0,0
2025-05-18 05:00:00,3.778,3.861,3.778,3.8523,583144.6,0,3.8523,,,,,,,0,0
2025-05-18 06:00:00,3.8098,3.8589,3.8524,3.8172,737916.7,0,,,,,,,,0,0
2025-05-18 07:00:00,3.8105,3.8654,3.8165,3.8487,447457.2,0,,,,,,,,0,0
2025-05-18 08:00:00,3.8269,3.874,3.8508,3.8358,371727.5,0,,,,,,,,0,0
2025-05-18 09:00:00,3.8332,3.8696,3.8359,3.8418,437637.6,0,,,3.8418,,,,,0,0
2025-05-18 10:00:00,3.8246,3.8551,3.8419,3.8439,225916.6,0,3.8439,,,,,,,0,0
2025-05-18 11:00:00,3.8281,3.8575,3.8423,3.8295,209637.1,0,,3.8295,,,,,,0,0
2025-05-18 12:00:00,3.8063,3.8424,3.8288,3.8424,324164.4,0,,,,,,,,0,0
2025-05-18 13:00:00,3.833,3.9249,3.8414,3.9212,1211662.3,0,,,,,,,,0,0
2025-05-18 14:00:00,3.8993,3.9953,3.9228,3.9746,2592799.1,0,,,,,,,,1,1
2025-05-18 15:00:00,3.954,4.0077,3.9776,3.9878,1582678.7,0,3.9878,,,3.9878,,,,0,0
2025-05-18 16:00:00,3.9406,3.9996,3.9873,3.969,2343570.2,0,,,,,,,,0,0
2025-05-18 17:00:00,3.8324,3.9699,3.9693,3.8395,1528867.3,0,,,,,,,,0,0
2025-05-18 18:00:00,3.753,3.8423,3.8357,3.8002,1875678.7,0,,,,,,,,0,0
2025-05-18 19:00:00,3.7237,3.8184,3.8,3.7313,1685396.9,0,,3.7313,,,,,,0,0
2025-05-18 20:00:00,3.695,3.8121,3.7296,3.8013,1607382.7,0,,,,,,,,0,0
2025-05-18 21:00:00,3.7752,3.8265,3.8009,3.7913,428227.4,0,,,,,,,,0,0
2025-05-18 22:00:00,3.7641,3.8592,3.7899,3.8544,1045336.1,0,,,,,,,,0,0
2025-05-18 23:00:00,3.8289,3.9688,3.8536,3.9452,1587774.8,0,3.9452,,3.9452,,3.9452,,,0,0
2025-05-19 00:00:00,3.8164,3.9755,3.9457,3.825,1576890.3,0,,,3.825,3.825,,3.825,,0,0
2025-05-19 01:00:00,3.7766,3.834,3.8239,3.8117,611672.1,0,,,,,,,,0,0
2025-05-19 02:00:00,3.772,3.8205,3.8114,3.7912,497697.1,0,,,,,,,,0,0
2025-05-19 03:00:00,3.7546,3.7909,3.7907,3.762,1727366.6,0,,,,,,,,0,0
2025-05-19 04:00:00,3.7185,3.7959,3.7615,3.7393,827565.9,0,,,,,,,,0,0
2025-05-19 05:00:00,3.7076,3.7536,3.7393,3.7317,822419.9,0,,,,,,,,0,0
2025-05-19 06:00:00,3.6533,3.7395,3.7316,3.6569,1113565.4,0,,3.6569,,,,,,0,0
2025-05-19 07:00:00,3.6548,3.7282,3.6559,3.7104,595404.2,0,3.7104,,,,,,,0,0
2025-05-19 08:00:00,3.6736,3.7228,3.7095,3.6874,431258.7,1,,,3.6874,3.6874,3.6874,,3.6874,0,1
2025-05-19 09:00:00,3.6665,3.7041,3.6873,3.6704,505462.2,0,,,,,,,,0,0
2025-05-19 10:00:00,3.6501,3.6865,3.6699,3.6688,681211.4,0,,,,,,,,0,0
2025-05-19 11:00:00,3.6554,3.6809,3.6684,3.6576,730307.3,0,,,,,,,,0,0
2025-05-19 12:00:00,3.5831,3.6616,3.658,3.6008,1810685.1,0,,3.6008,,,,,,0,0
2025-05-19 13:00:00,3.599,3.7174,3.6009,3.6977,2149595.3,0,,,,,,,,0,0
2025-05-19 14:00:00,3.6732,3.767,3.6974,3.753,1554521.1,0,,,,,,,,0,0
2025-05-19 15:00:00,3.7415,3.7803,3.7514,3.7568,1011727.4,0,,,,,,,,0,0
2025-05-19 16:00:00,3.7226,3.8104,3.7569,3.8075,1442958.6,0,,,,,,,,0,0
2025-05-19 17:00:00,3.7762,3.8398,3.8065,3.7859,1072653.0,0,,,3.7859,3.7859,3.7859,3.7859,,0,0
2025-05-19 18:00:00,3.7409,3.805,3.7842,3.7556,972312.1,0,,3.7556,,,,,,0,0
2025-05-19 19:00:00,3.7464,3.7984,3.7564,3.798,784011.8,0,,,,,,,,0,0
2025-05-19 20:00:00,3.7861,3.8331,3.7979,3.8265,705993.8,0,3.8265,,,,,,,0,0
2025-05-19 21:00:00,3.7917,3.8317,3.8257,3.8241,300973.0,0,,,,,,,,0,0
2025-05-19 22:00:00,3.8077,3.8334,3.8241,3.827,298034.8,0,,,,,,,,0,0
2025-05-19 23:00:00,3.8146,3.8509,3.8262,3.8394,655813.0,0,,,,,,,,0,0
2025-05-20 00:00:00,3.8327,3.8914,3.8398,3.8354,1739051.8,1,,3.8354,,3.8354,3.8354,3.8354,3.8354,0,1
2025-05-20 01:00:00,3.8287,3.9267,3.835,3.9028,1378219.6,0,3.9028,,,,,,,0,0
2025-05-20 02:00:00,3.8538,3.9384,3.9037,3.8738,1646305.3,-1,,,3.8738,,3.8738,3.8738,3.8738,0,-1
2025-05-20 03:00:00,3.8214,3.8794,3.8743,3.8477,1122753.1,0,,,,,,,,0,0
2025-05-20 04:00:00,3.8284,3.8956,3.8477,3.8924,993556.5,0,,,,,,,,0,0
2025-05-20 05:00:00,3.8638,3.8982,3.8928,3.8662,278751.7,-1,,3.8662,,3.8662,,3.8662,3.8662,0,-1
2025-05-20 06:00:00,3.8396,3.8846,3.8666,3.8694,456301.9,0,,,,,,,,0,0
2025-05-20 07:00:00,3.8485,3.9038,3.8718,3.8734,592396.1,-1,3.8734,,,,3.8734,,3.8734,0,-1
2025-05-20 08:00:00,3.8398,3.8924,3.8738,3.8626,407478.2,0,,,,,,,,0,0
2025-05-20 09:00:00,3.8488,3.875,3.8621,3.8601,293821.5,0,,,,,,,,0,0
2025-05-20 10:00:00,3.8341,3.8877,3.8619,3.8496,769383.6,0,,,,,,,,0,0
2025-05-20 11:00:00,3.823,3.8519,3.8504,3.8257,333816.7,0,,,,,,,,0,0
2025-05-20 12:00:00,3.7804,3.8256,3.8256,3.8043,525355.2,0,,,,,,,,0,0
2025-05-20 13:00:00,3.7944,3.8393,3.8048,3.7984,852982.2,0,,3.7984,,,,3.7984,,0,0
2025-05-20 14:00:00,3.7878,3.8446,3.799,3.8121,800889.5,0,,,,,,,,0,0
2025-05-20 15:00:00,3.8033,3.8863,3.8131,3.8675,767887.5,1,3.8675,,,,,,3.8675,0,1
2025-05-20 16:00:00,3.8438,3.8755,3.8674,3.851,850749.9,0,,,,,,,,0,0
2025-05-20 17:00:00,3.8508,3.9,3.8512,3.8947,1498300.5,0,,,,,,,,0,0
2025-05-20 18:00:00,3.8174,3.9051,3.895,3.8229,951935.6,0,,3.8229,,,,,,0,0
