start,low,high,open,close,volume,fibonacciretracement_signal,FlowMinMax,ew_0,ew_1,ew_2,ew_3,ew_4,ew_5,ew_a,ew_b,ew_c,signal
2025-05-28 23:15:00,107806.85,108063.77,107911.01,107991.27,132.33340135,0,0,,,,,,,,,,0
2025-05-28 23:30:00,107922.5,108097.87,107991.27,107959.77,76.23598143,0,0,,,,,,,,,,0
2025-05-28 23:45:00,107737.45,107970.48,107956.83,107819.29,41.9709079,0,0,,,,,,,,,,0
2025-05-29 00:00:00,107444.0,107855.06,107819.26,107573.47,86.02120354,0,-1,,,,,,,,,,0
2025-05-29 00:15:00,107573.48,108064.75,107573.48,108040.22,40.40725922,0,1,,,,,,,,,,0
2025-05-29 00:30:00,107807.01,108058.42,108040.22,107829.13,47.33087574,0,-1,,,,,,,,,,0
2025-05-29 00:45:00,107828.15,108330.86,107829.12,108306.97,100.05943663,0,1,,,,,,,,,,0
2025-05-29 01:00:00,107965.62,108327.75,108309.62,108058.57,102.44219831,0,0,,,,,,,,,,0
2025-05-29 01:15:00,107919.02,108110.64,108057.61,107960.52,23.11666181,0,-1,,,,,,,,,,0
2025-05-29 01:30:00,107825.0,108194.65,107960.51,108089.04,75.26592398,0,0,,,,,,,,,,0
2025-05-29 01:45:00,107940.26,108382.71,108089.04,108202.33,91.43272403,0,1,,,,,,,,,,0
2025-05-29 02:00:00,108039.29,108202.34,108202.32,108045.0,38.28546433,0,-1,,,,,,,,,,0
2025-05-29 02:15:00,107970.49,108290.28,108045.0,108129.2,48.6168886,0,0,,,,,,,,,,0
2025-05-29 02:30:00,108044.6,108257.65,108128.87,108169.49,47.4129103,0,0,,,,,,,,,,0
2025-05-29 02:45:00,108167.73,108552.82,108169.49,108468.01,92.20288231,0,1,,,,,,,,,,0
2025-05-29 03:00:00,108192.61,108479.77,108473.54,108247.31,44.09132823,0,0,,,,,,,,,,0
2025-05-29 03:15:00,108178.51,108339.78,108243.19,108213.27,36.1498814,0,0,,,,,,,,,,0
2025-05-29 03:30:00,107998.46,108273.26,108213.54,108084.58,24.95709662,0,-1,,,,,,,,,,0
2025-05-29 03:45:00,108025.0,108173.88,108084.58,108092.72,18.97790796,0,1,,,,,,,,,,0
2025-05-29 04:00:00,107909.09,108158.55,108092.72,107959.43,20.93248659,0,0,,,,,,,,,,0
2025-05-29 04:15:00,107714.38,107975.0,107959.42,107910.2,23.20589264,0,0,,,,,,,,,,0
2025-05-29 04:30:00,107377.77,107939.51,107910.18,107442.06,59.0114627,-1,-1,,,,,,,,,,-1
2025-05-29 04:45:00,107000.0,107680.85,107442.05,107608.76,121.47553948,1,0,,,,,,,,,,1
2025-05-29 05:00:00,107522.39,107730.14,107608.76,107617.58,29.1988237,0,0,,,,,,,,,,0
2025-05-29 05:15:00,107615.24,107724.29,107617.57,107665.86,30.05743043,0,0,,,,,,,,,,0
2025-05-29 05:30:00,107635.64,107771.99,107660.75,107768.96,11.88515325,0,1,,,,,,,,,,0
2025-05-29 05:45:00,107657.96,107815.28,107768.95,107721.78,13.82500676,0,-1,,,,,,,,,,0
2025-05-29 06:00:00,107687.93,107830.34,107721.77,107799.33,16.53248688,0,0,,,,,,,,,,0
2025-05-29 06:15:00,107799.34,107990.14,107799.34,107975.49,21.0320999,0,1,,,,,,,,,,0
2025-05-29 06:30:00,107896.03,108000.0,107974.81,107915.09,13.02184131,0,-1,,,,,,,,,,0
2025-05-29 06:45:00,107794.42,107954.83,107910.97,107954.83,10.87671465,0,0,,,,,,,,,,0
2025-05-29 07:00:00,107788.84,108056.14,107954.83,108053.15,11.45338225,0,1,,,,,,,,,,0
2025-05-29 07:15:00,107970.42,108066.45,108053.14,108024.85,13.71387527,0,0,,,,,,,,,,0
2025-05-29 07:30:00,107844.87,108043.19,108024.85,107887.47,15.78423275,0,-1,,,,,,,,,,0
2025-05-29 07:45:00,107840.19,107950.72,107886.33,107925.69,20.63350815,0,0,,,,,,,,,,0
2025-05-29 08:00:00,107719.16,107998.05,107925.7,107986.81,22.21846528,0,0,,,,,,,,,,0
2025-05-29 08:15:00,107986.81,108287.54,107986.81,108225.71,69.58083983,0,0,,,,,,,,,,0
2025-05-29 08:30:00,108155.36,108369.54,108225.71,108256.08,42.12509997,0,0,,,,,,,,,,0
2025-05-29 08:45:00,108244.08,108600.0,108262.35,108526.73,55.57994396,0,0,,,,,,,,,,0
2025-05-29 09:00:00,108378.0,108676.83,108526.55,108558.27,50.57441497,0,1,,,,,,,,,,0
2025-05-29 09:15:00,108476.23,108630.52,108558.29,108492.22,30.99906604,0,0,,,,,,,,,,0
2025-05-29 09:30:00,108376.51,108560.84,108483.97,108440.9,24.26993902,0,-1,,,,,,,,,,0
2025-05-29 09:45:00,108378.89,108638.88,108440.89,108559.79,27.34362492,0,1,,,,,,,,,,0
2025-05-29 10:00:00,108432.02,108605.72,108559.81,108504.91,32.36309525,0,0,,,,,,,,,,0
2025-05-29 10:15:00,108467.19,108632.24,108504.93,108467.19,25.34881888,0,-1,,,,,,,,,,0
2025-05-29 10:30:00,108458.1,108618.69,108467.19,108568.3,22.94440053,0,0,,,,,,,,,,0
2025-05-29 10:45:00,108568.05,108943.35,108568.3,108790.67,61.13371553,0,0,,,,,,,,,,0
2025-05-29 11:00:00,108769.08,108936.03,108790.67,108931.59,35.5146442,0,1,,,,,,,,,,0
2025-05-29 11:15:00,108810.78,108938.85,108931.58,108815.87,30.04032718,0,0,,,,,,,,,,0
2025-05-29 11:30:00,108750.48,108910.61,108815.87,108771.99,70.9973123,0,-1,,,,,,,,,,0
2025-05-29 11:45:00,108700.01,108890.74,108771.99,108816.44,52.61757265,0,1,,,,,,,,,,0
2025-05-29 12:00:00,108572.18,108831.43,108816.43,108666.89,78.77529147,0,-1,,,,,,,,,,0
2025-05-29 12:15:00,108586.21,108790.01,108666.89,108722.0,33.15853796,0,1,,,,,,,,,,0
2025-05-29 12:30:00,108400.0,108848.48,108722.01,108465.27,58.27034588,0,0,,,,,,,,,,0
2025-05-29 12:45:00,108406.1,108631.87,108465.28,108460.97,35.21051591,0,-1,,,,,,,,,,0
2025-05-29 13:00:00,108392.7,108632.16,108460.97,108489.75,45.07013553,0,1,,,,,,,,,,0
2025-05-29 13:15:00,108211.94,108506.61,108491.49,108326.37,56.07540211,0,0,,,,,,,,,,0
2025-05-29 13:30:00,107589.22,108388.04,108326.37,107621.54,152.26221728,0,-1,,,,,,,,,,0
2025-05-29 13:45:00,107459.82,107928.88,107620.86,107644.98,200.05640437,0,1,,,,,,,,,,0
2025-05-29 14:00:00,107243.95,107812.35,107644.97,107430.23,187.89203497,0,0,,,,,,,,,,0
2025-05-29 14:15:00,106950.0,107445.96,107430.24,107073.67,255.69764378,0,-1,,,,,,,,,,0
2025-05-29 14:30:00,106473.06,107243.36,107073.65,107216.71,451.7830749,0,0,,,,,,,,,,0
2025-05-29 14:45:00,107117.0,107859.49,107216.72,107642.47,237.23526145,0,1,,,,,,,,,,0
2025-05-29 15:00:00,107496.01,107767.78,107642.48,107515.98,244.50926997,-1,-1,,,,,,,,,,-1
2025-05-29 15:15:00,107406.52,107607.69,107515.99,107525.0,121.13827672,0,1,,,,,,,,,,0
2025-05-29 15:30:00,107225.0,107623.9,107523.94,107303.65,145.52356598,0,0,,,,,,,,,,0
2025-05-29 15:45:00,106945.58,107321.58,107303.64,107034.16,197.59472265,0,0,,,,,,,,,,0
2025-05-29 16:00:00,106641.61,107200.46,107034.17,106944.95,238.09388709,0,0,,,,,,,,,,0
2025-05-29 16:15:00,106749.87,107156.62,106941.13,106875.53,163.32579973,0,-1,,,,,,,,,,0
2025-05-29 16:30:00,106750.0,107000.0,106875.52,106896.5,99.18533563,0,1,,,,,,,,,,0
2025-05-29 16:45:00,106585.31,107083.62,106896.49,106748.62,106.7263411,0,0,,,,,,,,,,0
2025-05-29 17:00:00,106585.2,106830.18,106746.0,106701.08,112.64657391,-1,0,,,,,,,,,,-1
2025-05-29 17:15:00,106560.01,106889.4,106701.08,106598.41,178.81646483,0,0,,,,,,,,,,0
2025-05-29 17:30:00,106101.66,106814.39,106598.4,106148.94,260.76439498,0,-1,,,,,,,,,,0
2025-05-29 17:45:00,106100.95,106748.95,106148.93,106302.25,278.50542771,0,0,,,,,,,,,,0
2025-05-29 18:00:00,106151.68,106594.68,106303.76,106486.09,377.14111314,0,1,,,,,,,,,,0
2025-05-29 18:15:00,106274.39,106612.55,106487.69,106361.4,196.60505746,0,0,,,,,,,,,,0
2025-05-29 18:30:00,106199.0,106628.54,106361.4,106224.19,90.51998419,0,0,,,,,,,,,,0
2025-05-29 18:45:00,105800.0,106347.57,106222.45,105828.57,279.75654978,-1,0,,,,,,,,,,-1
2025-05-29 19:00:00,105663.14,106070.27,105828.57,105692.36,376.51845816,0,-1,,,,,,,,,,0
2025-05-29 19:15:00,105646.63,106009.05,105694.62,105973.02,354.23312142,0,1,,,,,,,,,,0
2025-05-29 19:30:00,105715.62,106116.37,105973.01,105792.04,263.78949654,0,0,,,,,,,,,,0
2025-05-29 19:45:00,105650.0,105932.0,105792.04,105744.47,310.32144997,0,-1,,,,,,,,,,0
2025-05-29 20:00:00,105738.4,106200.0,105740.1,105919.85,88.66957348,0,0,,,,,,,,,,0
2025-05-29 20:15:00,105919.85,106225.85,105919.85,106150.55,77.22883396,0,1,,,,,,,,,,0
2025-05-29 20:30:00,105940.61,106226.03,106150.56,105952.17,76.75208467,0,-1,,,,,,,,,,0
2025-05-29 20:45:00,105919.86,106200.09,105961.68,106192.85,56.37160482,0,0,,,,,,,,,,0
2025-05-29 21:00:00,106191.26,106356.22,106192.85,106348.97,71.18592181,0,1,,,,,,,,,,0
2025-05-29 21:15:00,106093.49,106451.89,106348.98,106164.49,47.77545742,0,-1,,,,,,,,,,0
2025-05-29 21:30:00,106151.34,106360.0,106159.01,106335.25,50.19768682,0,0,,,,,,,,,,0
2025-05-29 21:45:00,106282.28,106487.8,106335.25,106456.36,61.97433926,0,1,,,,,,,,,,0
2025-05-29 22:00:00,106274.0,106474.92,106456.36,106309.0,91.31168809,0,0,,,,,,,,,,0
2025-05-29 22:15:00,106147.63,106370.03,106308.4,106202.32,30.5840691,0,0,,,,,,,,,,0
2025-05-29 22:30:00,106025.0,106233.54,106199.32,106081.95,49.57125102,0,0,,,,,,,,,,0
2025-05-29 22:45:00,105906.34,106191.67,106082.92,105926.07,59.28247038,-1,-1,,,,,,,,,,-1
2025-05-29 23:00:00,105911.96,106094.0,105926.07,105976.97,86.69709226,0,1,,,,,,,,,,0
2025-05-29 23:15:00,105654.88,105995.16,105976.98,105758.31,65.49537087,0,0,,,,,,,,,,0
2025-05-29 23:30:00,105660.04,105912.97,105752.82,105756.98,47.33621842,0,0,,,,,,,,,,0
2025-05-29 23:45:00,105315.0,105830.95,105756.98,105572.58,147.53739875,0,-1,,,,,,,,,,0
2025-05-30 00:00:00,105560.82,105997.89,105572.58,105930.47,65.02023997,0,0,,,,,,,,,,0
2025-05-30 00:15:00,105929.26,106217.93,105930.48,106069.03,61.86864416,0,1,,,,,,,,,,0
2025-05-30 00:30:00,105760.0,106084.8,106069.0,105819.48,53.93981779,0,0,,,,,,,,,,0
2025-05-30 00:45:00,104624.0,105856.12,105819.47,104913.56,223.58396453,-1,-1,,,,,,,,,,-1
2025-05-30 01:00:00,104913.56,105543.59,104913.56,105525.09,150.81781758,0,0,,,,,,,,,,0
2025-05-30 01:15:00,105350.02,105773.0,105520.14,105742.75,100.13004248,0,0,,,,,,,,,,0
2025-05-30 01:30:00,105585.75,105900.82,105742.75,105884.61,47.49350295,0,1,,,,,,,,,,0
2025-05-30 01:45:00,105588.11,105946.47,105883.45,105679.95,33.13553642,0,-1,,,,,,,,,,0
2025-05-30 02:00:00,105653.12,106050.0,105674.91,105955.69,56.3869036,0,0,,,,,,,,,,0
2025-05-30 02:15:00,105899.97,106125.01,105954.57,105990.14,35.14364069,0,0,,,,,,,,,,0
2025-05-30 02:30:00,105938.93,106189.47,105990.14,106172.31,47.02157878,1,1,,,,,,,,,,1
2025-05-30 02:45:00,105970.53,106183.22,106171.35,106025.37,48.93564024,-1,0,,,,,,,,,,-1
2025-05-30 03:00:00,105937.37,106099.57,106025.37,106024.8,96.41629838,0,-1,,,,,,,,,,0
2025-05-30 03:15:00,106023.35,106185.39,106034.76,106177.07,19.53027688,0,1,,,,,,,,,,0
2025-05-30 03:30:00,106110.0,106221.01,106177.07,106130.35,25.75158453,0,0,,,,,,,,,,0
2025-05-30 03:45:00,105977.23,106184.63,106130.35,106051.67,25.46964342,0,0,,,,,,,,,,0
2025-05-30 04:00:00,105952.91,106118.07,106051.68,105984.5,81.71888153,-1,-1,,,,,,,,,,-1
2025-05-30 04:15:00,105949.03,106088.15,105984.63,106018.65,115.46078404,0,0,,,,,,,,,,0
2025-05-30 04:30:00,105921.38,106045.61,106018.66,106028.02,27.19848455,0,0,,,,,,,,,,0
2025-05-30 04:45:00,106028.01,106176.96,106028.02,106138.79,19.88535144,0,1,,,,,,,,,,0
2025-05-30 05:00:00,106123.01,106234.0,106138.78,106125.1,30.7030714,0,-1,,,,,,,,,,0
2025-05-30 05:15:00,106065.13,106242.24,106125.1,106221.97,32.53225477,0,0,,,,,,,,,,0
2025-05-30 05:30:00,106173.78,106377.66,106221.98,106302.04,32.57753037,0,1,,,,,,,,,,0
2025-05-30 05:45:00,106061.34,106305.28,106302.04,106121.13,23.47695821,0,0,,,,,,,,,,0
2025-05-30 06:00:00,106059.78,106183.66,106121.13,106110.57,18.37032125,0,0,,,,,,,,,,0
2025-05-30 06:15:00,105930.25,106111.45,106111.45,105983.38,28.69867111,-1,0,,,,,,,,,,-1
2025-05-30 06:30:00,105829.5,106057.69,105983.38,105861.19,24.06760289,0,0,,,,,,,,,,0
2025-05-30 06:45:00,105549.44,105876.0,105861.18,105742.72,59.04995737,0,0,,,,,,,,,,0
2025-05-30 07:00:00,105460.37,105895.17,105742.72,105571.4,50.67743441,0,-1,,,,,,,,,,0
2025-05-30 07:15:00,105549.96,105891.58,105571.41,105662.96,69.54145972,0,1,,,,,,,,,,0
2025-05-30 07:30:00,105057.52,105662.94,105662.94,105112.35,105.35895962,-1,0,,,,,,,,,,-1
2025-05-30 07:45:00,104768.15,105117.87,105107.35,105096.62,199.44604097,0,0,,,,,,,,,,0
2025-05-30 08:00:00,104881.94,105302.73,105087.27,105011.61,104.02715945,0,-1,,,,,,,,,,0
2025-05-30 08:15:00,104910.22,105271.11,105011.62,105267.95,38.98693964,0,0,,,,,,,,,,0
2025-05-30 08:30:00,105163.89,105389.78,105267.94,105303.91,45.83310945,0,1,,,,,,,,,,0
2025-05-30 08:45:00,105204.6,105408.67,105303.92,105208.5,18.94479775,0,0,,,,,,,,,,0
2025-05-30 09:00:00,105100.0,105371.11,105207.43,105158.31,23.13184401,0,-1,,,,,,,,,,0
2025-05-30 09:15:00,105119.05,105392.6,105158.31,105293.51,25.6870919,0,1,,,,,,,,,,0
2025-05-30 09:30:00,104639.0,105334.59,105293.5,105088.44,53.77217072,0,-1,,,,,,,,,,0
2025-05-30 09:45:00,105086.21,105696.27,105086.21,105665.73,60.27524157,1,1,,,,,,,,,,1
2025-05-30 10:00:00,105353.67,105790.07,105660.93,105358.08,68.2086567,0,-1,,,,,,,,,,0
2025-05-30 10:15:00,105320.0,105738.22,105356.17,105715.75,26.34584953,0,0,,,,,,,,,,0
2025-05-30 10:30:00,105645.27,105850.1,105715.02,105824.18,19.43764665,0,0,,,,,,,,,,0
2025-05-30 10:45:00,105797.59,105973.38,105824.84,105959.86,38.22461684,0,1,,,,,,,,,,0
2025-05-30 11:00:00,105831.75,106019.0,105959.85,105845.01,26.36586555,0,0,,,,,,,,,,0
2025-05-30 11:15:00,105710.0,105979.76,105845.01,105799.4,30.89531008,0,-1,,,,,,,,,,0
2025-05-30 11:30:00,105774.99,105970.67,105799.41,105817.86,35.94798241,0,0,,,,,,,,,,0
2025-05-30 11:45:00,105711.7,105994.85,105817.86,105901.75,40.52119704,0,1,,,,,,,,,,0
2025-05-30 12:00:00,105178.36,106000.0,105901.75,105366.8,93.25596011,0,-1,,,,,,,,,,0
2025-05-30 12:15:00,105279.73,105601.64,105365.15,105597.28,55.21375636,0,0,,,,,,,,,,0
2025-05-30 12:30:00,105551.78,106031.78,105597.27,105950.5,82.53676089,0,1,,,,,,,,,,0
2025-05-30 12:45:00,105674.1,106028.46,105950.5,105704.71,64.57761135,0,0,,,,,,,,,,0
2025-05-30 13:00:00,105611.81,105938.4,105704.62,105652.78,60.55609194,0,-1,,,,,,,,,,0
2025-05-30 13:15:00,105386.4,105713.41,105652.78,105661.0,95.68889584,0,0,,,,,,,,,,0
2025-05-30 13:30:00,105438.48,105889.13,105661.01,105863.32,119.50290538,0,1,,,,,,,,,,0
2025-05-30 13:45:00,105475.86,106017.76,105863.32,105508.26,113.37933781,0,-1,,,,,,,,,,0
2025-05-30 14:00:00,105480.95,105877.65,105508.26,105593.99,107.13740851,0,1,,,,,,,,,,0
2025-05-30 14:15:00,105052.01,105736.62,105593.98,105227.51,182.10374756,-1,-1,,,,,,,,,,-1
2025-05-30 14:30:00,105176.47,105677.53,105227.53,105467.99,62.64695457,0,1,,,,,,,,,,0
2025-05-30 14:45:00,105222.21,105557.3,105467.98,105347.72,78.88109687,0,-1,,,,,,,,,,0
2025-05-30 15:00:00,105314.99,105659.74,105361.65,105610.85,63.94387499,0,0,,,,,,,,,,0
2025-05-30 15:15:00,105435.82,105842.28,105610.84,105761.62,93.68814805,0,1,,,,,,,,,,0
2025-05-30 15:30:00,105483.07,105862.49,105761.61,105724.85,137.18014681,0,0,,,,,,,,,,0
2025-05-30 15:45:00,105532.74,105792.63,105724.84,105558.64,74.01294437,0,0,,,,,,,,,,0
2025-05-30 16:00:00,105284.85,105579.93,105558.64,105344.96,181.10001311,0,0,,,,,,,,,,0
2025-05-30 16:15:00,104650.0,105360.82,105344.51,104710.21,160.2772751,0,0,,,,,,,,,,0
2025-05-30 16:30:00,104055.01,104730.2,104707.87,104402.71,531.44150578,0,0,,,,,,,,,,0
2025-05-30 16:45:00,103664.03,104409.68,104402.68,103901.99,533.29566428,-1,-1,,,,,,,,,,-1
2025-05-30 17:00:00,103833.5,104251.0,103900.8,104071.13,303.53037801,0,1,,,,,,,,,,0
2025-05-30 17:15:00,103927.24,104236.1,104071.12,103999.89,177.55117488,0,-1,,,,,,,,,,0
2025-05-30 17:30:00,103912.37,104224.67,103999.88,104088.39,91.10622826,0,0,,,,,,,,,,0
2025-05-30 17:45:00,104034.36,104313.63,104097.16,104187.47,86.24541426,0,0,,,,,,,,,,0
2025-05-30 18:00:00,104076.0,104473.25,104187.46,104304.41,73.22876828,0,0,,,,,,,,,,0
2025-05-30 18:15:00,104304.38,104820.0,104304.39,104743.14,94.80662323,1,1,,,,,,,,,,1
2025-05-30 18:30:00,104587.89,104826.77,104743.13,104698.87,103.62541417,0,-1,,,,,,,,,,0
2025-05-30 18:45:00,104673.51,104934.47,104698.87,104919.06,95.67831287,0,1,,,,,,,,,,0
2025-05-30 19:00:00,104688.51,105008.96,104915.88,104823.26,67.49589493,0,-1,,,,,,,,,,0
2025-05-30 19:15:00,104722.73,104999.99,104823.25,104826.41,87.94920773,0,1,,,,,,,,,,0
2025-05-30 19:30:00,104540.08,104826.4,104826.4,104634.3,119.4396852,0,-1,,,,,,,,,,0
2025-05-30 19:45:00,104479.03,104791.0,104634.3,104651.99,214.93192737,0,1,,,,,,,,,,0
2025-05-30 20:00:00,104412.01,104672.53,104647.14,104473.36,100.88469993,0,0,,,,,,,,,,0
2025-05-30 20:15:00,104431.74,104657.2,104473.36,104469.99,53.38491839,0,-1,,,,,,,,,,0
2025-05-30 20:30:00,104394.58,104748.92,104469.99,104740.73,30.46870137,0,1,,,,,,,,,,0
2025-05-30 20:45:00,104523.13,104866.87,104740.73,104604.76,84.03269024,0,-1,,,,,,,,,,0
2025-05-30 21:00:00,104604.7,104813.04,104604.7,104794.17,42.78333854,0,0,,,,,,,,,,0
2025-05-30 21:15:00,104792.48,104918.57,104794.17,104840.6,27.72099526,0,1,,,,,,,,,,0
2025-05-30 21:30:00,104568.17,104910.59,104840.6,104653.4,42.43568231,0,-1,,,,,,,,,,0
2025-05-30 21:45:00,104633.93,104751.0,104657.81,104657.58,22.60244705,0,0,,,,,,,,,,0
2025-05-30 22:00:00,104500.0,104725.34,104657.57,104662.85,25.35883536,0,1,,,,,,,,,,0
2025-05-30 22:15:00,104500.0,104846.81,104662.86,104501.66,50.48780114,0,0,,,,,,,,,,0
2025-05-30 22:30:00,104011.73,104539.4,104501.66,104027.72,35.44833066,0,0,,,,,,,,,,0
2025-05-30 22:45:00,104017.76,104347.15,104037.06,104017.77,40.77186545,0,-1,,,,,,,,,,0
2025-05-30 23:00:00,103803.51,104305.72,104017.76,104075.78,74.67262418,0,1,,,,,,,,,,0
2025-05-30 23:15:00,103723.52,104260.06,104075.78,103886.4,81.19332161,0,0,,,,,,,,,,0
2025-05-30 23:30:00,103634.48,103966.0,103886.4,103850.63,46.65265209,0,-1,,,,,,,,,,0
2025-05-30 23:45:00,103850.62,104196.84,103850.62,104033.26,35.24000375,0,1,,,,,,,,,,0
2025-05-31 00:00:00,103964.43,104239.38,104033.0,104018.58,30.38150633,0,0,,,,,,,,,,0
2025-05-31 00:15:00,103603.0,104069.57,104018.59,103840.66,58.70525733,0,-1,,,,,,,,,,0
