start,low,high,open,close,volume,gartleypattern_signal,peak,trough,signal
2025-05-30 03:00:00,3.5056,3.54,3.5182,3.5204,221982.8,0,,,0
2025-05-30 03:15:00,3.5112,3.5333,3.5209,3.5135,56052.9,0,,,0
2025-05-30 03:30:00,3.5124,3.53,3.514,3.525,179121.5,0,3.525,,0
2025-05-30 03:45:00,3.5043,3.5322,3.5238,3.5093,100595.6,0,,,0
2025-05-30 04:00:00,3.49,3.5124,3.5084,3.4972,441177,0,,,0
2025-05-30 04:15:00,3.4831,3.506,3.4964,3.4861,84631.7,0,,3.4861,0
2025-05-30 04:30:00,3.4756,3.5043,3.4857,3.5037,352298.1,0,,,0
2025-05-30 04:45:00,3.5015,3.5154,3.5042,3.5042,83703.2,0,,,0
2025-05-30 05:00:00,3.5049,3.519,3.5049,3.5077,74963,0,,,0
2025-05-30 05:15:00,3.4944,3.5138,3.5064,3.5102,45375.3,0,3.5102,,0
2025-05-30 05:30:00,3.5,3.5195,3.5112,3.5009,83396.4,0,,,0
2025-05-30 05:45:00,3.4655,3.5,3.5,3.4786,145765.4,0,,,0
2025-05-30 06:00:00,3.4568,3.4828,3.4804,3.4685,41399,0,,,0
2025-05-30 06:15:00,3.4473,3.4718,3.4692,3.4501,76814,0,,,0
2025-05-30 06:30:00,3.4285,3.4594,3.4501,3.4394,182322.3,0,,,0
2025-05-30 06:45:00,3.4058,3.4403,3.44,3.43,202357.7,0,,,0
2025-05-30 07:00:00,3.4203,3.4472,3.4307,3.428,130862.6,0,,3.428,0
2025-05-30 07:15:00,3.4286,3.4594,3.4286,3.4508,134686,0,3.4508,,0
2025-05-30 07:30:00,3.4314,3.4509,3.4505,3.4429,95212.8,0,,,0
2025-05-30 07:45:00,3.427,3.4552,3.4425,3.4428,55383.5,0,,,0
2025-05-30 08:00:00,3.4174,3.4472,3.444,3.4428,117622.4,0,,,0
2025-05-30 08:15:00,3.4272,3.4564,3.4433,3.4537,93067.9,0,,,0
2025-05-30 08:30:00,3.4416,3.4674,3.4548,3.4631,131959.4,0,3.4631,,0
2025-05-30 08:45:00,3.4608,3.477,3.4637,3.4612,69150.3,0,,,0
2025-05-30 09:00:00,3.4448,3.4748,3.4622,3.4503,52068.3,0,,,0
2025-05-30 09:15:00,3.4426,3.458,3.4489,3.4428,40083.4,0,,,0
2025-05-30 09:30:00,3.3902,3.4454,3.4423,3.416,311718.5,0,,3.416,0
2025-05-30 09:45:00,3.402,3.4474,3.4147,3.4456,104674.9,0,,,0
2025-05-30 10:00:00,3.4236,3.4559,3.444,3.4236,50851.4,0,,,0
2025-05-30 10:15:00,3.42,3.4683,3.423,3.4678,194811.7,0,,,0
2025-05-30 10:30:00,3.4603,3.4753,3.4677,3.4707,60967,0,,,0
2025-05-30 10:45:00,3.4692,3.4962,3.4706,3.4913,116536.5,0,3.4913,,0
2025-05-30 11:00:00,3.48,3.4996,3.4909,3.4837,59976.6,0,,,0
2025-05-30 11:15:00,3.4769,3.5063,3.4839,3.486,265139.9,0,,,0
2025-05-30 11:30:00,3.4691,3.4898,3.4847,3.4692,46019.7,0,,,0
