start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal,fibonacciretracement_signal,signal
2025-05-28 21:00:00,107190.91,107368.04,107346.48,107361.08,87.3409971,,,,,0,107361.08,107361.08,0.0,0.0,0,0,0
2025-05-28 21:15:00,107331.41,107462.01,107361.08,107391.92,56.24468072,,,,,0,107365.82461538461,107363.36444444445,2.4601709401613334,0.49203418803226673,1,0,1
2025-05-28 21:30:00,107383.04,107519.77,107391.92,107505.89,96.28498457,,,,,0,107387.37313609467,107373.92189300412,13.451243090545177,3.0838759685348487,1,0,1
2025-05-28 21:45:00,107410.0,107591.56,107505.89,107519.54,75.41060735,,,,,0,107407.70649977241,107384.70841944826,22.99808032414876,7.066716839657632,1,0,1
2025-05-28 22:00:00,107217.83,107522.17,107522.17,107347.38,71.03886959,,,,,0,107398.42549980742,107381.94335134097,16.482148466442595,8.949803165014625,1,0,1
2025-05-28 22:15:00,107242.86,107359.33,107347.37,107277.73,29.98760397,,,,,0,107379.85696137551,107374.22384383423,5.6331175412778975,8.28646604026728,-1,0,-1
2025-05-28 22:30:00,107175.0,107385.9,107277.73,107359.68,52.76514178,,,,,0,107376.75281347158,107373.14652206874,3.606291402844363,7.350431112782697,-1,0,-1
2025-05-28 22:45:00,107231.36,107505.66,107359.68,107431.34,60.81977884,,,,,0,107385.15084216827,107377.45715006365,7.693692104614456,7.419083311149049,1,0,1
2025-05-28 23:00:00,107432.87,107959.54,107432.87,107916.19,103.67352519,,,,,0,107466.84917414238,107417.36328709597,49.48588704640861,15.832444058200963,1,1,1
2025-05-28 23:15:00,107806.85,108063.77,107911.01,107991.27,132.33340135,,,,,0,107547.5293011974,107459.87489545923,87.65440573816886,30.196836394194545,1,0,1
2025-05-28 23:30:00,107922.5,108097.87,107991.27,107959.77,76.23598143,,,,,0,107610.95094716703,107496.90416246225,114.04678470478393,46.96682605631243,1,0,1
2025-05-28 23:45:00,107737.45,107970.48,107956.83,107819.29,41.9709079,,,,,0,107643.00310914134,107520.78459487246,122.21851426888315,62.01716369882658,1,0,1
2025-05-29 00:00:00,107444.0,107855.06,107819.26,107573.47,86.02120354,,,,,0,107632.30570773498,107524.6872174745,107.6184902604873,71.13742901115873,1,0,1
2025-05-29 00:15:00,107573.48,108064.75,107573.48,108040.22,40.40725922,,,,,0,107695.06175269884,107562.8748309949,132.1869217039348,83.34732754971395,1,0,1
2025-05-29 00:30:00,107807.01,108058.42,108040.22,107829.13,47.33087574,,,,,0,107715.68763689902,107582.59743610639,133.09020079263428,93.29590219829802,1,0,1
2025-05-29 00:45:00,107828.15,108330.86,107829.12,108306.97,100.05943663,,,,,0,107806.65415429918,107636.25466306147,170.3994912377093,108.71662000618028,1,0,1
2025-05-29 01:00:00,107965.62,108327.75,108309.62,108058.57,102.44219831,,,,,0,107845.41043825315,107667.53728061247,177.87315764068626,122.54792753308148,1,0,1
2025-05-29 01:15:00,107919.02,108110.64,108057.61,107960.52,23.11666181,,,,,0,107863.11960159882,107689.2397042708,173.8798973280209,132.81432149206935,1,0,1
2025-05-29 01:30:00,107825.0,108194.65,107960.51,108089.04,75.26592398,,,,,0,107897.87658596823,107718.85454099148,179.0220449767512,142.05586618900574,1,0,1
2025-05-29 01:45:00,107940.26,108382.71,108089.04,108202.33,91.43272403,107747.0665,329.0042666700586,108405.07503334012,107089.05796665988,0,107944.71557274235,107754.66753795507,190.0480347872799,151.6542999086606,1,0,1
