start,low,high,open,close,volume,RSI,rsi_signal,SMA_Long,SMA_Short,movingaveragecrossover_signal,MA,STD,Z_Score,zscoremeanreversion_signal
2025-06-01 20:00:00,3.272,3.3022,3.2917,3.2762,697222.7,54.404145077720116,0.0,3.265875,3.2897,1.0,3.265875,0.025514513413679954,0.40467164051280824,0.0
2025-06-01 21:00:00,3.2738,3.315,3.2767,3.3065,457581.5,59.44404846756956,0.0,3.2700299999999998,3.29004,1.0,3.2700299999999998,0.02499452782215838,1.4591193824301305,0.0
2025-06-01 22:00:00,3.306,3.3395,3.3062,3.3262,814095.4,60.32078103207813,0.0,3.27419,3.2958,1.0,3.27419,0.02709451099975444,1.9195769947821344,-1.0
2025-06-01 23:00:00,3.3259,3.368,3.3259,3.3454,719147.7,77.18875502008035,-1.0,3.2780650000000002,3.30914,1.0,3.2780650000000002,0.03135461478667993,2.1475307688552814,-1.0
2025-06-02 00:00:00,3.321,3.3515,3.3445,3.3257,224666.4,68.63468634686343,0.0,3.28043,3.316,1.0,3.28043,0.03311562041981872,1.3670285933373958,0.0
