start,low,high,open,close,volume,gartleypattern_signal,peak,trough,fibonacciretracement_signal,signal
2025-05-06 21:00:00,1765.64,1781.21,1775.45,1767.16,1191.90254228,0,,,0,0
2025-05-06 21:30:00,1765.98,1777.08,1767.29,1775.94,931.5155651,0,,,0,0
2025-05-06 22:00:00,1775.49,1801.4,1775.82,1800.54,7500.58433853,0,,,0,0
2025-05-06 22:30:00,1796.78,1813.13,1800.55,1811.21,3174.87237662,0,,,0,0
2025-05-06 23:00:00,1801.98,1818.54,1810.85,1815.04,4355.84755438,0,,,0,0
2025-05-06 23:30:00,1809.41,1819.5,1814.8,1817.06,2361.72897862,0,,,0,0
2025-05-07 00:00:00,1814.58,1847.25,1817.06,1836.9,8943.45184539,0,,,0,0
2025-05-07 00:30:00,1832.2,1842.65,1837.25,1842.57,4392.26696431,0,,,0,0
2025-05-07 01:00:00,1840.75,1850.94,1842.27,1846.89,6271.06278752,0,1846.89,,0,0
2025-05-07 01:30:00,1828.99,1847.33,1846.75,1833.31,3084.95482184,0,,,0,0
2025-05-07 02:00:00,1822.0,1835.64,1832.79,1827.27,5088.05305488,0,,,0,0
2025-05-07 02:30:00,1821.17,1829.37,1827.56,1824.88,1599.300199,0,,,0,0
2025-05-07 03:00:00,1816.67,1827.71,1824.82,1824.15,3339.03238589,0,,1824.15,0,0
2025-05-07 03:30:00,1822.65,1828.49,1824.01,1826.25,932.51932975,0,,,0,0
2025-05-07 04:00:00,1826.24,1833.14,1826.25,1828.14,1604.26704189,0,,,0,0
2025-05-07 04:30:00,1824.19,1829.05,1828.09,1828.53,877.80299914,0,1828.53,,0,0
2025-05-07 05:00:00,1825.44,1830.25,1828.53,1828.29,1692.10505818,0,,,0,0
2025-05-07 05:30:00,1825.83,1830.9,1828.3,1828.07,597.84177617,0,,1828.07,0,0
2025-05-07 06:00:00,1827.38,1834.38,1828.15,1828.64,1683.60349323,0,,,0,0
2025-05-07 06:30:00,1826.26,1830.93,1828.77,1830.5,837.78479947,0,,,0,0
2025-05-07 07:00:00,1829.95,1836.36,1830.51,1834.92,1086.91419212,0,,,0,0
2025-05-07 07:30:00,1832.43,1838.7,1834.92,1838.24,866.47393665,0,,,0,0
2025-05-07 08:00:00,1834.47,1842.44,1838.24,1837.3,1365.1871829,0,,1837.3,0,0
2025-05-07 08:30:00,1835.81,1844.59,1837.2,1840.66,2211.94595361,0,,,0,0
2025-05-07 09:00:00,1837.8,1844.16,1840.67,1840.16,1453.02134458,0,,,0,0
2025-05-07 09:30:00,1839.12,1845.47,1840.07,1844.02,936.74865478,0,1844.02,,0,0
2025-05-07 10:00:00,1833.79,1847.36,1843.94,1835.44,2902.67357698,0,,,0,0
2025-05-07 10:30:00,1830.89,1839.78,1835.35,1833.7,2649.09303835,0,,1833.7,0,0
2025-05-07 11:00:00,1831.26,1836.31,1833.7,1833.71,1082.71158652,0,,,0,0
2025-05-07 11:30:00,1833.32,1837.49,1833.71,1836.49,1175.18631088,0,,,0,0
2025-05-07 12:00:00,1828.67,1837.4,1836.48,1829.84,680.24037382,0,,,0,0
2025-05-07 12:30:00,1827.1,1832.39,1829.96,1830.93,1484.18142926,0,,,0,0
2025-05-07 13:00:00,1822.64,1830.89,1830.89,1823.94,2552.75851987,0,,1823.94,0,0
2025-05-07 13:30:00,1822.54,1835.84,1823.89,1829.14,4008.30403274,0,,,0,0
2025-05-07 14:00:00,1827.05,1834.26,1829.17,1832.31,5382.23797039,0,1832.31,,0,0
2025-05-07 14:30:00,1816.95,1833.38,1832.23,1822.61,2561.00578044,0,,,0,0
2025-05-07 15:00:00,1817.18,1825.89,1822.57,1821.21,3062.08483046,0,,,0,0
2025-05-07 15:30:00,1814.87,1823.98,1821.17,1817.79,2028.1998203,0,,,0,0
2025-05-07 16:00:00,1804.37,1818.41,1817.75,1804.67,2333.54495499,0,,1804.67,0,0
2025-05-07 16:30:00,1800.27,1813.8,1804.58,1811.97,3072.83117777,0,1811.97,,0,0
2025-05-07 17:00:00,1805.0,1813.52,1812.16,1805.8,2159.52477765,0,,,0,0
2025-05-07 17:30:00,1789.15,1809.24,1805.8,1796.53,6951.46725832,0,,,0,0
