start,low,high,open,close,volume,fibonacciretracement_signal,RSI,rsi_signal
2025-05-26 06:00:00,3.6178,3.6342,3.6259,3.6244,89078,0,64.05750798722062,0.0
2025-05-26 06:15:00,3.6188,3.6292,3.6231,3.628,46228.8,0,66.21212121212136,0.0
2025-05-26 06:30:00,3.6112,3.6275,3.6275,3.6199,55840.2,0,57.89473684210526,0.0
2025-05-26 06:45:00,3.6168,3.6373,3.6204,3.6354,75933.9,0,61.025641025641136,0.0
2025-05-26 07:00:00,3.636,3.6645,3.636,3.6446,240933.6,0,62.926829268292565,0.0
2025-05-26 07:15:00,3.6283,3.656,3.6444,3.6293,128167.2,0,57.58928571428588,0.0
2025-05-26 07:30:00,3.6231,3.6384,3.6288,3.6332,200461.5,0,60.39173014145806,0.0
2025-05-26 07:45:00,3.6284,3.653,3.6335,3.652,275139.5,0,66.75799086757996,0.0
2025-05-26 08:00:00,3.636,3.6617,3.6518,3.6421,162018.6,0,60.051768766177844,0.0
2025-05-26 08:15:00,3.6299,3.6448,3.6427,3.6325,60131.8,0,53.37781484570465,0.0
2025-05-26 08:30:00,3.6198,3.6356,3.633,3.6266,67978.5,0,50.20145044319086,0.0
2025-05-26 08:45:00,3.6069,3.627,3.6267,3.6153,111013.6,0,41.095890410958916,0.0
2025-05-26 09:00:00,3.6077,3.62,3.6151,3.618,50566.8,0,43.236714975845445,0.0
2025-05-26 09:15:00,3.6088,3.618,3.618,3.6101,57755.5,0,43.552311435523194,0.0
2025-05-26 09:30:00,3.5907,3.6186,3.6104,3.5931,279252.6,0,38.71665465032449,0.0
2025-05-26 09:45:00,3.5898,3.5998,3.5938,3.5961,41867.5,0,38.450398262128765,0.0
2025-05-26 10:00:00,3.5845,3.5995,3.5957,3.5917,132883.8,0,39.50892857142853,0.0
2025-05-26 10:15:00,3.5879,3.6047,3.5922,3.6017,26693.3,0,36.92785104732342,0.0
2025-05-26 10:30:00,3.588,3.602,3.6009,3.5961,74965.8,0,30.64644852354337,0.0
2025-05-26 10:45:00,3.5687,3.5979,3.5968,3.5819,126367.4,0,30.91787439613516,0.0
2025-05-26 11:00:00,3.5755,3.5888,3.5818,3.584,56222.6,0,29.90196078431373,1.0
2025-05-26 11:15:00,3.5706,3.5868,3.585,3.5764,89857,0,16.00719424460418,1.0
2025-05-26 11:30:00,3.561,3.5794,3.576,3.5744,160322.1,0,17.231364956437403,1.0
2025-05-26 11:45:00,3.5606,3.5774,3.5738,3.5715,58727.1,0,18.42650103519658,1.0
2025-05-26 12:00:00,3.5708,3.5857,3.5718,3.5784,360036.1,0,25.307377049180175,1.0
2025-05-26 12:15:00,3.5652,3.5801,3.5785,3.5703,52343.2,0,26.165254237288025,1.0
2025-05-26 12:30:00,3.5661,3.5772,3.5694,3.5749,38861.5,0,27.622014537902288,1.0
2025-05-26 12:45:00,3.5742,3.6036,3.5754,3.5946,124004.6,0,42.83071230342259,0.0
2025-05-26 13:00:00,3.5857,3.6078,3.5957,3.5864,58541,0,46.62638469284975,0.0
2025-05-26 13:15:00,3.57,3.5936,3.5865,3.5825,122503,0,43.21357285429147,0.0
2025-05-26 13:30:00,3.573,3.5898,3.5819,3.5794,96180.4,0,43.78159757330646,0.0
