start,low,high,open,close,volume,VWAP,RSI,rsi_signal,MA,STD,Z_Score,zscoremeanreversion_signal,UpperBand,LowerBand,bollingerbands_signal,signal
2025-05-29 06:00:00,3.6106,3.6424,3.6168,3.6418,242273.9,3.6316,,0,,,,0,,,0,0
2025-05-29 06:30:00,3.6384,3.6577,3.6414,3.6563,144074.7,3.6387599437399283,,0,,,,0,,,0,0
2025-05-29 07:00:00,3.6439,3.665,3.6576,3.6527,114863.9,3.642221982519058,,0,,,,0,,,0,0
2025-05-29 07:30:00,3.6316,3.6537,3.6528,3.6384,173378.8,3.6419678867288483,,0,,,,0,,,0,0
2025-05-29 08:00:00,3.6215,3.6481,3.6389,3.6417,197979.2,3.640863402540731,,0,,,,0,,,0,0
2025-05-29 08:30:00,3.6409,3.6608,3.6424,3.6548,114187.1,3.642171410658505,,0,,,,0,,,0,0
2025-05-29 09:00:00,3.644,3.668,3.6553,3.6597,91290.3,3.6434468710898664,,0,,,,0,,,0,0
2025-05-29 09:30:00,3.6392,3.6673,3.659,3.6492,134366.4,3.644383693181449,,0,,,,0,,,0,0
2025-05-29 10:00:00,3.6444,3.6657,3.6495,3.6552,136480.2,3.6454679615937358,,0,,,,0,,,0,0
2025-05-29 10:30:00,3.6544,3.68,3.6544,3.6706,245503.3,3.64898874180166,,0,,,,0,,,0,0
2025-05-29 11:00:00,3.6604,3.7288,3.6697,3.7224,1416231.8,3.674803894323855,,0,,,,0,,,0,0
2025-05-29 11:30:00,3.6982,3.725,3.7217,3.7117,622317.1,3.6811127096111824,,0,,,,0,,,0,0
2025-05-29 12:00:00,3.6729,3.7146,3.7123,3.6824,492973.2,3.6821705981907216,,0,,,,0,,,0,0
2025-05-29 12:30:00,3.6579,3.7046,3.6817,3.676,227499.7,3.682031038868848,,0,,,,0,,,0,0
2025-05-29 13:00:00,3.6525,3.6904,3.6765,3.6641,170957.9,3.6815386486914505,55.697496167603475,0,,,,0,,,0,0
2025-05-29 13:30:00,3.6199,3.6668,3.6641,3.6336,526661.2,3.6772179277977024,44.638639584317445,0,,,,0,,,0,0
2025-05-29 14:00:00,3.532,3.6405,3.633,3.5501,1342602.9,3.655585159296386,32.40740740740743,0,,,,0,,,0,0
2025-05-29 14:30:00,3.5383,3.6076,3.5505,3.595,892325.7,3.6463648485671905,43.26505276225952,0,,,,0,,,0,0
2025-05-29 15:00:00,3.5691,3.6074,3.5953,3.5827,709530.4,3.6410434934012925,41.0929951690821,0,,,,0,,,0,0
2025-05-29 15:30:00,3.551,3.584,3.5833,3.5633,143249.9,3.6397244147834242,36.44444444444448,0,3.6450850000000004,0.0439479749249041,-1.8609503655117257,1,3.7329809498498085,3.557189050150192,0,1
2025-05-29 16:00:00,3.555,3.5846,3.564,3.5703,267155.2,3.637507384014322,36.83745583038872,0,3.6415099999999994,0.047029362608570636,-1.5141604319132749,1,3.735568725217141,3.547451274782858,0,1
2025-05-29 16:30:00,3.5388,3.5744,3.5701,3.5511,234168.7,3.6352648925929993,35.91731266149871,0,3.6362499999999995,0.05100326614928444,-1.669500924720568,1,3.7382565322985686,3.5342434677014305,0,1
2025-05-29 17:00:00,3.5432,3.5663,3.5509,3.5596,135030.4,3.634050814497094,36.37400228050179,0,3.631595,0.05360507119568769,-1.343063228797493,0,3.7388051423913753,3.5243848576086245,0,0
2025-05-29 17:30:00,3.5528,3.5987,3.5603,3.5849,391285.2,3.631692325185569,38.120321596895,0,3.6289199999999995,0.05457374151694115,-0.8066150272349257,0,3.738067483033882,3.519772516966117,0,0
2025-05-29 18:00:00,3.5728,3.5961,3.586,3.5728,170279.1,3.6307599119522984,26.697819314641833,1,3.6254749999999993,0.055883496057234666,-0.9425859818442778,0,3.737241992114469,3.51370800788553,0,1
2025-05-29 18:30:00,3.544,3.5851,3.5742,3.5448,270152.5,3.628712899532149,25.332545078332913,1,3.619975,0.05821007215250658,-1.2914431681693614,0,3.736395144305013,3.503554855694987,0,1
2025-05-29 19:00:00,3.5106,3.5501,3.5451,3.5209,946406.6,3.6196092866203355,25.74346650645849,1,3.613035,0.0614107591721947,-1.5003071325279487,1,3.7358565183443893,3.4902134816556107,0,1
2025-05-29 19:30:00,3.5178,3.5366,3.5208,3.5285,155425.9,3.6182743430265063,27.925770727327233,1,3.607,0.06356272492585606,-1.2350005461780913,0,3.7341254498517125,3.479874550148288,0,1
2025-05-29 20:00:00,3.5285,3.5588,3.5285,3.5486,293996.9,3.6163244278393316,33.12883435582826,0,3.60167,0.06377729426024557,-0.8321143224334021,0,3.729224588520491,3.474115411479509,0,0
2025-05-29 20:30:00,3.5472,3.578,3.5483,3.5758,237660.1,3.615281533975199,41.47492625368736,0,3.5969300000000004,0.06187928911237348,-0.3414712790515094,0,3.720688578224747,3.4731714217752536,0,0
2025-05-29 21:00:00,3.5725,3.5931,3.5756,3.5793,195916.2,3.6147051000599473,55.637065637065604,0,3.5897750000000004,0.05443300928664604,-0.19243837769171934,0,3.6986410185732925,3.4809089814267082,0,0
2025-05-29 21:30:00,3.5748,3.5969,3.5784,3.5933,193130.0,3.614267141155891,49.62735642262165,0,3.5838550000000007,0.04630669469617024,0.20396618808512418,0,3.6764683893923413,3.49124161060766,0,0
2025-05-29 22:00:00,3.5688,3.5935,3.5932,3.5688,144199.1,3.6138111121772494,47.10778193924262,0,3.5781750000000003,0.04013934773812643,-0.23356134387543862,0,3.658453695476253,3.4978963045237474,0,0
2025-05-29 22:30:00,3.5497,3.5812,3.5686,3.5514,183623.9,3.6129965195997413,47.503147293327785,0,3.5719450000000004,0.03323210994774629,-0.6182273720297908,0,3.638409219895493,3.5054807801045076,0,0
2025-05-29 23:00:00,3.5298,3.5545,3.5503,3.5336,405658.5,3.610578334982727,42.63348052990766,0,3.5654199999999996,0.026267221919506343,-1.2113957120212182,0,3.6179544438390123,3.512885556160987,0,0
2025-05-29 23:30:00,3.5132,3.5416,3.5332,3.5249,247455.0,3.608929752285626,44.509639564124114,0,3.5599849999999997,0.022374733753198154,-1.5680633515911526,1,3.604734467506396,3.5152355324936035,0,1
2025-05-30 00:00:00,3.5232,3.5514,3.5259,3.5292,171379.0,3.607933125184737,43.5153583617747,0,3.5589399999999998,0.02332844209385849,-1.2748386660517426,0,3.6055968841877166,3.512283115812283,0,0
2025-05-30 00:30:00,3.3197,3.5308,3.5281,3.3855,1981108.3,3.5816396501159034,21.74036281179133,1,3.5484649999999993,0.04408526755946595,-3.6965863886428347,1,3.636635535118931,3.4602944648810676,1,1
2025-05-30 01:00:00,3.374,3.4443,3.386,3.4406,1236027.8,3.5691234466367896,33.299646286003,0,3.54136,0.049406960941490156,-2.0393887436089115,1,3.6401739218829805,3.4425460781170196,1,1
2025-05-30 01:30:00,3.4156,3.4523,3.4411,3.4245,373078.3,3.5659713674151328,34.33185725449334,0,3.53442,0.05553165621612173,-1.979411519300018,1,3.645483312432243,3.4233566875677566,0,1
2025-05-30 02:00:00,3.4227,3.4867,3.4243,3.4769,501365.0,3.5628849750316522,44.665373423860316,0,3.52975,0.056277755725277136,-0.9390921744994583,0,3.6423055114505543,3.4171944885494456,0,0
2025-05-30 02:30:00,3.4769,3.5192,3.4774,3.5164,350251.6,3.561690898312085,48.63830744992119,0,3.528015,0.05611957417214997,-0.20696878355438444,0,3.6402541483443,3.4157758516556997,0,0
2025-05-30 03:00:00,3.5056,3.54,3.5182,3.5135,278035.7,3.561023815811122,45.890892062748776,0,3.52571,0.055699162801988285,-0.21921334874290418,0,3.6371083256039767,3.4143116743960236,0,0
2025-05-30 03:30:00,3.5043,3.5322,3.514,3.5093,279717.1,3.5603040095882927,41.77183865379855,0,3.5219300000000002,0.05401052626450441,-0.2338433056206036,0,3.629951052529009,3.4139089474709916,0,0
2025-05-30 04:00:00,3.4831,3.5124,3.5084,3.4861,525808.7,3.5583958207074233,39.004247286455865,0,3.517595,0.05318576654668244,-0.5921697109010571,0,3.623966533093365,3.4112234669066352,0,0
2025-05-30 04:30:00,3.4756,3.5154,3.4857,3.5042,436001.3,3.557000197438907,39.58868894601539,0,3.515565,0.05286660745887559,-0.21497502007937222,0,3.621298214917751,3.409831785082249,0,0
2025-05-30 05:00:00,3.4944,3.519,3.5049,3.5102,120338.3,3.556686752092933,42.84318514899855,0,3.5150300000000003,0.05286391765158915,-0.09136666774931912,0,3.6207578353031784,3.4093021646968222,0,0
2025-05-30 05:30:00,3.4655,3.5195,3.5112,3.4786,229161.8,3.5558607271118126,41.40698772426818,0,3.5125350000000006,0.05336985424474739,-0.6358458436925625,0,3.6192747084894954,3.405795291510506,0,0
2025-05-30 06:00:00,3.4473,3.4828,3.4804,3.4501,118213.0,3.5552712609290915,40.38682938061248,0,3.5076099999999997,0.0544014405769041,-1.0571411232888446,0,3.616412881153808,3.3988071188461912,0,0
2025-05-30 06:30:00,3.4058,3.4594,3.4501,3.43,384680.0,3.552846077863824,39.35382544312317,0,3.50032,0.05455145904749803,-1.2890580972137151,0,3.609422918094996,3.391217081905004,0,0
2025-05-30 07:00:00,3.4203,3.4594,3.4307,3.4508,265548.6,3.551384082496146,41.51882302033753,0,3.4938949999999998,0.05227968786400915,-0.8243163217060351,0,3.598454375728018,3.3893356242719817,0,0
2025-05-30 07:30:00,3.427,3.4552,3.4505,3.4428,150596.3,3.550558409613126,58.77488514548241,0,3.4863699999999995,0.04786328226808121,-0.9103011313759223,0,3.5820965645361618,3.3906434354638373,0,0
2025-05-30 08:00:00,3.4174,3.4564,3.444,3.4537,210690.3,3.549432579823955,52.32022670917466,0,3.4806150000000002,0.04421074262165512,-0.6087886880872445,0,3.5690364852433105,3.39219351475669,0,0
2025-05-30 08:30:00,3.4416,3.477,3.4548,3.4612,201109.7,3.548551278712791,56.704420898794254,0,3.4761049999999996,0.04110117779078616,-0.3626416760091251,0,3.558307355581572,3.3939026444184273,0,0
2025-05-30 09:00:00,3.4426,3.4748,3.4622,3.4428,92151.7,3.5481238784901596,42.88694201084688,0,3.4715650000000005,0.039395528399744584,-0.7301590096247286,0,3.5503560567994894,3.3927739432005115,0,0
2025-05-30 09:30:00,3.3902,3.4474,3.4423,3.4456,416393.4,3.5457289828359393,32.56157635467986,0,3.4676,0.037699141411419994,-0.5835676669637749,0,3.54299828282284,3.39220171717716,0,0
2025-05-30 10:00:00,3.42,3.4683,3.444,3.4678,245663.1,3.5446421008024136,39.72109761583443,0,3.46453,0.03480794071533758,0.09394408094240493,0,3.534145881430675,3.3949141185693246,0,0
2025-05-30 10:30:00,3.4603,3.4962,3.4677,3.4913,177503.5,3.544126407449093,46.274834437086035,0,3.46982,0.02985180237880963,0.7195545423832623,0,3.5295236047576193,3.4101163952423805,0,0
2025-05-30 11:00:00,3.4769,3.5063,3.4909,3.486,325116.5,3.5433107294806248,49.97764863656688,0,3.47209,0.02923264037267655,0.4758379613564303,0,3.5305552807453533,3.413624719254647,0,0
2025-05-30 11:30:00,3.4674,3.4955,3.4847,3.4854,147397.5,3.542901887817026,45.44131910766242,0,3.4751350000000003,0.027109238568978938,0.3786532024453741,0,3.529353477137958,3.4209165228620426,0,0
2025-05-30 12:00:00,3.4421,3.501,3.4866,3.4566,185638.6,3.5422581503732027,38.29694323144094,0,3.4741200000000005,0.027417946485359307,-0.6389975270159642,0,3.528955892970719,3.419284107029282,0,0
2025-05-30 12:30:00,3.4544,3.4958,3.4568,3.4723,149859.1,3.541797740190979,48.521820741435945,0,3.471915,0.025548308729693117,0.015069490668578761,0,3.523011617459386,3.420818382540614,0,0
2025-05-30 13:00:00,3.431,3.4846,3.4727,3.4482,231760.0,3.540895348945102,49.54480114997604,0,3.4686499999999993,0.024084817231047866,-0.8490826317601119,0,3.5168196344620952,3.4204803655379035,0,0
2025-05-30 13:30:00,3.4148,3.4614,3.4481,3.4269,513990.4,3.538505239486619,49.26155312053351,0,3.46453,0.02381136614928027,-1.5803377162018681,1,3.5121527322985604,3.4169072677014394,0,1
2025-05-30 14:00:00,3.4189,3.4519,3.427,3.4274,324011.8,3.5370301173780483,43.82911392405061,0,3.4615950000000004,0.02461677808240247,-1.3890932389907285,0,3.5108285561648054,3.4123614438351955,0,0
2025-05-30 14:30:00,3.4243,3.4786,3.4273,3.4497,405276.6,3.5355528439952124,51.69200588523785,0,3.4588699999999997,0.0225849530719795,-0.4060225394657398,0,3.5040399061439587,3.4137000938560407,0,0
2025-05-30 15:00:00,3.4436,3.4728,3.4496,3.4685,141398.3,3.535113302970171,53.49386213408879,0,3.456785,0.019279857910601716,0.6076289594208177,0,3.4953447158212034,3.4182252841787966,0,0
