start,low,high,open,close,volume,obv_signal,OBV,SMA10,VWAP,vwap_signal,prev_close,prev_vwap,adx_signal,ADX,+DI,-DI,signal
2025-05-30 13:00:00,2589.67,2619.06,2610.91,2593.95,2712.54342477,-1,-1043.0942886599987,2613.29,2615.8798582807303,0,2610.83,2616.4772283794687,-1,36.88394419262396,10.396787866514352,30.513514044358224,-1
2025-05-30 13:30:00,2572.76,2600.88,2594.08,2576.98,4787.99996571,-1,-5831.094254369998,2609.1459999999997,2613.83035212628,0,2593.95,2615.8798582807303,-1,38.2117266284401,9.483901324083735,33.11443075112708,-1
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2588.68,4246.87816234,0,-1584.2160920299984,2606.44,2612.3304131732325,0,2576.98,2613.83035212628,-1,39.44466746169794,9.064190699339578,31.6489496222473,-1
2025-05-30 14:30:00,2586.38,2605.62,2588.45,2596.59,2538.47209991,0,954.2560078800016,2604.518,2611.8330044061836,0,2588.68,2612.3304131732325,-1,39.34325071765028,13.323602297757667,29.67298150310082,-1
2025-05-30 15:00:00,2595.7,2617.8,2595.82,2614.22,2164.86134075,1,3119.1173486300017,2604.165,2611.766573849179,1,2596.59,2611.8330044061836,-1,38.36100836465031,16.31966569137714,27.545602822306282,1
2025-05-30 15:30:00,2598.02,2615.44,2614.05,2599.03,2963.33422432,-1,155.78312431000177,2601.771,2611.5089744204497,-1,2614.22,2611.766573849179,-1,37.44892617972177,15.3834459243195,25.965378181345166,-1
2025-05-30 16:00:00,2570.23,2605.34,2599.04,2573.64,4500.24210995,-1,-4344.458985639998,2597.25,2610.1173375393832,0,2599.03,2611.5089744204497,-1,37.62499104185448,13.680029101839612,31.854675704129633,-1
2025-05-30 16:30:00,2534.05,2574.72,2573.47,2541.23,13027.92265675,-1,-17372.38164239,2589.1099999999997,2602.657768427159,0,2573.64,2610.1173375393832,-1,38.700566204428476,12.019717544134588,38.785399213001334,-1
2025-05-30 17:00:00,2539.95,2560.59,2541.22,2547.86,2609.55433979,0,-14762.827302599999,2584.3010000000004,2601.3677914868967,0,2541.23,2602.657768427159,-1,39.699314569675764,11.272022308375735,36.3727253625482,-1
2025-05-30 17:30:00,2539.81,2555.04,2547.85,2549.75,2267.10256882,0,-12495.724733779998,2578.193,2600.270704067154,0,2547.86,2601.3677914868967,-1,40.629944042151635,10.741073170343727,34.70275010371534,-1
2025-05-30 18:00:00,2548.11,2577.38,2549.75,2574.29,4687.45897053,0,-7808.265763249998,2576.227,2598.8926925992537,0,2549.75,2600.270704067154,-1,39.95919784784039,16.56677362575476,31.62011559256887,-1
2025-05-30 18:30:00,2567.61,2579.76,2574.29,2578.72,2497.37034867,1,-5310.895414579998,2576.401,2598.3906919824435,0,2574.29,2598.8926925992537,-1,39.18744309335408,16.68218169545926,30.412447065883207,0
2025-05-30 19:00:00,2574.8,2585.99,2578.71,2581.34,1863.90914073,1,-3446.986273849998,2575.667,2598.1135679246577,0,2578.72,2598.3906919824435,-1,38.07538753099353,18.105350996895915,29.302437958657475,0
2025-05-30 19:30:00,2572.69,2582.22,2581.3,2574.7,2458.45586419,0,-5905.442138039998,2573.478,2597.6765342403323,0,2581.34,2598.1135679246577,-1,37.12674620088855,17.5189029029764,29.070460065796084,-1
2025-05-30 20:00:00,2566.1,2578.89,2574.26,2573.28,1654.27166918,0,-7559.713807219998,2569.384,2597.34146321687,0,2574.7,2597.6765342403323,-1,36.510296139277976,16.735433700668352,30.074641070738693,-1
2025-05-30 20:30:00,2569.73,2590.15,2573.17,2578.59,2009.02354363,1,-5550.690263589998,2567.3399999999997,2597.0546437124863,0,2573.28,2597.34146321687,-1,35.1755638527875,19.47775390243109,27.927241137402127,0
2025-05-30 21:00:00,2575.82,2588.31,2578.32,2582.31,622.58885551,1,-4928.101408079998,2568.207,2596.9807831073435,0,2578.59,2597.0546437124863,-1,33.93616958676062,18.602805751609875,26.672738790103324,0
2025-05-30 21:30:00,2563.63,2585.4,2582.29,2569.9,727.82686816,-1,-5655.928276239998,2571.0739999999996,2596.8425543259127,0,2582.31,2596.9807831073435,-1,33.3396008181198,17.156215266453508,28.952855226929525,-1
2025-05-30 22:00:00,2546.93,2574.13,2569.87,2549.38,1555.44426087,-1,-7211.372537109998,2571.2259999999997,2596.3559183848092,0,2569.9,2596.8425543259127,-1,33.43564452984771,15.53116653883575,32.02599291810315,-1
2025-05-30 22:30:00,2524.47,2555.12,2549.39,2526.79,2541.07689395,-1,-9752.449431059998,2568.93,2595.1700464096957,0,2549.38,2596.3559183848092,-1,34.226809828316085,13.929980919846004,36.27896715472235,-1
2025-05-30 23:00:00,2507.8,2537.79,2527.56,2520.16,3400.511999,-1,-13152.961430059999,2563.5170000000003,2593.3095407664587,0,2526.79,2595.1700464096957,-1,35.386959947559696,12.564988130546425,38.1707760550911,-1
2025-05-30 23:30:00,2508.92,2535.17,2520.16,2531.94,1752.18381596,0,-11400.7776141,2558.839,2592.4315600237255,0,2520.16,2593.3095407664587,-1,36.464242201143044,11.502532438265613,34.943175847501884,-1
2025-05-31 00:00:00,2504.4,2541.78,2531.92,2516.68,1920.48952994,-1,-13321.267144039999,2552.373,2591.433648426262,0,2531.94,2592.4315600237255,-1,36.95892545990592,12.211996642250114,30.932165823212394,-1
2025-05-31 00:30:00,2516.78,2536.39,2516.78,2521.14,1165.11995027,0,-12156.147193769999,2547.017,2590.873757867449,0,2516.68,2591.433648426262,-1,37.418274200185735,11.464711229911288,29.03934215408689,-1
2025-05-31 01:00:00,2505.0,2528.93,2520.83,2509.93,1775.99781044,-1,-13932.145004209999,2540.682,2589.9098790140124,0,2521.14,2590.873757867449,-1,38.20316418697556,10.61538174213641,30.53487901194239,-1
2025-05-31 01:30:00,2476.84,2515.59,2510.22,2493.84,4879.68123143,-1,-18811.826235639997,2532.207,2586.738464743344,0,2509.93,2589.9098790140124,-1,39.6165792488084,9.400887080934918,35.355624610130306,-1
2025-05-31 02:00:00,2486.55,2517.99,2493.8,2506.29,2229.51229604,0,-16582.313939599997,2524.605,2585.4828929234322,0,2493.84,2586.738464743344,-1,40.73984971484655,9.240272096462306,32.142448938708334,-1
2025-05-31 02:30:00,2486.56,2506.02,2506.02,2491.1,1850.99625433,-1,-18433.310193929996,2516.725,2584.356866325222,0,2506.29,2585.4828929234322,-1,41.782886576167684,8.7055810052241,30.282516577551345,-1
2025-05-31 03:00:00,2485.95,2506.4,2491.43,2505.3,1633.99051709,0,-16799.319676839998,2512.317,2583.4361371555374,0,2491.1,2584.356866325222,-1,42.7671063779477,8.177398215846242,28.626200301616755,-1
2025-05-31 03:30:00,2501.05,2518.82,2505.3,2514.64,1070.43038598,1,-15728.889290859997,2511.102,2582.93011767843,0,2505.3,2583.4361371555374,-1,42.59955498221367,11.49311810346718,27.088236827211976,0
2025-05-31 04:00:00,2505.24,2527.84,2514.63,2520.22,963.97739937,1,-14764.911891489997,2511.1079999999997,2582.519903984916,0,2514.64,2582.93011767843,-1,41.734471452272444,13.440948223258909,25.231576741465734,0
2025-05-31 04:30:00,2518.83,2525.72,2520.45,2523.36,632.96941505,1,-14131.942476439997,2510.25,2582.273393299781,0,2520.22,2582.519903984916,-1,40.93117960304131,13.14513859949334,24.67627788167328,0
2025-05-31 05:00:00,2514.58,2527.96,2523.45,2519.4,1089.37119833,0,-15221.313674769997,2510.522,2581.8398557402093,0,2523.36,2582.273393299781,-1,40.37004672250749,12.566740811083557,24.988136328571787,-1
2025-05-31 05:30:00,2512.61,2523.37,2519.07,2513.35,548.92190171,0,-15770.235576479998,2509.743,2581.6088566942776,0,2519.4,2581.8398557402093,-1,39.936182226971546,12.10544137447222,24.742942338280635,-1
2025-05-31 06:00:00,2512.85,2523.27,2513.29,2520.9,466.95687,1,-15303.278706479998,2510.84,2581.421310507534,0,2513.35,2581.6088566942776,-1,39.533308052545316,11.659101704371361,23.830645431545648,0
2025-05-31 06:30:00,2517.43,2527.47,2520.69,2522.54,657.42428742,1,-14645.854419059997,2513.71,2581.173751032862,0,2520.9,2581.421310507534,-1,38.74528104287035,12.770977878276868,22.952501779482972,0
2025-05-31 07:00:00,2515.62,2524.29,2522.52,2520.5,305.05838501,0,-14950.912804069996,2515.1310000000003,2581.0550252123116,0,2522.54,2581.173751032862,-1,38.113810621646394,12.347831598322271,22.883719570460325,-1
2025-05-31 07:30:00,2519.9,2527.03,2520.25,2522.35,610.15745618,1,-14340.755347889995,2518.2560000000003,2580.830396614502,0,2520.5,2581.0550252123116,-1,37.239662487081056,13.091348433889264,22.231359294264834,0
2025-05-31 08:00:00,2518.11,2527.0,2522.21,2522.03,499.08215856,0,-14839.837506449996,2519.9289999999996,2580.6456965458206,0,2522.35,2580.830396614502,-1,36.54101456048718,12.608702980223391,22.154071119455278,-1
2025-05-31 08:30:00,2516.93,2531.2,2521.89,2525.49,988.63501204,1,-13851.202494409996,2521.014,2580.296684451203,0,2522.03,2580.6456965458206,-1,35.426170057257785,13.616654690643756,20.8267608249186,0
2025-05-31 09:00:00,2518.38,2530.55,2525.41,2520.49,393.55971886,-1,-14244.762213269996,2521.041,2580.1554953818,0,2525.49,2580.296684451203,-1,34.39095730425906,12.906460117438757,19.74051366279743,-1
2025-05-31 09:30:00,2519.07,2525.2,2520.5,2524.02,296.68590404,1,-13948.076309229997,2521.107,2580.0488198235357,0,2520.49,2580.1554953818,-1,33.429688319331675,12.551358826978303,19.197383957810388,0
2025-05-31 10:00:00,2520.98,2539.16,2524.22,2523.59,1032.22449132,0,-14980.300800549996,2521.526,2579.713814794091,0,2524.02,2580.0488198235357,1,31.060715827840255,17.740136035462374,17.64668883028049,1
2025-05-31 10:30:00,2509.43,2525.1,2523.24,2521.12,837.04552651,-1,-15817.346327059997,2522.303,2579.3967831056816,0,2523.59,2579.713814794091,-1,29.79063682326174,16.502762504081282,21.556942852690195,-1
2025-05-31 11:00:00,2510.55,2523.54,2521.35,2518.21,643.60854312,-1,-16460.954870179998,2522.034,2579.1508092291574,0,2521.12,2579.3967831056816,-1,28.61127774758169,15.535396007354269,20.293308095637,-1
2025-05-31 11:30:00,2513.71,2521.92,2517.97,2520.64,229.62573551,0,-16231.329134669997,2521.844,2579.0653945871295,0,2518.21,2579.1508092291574,-1,27.516158605878786,14.939343399929536,19.514706816470905,-1
2025-05-31 12:00:00,2516.54,2535.04,2520.6,2527.39,1133.30581411,1,-15098.023320559998,2522.533,2578.699799580309,0,2520.64,2579.0653945871295,1,25.903465414990517,19.707417813075377,17.852536759106055,1
2025-05-31 12:30:00,2526.79,2539.27,2527.3,2538.94,1057.74125456,1,-14040.282065999998,2524.192,2578.4188979374003,0,2527.39,2578.699799580309,0,24.765068899522106,20.534123471189755,16.812219022059676,1
2025-05-31 13:00:00,2531.34,2549.0,2538.74,2536.69,2590.34829429,0,-16630.630360289997,2525.6580000000004,2577.808146452593,0,2538.94,2578.4188979374003,0,24.452913592610766,23.353014156347097,15.441013170806848,0
2025-05-31 13:30:00,2527.74,2541.04,2536.65,2534.3,1369.23889241,0,-17999.8692527,2526.5389999999998,2577.4551102028936,0,2536.69,2577.808146452593,0,23.783658299693446,21.904081219303777,16.1623866396178,0
2025-05-31 14:00:00,2532.32,2545.81,2534.15,2539.98,1425.08484402,1,-16574.78440868,2528.4880000000003,2577.1357304130934,0,2534.3,2577.4551102028936,0,23.52143077445563,22.758104773182268,15.13655215115707,1
2025-05-31 14:30:00,2538.0,2545.2,2539.95,2543.74,682.98119978,1,-15891.803208899999,2530.46,2576.9963386969466,0,2539.98,2577.1357304130934,0,23.2779337867348,21.957069908732564,14.603779052453097,1
2025-05-31 15:00:00,2535.19,2551.67,2543.73,2548.66,1702.61094259,1,-14189.19226631,2532.967,2576.6819160343275,0,2543.74,2576.9963386969466,0,23.538147629666692,23.338417595483403,13.437893512615052,1
2025-05-31 15:30:00,2533.67,2549.73,2548.44,2537.59,1136.58299637,0,-15325.77526268,2534.6140000000005,2576.443722134145,0,2548.66,2576.6819160343275,0,23.588422358725676,21.534186554937815,13.130721645549817,0
2025-05-31 16:00:00,2534.1,2548.0,2537.47,2545.07,1169.4999136,1,-14156.275349079999,2537.3,2576.215662366176,0,2537.59,2576.443722134145,0,23.63510603570902,20.086797177615892,12.248159075663384,1
2025-05-31 16:30:00,2537.92,2549.26,2545.01,2542.18,1354.93014242,0,-15511.205491499999,2539.454,2575.9608530921478,0,2545.07,2576.215662366176,0,23.786077168495193,19.586313492176085,11.565202502915369,0
2025-05-31 17:00:00,2535.74,2542.87,2542.0,2536.73,524.28225071,-1,-16035.48774221,2540.388,2575.8494246570945,0,2542.18,2575.9608530921478,0,23.605309741615198,18.87372144597007,12.256820937773934,-1
2025-05-31 17:30:00,2524.81,2539.69,2536.46,2529.06,1125.44072111,-1,-17160.92846332,2539.4,2575.56645284621,0,2536.73,2575.8494246570945,0,22.036667670877957,17.447097401254005,16.882606948768768,-1
2025-05-31 18:00:00,2526.99,2543.75,2528.66,2538.95,707.50212304,0,-16453.42634028,2539.6259999999997,2575.4117224016686,0,2529.06,2575.56645284621,0,21.006979918999008,18.016294782701024,15.464695413832663,0
2025-05-31 18:30:00,2536.67,2542.42,2538.91,2541.24,735.34060202,1,-15718.085738259999,2540.32,2575.266763092424,0,2538.95,2575.4117224016686,0,20.05084129225427,17.47406655181757,14.999261508774364,1
2025-05-31 19:00:00,2538.75,2544.52,2541.28,2542.93,334.0216632,1,-15384.06407506,2540.6150000000002,2575.2049520117803,0,2541.24,2575.266763092424,0,19.395069701972737,18.070078428169534,14.526786489601426,1
2025-05-31 19:30:00,2537.58,2544.0,2542.94,2538.8,634.47892378,-1,-16018.54299884,2540.121,2575.081335992156,0,2542.93,2575.2049520117803,0,18.622478081637258,17.412840679975748,14.661270955117736,-1
2025-05-31 20:00:00,2532.96,2542.07,2538.79,2541.12,424.14802986,1,-15594.39496898,2539.3669999999997,2574.9958697927177,0,2538.8,2575.081335992156,0,17.306050162088322,16.495969466026406,16.559597203381113,1
2025-05-31 20:30:00,2539.63,2543.87,2540.88,2543.03,740.69361354,1,-14853.70135544,2539.9109999999996,2574.8617215113227,0,2541.12,2574.9958697927177,0,16.29077391289748,17.16340576074166,16.133795473445492,1
2025-05-31 21:00:00,2540.49,2551.59,2543.2,2545.44,1413.26707702,1,-13440.43427842,2539.948,2574.6371307222357,0,2543.03,2574.8617215113227,0,16.25831350692054,20.704367171398435,15.043256200136643,1
2025-05-31 21:30:00,2541.17,2547.87,2545.43,2544.63,595.86815835,0,-14036.30243677,2540.193,2574.5393024201485,0,2545.44,2574.6371307222357,0,16.22817170137053,19.832945244873272,14.410103629444029,0
2025-05-31 22:00:00,2537.54,2546.17,2544.63,2538.09,750.39889878,-1,-14786.70133555,2540.329,2574.400866171213,0,2544.63,2574.5393024201485,0,15.646516696438052,18.73890949770299,15.93548420115473,-1
2025-05-31 22:30:00,2531.62,2540.62,2538.09,2531.82,693.54660483,-1,-15480.24794038,2540.6050000000005,2574.25170972883,0,2538.09,2574.400866171213,0,14.76332422356334,17.64570902610269,18.843210440522334,-1
2025-05-31 23:00:00,2525.73,2549.4,2531.74,2535.75,1905.58749646,0,-13574.66044392,2540.2850000000003,2573.870816632327,0,2531.82,2574.25170972883,0,14.535336451579212,20.40343167358188,16.171199862091026,0
2025-05-31 23:30:00,2527.88,2537.36,2535.76,2529.31,441.71328895,-1,-14016.37373287,2539.0919999999996,2573.7707771718847,0,2535.75,2573.870816632327,0,14.323633520451097,19.227452106453747,15.239150738296456,-1
2025-06-01 00:00:00,2516.48,2530.05,2529.31,2518.93,1440.53687715,-1,-15456.91061002,2536.692,2573.373659889226,0,2529.31,2573.7707771718847,0,13.892616801850481,17.658510369408713,20.85069198112012,-1
2025-06-01 00:30:00,2517.19,2527.48,2518.93,2527.16,852.85983221,0,-14604.05077781,2535.528,2573.1509638605116,0,2518.93,2573.373659889226,0,13.492386991721338,16.55533808418794,19.548095950081464,0
2025-06-01 01:00:00,2519.35,2531.51,2527.08,2524.37,873.46498667,-1,-15477.51576448,2533.853,2572.9301631287312,0,2527.16,2573.1509638605116,0,12.594630082377194,17.776890744204994,18.10839552384654,-1
2025-06-01 01:30:00,2494.36,2527.03,2524.36,2509.11,2115.46926513,-1,-17592.98502961,2530.4610000000002,2572.2396822941805,0,2524.37,2572.9301631287312,0,13.971440626619293,14.654193761175389,28.36412112217483,-1
2025-06-01 02:00:00,2495.16,2511.01,2508.71,2508.58,1118.82051727,-1,-18711.80554688,2526.775,2571.8502408050326,0,2509.11,2572.2396822941805,0,15.249907560558384,13.422319377688662,25.979750150290037,-1
2025-06-01 02:30:00,2506.8,2514.99,2508.78,2508.48,739.15112033,-1,-19450.95666721,2523.1600000000003,2571.6151130518742,0,2508.58,2571.8502408050326,0,15.92326953873649,14.99414757891838,24.818771856248162,-1
2025-06-01 03:00:00,2494.01,2510.15,2508.58,2503.39,1186.97260232,-1,-20637.929269530003,2519.69,2571.1952345885607,0,2508.48,2571.6151130518742,0,17.40288804513845,13.695281416766065,29.53336032519803,-1
2025-06-01 03:30:00,2503.41,2520.0,2503.54,2514.61,1153.94186188,0,-19483.987407650002,2517.969,2570.851550867767,0,2503.39,2571.1952345885607,0,17.641024323124505,17.69018378936708,26.94637613393323,0
2025-06-01 04:00:00,2512.66,2517.93,2514.55,2517.16,495.09248706,1,-18988.894920590003,2516.1099999999997,2570.713481208027,0,2514.61,2570.851550867767,0,17.862150866968697,17.176103186698324,26.163308561113684,1
2025-06-01 04:30:00,2517.15,2528.17,2517.15,2523.44,658.41976489,1,-18330.4751557,2515.523,2570.5542654543347,0,2517.16,2570.713481208027,0,17.006328676470535,21.828574776761112,24.556302517654586,1
2025-06-01 05:00:00,2518.92,2528.52,2523.45,2521.19,499.97772777,0,-18830.452883470003,2515.7490000000003,2570.433960833675,0,2523.44,2570.5542654543347,0,16.177537336913623,20.83790830457786,23.218379649383177,0
2025-06-01 05:30:00,2516.95,2523.49,2521.18,2519.95,395.95493618,0,-19226.407819650005,2515.028,2570.333638360756,0,2521.19,2570.433960833675,0,15.587699178657697,20.036983682247246,23.483739255930733,0
2025-06-01 06:00:00,2510.52,2520.83,2519.8,2514.71,340.83361748,0,-19567.241437130004,2514.0620000000004,2570.2394157913122,0,2519.95,2570.333638360756,0,15.60243033036881,18.809593797909628,25.86555843846693,0
2025-06-01 06:30:00,2512.51,2520.53,2514.85,2514.0,345.55171756,-1,-19912.793154690004,2514.5510000000004,2570.1447846188844,0,2514.71,2570.2394157913122,0,15.6161092569577,17.8914793271793,24.603035507295683,-1
2025-06-01 07:00:00,2508.95,2517.17,2513.84,2514.23,313.34947824,0,-19599.443676450002,2515.116,2570.0557536690967,0,2514.0,2570.1447846188844,0,15.941883762827231,16.976826944759544,25.559326314850928,0
2025-06-01 07:30:00,2507.26,2514.7,2514.08,2510.28,491.23794099,-1,-20090.68161744,2515.296,2569.91010242126,0,2514.23,2570.0557536690967,0,16.392178914329595,16.171016414711428,25.424322006936727,-1
2025-06-01 08:00:00,2500.25,2512.01,2510.09,2503.11,378.11384143,-1,-20468.79545887,2515.268,2569.787869044902,0,2510.28,2569.91010242126,0,17.386644683514337,14.96212120992644,27.979851176919496,-1
2025-06-01 08:30:00,2502.36,2509.95,2503.03,2507.24,572.64345642,0,-19896.152002450002,2514.531,2569.607595444115,0,2503.11,2569.787869044902,0,18.3100771834716,14.223087325700643,26.59782400274983,0
2025-06-01 09:00:00,2493.77,2511.85,2507.28,2495.37,584.04432795,-1,-20480.196330400002,2512.352,2569.406861807304,0,2507.24,2569.607595444115,0,19.807275737258475,12.623551171825284,28.949738142082037,-1
2025-06-01 09:30:00,2478.77,2495.84,2495.61,2493.78,1914.66730178,-1,-22394.86363218,2509.386,2568.654628938506,0,2495.37,2569.406861807304,0,22.041873444561816,11.328217804044865,34.996045152357105,-1
2025-06-01 10:00:00,2488.12,2498.12,2493.48,2495.72,740.319553,0,-21654.54407918,2506.839,2568.3839515493314,0,2493.78,2568.654628938506,0,23.783608569082322,12.025710721774724,32.86825949313012,0
2025-06-01 10:30:00,2488.33,2496.69,2495.75,2495.14,651.60764134,-1,-22306.15172052,2504.358,2568.145419534844,0,2495.72,2568.3839515493314,-1,25.400934041851364,11.401594512834777,31.162446507610426,-1
2025-06-01 11:00:00,2492.08,2503.39,2494.97,2500.87,579.50415078,0,-21726.64756974,2502.9739999999997,2567.9497659437397,0,2495.14,2568.145419534844,-1,25.906870908273195,14.764486310528344,28.971805182336418,-1
2025-06-01 11:30:00,2497.34,2504.41,2500.83,2498.91,668.26356218,-1,-22394.91113192,2501.4649999999997,2567.7301796138768,0,2500.87,2567.9497659437397,-1,26.231214527738143,14.749243878972626,27.662696410561622,-1
2025-06-01 12:00:00,2491.23,2503.2,2498.89,2494.56,1750.74126313,-1,-24145.652395049998,2499.498,2567.1288314335916,0,2498.91,2567.7301796138768,-1,26.98056076371796,13.626587840078,29.442412934829726,-1
2025-06-01 12:30:00,2470.5,2495.46,2494.43,2485.63,1691.49601809,-1,-25837.14841314,2497.0330000000004,2566.456751162248,0,2494.56,2567.1288314335916,-1,28.79685581825897,11.63743035249068,37.26826577546669,-1
2025-06-01 13:00:00,2481.94,2498.68,2485.54,2492.33,943.82069918,0,-24893.32771396,2495.955,2566.118361540914,0,2485.63,2566.456751162248,-1,30.049950420491808,12.362100881138772,33.71371874935075,-1
2025-06-01 13:30:00,2491.79,2500.0,2492.51,2495.21,694.14409413,1,-24199.18361983,2494.7519999999995,2565.8868114941865,0,2492.33,2566.118361540914,-1,31.032969381381037,12.540310639175656,32.096831878557055,0
2025-06-01 14:00:00,2495.13,2515.86,2495.35,2513.63,1508.11344262,1,-22691.07017721,2496.578,2565.4778579069307,0,2495.21,2565.8868114941865,-1,30.06914954302111,19.919940683579043,28.393951822790076,0
