start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal,fibonacciretracement_signal,signal
2025-05-04 21:00:00,95630.89,95772.57,95734.23,95693.01,61.79495776,,,,,0,95693.01,95693.01,0.0,0.0,0,0,0
2025-05-04 22:00:00,94725.21,95704.92,95690.79,95022.91,422.08105675,,,,,0,95589.91769230769,95643.37296296295,-53.45527065526403,-10.691054131052807,-1,0,-1
2025-05-04 23:00:00,94151.67,95050.99,95022.92,94272.55,431.01290867,,,,,0,95387.24573964496,95541.83052126199,-154.58478161702806,-39.46979962824786,-1,0,-1
2025-05-05 00:00:00,94185.81,94806.11,94272.54,94721.18,244.1537932,,,,,0,95284.77408739188,95481.0415937611,-196.26750636921497,-70.82934097644129,-1,0,-1
2025-05-05 01:00:00,93716.6,94760.61,94721.18,93929.69,414.08987928,,,,,0,95076.29961240852,95366.1266608899,-289.8270484813838,-114.6288824774298,-1,0,-1
2025-05-05 02:00:00,93500.01,94399.59,93931.06,94249.17,264.44748782,,,,,0,94949.0489028072,95283.38913045361,-334.34022764640395,-158.57115151122463,-1,0,-1
2025-05-05 03:00:00,94017.78,94302.86,94248.62,94047.17,107.76643741,,,,,0,94810.29830237533,95191.8173430126,-381.51904063727125,-203.16072933643395,-1,0,-1
2025-05-05 04:00:00,94010.0,94443.63,94045.3,94417.14,133.21169317,,,,,0,94749.81240970221,95134.43383612279,-384.62142642057734,-239.45286875326263,-1,0,-1
2025-05-05 05:00:00,94235.15,94754.63,94415.1,94729.86,94.54734955,,,,,0,94746.74280820956,95104.46540381739,-357.7225956078328,-263.10681412417665,-1,0,-1
2025-05-05 06:00:00,94572.21,94784.92,94729.88,94775.81,71.94521546,,,,,0,94751.21468386962,95080.12055909018,-328.9058752205601,-276.26662634345337,-1,0,-1
2025-05-05 07:00:00,94532.78,94831.88,94775.81,94764.89,97.34766339,,,,,0,94753.31857865892,95056.77014730572,-303.4515686468076,-281.70361480412424,-1,0,-1
2025-05-05 08:00:00,94458.61,94798.9,94764.88,94564.73,116.98360701,,,,,0,94724.30495117293,95020.32272898678,-296.0177778138459,-284.56644740606856,-1,0,-1
2025-05-05 09:00:00,94480.01,94658.0,94564.73,94567.68,84.24524305,,,,,0,94700.20880483864,94986.79363795072,-286.58483311207965,-284.9701245472708,-1,0,-1
2025-05-05 10:00:00,94055.85,94581.12,94567.68,94121.38,150.17480557,,,,,0,94611.15821947885,94922.68892402844,-311.5307045495865,-290.282240547734,-1,0,-1
2025-05-05 11:00:00,93880.31,94285.03,94121.47,94037.13,135.73204607,,,,,0,94522.84618571287,94857.091966693,-334.24578098012717,-299.0749486342126,-1,0,-1
2025-05-05 12:00:00,93905.0,94360.69,94037.13,94336.2,154.14269438,,,,,0,94494.1313879109,94818.50737656759,-324.3759886566986,-304.1351566387098,-1,0,-1
2025-05-05 13:00:00,93629.12,94424.37,94336.2,94234.19,433.68368064,,,,,0,94454.14040515537,94775.22460793295,-321.0842027775798,-307.5249658664838,-1,0,-1
2025-05-05 14:00:00,93707.37,94559.38,94235.02,93885.63,358.31734744,,,,,0,94366.6772659007,94709.32871104903,-342.6514451483381,-314.55026172285466,-1,0,-1
2025-05-05 15:00:00,93585.35,93974.22,93885.62,93768.58,219.67725037,,,,,0,94274.66230191597,94639.6436213417,-364.98131942572945,-324.63647326342965,-1,0,-1
2025-05-05 16:00:00,93752.95,94289.51,93765.26,94206.11,215.80670638,94417.2505,454.349183332014,95325.94886666402,93508.55213333596,0,94264.1157939289,94607.53001976083,-343.41422583193344,-328.3920237771304,-1,0,-1
2025-05-05 17:00:00,94061.05,94623.84,94206.11,94500.6,306.00508243,94357.63,342.63093420425264,95042.89186840851,93672.3681315915,0,94300.4979794783,94599.60927755633,-299.1112980780308,-322.53587863731053,1,0,1
2025-05-05 18:00:00,94433.04,94907.7,94500.6,94735.99,357.12883914,94343.28400000001,318.46389874553313,94980.21179749108,93706.35620250895,0,94367.49675186626,94609.7115532929,-242.21480142664223,-306.47166319517686,1,0,1
2025-05-05 19:00:00,94278.89,94921.76,94735.99,94348.18,512.36086519,94347.0655,318.028509024526,94983.12251804904,93711.00848195095,0,94364.52494388683,94590.33884564157,-225.81390175473643,-290.3401109070888,1,0,1
2025-05-05 20:00:00,93865.09,94373.68,94344.72,94242.18,202.14345483,94323.1155,306.18774576659206,94935.49099153318,93710.74000846682,0,94345.70264482732,94564.54930151998,-218.84665669265087,-276.04142006420125,1,0,1
2025-05-05 21:00:00,94226.21,94840.41,94242.26,94717.62,154.89006163,94362.512,303.58179940936185,94969.67559881872,93755.34840118128,0,94402.92069946928,94575.88787177776,-172.9671723084757,-255.42657051305616,1,0,1
2025-05-05 22:00:00,94710.59,95218.82,94717.61,95060.39,209.24449618,94403.073,339.68713695336174,95082.44727390673,93723.69872609328,0,94504.06982262785,94611.77691831274,-107.7070956848911,-225.88267554742316,1,0,1
2025-05-05 23:00:00,94709.3,95138.83,95052.07,94733.99,142.11323975,94437.414,336.5156365397917,95110.44527307959,93764.38272692042,0,94539.44215760818,94620.82973917846,-81.38758157027769,-196.9836567519941,1,0,1
2025-05-06 00:00:00,94420.8,94797.8,94733.99,94596.09,98.59733836,94446.3615,338.3223767709413,95123.00625354188,93769.71674645811,0,94548.15721028384,94618.99716590598,-70.83995562214113,-171.75491652602352,1,0,1
2025-05-06 01:00:00,94294.34,94929.43,94596.1,94301.82,206.60635133,94424.9595,332.9405285518123,95090.84055710363,93759.07844289637,0,94510.25917793249,94595.50256102406,-85.24338309156883,-154.45260983913258,1,0,1
2025-05-06 02:00:00,94012.77,94396.14,94294.36,94328.83,178.78832413,94402.6105,323.0034843298178,95048.61746865964,93756.60353134036,0,94482.3469967121,94575.74903798524,-93.40204127313336,-142.24249612593275,1,0,1
2025-05-06 03:00:00,94217.11,94502.63,94325.08,94449.92,87.10017321,94386.86200000001,311.89785899940654,95010.65771799882,93763.0662820012,0,94477.35822798716,94566.42836850486,-89.07014051769511,-131.60802500428522,1,0,1
2025-05-06 04:00:00,94329.51,94580.88,94455.87,94572.01,111.29032712,94387.226,312.120533488676,95011.46706697735,93762.98493302264,0,94491.92003906606,94566.84182268968,-74.92178362362029,-120.27077672815224,1,0,1
2025-05-06 05:00:00,94297.23,94597.93,94572.01,94324.48,84.10474126,94375.06599999999,309.44614559767285,94993.95829119533,93756.17370880465,0,94466.16003305589,94548.88909508304,-82.7290620271524,-112.76243378795228,1,0,1
2025-05-06 06:00:00,94313.72,94488.44,94324.49,94488.44,49.1240052,94393.41900000001,304.4530772402301,95002.32515448047,93784.51284551955,0,94469.58772027805,94544.41138433614,-74.82366405808716,-105.17467984197926,1,0,1
