start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,signal,bollingerbands_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal
2025-05-26 14:15:00,3.5231,3.5457,3.5454,3.5322,76110,3.57745,0.01910686016234016,3.61566372032468,3.5392362796753196,-1,1,3.5662174753455247,3.5827699561216373,-0.0165524807761126,-0.012677565386767693,-1
2025-05-26 14:30:00,3.5154,3.534,3.5318,3.5299,270334.3,3.57429,0.0214632341703829,3.6172164683407657,3.5313635316592342,-1,1,3.5606301714462134,3.57885366307559,-0.018223491629376642,-0.013786750635289483,-1
2025-05-26 14:45:00,3.525,3.5406,3.528,3.5385,85280.1,3.5714099999999993,0.022233329650965014,3.615876659301929,3.5269433406980695,-1,0,3.5572255296852577,3.5758645028477685,-0.01863897316251073,-0.014757195140733733,-1
2025-05-26 15:00:00,3.5232,3.5433,3.5385,3.5274,73558.8,3.5681950000000002,0.023742665903612882,3.615680331807226,3.5207096681927745,-1,0,3.5526369866567564,3.5722745396738596,-0.019637553017103127,-0.015733266716007614,-1
2025-05-26 15:15:00,3.5242,3.547,3.5275,3.5454,65394.8,3.5653799999999998,0.022883126396632546,3.6111462527932647,3.519613747206735,-1,0,3.5515236040941787,3.5702838330313513,-0.018760228937172663,-0.016338659160240625,-1
2025-05-26 15:30:00,3.5443,3.5745,3.545,3.5499,193065.7,3.5630700000000006,0.02193087465556134,3.6069317493111233,3.519208250688878,-1,0,3.5512738188489203,3.5687739194734736,-0.017500100624553205,-0.01657094745310314,-1
2025-05-26 15:45:00,3.5453,3.5606,3.5499,3.5508,131871,3.561515,0.021625917078212643,3.6047668341564254,3.5182631658435746,1,0,3.551200923641394,3.567442518030994,-0.01624159438959971,-0.016505076840402456,1
2025-05-26 16:00:00,3.546,3.5686,3.5516,3.5474,264410.1,3.5596849999999995,0.021166763295815776,3.602018526591631,3.517351473408368,1,0,3.550616166158103,3.565957887065735,-0.015341720907632084,-0.016272405653848382,1
2025-05-26 16:15:00,3.4903,3.5504,3.5492,3.5028,492590.9,3.5560050000000003,0.024277203406965774,3.604559406813932,3.5074505931860687,-1,1,3.5432598329030105,3.5612795250608658,-0.01801969215785526,-0.01662186295464976,-1
2025-05-26 16:30:00,3.4913,3.5162,3.5029,3.5078,79513.8,3.552675,0.02611899641418556,3.6049129928283707,3.500437007171629,-1,0,3.537804473994855,3.557318078760061,-0.01951360476520625,-0.01720021131676106,-1
2025-05-26 16:45:00,3.491,3.5126,3.5082,3.5004,59598.4,3.5491200000000007,0.02817928690592329,3.605478573811847,3.4927614261881543,-1,0,3.532049939534108,3.553101924777834,-0.02105198524372609,-0.017970566102154067,-1
2025-05-26 17:00:00,3.4945,3.5118,3.4998,3.4987,98664,3.5451350000000006,0.02942843728526288,3.6039918745705264,3.486278125429475,-1,0,3.5269191796057835,3.5490721525720685,-0.022152972966285045,-0.018807047474980264,-1
2025-05-26 17:15:00,3.4733,3.5017,3.4997,3.4809,259063.9,3.5406649999999997,0.03207545831809425,3.604815916636188,3.4765140833638113,-1,0,3.5198393058202786,3.544022363492656,-0.024183057672377384,-0.019882249514459688,-1
2025-05-26 17:30:00,3.4681,3.4846,3.48,3.4705,153377.3,3.535445,0.03460604563854193,3.604657091277084,3.4662329087229162,-1,0,3.5122486433863895,3.5385762624932,-0.026327619106810474,-0.021171323432929847,-1
2025-05-26 17:45:00,3.4568,3.4725,3.4702,3.4719,313624,3.52931,0.03444284204912607,3.5981956840982523,3.460424315901748,-1,0,3.5060411597884835,3.5336372800862965,-0.027596120297812998,-0.022456282805906478,-1
2025-05-26 18:00:00,3.4612,3.4825,3.4721,3.482,176568.1,3.52409,0.0332248147592949,3.59053962951859,3.4576403704814105,-1,0,3.5023425198210245,3.5298122963762006,-0.02746977655517613,-0.02345898155576041,-1
2025-05-26 18:15:00,3.4629,3.484,3.4812,3.484,290081.1,3.5191649999999997,0.03135891168559972,3.581882823371199,3.4564471766288003,-1,0,3.499520593694713,3.5264187929409267,-0.02689819924621384,-0.024146825093851097,-1
2025-05-26 18:30:00,3.4695,3.4885,3.484,3.4711,89600.7,3.5137500000000004,0.029717786628637603,3.5731855732572755,3.4543144267427253,-1,0,3.495148194664757,3.522321104574932,-0.02717290991017496,-0.024752042057115873,-1
2025-05-26 18:45:00,3.4611,3.4724,3.4723,3.4625,54291.5,3.5099849999999995,0.031241373967359102,3.5724677479347178,3.447502252065281,-1,0,3.4901253954855638,3.5178899116434557,-0.027764516157891883,-0.025354536877271076,-1
2025-05-26 19:00:00,3.4546,3.4739,3.4637,3.4698,100399.1,3.5061950000000004,0.03129113671380539,3.568777273427611,3.4436127265723897,-1,0,3.486998411564708,3.5143276959661627,-0.027329284401454768,-0.025749486382107816,-1
2025-05-26 19:15:00,3.4674,3.4832,3.4699,3.477,118793,3.5034350000000005,0.031311092283725105,3.566057184567451,3.44081281543255,-1,0,3.4854601944009067,3.5115626814501506,-0.026102487049243894,-0.025820086515535034,-1
2025-05-26 19:30:00,3.4632,3.4772,3.4765,3.4724,42997.2,3.50056,0.031392898962394396,3.563345797924789,3.4377742020752113,1,0,3.483450933723844,3.508661742083473,-0.025210808359628967,-0.025698230884353822,1
2025-05-26 19:45:00,3.4702,3.4776,3.4723,3.4727,30598.9,3.4972700000000003,0.030646560724010535,3.5585631214480213,3.4359768785519793,1,0,3.4817969439201755,3.505997909336549,-0.02420096541637351,-0.025398777790757762,1
2025-05-26 20:00:00,3.4608,3.4824,3.4727,3.4818,59184.3,3.49499,0.02997591840478721,3.5549418368095744,3.4350381631904257,1,0,3.4817974140863024,3.5042054716079156,-0.022408057521613234,-0.024800633736928857,1
2025-05-26 20:15:00,3.4647,3.4877,3.482,3.4702,53165.6,3.4912300000000003,0.02796913900787855,3.547168278015757,3.4352917219842434,1,0,3.4800131965345638,3.501686547785107,-0.02167335125054315,-0.024175177239651718,1
2025-05-26 20:30:00,3.4651,3.4857,3.4706,3.4822,94263.2,3.487845,0.02435849522186474,3.5365619904437295,3.4391280095562706,1,0,3.480349627836939,3.500243099801025,-0.019893471964086196,-0.023318836184538616,1
2025-05-26 20:45:00,3.4716,3.491,3.4831,3.49,92685.8,3.484805,0.019371532966536247,3.5235480659330727,3.4460619340669276,1,0,3.4818343004774097,3.4994843516676157,-0.017650051190206018,-0.0221850791856721,1
2025-05-26 21:00:00,3.4794,3.4977,3.4892,3.4949,98539.6,3.4821800000000005,0.012928613716539392,3.5080372274330793,3.4563227725669217,1,0,3.4838444080962696,3.4991447700626073,-0.015300361966337661,-0.020808135741805213,1
2025-05-26 21:15:00,3.4827,3.5008,3.4959,3.4875,173850.2,3.4814149999999997,0.012068326313118587,3.5055516526262367,3.4572783473737627,1,0,3.4844068068506897,3.4982821945024143,-0.01387538765172458,-0.019421586123789088,1
2025-05-26 21:30:00,3.4852,3.5027,3.488,3.4859,41003,3.4803200000000003,0.010430754123209738,3.50118150824642,3.4594584917535807,1,0,3.4846365288736605,3.497364994909643,-0.012728466035982322,-0.018082962106227736,1
2025-05-26 21:45:00,3.4776,3.4961,3.4864,3.4908,34612,3.4798399999999994,0.009649728657211275,3.499139457314422,3.460540542685577,1,0,3.4855847552007897,3.49687869899041,-0.011293943789620453,-0.01672515844290628,1
2025-05-26 22:00:00,3.4808,3.5109,3.4906,3.5023,245925.8,3.4800199999999997,0.010045506982040573,3.500111013964081,3.4599289860359184,1,-1,3.4881563313237454,3.4972802768429725,-0.009123945519227128,-0.01520491585817045,1
2025-05-26 22:15:00,3.4856,3.5072,3.5026,3.4876,68495.8,3.4803550000000003,0.01018711647647035,3.500729232952941,3.4599807670470595,1,0,3.488070741889323,3.496563219299049,-0.008492477409725918,-0.013862428168481544,1
2025-05-26 22:30:00,3.4776,3.4954,3.4876,3.481,28479.6,3.48088,0.009919550074681892,3.5007191001493636,3.4610408998506363,1,0,3.4869829354448116,3.49541038823986,-0.008427452795048307,-0.012775433093794898,1
2025-05-26 22:45:00,3.4654,3.4818,3.4808,3.466,162342.4,3.480585,0.010281781281261533,3.501148562562523,3.460021437437477,1,0,3.483754791530225,3.4932318409628333,-0.009477049432608187,-0.012115756361557557,1
2025-05-26 23:00:00,3.4594,3.4767,3.4661,3.4704,41405.2,3.480005,0.010522130812816147,3.501049261625632,3.4589607383743677,1,0,3.481700208217883,3.491540593484105,-0.009840385266222107,-0.011660682142490468,1
2025-05-26 23:15:00,3.4618,3.4706,3.47,3.468,65795.5,3.4792050000000003,0.010806794889761835,3.500818589779524,3.4575914102204766,1,0,3.47959248387667,3.4897968458186157,-0.010204361941945628,-0.0113694181023815,1
2025-05-26 23:30:00,3.4687,3.4845,3.4687,3.4832,72253.9,3.4798099999999996,0.010666963263416044,3.5011439265268316,3.4584760734731677,1,0,3.4801474863571826,3.4893081905727925,-0.009160704215609883,-0.010927675325027177,1
2025-05-26 23:45:00,3.4815,3.493,3.4829,3.4918,76402.4,3.481275,0.010164689914234637,3.5016043798284695,3.4609456201715307,1,0,3.48194018076377,3.489492769048882,-0.007552588285112183,-0.010252657917044179,1
2025-05-27 00:00:00,3.4872,3.5051,3.492,3.505,99435.9,3.4830349999999997,0.011079486735210448,3.5051939734704205,3.460876026529579,1,0,3.4854878452616513,3.490641452823039,-0.00515360756138783,-0.00923284784591291,1
2025-05-27 00:15:00,3.4892,3.5169,3.5052,3.4892,180444.2,3.483645,0.011065568932024658,3.5057761378640495,3.4615138621359507,1,0,3.486058945990628,3.490534678539851,-0.004475732549223288,-0.008281424786574986,1
2025-05-27 00:30:00,3.473,3.4899,3.489,3.4785,63693.9,3.48395,0.010820667359510651,3.5055913347190213,3.462308665280979,1,0,3.484896031222839,3.489643220870233,-0.004747189647393846,-0.007574577758738758,1
2025-05-27 00:45:00,3.4716,3.4874,3.4798,3.475,45510.3,3.4840649999999997,0.010706430679486659,3.505477861358973,3.4626521386410265,1,0,3.4833735648808637,3.4885585378428083,-0.005184972961944645,-0.007096656799379936,1
2025-05-27 01:00:00,3.4446,3.4744,3.4744,3.4461,447388,3.4822800000000003,0.013669813073835286,3.509619626147671,3.4549403738523297,-1,1,3.477639170283808,3.4854134609655634,-0.007774290681755502,-0.00723218357585505,-1
2025-05-27 01:15:00,3.4055,3.4469,3.4462,3.4373,568146.2,3.4806350000000004,0.016817230355858758,3.5142694607117178,3.447000539288283,-1,1,3.471433144086299,3.48184950089404,-0.01041635680774089,-0.007869018222232219,-1
2025-05-27 01:30:00,3.4248,3.449,3.437,3.4322,136665.3,3.4781349999999995,0.019989557142086764,3.518114114284173,3.438155885715826,-1,1,3.46539727576533,3.4781717600870743,-0.012774484321744328,-0.008850111442134642,-1
2025-05-27 01:45:00,3.4256,3.4456,3.4319,3.4439,95678.4,3.4758299999999998,0.02117230315890403,3.5181746063178077,3.433485393682192,-1,0,3.462090002570664,3.4756331111917356,-0.013543108621071553,-0.009788710877922026,-1
2025-05-27 02:00:00,3.4395,3.4534,3.4434,3.4526,88723.2,3.473715,0.02127954973306552,3.516274099466131,3.4311559005338688,-1,0,3.460630002175177,3.4739269548071627,-0.013296952631985715,-0.010490359228734765,-1
2025-05-27 02:15:00,3.4464,3.4736,3.4524,3.4722,87452.7,3.47295,0.021031467651565595,3.515012935303131,3.430887064696869,-1,0,3.462410001840534,3.4737990322288543,-0.011389030388320176,-0.010670093460651847,-1
2025-05-27 02:30:00,3.4593,3.4735,3.4727,3.4628,102805.2,3.471795,0.020916839728085765,3.5136286794561715,3.429961320543829,1,0,3.4624700015573753,3.472984289100791,-0.010514287543415879,-0.010638932277204654,1
2025-05-27 02:45:00,3.4467,3.464,3.4625,3.4539,76654.7,3.46995,0.020779202659336856,3.5115084053186734,3.4283915946813264,1,0,3.4611515397793178,3.471570638056288,-0.010419098276970296,-0.010594965477157782,1
2025-05-27 03:00:00,3.4541,3.4841,3.4544,3.4826,122648.2,3.468965,0.019598369293062724,3.5081617385861255,3.4297682614138743,1,0,3.464451302890192,3.4723876278298964,-0.00793632493970442,-0.01006323736966711,1
2025-05-27 03:15:00,3.4704,3.49,3.4828,3.4731,121079.6,3.46824,0.01913545620596541,3.506510912411931,3.4299690875880695,1,0,3.4657818716763162,3.472440396138793,-0.006658524462476834,-0.009382294788229056,1
2025-05-27 03:30:00,3.4663,3.4824,3.4728,3.4746,217097.3,3.4679200000000003,0.01896358282825542,3.5058471656565113,3.4299928343434893,1,0,3.4671385068030367,3.4726003667951786,-0.005461859992141882,-0.008598207829011622,1
2025-05-27 03:45:00,3.4603,3.4764,3.4752,3.4622,126011.3,3.4677300000000004,0.019002828044375485,3.5057356560887514,3.4297243439112495,1,0,3.4663787365256464,3.471829969254795,-0.005451232729148714,-0.007968812809039041,1
2025-05-27 04:00:00,3.4581,3.4747,3.463,3.4581,89314.9,3.4671149999999997,0.01911059984185952,3.5053361996837187,3.4288938003162808,1,0,3.4651050847524703,3.470812934495181,-0.005707849742710547,-0.007516620195773343,1
2025-05-27 04:15:00,3.4489,3.4627,3.458,3.4579,173980.9,3.46661,0.019219121509029432,3.505048243018059,3.4281717569819414,1,0,3.463996610175167,3.469856420828871,-0.005859810653703779,-0.0071852582873594304,1
2025-05-27 04:30:00,3.4549,3.4679,3.4595,3.4612,151580.3,3.4655099999999996,0.01884557465853494,3.5032011493170696,3.4278188506829297,1,0,3.4635663624559108,3.4692152044711766,-0.005648842015265831,-0.006877975032940711,1
2025-05-27 04:45:00,3.4457,3.4706,3.4605,3.4518,55792.1,3.4635100000000003,0.01801279954277808,3.4995355990855566,3.427484400914444,1,0,3.461756152847309,3.4679251893251637,-0.006169036477854828,-0.006736187321923534,1
2025-05-27 05:00:00,3.4213,3.4515,3.4514,3.4304,203725.8,3.4597800000000007,0.01664071101719439,3.4930614220343896,3.426498577965612,-1,0,3.4569321293323383,3.4651455456714477,-0.008213416339109436,-0.007031633125360715,-1
2025-05-27 05:15:00,3.4143,3.4315,3.4302,3.4202,70841.2,3.45633,0.017357452517423568,3.491044905034847,3.4216150949651527,-1,1,3.4512810325119787,3.461816245992081,-0.010535213480102446,-0.007732349196309061,-1
2025-05-27 05:30:00,3.4178,3.4425,3.4194,3.4407,81194.8,3.4544399999999995,0.016867421105098337,3.488174842210196,3.420705157789803,-1,0,3.4496531813562896,3.4602520796222973,-0.010598898266007684,-0.008305659010248786,-1
2025-05-27 05:45:00,3.4366,3.4554,3.4407,3.4492,39934.4,3.45315,0.016185032071570567,3.485520064143141,3.4207799358568587,-1,0,3.4495834611476295,3.459433407057683,-0.009849945910053393,-0.008614516390209707,-1
2025-05-27 06:00:00,3.449,3.4784,3.4497,3.4738,149443.2,3.454535,0.016726130675332414,3.4879872613506646,3.421082738649335,1,0,3.4533090825095325,3.4604975991274842,-0.0071885166179517235,-0.008329316435758112,1
2025-05-27 06:15:00,3.4616,3.4822,3.474,3.465,93803.4,3.45592,0.01636686640103566,3.4886537328020713,3.4231862671979285,1,0,3.4551076852003737,3.4608311103032263,-0.0057234251028526195,-0.007808138169177014,1
2025-05-27 06:30:00,3.4666,3.484,3.4666,3.4731,39861,3.457965,0.01579221243791033,3.489549424875821,3.4263805751241794,1,0,3.4578757336310857,3.461739916947432,-0.0038641833163461925,-0.0070193471986108496,1
2025-05-27 06:45:00,3.4353,3.4729,3.4724,3.4392,108425.6,3.45773,0.016045465009413097,3.4898209300188263,3.425639069981174,1,0,3.455002543841688,3.4600702934698444,-0.0050677496281563705,-0.006629027684519954,1
2025-05-27 07:00:00,3.4392,3.4612,3.4398,3.4573,33486.7,3.457965,0.016000732713482225,3.4899664654269644,3.425963534573036,1,0,3.4553559986352744,3.459865086546152,-0.004509087910877785,-0.0062050397297915205,1
2025-05-27 07:15:00,3.4548,3.4635,3.4578,3.459,53688.4,3.4573050000000003,0.01565107949866598,3.488607158997332,3.4260028410026684,1,0,3.4559166142298476,3.459801006061252,-0.0038843918314044323,-0.0057409101501141035,1
2025-05-27 07:30:00,3.4596,3.4791,3.4596,3.4759,166187.2,3.45796,0.016159025504746172,3.490278051009492,3.4256419489905077,1,0,3.4589909812714095,3.4609935241307888,-0.002002542859379286,-0.0049932366919671406,1
2025-05-27 07:45:00,3.4756,3.4914,3.4756,3.4898,150677.1,3.4597550000000004,0.017612838469345277,3.494980676938691,3.42452932306131,1,0,3.4637308303065772,3.463127337158138,0.0006034931484393269,-0.003873890723885847,1
2025-05-27 08:00:00,3.4899,3.5132,3.4899,3.5014,324860.9,3.460695,0.01931561885052684,3.4993262377010534,3.4220637622989463,1,-1,3.4695260871824884,3.465962349220498,0.0035637379619903875,-0.0023863649867106,1
2025-05-27 08:15:00,3.4961,3.5121,3.4998,3.5088,97282.9,3.4624800000000002,0.021987139781912423,3.506454279563825,3.4185057204361753,1,-1,3.475568227615952,3.4691355085374984,0.006432719078453442,-0.0006225481736777918,1
2025-05-27 08:30:00,3.4916,3.5125,3.5091,3.4959,41256.9,3.463545,0.023093140357665302,3.5097312807153305,3.4173587192846693,1,0,3.4786961925981132,3.4711180634606467,0.007578129137466583,0.0010175872885510831,1
2025-05-27 08:45:00,3.496,3.5122,3.496,3.5122,33355.1,3.466045,0.025518898569695594,3.517082797139391,3.4150072028606084,1,0,3.4838506245060956,3.474161169870969,0.009689454635126715,0.00275196075786621,1
2025-05-27 09:00:00,3.5041,3.5129,3.512,3.5069,59656.3,3.4684850000000003,0.027008775864227896,3.522502551728456,3.4144674482715445,1,0,3.4873966822743885,3.4765862683990454,0.010810413875343095,0.004363651381361587,1
2025-05-27 09:15:00,3.4858,3.507,3.5065,3.4904,64880,3.4701099999999996,0.027314366761446957,3.5247387335228937,3.4154812664771055,1,0,3.4878587311552516,3.477609507776894,0.010249223378357541,0.005540765780760778,1
2025-05-27 09:30:00,3.4886,3.5033,3.4907,3.5009,53785.4,3.4720950000000004,0.028065008650029092,3.5282250173000587,3.415964982699942,1,0,3.48986508020829,3.47933472942305,0.010530350785239673,0.006538682781656557,1
2025-05-27 09:45:00,3.4968,3.5628,3.5023,3.5611,896298,3.4775599999999995,0.033933315410327,3.5454266308206535,3.4096933691793456,1,-1,3.5008242986377835,3.4853914161324537,0.015432882505329815,0.008317522726391208,1
2025-05-27 10:00:00,3.5285,3.5612,3.5612,3.5439,323977.7,3.4832349999999996,0.03510191590212553,3.5534388318042507,3.4130311681957486,1,0,3.507451329616586,3.4897253853078274,0.017725944308758734,0.010199207042864714,1
2025-05-27 10:15:00,3.5286,3.5497,3.544,3.5408,55632.5,3.4892650000000005,0.034046288537192805,3.557357577074386,3.421172422925615,1,0,3.5125818942909577,3.49350869009984,0.019073204191117465,0.011974006472515265,1
2025-05-27 10:30:00,3.5382,3.55,3.541,3.5476,74976,3.49461,0.03440997254468839,3.563429945089377,3.4257900549106233,1,0,3.517969295169272,3.497515453796148,0.020453841373123893,0.01366997345263699,1
2025-05-27 10:45:00,3.5451,3.5696,3.5472,3.5671,100364.7,3.5005050000000004,0.03626988710385254,3.5730447742077054,3.4279652257922955,1,0,3.5255278651432302,3.5026698646260632,0.02285800051716702,0.015507578865542998,1
2025-05-27 11:00:00,3.5518,3.5698,3.5664,3.5518,202295,3.5044050000000007,0.03742248796196016,3.579249975923921,3.42956002407608,1,0,3.529569732044272,3.5063091339130215,0.023260598131250365,0.01705818271868447,1
2025-05-27 11:15:00,3.5402,3.5586,3.5529,3.5488,69566.3,3.5085950000000006,0.03746960136318085,3.583534202726362,3.433655797273639,1,0,3.5325282348066915,3.50945660547502,0.023071629331671506,0.018260872041281878,1
2025-05-27 11:30:00,3.5427,3.5559,3.549,3.5513,89521.4,3.512505,0.037650406791678116,3.587805813583356,3.437204186416644,1,0,3.535416198682585,3.512556116180574,0.022860082502011103,0.019180714133427725,1
2025-05-27 11:45:00,3.5445,3.5634,3.5515,3.5605,126177.8,3.5185699999999995,0.03488908892928683,3.588348177858573,3.448791822141426,1,0,3.5392752450391107,3.516107514982013,0.023167730057097824,0.019978117318161747,1
2025-05-27 12:00:00,3.5498,3.5716,3.5603,3.5637,213090.7,3.52389,0.0331220851746336,3.5901341703492675,3.457645829650733,1,0,3.543032899648478,3.5196328842426046,0.023400015405873553,0.02066249693570411,1
2025-05-27 12:15:00,3.5639,3.625,3.5639,3.6206,841364.3,3.53197,0.03604146880586452,3.604052937611729,3.4598870623882707,1,-1,3.5549662997025586,3.5271119298542635,0.027854369848295146,0.02210087151822232,1
2025-05-27 12:30:00,3.6185,3.6442,3.619,3.6238,764620.1,3.539365,0.038984440553418945,3.617333881106838,3.461396118893162,1,-1,3.565556099748319,3.534274009124318,0.03128209062400078,0.023937115339378014,1
2025-05-27 12:45:00,3.6248,3.6526,3.6248,3.647,449996.6,3.5472249999999996,0.04399100236950253,3.6352070047390046,3.4592429952609947,1,-1,3.5780859305562696,3.542624082522517,0.03546184803375274,0.02624206187825296,1
2025-05-27 13:00:00,3.6251,3.6541,3.6473,3.6436,452912.5,3.5543350000000005,0.04754284798722868,3.6494206959744577,3.459249304025543,1,0,3.5881650181629974,3.5501037801134414,0.03806123804955597,0.028605897112513563,1
2025-05-27 13:15:00,3.6287,3.6611,3.6443,3.6335,627099.4,3.56057,0.049397571855943005,3.6593651437118857,3.461774856288114,1,0,3.5951396307533057,3.556281277882816,0.038858352870489554,0.030656388264108762,1
2025-05-27 13:30:00,3.6055,3.6457,3.6352,3.6166,413940.9,3.5666050000000005,0.048444764803247824,3.663494529606496,3.469715470393505,1,0,3.598441226022028,3.560749331372978,0.037691894649050095,0.03206348954109703,1
2025-05-27 13:45:00,3.6044,3.6397,3.6166,3.6202,463673,3.572005,0.04807906290136674,3.6681631258027334,3.4758468741972663,1,0,3.6017887297109468,3.565153084604609,0.036635645106337655,0.032977920654145156,1
2025-05-27 14:00:00,3.6172,3.6482,3.6206,3.6409,380164.9,3.5787050000000002,0.04786515571455756,3.6744353114291153,3.482974688570885,1,0,3.607805848216955,3.57076396722649,0.037041880990464904,0.03379071272140911,1
2025-05-27 14:15:00,3.6192,3.6407,3.6407,3.6274,328886.1,3.5855550000000003,0.04422750364815168,3.6740100072963036,3.497099992703697,1,0,3.610820333106654,3.5749592289134164,0.035861104193237736,0.03420479101577483,1
2025-05-27 14:30:00,3.58,3.6577,3.6275,3.6562,767398.9,3.59332,0.04216740572128034,3.6776548114425607,3.508985188557439,1,0,3.617801820321015,3.580977063808719,0.03682475651229611,0.03472878411507909,1
