start,low,high,open,close,volume,fibonacciretracement_signal,FlowMinMax,ew_0,ew_1,ew_2,ew_3,ew_4,ew_5,ew_a,ew_b,ew_c,signal
2025-05-28 23:30:00,107737.45,108097.87,107991.27,107819.29,118.20688933,0,0,,,,,,,,,,0
2025-05-29 00:00:00,107444.0,108064.75,107819.26,108040.22,126.42846276,0,0,,,,,,,,,,0
2025-05-29 00:30:00,107807.01,108330.86,108040.22,108306.97,147.39031237,0,1,,,,,,,,,,0
2025-05-29 01:00:00,107919.02,108327.75,108309.62,107960.52,125.55886012,0,-1,,,,,,,,,,0
2025-05-29 01:30:00,107825.0,108382.71,107960.51,108202.33,166.69864801,0,1,,,,,,,,,,0
2025-05-29 02:00:00,107970.49,108290.28,108202.32,108129.2,86.90235293,0,-1,,,,,,,,,,0
2025-05-29 02:30:00,108044.6,108552.82,108128.87,108468.01,139.61579261,0,1,,,,,,,,,,0
2025-05-29 03:00:00,108178.51,108479.77,108473.54,108213.27,80.24120963,0,0,,,,,,,,,,0
2025-05-29 03:30:00,107998.46,108273.26,108213.54,108092.72,43.93500458,0,0,,,,,,,,,,0
2025-05-29 04:00:00,107714.38,108158.55,108092.72,107910.2,44.13837923,0,0,,,,,,,,,,0
2025-05-29 04:30:00,107000.0,107939.51,107910.18,107608.76,180.48700218,0,-1,,,,,,,,,,0
2025-05-29 05:00:00,107522.39,107730.14,107608.76,107665.86,59.25625413,0,0,,,,,,,,,,0
2025-05-29 05:30:00,107635.64,107815.28,107660.75,107721.78,25.71016001,0,0,,,,,,,,,,0
2025-05-29 06:00:00,107687.93,107990.14,107721.77,107975.49,37.56458678,0,1,,,,,,,,,,0
2025-05-29 06:30:00,107794.42,108000.0,107974.81,107954.83,23.89855596,0,-1,,,,,,,,,,0
2025-05-29 07:00:00,107788.84,108066.45,107954.83,108024.85,25.16725752,0,1,,,,,,,,,,0
2025-05-29 07:30:00,107840.19,108043.19,108024.85,107925.69,36.4177409,0,-1,,,,,,,,,,0
2025-05-29 08:00:00,107719.16,108287.54,107925.7,108225.71,91.79930511,0,0,,,,,,,,,,0
2025-05-29 08:30:00,108155.36,108600.0,108225.71,108526.73,97.70504393,0,1,,,,,,,,,,0
2025-05-29 09:00:00,108378.0,108676.83,108526.55,108492.22,81.57348101,0,-1,,,,,,,,,,0
2025-05-29 09:30:00,108376.51,108638.88,108483.97,108559.79,51.61356394,0,1,,,,,,,,,,0
2025-05-29 10:00:00,108432.02,108632.24,108559.81,108467.19,57.71191413,0,-1,,,,,,,,,,0
2025-05-29 10:30:00,108458.1,108943.35,108467.19,108790.67,84.07811606,0,0,,,,,,,,,,0
2025-05-29 11:00:00,108769.08,108938.85,108790.67,108815.87,65.55497138,0,0,,,,,,,,,,0
2025-05-29 11:30:00,108700.01,108910.61,108815.87,108816.44,123.61488495,0,1,,,,,,,,,,0
2025-05-29 12:00:00,108572.18,108831.43,108816.43,108722.0,111.93382943,0,0,,,,,,,,,,0
2025-05-29 12:30:00,108400.0,108848.48,108722.01,108460.97,93.48086179,0,0,,,,,,,,,,0
2025-05-29 13:00:00,108211.94,108632.16,108460.97,108326.37,101.14553764,0,0,,,,,,,,,,0
2025-05-29 13:30:00,107459.82,108388.04,108326.37,107644.98,352.31862165,0,0,,,,,,,,,,0
2025-05-29 14:00:00,106950.0,107812.35,107644.97,107073.67,443.58967875,-1,-1,,,,,,,,,,-1
2025-05-29 14:30:00,106473.06,107859.49,107073.65,107642.47,689.01833635,1,1,,,,,,,,,,1
2025-05-29 15:00:00,107406.52,107767.78,107642.48,107525.0,365.64754669,0,0,,,,,,,,,,0
2025-05-29 15:30:00,106945.58,107623.9,107523.94,107034.16,343.11828863,0,0,,,,,,,,,,0
2025-05-29 16:00:00,106641.61,107200.46,107034.17,106875.53,401.41968682,0,0,,,,,,,,,,0
2025-05-29 16:30:00,106585.31,107083.62,106875.52,106748.62,205.91167673,0,0,,,,,,,,,,0
2025-05-29 17:00:00,106560.01,106889.4,106746.0,106598.41,291.46303874,-1,0,,,,,,,,,,-1
2025-05-29 17:30:00,106100.95,106814.39,106598.4,106302.25,539.26982269,0,-1,,,,,,,,,,0
2025-05-29 18:00:00,106151.68,106612.55,106303.76,106361.4,573.7461706,0,1,,,,,,,,,,0
2025-05-29 18:30:00,105800.0,106628.54,106361.4,105828.57,370.27653397,0,-1,,,,,,,,,,0
2025-05-29 19:00:00,105646.63,106070.27,105828.57,105973.02,730.75157958,0,1,,,,,,,,,,0
2025-05-29 19:30:00,105650.0,106116.37,105973.01,105744.47,574.11094651,0,-1,,,,,,,,,,0
2025-05-29 20:00:00,105738.4,106225.85,105740.1,106150.55,165.89840744,0,0,,,,,,,,,,0
2025-05-29 20:30:00,105919.86,106226.03,106150.56,106192.85,133.12368949,0,1,,,,,,,,,,0
2025-05-29 21:00:00,106093.49,106451.89,106192.85,106164.49,118.96137923,0,-1,,,,,,,,,,0
2025-05-29 21:30:00,106151.34,106487.8,106159.01,106456.36,112.17202608,0,1,,,,,,,,,,0
2025-05-29 22:00:00,106147.63,106474.92,106456.36,106202.32,121.89575719,0,0,,,,,,,,,,0
2025-05-29 22:30:00,105906.34,106233.54,106199.32,105926.07,108.8537214,0,0,,,,,,,,,,0
2025-05-29 23:00:00,105654.88,106094.0,105926.07,105758.31,152.19246313,0,0,,,,,,,,,,0
2025-05-29 23:30:00,105315.0,105912.97,105752.82,105572.58,194.87361717,0,-1,,,,,,,,,,0
2025-05-30 00:00:00,105560.82,106217.93,105572.58,106069.03,126.88888413,0,1,,,,,,,,,,0
2025-05-30 00:30:00,104624.0,106084.8,106069.0,104913.56,277.52378232,-1,-1,,,,,,,,,,-1
2025-05-30 01:00:00,104913.56,105773.0,104913.56,105742.75,250.94786006,0,1,,,,,,,,,,0
2025-05-30 01:30:00,105585.75,105946.47,105742.75,105679.95,80.62903937,0,-1,,,,,,,,,,0
2025-05-30 02:00:00,105653.12,106125.01,105674.91,105990.14,91.53054429,0,0,,,,,,,,,,0
2025-05-30 02:30:00,105938.93,106189.47,105990.14,106025.37,95.95721902,0,0,,,,,,,,,,0
2025-05-30 03:00:00,105937.37,106185.39,106025.37,106177.07,115.94657526,1,1,,,,,,,,,,1
2025-05-30 03:30:00,105977.23,106221.01,106177.07,106051.67,51.22122795,0,0,,,,,,,,,,0
2025-05-30 04:00:00,105949.03,106118.07,106051.68,106018.65,197.17966557,-1,-1,,,,,,,,,,-1
2025-05-30 04:30:00,105921.38,106176.96,106018.66,106138.79,47.08383599,0,0,,,,,,,,,,0
2025-05-30 05:00:00,106065.13,106242.24,106138.78,106221.97,63.23532617,0,1,,,,,,,,,,0
2025-05-30 05:30:00,106061.34,106377.66,106221.98,106121.13,56.05448858,0,0,,,,,,,,,,0
2025-05-30 06:00:00,105930.25,106183.66,106121.13,105983.38,47.06899236,0,0,,,,,,,,,,0
2025-05-30 06:30:00,105549.44,106057.69,105983.38,105742.72,83.11756026,0,0,,,,,,,,,,0
2025-05-30 07:00:00,105460.37,105895.17,105742.72,105662.96,120.21889413,0,0,,,,,,,,,,0
2025-05-30 07:30:00,104768.15,105662.94,105662.94,105096.62,304.80500059,-1,-1,,,,,,,,,,-1
2025-05-30 08:00:00,104881.94,105302.73,105087.27,105267.95,143.01409909,0,1,,,,,,,,,,0
2025-05-30 08:30:00,105163.89,105408.67,105267.94,105208.5,64.7779072,0,-1,,,,,,,,,,0
2025-05-30 09:00:00,105100.0,105392.6,105207.43,105293.51,48.81893591,0,0,,,,,,,,,,0
2025-05-30 09:30:00,104639.0,105696.27,105293.5,105665.73,114.04741229,1,0,,,,,,,,,,1
2025-05-30 10:00:00,105320.0,105790.07,105660.93,105715.75,94.55450623,0,0,,,,,,,,,,0
2025-05-30 10:30:00,105645.27,105973.38,105715.02,105959.86,57.66226349,0,1,,,,,,,,,,0
2025-05-30 11:00:00,105710.0,106019.0,105959.85,105799.4,57.26117563,0,-1,,,,,,,,,,0
2025-05-30 11:30:00,105711.7,105994.85,105799.41,105901.75,76.46917945,0,1,,,,,,,,,,0
2025-05-30 12:00:00,105178.36,106000.0,105901.75,105597.28,148.46971647,0,-1,,,,,,,,,,0
2025-05-30 12:30:00,105551.78,106031.78,105597.27,105704.71,147.11437224,0,1,,,,,,,,,,0
2025-05-30 13:00:00,105386.4,105938.4,105704.62,105661.0,156.24498778,0,0,,,,,,,,,,0
2025-05-30 13:30:00,105438.48,106017.76,105661.01,105508.26,232.88224319,0,0,,,,,,,,,,0
2025-05-30 14:00:00,105052.01,105877.65,105508.26,105227.51,289.24115607,-1,-1,,,,,,,,,,-1
2025-05-30 14:30:00,105176.47,105677.53,105227.53,105347.72,141.52805144,0,0,,,,,,,,,,0
2025-05-30 15:00:00,105314.99,105842.28,105361.65,105761.62,157.63202304,0,1,,,,,,,,,,0
2025-05-30 15:30:00,105483.07,105862.49,105761.61,105558.64,211.19309118,0,0,,,,,,,,,,0
2025-05-30 16:00:00,104650.0,105579.93,105558.64,104710.21,341.37728821,-1,0,,,,,,,,,,-1
2025-05-30 16:30:00,103664.03,104730.2,104707.87,103901.99,1064.73717006,-1,-1,,,,,,,,,,-1
2025-05-30 17:00:00,103833.5,104251.0,103900.8,103999.89,481.08155289,0,0,,,,,,,,,,0
2025-05-30 17:30:00,103912.37,104313.63,103999.88,104187.47,177.35164252,0,0,,,,,,,,,,0
2025-05-30 18:00:00,104076.0,104820.0,104187.46,104743.14,168.03539151,0,0,,,,,,,,,,0
2025-05-30 18:30:00,104587.89,104934.47,104743.13,104919.06,199.30372704,0,1,,,,,,,,,,0
2025-05-30 19:00:00,104688.51,105008.96,104915.88,104826.41,155.44510266,0,0,,,,,,,,,,0
2025-05-30 19:30:00,104479.03,104826.4,104826.4,104651.99,334.37161257,0,0,,,,,,,,,,0
2025-05-30 20:00:00,104412.01,104672.53,104647.14,104469.99,154.26961832,0,-1,,,,,,,,,,0
2025-05-30 20:30:00,104394.58,104866.87,104469.99,104604.76,114.50139161,0,0,,,,,,,,,,0
2025-05-30 21:00:00,104604.7,104918.57,104604.7,104840.6,70.5043338,0,1,,,,,,,,,,0
2025-05-30 21:30:00,104568.17,104910.59,104840.6,104657.58,65.03812936,0,0,,,,,,,,,,0
2025-05-30 22:00:00,104500.0,104846.81,104657.57,104501.66,75.8466365,0,0,,,,,,,,,,0
2025-05-30 22:30:00,104011.73,104539.4,104501.66,104017.77,76.22019611,-1,0,,,,,,,,,,-1
2025-05-30 23:00:00,103723.52,104305.72,104017.76,103886.4,155.86594579,0,-1,,,,,,,,,,0
2025-05-30 23:30:00,103634.48,104196.84,103886.4,104033.26,81.89265584,0,1,,,,,,,,,,0
2025-05-31 00:00:00,103603.0,104239.38,104033.0,103840.66,89.08676366,0,-1,,,,,,,,,,0
2025-05-31 00:30:00,103840.66,104334.23,103840.66,104000.0,59.81863525,0,1,,,,,,,,,,0
2025-05-31 01:00:00,103774.1,104245.15,104000.0,103899.73,72.12751605,0,0,,,,,,,,,,0
2025-05-31 01:30:00,103312.76,104024.62,103895.42,103520.09,145.80925003,0,-1,,,,,,,,,,0
2025-05-31 02:00:00,103312.77,103899.99,103512.64,103719.45,74.36227808,0,1,,,,,,,,,,0
2025-05-31 02:30:00,103146.14,103723.46,103719.84,103229.54,84.38726411,0,-1,,,,,,,,,,0
2025-05-31 03:00:00,103110.01,103525.99,103223.89,103515.33,71.25989233,0,0,,,,,,,,,,0
2025-05-31 03:30:00,103303.21,103733.57,103511.9,103719.33,60.64230057,0,0,,,,,,,,,,0
2025-05-31 04:00:00,103532.21,103852.32,103719.34,103818.33,47.73205521,0,0,,,,,,,,,,0
2025-05-31 04:30:00,103760.73,103866.69,103818.32,103854.66,28.80107403,0,1,,,,,,,,,,0
2025-05-31 05:00:00,103654.06,103963.11,103854.66,103711.96,40.63581874,0,0,,,,,,,,,,0
2025-05-31 05:30:00,103550.4,103784.81,103711.95,103575.42,23.91510927,0,-1,,,,,,,,,,0
2025-05-31 06:00:00,103552.4,103751.66,103575.43,103734.65,24.27922467,0,0,,,,,,,,,,0
2025-05-31 06:30:00,103695.18,103953.37,103742.17,103897.9,23.69411593,0,1,,,,,,,,,,0
2025-05-31 07:00:00,103667.2,103897.92,103897.9,103731.55,20.77160627,0,-1,,,,,,,,,,0
2025-05-31 07:30:00,103708.9,103887.71,103731.55,103808.19,34.37440187,0,1,,,,,,,,,,0
2025-05-31 08:00:00,103568.17,103869.25,103808.2,103747.06,32.85428854,0,0,,,,,,,,,,0
2025-05-31 08:30:00,103574.25,103817.93,103747.06,103702.34,28.45070597,0,0,,,,,,,,,,0
2025-05-31 09:00:00,103527.61,103784.77,103700.22,103543.4,32.56336058,0,-1,,,,,,,,,,0
2025-05-31 09:30:00,103529.44,103629.97,103543.39,103580.7,21.4933243,0,1,,,,,,,,,,0
2025-05-31 10:00:00,103385.35,103653.14,103580.69,103445.16,47.24517533,0,-1,,,,,,,,,,0
2025-05-31 10:30:00,103313.31,103488.03,103445.15,103456.27,30.62204288,0,0,,,,,,,,,,0
2025-05-31 11:00:00,103344.54,103577.38,103456.26,103528.09,25.85740722,0,0,,,,,,,,,,0
2025-05-31 11:30:00,103475.0,103567.77,103528.09,103546.34,27.14591327,0,0,,,,,,,,,,0
2025-05-31 12:00:00,103526.86,103988.0,103546.34,103839.01,72.42404239,0,0,,,,,,,,,,0
2025-05-31 12:30:00,103785.77,104088.21,103839.01,104088.21,34.15204929,0,0,,,,,,,,,,0
2025-05-31 13:00:00,104029.17,104258.47,104088.21,104153.49,59.53546198,0,0,,,,,,,,,,0
2025-05-31 13:30:00,104053.51,104264.08,104153.5,104177.49,41.77286714,0,0,,,,,,,,,,0
2025-05-31 14:00:00,104167.13,104543.76,104171.68,104351.89,101.08162648,0,0,,,,,,,,,,0
2025-05-31 14:30:00,104346.8,104644.9,104351.89,104630.07,55.78168405,0,0,,,,,,,,,,0
2025-05-31 15:00:00,104512.39,104840.69,104624.23,104829.93,78.44585789,0,1,,,,,,,,,,0
2025-05-31 15:30:00,104472.4,104921.43,104829.93,104609.23,148.6338168,0,-1,,,,,,,,,,0
2025-05-31 16:00:00,104450.01,104800.0,104607.5,104741.15,67.7428075,0,1,,,,,,,,,,0
2025-05-31 16:30:00,104467.02,104850.0,104741.14,104553.51,55.05603398,0,0,,,,,,,,,,0
2025-05-31 17:00:00,104456.9,104691.77,104553.51,104538.31,29.67238468,0,0,,,,,,,,,,0
2025-05-31 17:30:00,104313.57,104580.1,104538.22,104402.75,46.44294623,0,-1,104402.75,,,,,,,,,0
2025-05-31 18:00:00,104402.74,104686.93,104402.74,104592.91,24.12537171,0,1,,104592.91,,,,,,,,0
2025-05-31 18:30:00,104433.26,104611.24,104589.68,104564.36,16.59128497,0,-1,,,104564.36,,,,,,,0
2025-05-31 19:00:00,104554.95,104791.97,104554.95,104747.07,23.51715453,0,0,,,,,,,,,,0
2025-05-31 19:30:00,104714.36,104820.86,104748.04,104767.76,41.24731198,0,1,,,,104767.76,,,,,,0
