start,low,high,open,close,volume,signal,fibonacciretracement_signal,RSI,rsi_signal
2025-05-28 12:00:00,3.6758,3.7023,3.688,3.7015,182261.1,0,0,46.932185145317504,0
2025-05-28 12:30:00,3.692,3.7136,3.7016,3.7076,126882.8,0,0,45.91332967635752,0
2025-05-28 13:00:00,3.6764,3.7119,3.708,3.696,534477.9,0,0,50.51297525648764,0
2025-05-28 13:30:00,3.6556,3.7104,3.6961,3.6593,350623.8,0,0,41.82908545727125,0
2025-05-28 14:00:00,3.6114,3.6663,3.6583,3.6477,616576.0,0,0,32.914046121593174,0
2025-05-28 14:30:00,3.5681,3.6483,3.6473,3.5786,853845.9,1,-1,22.493118364136606,1
2025-05-28 15:00:00,3.5378,3.5961,3.5814,3.5648,1839689.4,1,0,18.413926499032684,1
2025-05-28 15:30:00,3.5456,3.5698,3.5647,3.5466,275876.9,1,0,17.258883248730797,1
2025-05-28 16:00:00,3.5471,3.5822,3.5471,3.5757,427613.9,1,0,27.61973352538689,1
2025-05-28 16:30:00,3.5583,3.5755,3.5755,3.573,276941.5,1,0,24.806201550387485,1
2025-05-28 17:00:00,3.5728,3.6061,3.573,3.5888,422802.1,0,1,30.832095096582336,0
2025-05-28 17:30:00,3.5555,3.5898,3.5884,3.5681,447215.7,1,-1,24.544128373449922,1
2025-05-28 18:00:00,3.5578,3.5853,3.5681,3.5588,382077.1,1,0,25.785440613026736,1
2025-05-28 18:30:00,3.5361,3.568,3.5588,3.5407,275511.5,1,0,23.455005421033476,1
2025-05-28 19:00:00,3.5393,3.5624,3.5406,3.5414,211636.0,1,0,19.620493358633638,1
2025-05-28 19:30:00,3.5146,3.55,3.5408,3.5222,465039.1,1,0,16.485900216919617,1
2025-05-28 20:00:00,3.5176,3.5529,3.5222,3.5504,208546.0,1,0,25.170532060027085,1
2025-05-28 20:30:00,3.5381,3.5656,3.5517,3.5646,167711.5,0,0,32.508311784262915,0
2025-05-28 21:00:00,3.5532,3.5741,3.565,3.569,259523.9,0,0,35.066413662238986,0
2025-05-28 21:30:00,3.5673,3.586,3.569,3.5736,86123.7,0,0,48.74371859296484,0
2025-05-28 22:00:00,3.5572,3.5793,3.5728,3.5576,129458.1,0,0,48.21073558648107,0
2025-05-28 22:30:00,3.5561,3.5747,3.5586,3.5724,83112.8,0,0,56.52173913043478,0
2025-05-28 23:00:00,3.5693,3.5943,3.5712,3.5942,209513.9,0,1,54.85564304461944,0
2025-05-28 23:30:00,3.592,3.613,3.5943,3.6066,250854.0,0,0,58.39160839160841,0
2025-05-29 00:00:00,3.5668,3.6082,3.6067,3.5893,528821.3,0,0,50.123946455131424,0
2025-05-29 00:30:00,3.5819,3.6483,3.5892,3.645,400177.2,0,0,66.24419095902002,0
2025-05-29 01:00:00,3.61,3.6477,3.6464,3.6154,423154.0,0,0,61.01167315175104,0
2025-05-29 01:30:00,3.6057,3.6366,3.6163,3.63,230833.4,0,0,67.61341222879693,0
2025-05-29 02:00:00,3.6104,3.648,3.6297,3.6384,294375.9,0,0,68.56814701378266,0
2025-05-29 02:30:00,3.6392,3.6812,3.6392,3.6723,465607.0,-1,0,77.2018847408482,-1
2025-05-29 03:00:00,3.6505,3.6771,3.6728,3.6557,209227.7,0,0,69.9205448354144,0
2025-05-29 03:30:00,3.6297,3.6611,3.6554,3.6452,195454.5,0,0,65.46431312356108,0
2025-05-29 04:00:00,3.6111,3.6508,3.6464,3.6305,104200.7,0,0,61.35105204872653,0
2025-05-29 04:30:00,3.563,3.6334,3.6305,3.603,455571.4,0,0,55.00340367597013,0
2025-05-29 05:00:00,3.6,3.6344,3.604,3.6195,231853.2,0,0,60.516479782534894,0
2025-05-29 05:30:00,3.6094,3.6344,3.6194,3.6163,118327.1,0,0,57.764414573753115,0
2025-05-29 06:00:00,3.6106,3.6424,3.6168,3.6418,242273.9,0,0,58.31005586592184,0
2025-05-29 06:30:00,3.6384,3.6577,3.6414,3.6563,144074.7,0,0,58.61351819757372,0
2025-05-29 07:00:00,3.6439,3.665,3.6576,3.6527,114863.9,0,0,61.53566229985442,0
2025-05-29 07:30:00,3.6316,3.6537,3.6528,3.6384,173378.8,0,0,48.58611825192798,0
2025-05-29 08:00:00,3.6215,3.6481,3.6389,3.6417,197979.2,0,0,56.34958957025592,0
2025-05-29 08:30:00,3.6409,3.6608,3.6424,3.6548,114187.1,0,0,56.03112840466925,0
2025-05-29 09:00:00,3.644,3.668,3.6553,3.6597,91290.3,0,0,55.26966848095006,0
2025-05-29 09:30:00,3.6392,3.6673,3.659,3.6492,134366.4,0,0,43.53665360940124,0
2025-05-29 10:00:00,3.6444,3.6657,3.6495,3.6552,136480.2,0,0,49.85127900059483,0
2025-05-29 10:30:00,3.6544,3.68,3.6544,3.6706,245503.3,0,0,57.34104046242773,0
2025-05-29 11:00:00,3.6604,3.7288,3.6697,3.7224,1416231.8,-1,0,71.87053783912422,-1
2025-05-29 11:30:00,3.6982,3.725,3.7217,3.7117,622317.1,-1,0,78.11691670977753,-1
2025-05-29 12:00:00,3.6729,3.7146,3.7123,3.6824,492973.2,0,0,65.25958272683161,0
2025-05-29 12:30:00,3.6579,3.7046,3.6817,3.676,227499.7,0,0,64.26182513139042,0
2025-05-29 13:00:00,3.6525,3.6904,3.6765,3.6641,170957.9,0,0,55.697496167603475,0
2025-05-29 13:30:00,3.6199,3.6668,3.6641,3.6336,526661.2,0,0,44.638639584317445,0
2025-05-29 14:00:00,3.532,3.6405,3.633,3.5501,1342602.9,0,-1,32.40740740740743,0
2025-05-29 14:30:00,3.5383,3.6076,3.5505,3.595,892325.7,0,0,43.26505276225952,0
2025-05-29 15:00:00,3.5691,3.6074,3.5953,3.5827,709530.4,0,0,41.0929951690821,0
2025-05-29 15:30:00,3.551,3.584,3.5833,3.5633,143249.9,0,0,36.44444444444448,0
2025-05-29 16:00:00,3.555,3.5846,3.564,3.5703,267155.2,0,0,36.83745583038872,0
2025-05-29 16:30:00,3.5388,3.5744,3.5701,3.5511,234168.7,0,0,35.91731266149871,0
2025-05-29 17:00:00,3.5432,3.5663,3.5509,3.5596,135030.4,0,0,36.37400228050179,0
2025-05-29 17:30:00,3.5528,3.5987,3.5603,3.5849,391285.2,0,1,38.120321596895,0
2025-05-29 18:00:00,3.5728,3.5961,3.586,3.5728,170279.1,1,0,26.697819314641833,1
2025-05-29 18:30:00,3.544,3.5851,3.5742,3.5448,270152.5,1,0,25.332545078332913,1
2025-05-29 19:00:00,3.5106,3.5501,3.5451,3.5209,946406.6,1,0,25.74346650645849,1
2025-05-29 19:30:00,3.5178,3.5366,3.5208,3.5285,155425.9,1,0,27.925770727327233,1
2025-05-29 20:00:00,3.5285,3.5588,3.5285,3.5486,293996.9,0,0,33.12883435582826,0
2025-05-29 20:30:00,3.5472,3.578,3.5483,3.5758,237660.1,0,0,41.47492625368736,0
2025-05-29 21:00:00,3.5725,3.5931,3.5756,3.5793,195916.2,0,0,55.637065637065604,0
2025-05-29 21:30:00,3.5748,3.5969,3.5784,3.5933,193130.0,0,0,49.62735642262165,0
2025-05-29 22:00:00,3.5688,3.5935,3.5932,3.5688,144199.1,0,0,47.10778193924262,0
2025-05-29 22:30:00,3.5497,3.5812,3.5686,3.5514,183623.9,0,0,47.503147293327785,0
2025-05-29 23:00:00,3.5298,3.5545,3.5503,3.5336,405658.5,0,0,42.63348052990766,0
2025-05-29 23:30:00,3.5132,3.5416,3.5332,3.5249,247455.0,0,0,44.509639564124114,0
2025-05-30 00:00:00,3.5232,3.5514,3.5259,3.5292,171379.0,0,0,43.5153583617747,0
2025-05-30 00:30:00,3.3197,3.5308,3.5281,3.3855,1981108.3,1,-1,21.74036281179133,1
2025-05-30 01:00:00,3.374,3.4443,3.386,3.4406,1236027.8,0,0,33.299646286003,0
2025-05-30 01:30:00,3.4156,3.4523,3.4411,3.4245,373078.3,0,0,34.33185725449334,0
2025-05-30 02:00:00,3.4227,3.4867,3.4243,3.4769,501365.0,0,0,44.665373423860316,0
2025-05-30 02:30:00,3.4769,3.5192,3.4774,3.5164,350251.6,0,0,48.63830744992119,0
2025-05-30 03:00:00,3.5056,3.54,3.5182,3.5135,278035.7,0,0,45.890892062748776,0
2025-05-30 03:30:00,3.5043,3.5322,3.514,3.5093,279717.1,0,0,41.77183865379855,0
2025-05-30 04:00:00,3.4831,3.5124,3.5084,3.4861,525808.7,0,0,39.004247286455865,0
2025-05-30 04:30:00,3.4756,3.5154,3.4857,3.5042,436001.3,0,0,39.58868894601539,0
2025-05-30 05:00:00,3.4944,3.519,3.5049,3.5102,120338.3,0,0,42.84318514899855,0
2025-05-30 05:30:00,3.4655,3.5195,3.5112,3.4786,229161.8,0,-1,41.40698772426818,0
2025-05-30 06:00:00,3.4473,3.4828,3.4804,3.4501,118213.0,0,0,40.38682938061248,0
2025-05-30 06:30:00,3.4058,3.4594,3.4501,3.43,384680.0,0,0,39.35382544312317,0
2025-05-30 07:00:00,3.4203,3.4594,3.4307,3.4508,265548.6,0,0,41.51882302033753,0
2025-05-30 07:30:00,3.427,3.4552,3.4505,3.4428,150596.3,0,0,58.77488514548241,0
2025-05-30 08:00:00,3.4174,3.4564,3.444,3.4537,210690.3,0,0,52.32022670917466,0
2025-05-30 08:30:00,3.4416,3.477,3.4548,3.4612,201109.7,0,0,56.704420898794254,0
2025-05-30 09:00:00,3.4426,3.4748,3.4622,3.4428,92151.7,0,0,42.88694201084688,0
2025-05-30 09:30:00,3.3902,3.4474,3.4423,3.4456,416393.4,0,0,32.56157635467986,0
2025-05-30 10:00:00,3.42,3.4683,3.444,3.4678,245663.1,0,0,39.72109761583443,0
2025-05-30 10:30:00,3.4603,3.4962,3.4677,3.4913,177503.5,0,0,46.274834437086035,0
2025-05-30 11:00:00,3.4769,3.5063,3.4909,3.486,325116.5,0,0,49.97764863656688,0
2025-05-30 11:30:00,3.4674,3.4955,3.4847,3.4854,147397.5,0,0,45.44131910766242,0
2025-05-30 12:00:00,3.4421,3.501,3.4866,3.4566,185638.6,0,-1,38.29694323144094,0
2025-05-30 12:30:00,3.4544,3.4958,3.4568,3.4723,149859.1,0,0,48.521820741435945,0
2025-05-30 13:00:00,3.431,3.4846,3.4727,3.4482,231760.0,0,0,49.54480114997604,0
2025-05-30 13:30:00,3.4148,3.4614,3.4481,3.4269,513990.4,0,0,49.26155312053351,0
2025-05-30 14:00:00,3.4189,3.4519,3.427,3.4274,324011.8,0,0,43.82911392405061,0
2025-05-30 14:30:00,3.4243,3.4786,3.4273,3.4497,405276.6,0,0,51.69200588523785,0
2025-05-30 15:00:00,3.4436,3.4728,3.4496,3.4685,141398.3,0,0,53.49386213408879,0
2025-05-30 15:30:00,3.43,3.4716,3.4678,3.4359,229876.8,0,0,44.66019417475736,0
2025-05-30 16:00:00,3.3871,3.4455,3.4374,3.3927,288488.5,0,-1,40.42797095911351,0
2025-05-30 16:30:00,3.25,3.3933,3.3928,3.3021,2876380.6,1,-1,29.470672389127316,1
2025-05-30 17:00:00,3.2937,3.3295,3.3029,3.2995,730197.1,1,0,24.492270384965224,1
2025-05-30 17:30:00,3.2797,3.3097,3.2988,3.2962,522327.5,1,0,18.501775912173187,1
2025-05-30 18:00:00,3.2838,3.3384,3.2953,3.3306,530607.9,1,1,27.066115702479422,1
2025-05-30 18:30:00,3.3166,3.36,3.3302,3.3563,282496.4,0,0,32.26161033250902,0
2025-05-30 19:00:00,3.3411,3.3714,3.3552,3.3714,255105.5,0,0,37.83552255853804,0
2025-05-30 19:30:00,3.344,3.3718,3.3695,3.3521,195962.8,0,0,33.01300169587341,0
2025-05-30 20:00:00,3.3275,3.3528,3.3516,3.3296,581086.4,0,0,33.16297558205571,0
2025-05-30 20:30:00,3.32,3.3499,3.3294,3.3216,166927.4,0,0,34.46444378872832,0
2025-05-30 21:00:00,3.3193,3.3499,3.3222,3.3389,149933.3,0,0,37.55974135507455,0
2025-05-30 21:30:00,3.3063,3.3465,3.3382,3.3153,184220.4,0,-1,31.176470588235347,0
2025-05-30 22:00:00,3.2751,3.3198,3.3151,3.2785,449890.7,1,0,24.666666666666714,1
2025-05-30 22:30:00,3.2011,3.286,3.2788,3.2049,1514183.8,1,0,22.235576923076934,1
2025-05-30 23:00:00,3.1721,3.2374,3.2047,3.2194,1039858.4,1,0,27.627162406403315,1
2025-05-30 23:30:00,3.1852,3.228,3.2195,3.1894,723609.9,0,0,32.75176002448734,0
2025-05-31 00:00:00,3.1082,3.2039,3.1891,3.1248,1980353.1,1,0,27.52765629019811,1
2025-05-31 00:30:00,3.1246,3.1892,3.1255,3.1399,499343.1,0,0,30.486891385767805,0
2025-05-31 01:00:00,3.1206,3.1748,3.1399,3.1331,424351.1,1,0,23.518369536068647,1
2025-05-31 01:30:00,3.0826,3.1449,3.1331,3.1177,815578.6,1,0,17.098731384445642,1
2025-05-31 02:00:00,3.101,3.1599,3.1172,3.131,250212.5,1,0,16.68514412416843,1
2025-05-31 02:30:00,3.0875,3.131,3.1297,3.0937,803072.8,1,0,15.892291446673624,1
2025-05-31 03:00:00,3.055,3.107,3.0942,3.0919,1143680.5,1,0,16.810946662943223,1
2025-05-31 03:30:00,3.0898,3.1176,3.0923,3.1076,420229.3,1,0,20.74904319300161,1
2025-05-31 04:00:00,3.0772,3.1403,3.1079,3.1353,617868.7,1,0,22.939925571504446,1
2025-05-31 04:30:00,3.1336,3.1615,3.1346,3.1588,486280.8,1,0,29.194363201276175,1
2025-05-31 05:00:00,3.1381,3.1695,3.1588,3.1436,275144.6,0,0,30.973201692524626,0
2025-05-31 05:30:00,3.1304,3.1589,3.1437,3.1304,109785.7,0,0,37.334240054403224,0
2025-05-31 06:00:00,3.1299,3.1706,3.1322,3.1678,82852.0,0,0,41.86119873817039,0
2025-05-31 06:30:00,3.1611,3.1878,3.1661,3.1748,228921.2,0,0,47.51700680272105,0
2025-05-31 07:00:00,3.158,3.1796,3.1753,3.1753,79558.8,0,0,60.98303610265336,0
2025-05-31 07:30:00,3.1705,3.19,3.1742,3.1789,196471.7,0,0,58.92857142857148,0
2025-05-31 08:00:00,3.1598,3.1871,3.1791,3.1629,68676.2,0,0,56.546572934973604,0
2025-05-31 08:30:00,3.1473,3.1754,3.163,3.1714,95784.9,0,0,62.16583597643863,0
2025-05-31 09:00:00,3.1386,3.178,3.1714,3.1425,120786.8,0,0,52.43334743969535,0
2025-05-31 09:30:00,3.1391,3.1511,3.1423,3.1477,154460.4,0,0,63.22233104799208,0
2025-05-31 10:00:00,3.134,3.1659,3.1457,3.1415,174406.1,0,0,61.88878235858108,0
2025-05-31 10:30:00,3.1182,3.1556,3.1416,3.1466,160783.0,0,0,59.848484848484794,0
2025-05-31 11:00:00,3.1257,3.1478,3.1471,3.1307,216104.3,0,0,48.76476906552096,0
2025-05-31 11:30:00,3.1224,3.1396,3.13,3.1346,139084.1,0,0,42.737094837935146,0
2025-05-31 12:00:00,3.1296,3.1705,3.1336,3.1533,357001.2,0,0,52.851263962375086,0
2025-05-31 12:30:00,3.1507,3.1849,3.1533,3.1847,311259.2,0,0,64.41848114710572,0
2025-05-31 13:00:00,3.1799,3.217,3.1839,3.1862,517843.7,0,0,56.03674540682409,0
2025-05-31 13:30:00,3.1698,3.2018,3.1862,3.1845,159881.5,0,0,53.29707681849086,0
2025-05-31 14:00:00,3.1808,3.2487,3.1845,3.2435,1058694.2,0,1,66.58560311284052,0
2025-05-31 14:30:00,3.2359,3.2619,3.244,3.2599,619640.0,0,0,68.54395604395609,0
2025-05-31 15:00:00,3.2442,3.2824,3.2593,3.277,472654.6,-1,0,75.990888382688,-1
2025-05-31 15:30:00,3.2505,3.3153,3.2774,3.2568,1187931.1,0,0,68.46885813148792,0
2025-05-31 16:00:00,3.242,3.3098,3.2562,3.2962,647833.1,-1,0,81.79561439801415,-1
2025-05-31 16:30:00,3.2736,3.3151,3.2948,3.2812,902052.9,-1,0,76.54075546719699,-1
2025-05-31 17:00:00,3.2652,3.2832,3.2822,3.2745,168176.5,-1,0,76.388888888889,-1
2025-05-31 17:30:00,3.2302,3.296,3.276,3.2367,958534.4,0,0,65.82367404285216,0
2025-05-31 18:00:00,3.233,3.2749,3.2354,3.252,243421.3,-1,0,71.34811686026046,-1
2025-05-31 18:30:00,3.2394,3.2575,3.2519,3.2552,239236.3,-1,0,71.27734650670432,-1
2025-05-31 19:00:00,3.2549,3.2791,3.2549,3.2672,89635.3,-1,0,70.58185760751715,-1
2025-05-31 19:30:00,3.2542,3.2691,3.2665,3.2576,72211.6,0,0,64.299725382503,0
2025-05-31 20:00:00,3.2469,3.2604,3.2571,3.2582,100531.2,0,0,64.17322834645674,0
2025-05-31 20:30:00,3.2522,3.2845,3.2575,3.276,178501.8,0,0,66.93817104776011,0
2025-05-31 21:00:00,3.2644,3.2936,3.2765,3.269,280381.3,0,0,55.845942228335666,0
2025-05-31 21:30:00,3.2691,3.2918,3.2705,3.2805,121208.8,0,0,54.831144465290826,0
2025-05-31 22:00:00,3.2628,3.2863,3.281,3.2688,113022.9,0,0,48.02694898941289,0
2025-05-31 22:30:00,3.2562,3.2727,3.27,3.259,54424.9,0,0,50.55724417426539,0
2025-05-31 23:00:00,3.2485,3.2866,3.2585,3.258,288507.4,0,0,37.987421383647785,0
2025-05-31 23:30:00,3.245,3.259,3.2585,3.2479,87617.8,0,0,39.195327709279596,0
2025-06-01 00:00:00,3.2195,3.2494,3.2477,3.2254,321535.6,0,0,35.55032371983509,0
2025-06-01 00:30:00,3.2233,3.248,3.2246,3.246,65814.8,0,0,53.04518664047156,0
2025-06-01 01:00:00,3.236,3.2664,3.2455,3.2412,136533.4,0,0,46.2025316455697,0
