start,low,high,open,close,volume,MA,STD,UpperBand,LowerBand,bollingerbands_signal,EMA_Short,EMA_Long,MACD,Signal_Line,macdcrossover_signal,fibonacciretracement_signal,signal
2025-05-28 21:15:00,107331.41,107462.01,107361.08,107391.92,56.24468072,,,,,0,107391.92,107391.92,0.0,0.0,0,0,0
2025-05-28 21:30:00,107383.04,107519.77,107391.92,107505.89,96.28498457,,,,,0,107409.45384615385,107400.36222222222,9.091623931628419,1.818324786325684,1,0,1
2025-05-28 21:45:00,107410.0,107591.56,107505.89,107519.54,75.41060735,,,,,0,107426.3901775148,107409.19020576132,17.199971753478167,4.894654179756181,1,0,1
2025-05-28 22:00:00,107217.83,107522.17,107522.17,107347.38,71.03886959,,,,,0,107414.23476558944,107404.61167200122,9.62309358821949,5.840342061448843,1,0,1
2025-05-28 22:15:00,107242.86,107359.33,107347.37,107277.73,29.98760397,,,,,0,107393.23403242184,107395.21302963076,-1.978997208920191,4.276474207375037,-1,0,-1
2025-05-28 22:30:00,107175.0,107385.9,107277.73,107359.68,52.76514178,,,,,0,107388.0718735877,107392.58095336182,-4.5090797741140705,2.519363411077215,-1,0,-1
2025-05-28 22:45:00,107231.36,107505.66,107359.68,107431.34,60.81977884,,,,,0,107394.72850842036,107395.45199385354,-0.7234854331763927,1.8707936422264937,-1,0,-1
2025-05-28 23:00:00,107432.87,107959.54,107432.87,107916.19,103.67352519,,,,,0,107474.95335327878,107434.02517949401,40.9281737847632,9.682269670733836,1,1,1
2025-05-28 23:15:00,107806.85,108063.77,107911.01,107991.27,132.33340135,,,,,0,107554.38668354358,107475.30257360557,79.08410993800499,23.56263772418807,1,0,1
2025-05-28 23:30:00,107922.5,108097.87,107991.27,107959.77,76.23598143,,,,,0,107616.75334761379,107511.18904963479,105.5642979789991,39.96296977515028,1,0,1
2025-05-28 23:45:00,107737.45,107970.48,107956.83,107819.29,41.9709079,,,,,0,107647.91283259628,107534.01134225444,113.90149034184287,54.7506738884888,1,0,1
2025-05-29 00:00:00,107444.0,107855.06,107819.26,107573.47,86.02120354,,,,,0,107636.46008911994,107536.93420579114,99.52588332879532,63.70571577655011,1,0,1
2025-05-29 00:15:00,107573.48,108064.75,107573.48,108040.22,40.40725922,,,,,0,107698.5769984861,107574.2146349918,124.36236349429237,75.83704532009857,1,0,1
2025-05-29 00:30:00,107807.01,108058.42,108040.22,107829.13,47.33087574,,,,,0,107718.66207564209,107593.09725462204,125.5648210200452,85.7826004600879,1,0,1
2025-05-29 00:45:00,107828.15,108330.86,107829.12,108306.97,100.05943663,,,,,0,107809.17098708177,107645.97671724264,163.1942698391358,101.2649343358975,1,0,1
2025-05-29 01:00:00,107965.62,108327.75,108309.62,108058.57,102.44219831,,,,,0,107847.54006599227,107676.53918263207,171.00088336020417,115.21212414075883,1,0,1
2025-05-29 01:15:00,107919.02,108110.64,108057.61,107960.52,23.11666181,,,,,0,107864.92159430115,107697.5747987334,167.3467955677479,125.63905842615665,1,0,1
2025-05-29 01:30:00,107825.0,108194.65,107960.51,108089.04,75.26592398,,,,,0,107899.40134902405,107726.57222104944,172.8291279746045,135.07707233584622,1,0,1
2025-05-29 01:45:00,107940.26,108382.71,108089.04,108202.33,91.43272403,,,,,0,107946.0057568665,107761.81353800875,184.19221885775914,144.90010164022883,1,0,1
2025-05-29 02:00:00,108039.29,108202.34,108202.32,108045.0,38.28546433,107781.2625,322.2473556442953,108425.75721128858,107136.76778871141,0,107961.2356404255,107782.79031297106,178.44532745443576,151.60914680307022,1,0,1
2025-05-29 02:15:00,107970.49,108290.28,108045.0,108129.2,48.6168886,107818.12650000001,317.4999078205484,108453.12631564112,107183.12668435891,0,107987.07631112926,107808.45028978802,178.6260213412461,157.0125217107054,1,0,1
2025-05-29 02:30:00,108044.6,108257.65,108128.87,108169.49,47.4129103,107851.30649999999,317.82683691918965,108486.96017383836,107215.65282616162,0,108015.13995557092,107835.19397202594,179.94598354498157,161.59921407756065,1,0,1
2025-05-29 02:45:00,108167.73,108552.82,108169.49,108468.01,92.20288231,107898.73000000001,335.9619728167932,108570.6539456336,107226.80605436642,0,108084.81227009847,107882.06923335735,202.74303674111434,169.8279786102714,1,0,1
2025-05-29 03:00:00,108192.61,108479.77,108473.54,108247.31,44.09132823,107943.72649999999,318.0173770537744,108579.76125410754,107307.69174589244,0,108109.81192085255,107909.12410496052,200.6878158920299,175.99994606662312,1,0,1
2025-05-29 03:15:00,108178.51,108339.78,108243.19,108213.27,36.1498814,107990.50349999999,281.6218625498679,108553.74722509972,107427.25977490026,0,108125.7285484137,107931.653430519,194.07511789469572,179.61498043223764,1,0,1
2025-05-29 03:30:00,107998.46,108273.26,108213.54,108084.58,24.95709662,108026.74850000002,239.68671384198842,108506.121927684,107547.37507231603,0,108119.39800250389,107942.98132455462,176.41667794926616,178.97531993564334,-1,0,-1
2025-05-29 03:45:00,108025.0,108173.88,108084.58,108092.72,18.97790796,108059.8175,194.60005906514894,108449.0176181303,107670.61738186971,0,108115.29369442636,107954.07307829132,161.22061613504775,175.42437917552422,-1,0,-1
2025-05-29 04:00:00,107909.09,108158.55,108092.72,107959.43,20.93248659,108061.97949999999,193.15521210388374,108448.28992420775,107675.66907579222,0,108091.31466451462,107954.46988730677,136.8447772078507,167.70845878198952,-1,0,-1
