start,low,high,open,close,volume,ichimokucloud_signal,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,signal
2025-05-29 23:00:00,2643.7,2649.45,2645.0,2644.46,560.3134619,0,,,,2646.575,2646.49,0
2025-05-29 23:15:00,2627.88,2645.41,2644.46,2635.24,1447.01968967,0,,,,2638.665,2644.58,0
2025-05-29 23:30:00,2628.34,2639.12,2635.07,2632.84,707.02420161,0,,,,2638.665,2638.44,0
2025-05-29 23:45:00,2618.88,2634.99,2632.61,2631.68,1216.13513049,0,,,,2634.165,2628.5,0
2025-05-30 00:00:00,2630.73,2642.18,2631.41,2642.04,698.50717799,0,,,,2634.165,2617.36,0
2025-05-30 00:15:00,2634.71,2645.44,2642.17,2637.36,711.07477116,0,,,,2634.165,2621.1,0
2025-05-30 00:30:00,2621.34,2637.95,2637.2,2630.27,966.539168,0,,,,2634.165,2623.03,0
2025-05-30 00:45:00,2558.57,2631.48,2630.27,2573.72,8265.13702745,0,,,,2604.01,2633.03,0
2025-05-30 01:00:00,2569.27,2597.65,2573.72,2595.92,3314.60751469,0,2604.01,,,2604.01,2627.96,0
2025-05-30 01:15:00,2588.93,2609.96,2595.6,2606.27,1603.32198832,0,2602.005,,,2604.01,2619.7,0
2025-05-30 01:30:00,2596.37,2609.31,2606.45,2606.04,1087.35828203,0,2602.005,,,2604.01,2618.91,0
2025-05-30 01:45:00,2595.56,2608.57,2606.11,2598.56,862.43247357,0,2602.005,,,2604.01,2623.49,0
2025-05-30 02:00:00,2597.83,2618.03,2598.55,2615.1,1741.2759988,0,2602.005,,,2604.01,2621.39,0
2025-05-30 02:15:00,2612.65,2623.5,2615.1,2620.02,933.97803806,0,2602.005,,,2604.01,2618.42,0
2025-05-30 02:30:00,2619.28,2634.8,2619.97,2631.67,2510.01774641,0,2598.26,,,2604.01,2615.12,0
2025-05-30 02:45:00,2626.06,2633.45,2631.68,2630.61,3435.31373836,0,2596.6850000000004,,,2604.01,2615.74,0
2025-05-30 03:00:00,2626.49,2641.34,2630.61,2638.02,739.51699599,0,2605.3050000000003,,,2604.01,2602.98,0
2025-05-30 03:15:00,2633.35,2643.43,2637.62,2639.37,456.87307517,0,2616.18,,,2604.01,2615.81,0
2025-05-30 03:30:00,2633.08,2641.42,2639.42,2635.65,449.02262859,0,2619.495,,,2604.01,2605.8,0
2025-05-30 03:45:00,2629.46,2637.58,2635.59,2631.97,645.0943545,0,2619.495,,,2604.01,2617.75,0
2025-05-30 04:00:00,2622.61,2632.44,2631.96,2627.78,807.17008289,0,2620.63,,,2604.01,2615.43,0
2025-05-30 04:15:00,2623.0,2630.37,2627.76,2624.2,457.47518118,0,2628.04,,,2604.01,2622.97,0
2025-05-30 04:30:00,2621.05,2633.83,2624.2,2633.22,1913.23581119,0,2631.355,,,2604.01,2620.67,0
2025-05-30 04:45:00,2633.28,2639.19,2633.28,2635.72,531.57315869,0,2632.24,,,2604.01,2618.85,0
2025-05-30 05:00:00,2633.11,2640.65,2635.75,2633.55,393.36518096,0,2632.24,,,2604.01,2616.63,0
2025-05-30 05:15:00,2630.76,2639.99,2633.44,2637.31,398.38956303,0,2632.24,2604.01,2618.125,2604.01,2622.63,0
2025-05-30 05:30:00,2636.7,2649.91,2637.3,2646.49,1274.19211208,0,2635.48,2604.24,2619.8599999999997,2604.24,2590.04,0
2025-05-30 05:45:00,2636.83,2646.49,2646.44,2644.58,381.06809928,0,2635.48,2604.24,2619.8599999999997,2604.24,2595.95,0
2025-05-30 06:00:00,2637.34,2645.62,2644.57,2638.44,327.97012785,0,2635.48,2604.24,2619.8599999999997,2604.24,2617.13,0
2025-05-30 06:15:00,2626.28,2638.43,2638.43,2628.5,376.34784698,0,2635.48,2604.24,2619.8599999999997,2604.24,2610.83,0
2025-05-30 06:30:00,2613.11,2631.42,2628.49,2617.36,1008.30311449,0,2631.51,2604.24,2617.875,2604.24,2605.94,0
2025-05-30 06:45:00,2608.0,2623.39,2617.85,2621.1,1270.1660817,0,2628.955,2604.24,2616.5975,2604.24,2593.95,0
2025-05-30 07:00:00,2615.99,2629.77,2621.35,2623.03,553.20572855,0,2628.955,2604.24,2616.5975,2604.24,2594.67,0
2025-05-30 07:15:00,2623.03,2643.98,2623.03,2633.03,1829.89258675,0,2628.955,2609.59,2619.2725,2604.24,2576.98,0
2025-05-30 07:30:00,2621.04,2632.73,2632.72,2627.96,1809.34944713,0,2628.955,2619.42,2624.1875,2604.24,2585.19,0
2025-05-30 07:45:00,2616.25,2630.92,2627.88,2619.7,2310.89425912,0,2627.245,2622.7349999999997,2624.99,2604.24,2588.68,0
2025-05-30 08:00:00,2608.81,2625.36,2619.71,2618.91,1318.69368219,0,2626.81,2622.7349999999997,2624.7725,2604.24,2595.37,0
2025-05-30 08:15:00,2611.01,2623.96,2618.9,2623.49,490.32506183,0,2625.99,2623.87,2624.93,2604.24,2596.59,0
2025-05-30 08:30:00,2612.45,2627.98,2623.0,2621.39,885.0911351,-1,2625.99,2628.955,2627.4725,2604.24,2607.87,-1
2025-05-30 08:45:00,2618.23,2626.59,2621.41,2618.42,500.48622771,0,2625.99,2628.955,2627.4725,2604.24,2614.22,0
2025-05-30 09:00:00,2611.17,2625.01,2618.27,2615.12,481.4171477,0,2626.395,2628.955,2627.675,2604.24,2604.32,0
2025-05-30 09:15:00,2613.63,2622.5,2615.04,2615.74,398.41332307,0,2626.395,2628.955,2627.675,2604.24,2599.03,0
2025-05-30 09:30:00,2589.48,2616.24,2615.71,2602.98,1533.65427089,0,2611.105,2619.6949999999997,2615.3999999999996,2604.24,2597.46,0
2025-05-30 09:45:00,2598.76,2618.99,2603.04,2615.81,937.19035093,0,2610.2,2619.6949999999997,2614.9474999999998,2604.24,2573.64,0
2025-05-30 10:00:00,2605.19,2619.3,2615.81,2605.8,898.34884005,0,2608.73,2619.6949999999997,2614.2124999999996,2604.24,2553.35,0
2025-05-30 10:15:00,2603.77,2618.38,2605.74,2617.75,713.29612775,0,2608.73,2619.6949999999997,2614.2124999999996,2604.24,2541.23,0
2025-05-30 10:30:00,2611.16,2618.4,2617.88,2615.43,418.1481572,0,2608.73,2619.6949999999997,2614.2124999999996,2604.24,2552.43,0
2025-05-30 10:45:00,2613.62,2624.08,2615.28,2622.97,457.84560352,0,2608.035,2619.6949999999997,2613.865,2604.24,2547.86,0
2025-05-30 11:00:00,2618.84,2628.99,2622.96,2620.67,889.05292266,0,2609.2349999999997,2619.6949999999997,2614.4649999999997,2604.24,2547.71,0
2025-05-30 11:15:00,2615.72,2626.8,2620.67,2618.85,756.75463027,0,2609.2349999999997,2619.6949999999997,2614.4649999999997,2604.24,2549.75,0
2025-05-30 11:30:00,2616.06,2624.57,2618.58,2616.63,371.12035201,0,2609.2349999999997,2619.6949999999997,2614.4649999999997,2604.24,2556.44,0
2025-05-30 11:45:00,2616.58,2625.19,2616.89,2622.63,719.15584357,0,2613.875,2619.6949999999997,2616.785,2604.24,2574.29,0
2025-05-30 12:00:00,2589.85,2627.19,2622.75,2590.04,2202.32511158,0,2609.42,2617.9849999999997,2613.7025,2604.24,2570.93,0
2025-05-30 12:15:00,2579.11,2602.91,2589.84,2595.95,1585.12703231,0,2604.05,2612.365,2608.2075,2604.24,2578.72,0
2025-05-30 12:30:00,2591.54,2618.64,2595.68,2617.13,1631.26072642,0,2604.05,2611.545,2607.7975,2604.24,2578.82,0
2025-05-30 12:45:00,2610.66,2623.23,2616.98,2610.83,1033.42092382,0,2604.05,2611.545,2607.7975,2604.24,2581.34,0
2025-05-30 13:00:00,2602.24,2619.06,2610.91,2605.94,961.82880682,0,2604.05,2611.545,2607.7975,2604.24,2577.45,0
2025-05-30 13:15:00,2589.67,2609.23,2605.99,2593.95,1750.71461795,0,2603.15,2611.545,2607.3475,2604.24,2574.7,0
2025-05-30 13:30:00,2583.93,2600.88,2594.08,2594.67,2010.23851862,0,2603.15,2611.545,2607.3475,2604.24,2569.72,0
2025-05-30 13:45:00,2572.76,2597.98,2595.21,2576.98,2777.76144709,0,2599.9750000000004,2602.745,2601.36,2609.59,2573.28,0
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2585.19,2197.33943282,0,2599.9750000000004,2601.84,2600.9075000000003,2611.335,2584.18,0
2025-05-30 14:15:00,2578.73,2589.57,2585.05,2588.68,2049.53872952,0,2597.995,2600.875,2599.435,2611.335,2578.59,0
2025-05-30 14:30:00,2586.38,2605.62,2588.45,2595.37,1402.29386709,0,2597.995,2600.875,2599.435,2611.335,2581.89,0
2025-05-30 14:45:00,2588.48,2601.63,2595.59,2596.59,1136.17823282,0,2597.995,2600.875,2599.435,2611.335,2582.31,0
2025-05-30 15:00:00,2595.7,2608.56,2595.82,2607.87,784.7034286,0,2595.91,2600.875,2598.3925,2611.335,2569.44,0
2025-05-30 15:15:00,2599.03,2617.8,2607.97,2614.22,1380.15791215,0,2595.28,2600.875,2598.0775000000003,2611.335,2569.9,0
2025-05-30 15:30:00,2598.02,2615.44,2614.05,2604.32,1808.24299624,0,2595.28,2600.875,2598.0775000000003,2611.335,2566.41,0
2025-05-30 15:45:00,2598.17,2606.86,2604.32,2599.03,1155.09122808,0,2595.28,2600.875,2598.0775000000003,2611.335,2549.38,0
2025-05-30 16:00:00,2592.49,2605.34,2599.04,2597.46,1089.71331404,0,2597.655,2600.875,2599.2650000000003,2611.335,2526.2,0
2025-05-30 16:15:00,2570.23,2597.6,2597.58,2573.64,3410.52879591,0,2594.0150000000003,2599.6099999999997,2596.8125,2610.0699999999997,2526.79,0
2025-05-30 16:30:00,2534.05,2574.72,2573.47,2553.35,10142.30118337,0,2575.925,2581.52,2578.7225,2591.98,2528.68,0
2025-05-30 16:45:00,2539.8,2553.94,2553.36,2541.23,2885.62147338,0,2575.925,2581.52,2578.7225,2591.98,2520.16,0
2025-05-30 17:00:00,2539.95,2560.59,2541.22,2552.43,1644.21444237,0,2575.925,2581.52,2578.7225,2591.98,2519.91,0
2025-05-30 17:15:00,2545.7,2558.79,2552.44,2547.86,965.33989742,0,2575.925,2581.52,2578.7225,2591.98,2531.94,0
2025-05-30 17:30:00,2542.11,2555.04,2547.85,2547.71,1198.44199602,0,2574.745,2580.62,2577.6825,2591.98,2528.13,0
2025-05-30 17:45:00,2539.81,2551.24,2547.72,2549.75,1068.6605728,0,2570.455,2580.62,2575.5375,2591.98,2516.68,0
2025-05-30 18:00:00,2548.11,2561.28,2549.75,2556.44,1617.90216097,0,2569.695,2580.62,2575.1575000000003,2591.98,2533.0,0
2025-05-30 18:15:00,2557.05,2577.38,2557.05,2574.29,3069.55680956,0,2565.825,2580.62,2573.2225,2591.98,2521.14,0
2025-05-30 18:30:00,2567.61,2576.49,2574.29,2570.93,1311.88852844,0,2555.715,2578.6400000000003,2567.1775000000002,2590.27,2521.62,0
2025-05-30 18:45:00,2570.58,2579.76,2570.91,2578.72,1185.48182023,0,2559.78,2578.6400000000003,2569.21,2589.835,2509.93,0
2025-05-30 19:00:00,2574.8,2585.99,2578.71,2578.82,1040.2622791,0,2562.8999999999996,2578.6400000000003,2570.77,2589.0150000000003,2498.95,0
2025-05-30 19:15:00,2578.41,2582.69,2579.11,2581.34,823.64686163,0,2562.8999999999996,2576.5550000000003,2569.7275,2589.0150000000003,2493.84,0
2025-05-30 19:30:00,2573.64,2582.22,2581.3,2577.45,1053.68484461,0,2562.8999999999996,2575.925,2569.4125,2589.0150000000003,2511.75,0
2025-05-30 19:45:00,2572.69,2581.02,2577.29,2574.7,1404.77101958,0,2562.8999999999996,2575.925,2569.4125,2589.0150000000003,2506.29,0
2025-05-30 20:00:00,2566.1,2576.54,2574.26,2569.72,822.23692049,0,2567.05,2575.925,2571.4875,2589.0150000000003,2499.63,0
