start,low,high,open,close,volume,gartleypattern_signal,peak,trough,signal
2025-05-30 23:00:00,103634.48,104305.72,104017.76,104033.26,237.75860163,0,,,0
2025-05-31 00:00:00,103603.0,104334.23,104033.0,104000.0,148.90539891,0,,,0
2025-05-31 01:00:00,103312.76,104245.15,104000.0,103520.09,217.93676608,0,,,0
2025-05-31 02:00:00,103146.14,103899.99,103512.64,103229.54,158.74954219,0,,103229.54,0
2025-05-31 03:00:00,103110.01,103733.57,103223.89,103719.33,131.9021929,0,,,0
2025-05-31 04:00:00,103532.21,103866.69,103719.34,103854.66,76.53312924,0,,,0
2025-05-31 05:00:00,103550.4,103963.11,103854.66,103575.42,64.55092801,0,,,0
2025-05-31 06:00:00,103552.4,103953.37,103575.43,103897.9,47.9733406,0,103897.9,,0
2025-05-31 07:00:00,103667.2,103897.92,103897.9,103808.19,55.14600814,0,,,0
2025-05-31 08:00:00,103568.17,103869.25,103808.2,103702.34,61.30499451,0,,,0
2025-05-31 09:00:00,103527.61,103784.77,103700.22,103580.7,54.05668488,0,,,0
2025-05-31 10:00:00,103313.31,103653.14,103580.69,103456.27,77.86721821,0,,103456.27,0
2025-05-31 11:00:00,103344.54,103577.38,103456.26,103546.34,53.00332049,0,,,0
2025-05-31 12:00:00,103526.86,104088.21,103546.34,104088.21,106.57609168,0,,,0
2025-05-31 13:00:00,104029.17,104264.08,104088.21,104177.49,101.30832912,0,,,0
2025-05-31 14:00:00,104167.13,104644.9,104171.68,104630.07,156.86331053,0,104630.07,,0
2025-05-31 15:00:00,104472.4,104921.43,104624.23,104609.23,227.07967469,0,,,0
2025-05-31 16:00:00,104450.01,104850.0,104607.5,104553.51,122.79884148,0,,,0
2025-05-31 17:00:00,104313.57,104691.77,104553.51,104402.75,76.11533091,0,,104402.75,0
2025-05-31 18:00:00,104402.74,104686.93,104402.74,104564.36,40.71665668,0,,,0
2025-05-31 19:00:00,104554.95,104820.86,104554.95,104767.76,64.76446651,0,,,0
2025-05-31 20:00:00,104584.71,104878.68,104767.77,104843.99,61.78385335,0,,,0
2025-05-31 21:00:00,104700.0,104954.54,104843.99,104926.82,107.53276348,0,104926.82,,0
2025-05-31 22:00:00,104657.29,104965.5,104928.19,104682.5,103.40760041,0,,,0
2025-05-31 23:00:00,104522.68,104905.38,104682.5,104645.87,86.73180108,0,,,0
2025-06-01 00:00:00,104382.1,104708.44,104645.87,104510.41,68.04414365,0,,,0
2025-06-01 01:00:00,104029.5,104569.28,104509.01,104188.13,93.33184902,0,,104188.13,0
2025-06-01 02:00:00,103976.1,104388.91,104187.54,104248.98,53.25990521,0,,,0
2025-06-01 03:00:00,104023.08,104520.32,104248.99,104429.76,69.32411214,0,,,0
2025-06-01 04:00:00,104412.34,104800.0,104429.76,104687.77,49.50045314,0,104687.77,,0
2025-06-01 05:00:00,104504.01,104771.52,104687.78,104592.74,35.58605435,0,,,0
2025-06-01 06:00:00,104250.51,104593.14,104592.73,104314.69,49.32730183,0,,,0
2025-06-01 07:00:00,104246.72,104438.65,104314.7,104339.62,30.04174814,0,,,0
2025-06-01 08:00:00,104272.38,104452.97,104335.98,104446.67,28.28144582,0,,,0
2025-06-01 09:00:00,103808.08,104520.49,104446.67,103989.75,147.73385081,0,,,0
2025-06-01 10:00:00,103820.89,104101.89,103989.75,103983.23,39.69094845,0,,103983.23,0
2025-06-01 11:00:00,103905.29,104216.06,103983.23,104148.26,41.24930833,0,104148.26,,0
2025-06-01 12:00:00,103800.81,104260.12,104148.26,104018.0,75.61664696,0,,,0
2025-06-01 13:00:00,103999.19,104473.25,104018.01,104308.77,65.38625692,0,,,0
2025-06-01 14:00:00,104299.45,104821.81,104308.77,104650.44,75.94926818,0,,,0
2025-06-01 15:00:00,104538.15,104875.46,104649.38,104767.63,76.73540807,0,,,0
2025-06-01 16:00:00,104707.29,105365.0,104767.62,105093.59,187.22059376,0,,,0
2025-06-01 17:00:00,105034.55,105265.44,105094.08,105106.98,68.81660046,0,105106.98,,0
2025-06-01 18:00:00,104395.06,105124.91,105113.72,104959.48,124.44210928,0,,104959.48,0
2025-06-01 19:00:00,104866.87,105221.91,104955.55,105179.12,107.09631202,0,,,0
2025-06-01 20:00:00,104931.69,105358.3,105179.12,105011.27,146.90854433,0,,,0
2025-06-01 21:00:00,104970.29,105574.0,105011.27,105547.53,183.75079939,0,,,0
2025-06-01 22:00:00,105471.38,105809.45,105547.53,105565.11,390.47403942,0,,,0
2025-06-01 23:00:00,105512.23,105937.46,105565.11,105697.94,162.16121596,0,105697.94,,0
2025-06-02 00:00:00,105449.4,105788.12,105697.93,105475.65,220.86077968,0,,,0
2025-06-02 01:00:00,105395.0,105698.68,105475.64,105444.35,314.04255509,0,,,0
2025-06-02 02:00:00,105059.17,105483.18,105444.33,105076.0,152.94745342,0,,,0
2025-06-02 03:00:00,104603.49,105100.12,105076.0,104885.77,163.57626569,0,,,0
2025-06-02 04:00:00,104750.0,105049.58,104885.77,104825.12,60.77827519,0,,104825.12,0
2025-06-02 05:00:00,104667.29,104975.97,104825.11,104890.32,48.73799863,0,,,0
2025-06-02 06:00:00,104789.81,105317.86,104892.89,105220.11,63.62891533,0,,,0
2025-06-02 07:00:00,105218.83,105495.99,105219.29,105446.88,56.9503971,0,105446.88,,0
2025-06-02 08:00:00,105296.01,106000.0,105446.83,105392.19,178.28609694,0,,,0
2025-06-02 09:00:00,104525.31,105404.36,105392.2,104629.61,191.78187868,0,,,0
2025-06-02 10:00:00,104300.0,104710.67,104629.98,104427.97,164.49318992,0,,,0
2025-06-02 11:00:00,103974.2,104547.97,104421.89,104085.64,270.83516061,0,,,0
2025-06-02 12:00:00,103899.76,104328.3,104080.89,104246.37,183.73390481,0,,,0
2025-06-02 13:00:00,103722.0,104603.19,104246.38,103862.16,484.20212704,0,,103862.16,0
2025-06-02 14:00:00,103685.23,104740.14,103847.03,104212.2,386.79533012,0,,,0
2025-06-02 15:00:00,103917.5,104635.84,104212.18,104500.0,300.36452292,0,104500.0,,0
2025-06-02 16:00:00,104076.48,104500.0,104499.99,104320.97,177.26431919,0,,,0
2025-06-02 17:00:00,104131.01,104542.43,104323.47,104447.73,249.67247483,0,,,0
2025-06-02 18:00:00,104248.01,104798.86,104447.72,104401.82,638.79961642,0,,104401.82,0
2025-06-02 19:00:00,104086.41,104560.25,104401.83,104470.22,328.69719565,0,,,0
2025-06-02 20:00:00,104466.81,105043.47,104466.81,104952.39,252.57807649,0,,,0
2025-06-02 21:00:00,104632.82,105185.17,104952.38,105011.98,194.58700713,0,,,0
2025-06-02 22:00:00,105000.91,105870.0,105011.99,105745.0,460.76029395,0,,,0
2025-06-02 23:00:00,105616.01,106000.0,105752.08,105904.94,274.21138969,0,,,0
2025-06-03 00:00:00,105798.68,106474.89,105909.79,106347.66,280.9601447,0,,,0
2025-06-03 01:00:00,106178.01,106577.55,106348.54,106547.19,165.59847538,0,106547.19,,0
2025-06-03 02:00:00,105636.11,106597.45,106547.19,105676.76,164.5259179,0,,,0
2025-06-03 03:00:00,105407.57,105787.14,105676.75,105556.21,120.14602903,0,,,0
2025-06-03 04:00:00,105178.45,105585.82,105556.2,105245.93,138.98080461,0,,,0
2025-06-03 05:00:00,105241.71,105533.93,105241.73,105520.74,107.81945142,0,,,0
2025-06-03 06:00:00,105271.7,105536.66,105520.83,105486.63,69.66259922,0,,,0
2025-06-03 07:00:00,105215.25,105498.58,105486.62,105233.05,103.49127991,0,,,0
2025-06-03 08:00:00,104910.01,105306.08,105233.05,105140.75,230.48818414,0,,105140.75,0
2025-06-03 09:00:00,105099.77,105337.95,105140.73,105242.8,70.59561577,0,,,0
2025-06-03 10:00:00,105184.8,105416.7,105242.8,105344.83,137.11774645,0,,,0
2025-06-03 11:00:00,105224.14,105422.84,105344.83,105352.02,100.39294208,0,,,0
2025-06-03 12:00:00,105289.77,105500.0,105352.02,105375.52,135.67724384,0,,,0
2025-06-03 13:00:00,105094.61,105743.15,105375.53,105500.71,210.59978237,0,,,0
2025-06-03 14:00:00,105211.91,106801.67,105500.71,106653.6,995.61238705,0,,,0
2025-06-03 15:00:00,106420.2,106901.68,106645.17,106702.16,676.19169098,0,106702.16,,0
2025-06-03 16:00:00,105864.83,106764.98,106702.15,105890.9,499.29957833,0,,105890.9,0
2025-06-03 17:00:00,105820.0,106235.49,105891.06,106029.05,256.75592086,0,,,0
2025-06-03 18:00:00,105647.52,106131.32,106029.05,106081.03,431.14051766,0,,,0
2025-06-03 19:00:00,106081.02,106521.24,106081.03,106301.7,756.04006584,0,,,0
2025-06-03 20:00:00,105431.77,106329.95,106304.14,105811.68,366.82487874,0,,,0
2025-06-03 21:00:00,105349.27,105934.21,105811.69,105451.54,146.83006197,0,,,0
2025-06-03 22:00:00,105378.35,105979.78,105451.53,105814.64,156.02228072,0,105814.64,,0
2025-06-03 23:00:00,105325.2,105818.73,105818.68,105447.82,165.68617883,0,,105447.82,0
2025-06-04 00:00:00,105174.39,105613.52,105443.95,105544.83,165.78255631,0,,,0
2025-06-04 01:00:00,105478.57,105807.46,105545.87,105656.34,125.086469,0,,,0
2025-06-04 02:00:00,105483.69,105908.07,105659.43,105554.12,87.65604419,0,,,0
2025-06-04 03:00:00,105506.87,105827.86,105554.13,105591.68,69.13365554,0,105591.68,,0
2025-06-04 04:00:00,105467.87,105700.56,105591.68,105491.76,56.42764477,0,,,0
2025-06-04 05:00:00,105413.0,105607.56,105491.75,105426.15,69.73572662,0,,,0
2025-06-04 06:00:00,105316.7,105518.82,105426.15,105371.45,113.2536931,0,,105371.45,0
2025-06-04 07:00:00,105323.73,105541.83,105371.44,105371.91,83.39692419,0,,,0
2025-06-04 08:00:00,105371.91,105649.77,105371.91,105503.79,74.10853852,0,,,0
2025-06-04 09:00:00,105376.67,105968.31,105503.78,105882.81,105.9551754,0,105882.81,,0
2025-06-04 10:00:00,105705.61,106058.47,105882.8,105763.98,75.12391162,0,,,0
2025-06-04 11:00:00,105136.5,105864.49,105763.98,105143.88,225.89379629,0,,,0
2025-06-04 12:00:00,104844.27,105220.65,105150.0,105109.42,327.98065465,0,,,0
2025-06-04 13:00:00,104735.98,105346.7,105109.41,104793.26,436.02333928,0,,104793.26,0
2025-06-04 14:00:00,104202.0,105101.43,104794.82,105079.15,628.99293683,0,,,0
2025-06-04 15:00:00,104969.99,105611.83,105079.16,105353.24,291.97097837,0,,,0
2025-06-04 16:00:00,105131.26,105530.1,105353.25,105510.2,152.96196492,0,105510.2,,0
2025-06-04 17:00:00,104987.17,105547.59,105510.2,105098.25,157.0320955,0,,,0
2025-06-04 18:00:00,104955.32,105350.0,105098.25,104998.99,170.91582372,0,,,0
2025-06-04 19:00:00,104915.0,105147.99,104999.0,104961.64,336.99109004,0,,,0
2025-06-04 20:00:00,104462.25,105010.66,104968.19,104684.78,287.98841689,0,,104684.78,0
2025-06-04 21:00:00,104601.7,105110.19,104682.5,104985.77,143.34957381,0,104985.77,,0
2025-06-04 22:00:00,104792.43,105100.0,104985.77,104842.57,178.24164473,0,,,0
2025-06-04 23:00:00,104662.08,104939.24,104842.58,104753.38,141.03333772,0,,,0
