start,low,high,open,close,volume,gartleypattern_signal,peak,trough,signal
2025-05-30 21:30:00,2563.63,2585.4,2582.29,2569.9,727.82686816,0,,,0
2025-05-30 22:00:00,2546.93,2574.13,2569.87,2549.38,1555.44426087,0,,,0
2025-05-30 22:30:00,2524.47,2555.12,2549.39,2526.79,2541.07689395,0,,,0
2025-05-30 23:00:00,2507.8,2537.79,2527.56,2520.16,3400.511999,0,,,0
2025-05-30 23:30:00,2508.92,2535.17,2520.16,2531.94,1752.18381596,0,2531.94,,0
2025-05-31 00:00:00,2504.4,2541.78,2531.92,2516.68,1920.48952994,0,,2516.68,0
2025-05-31 00:30:00,2516.78,2536.39,2516.78,2521.14,1165.11995027,0,,,0
2025-05-31 01:00:00,2505.0,2528.93,2520.83,2509.93,1775.99781044,0,,,0
2025-05-31 01:30:00,2476.84,2515.59,2510.22,2493.84,4879.68123143,0,,,0
2025-05-31 02:00:00,2486.55,2517.99,2493.8,2506.29,2229.51229604,0,2506.29,,0
2025-05-31 02:30:00,2486.56,2506.02,2506.02,2491.1,1850.99625433,0,,2491.1,0
2025-05-31 03:00:00,2485.95,2506.4,2491.43,2505.3,1633.99051709,0,,,0
2025-05-31 03:30:00,2501.05,2518.82,2505.3,2514.64,1070.43038598,0,,,0
2025-05-31 04:00:00,2505.24,2527.84,2514.63,2520.22,963.97739937,0,,,0
2025-05-31 04:30:00,2518.83,2525.72,2520.45,2523.36,632.96941505,0,2523.36,,0
2025-05-31 05:00:00,2514.58,2527.96,2523.45,2519.4,1089.37119833,0,,,0
2025-05-31 05:30:00,2512.61,2523.37,2519.07,2513.35,548.92190171,0,,2513.35,0
2025-05-31 06:00:00,2512.85,2523.27,2513.29,2520.9,466.95687,0,,,0
2025-05-31 06:30:00,2517.43,2527.47,2520.69,2522.54,657.42428742,0,,,0
2025-05-31 07:00:00,2515.62,2524.29,2522.52,2520.5,305.05838501,0,,,0
2025-05-31 07:30:00,2519.9,2527.03,2520.25,2522.35,610.15745618,0,,,0
2025-05-31 08:00:00,2518.11,2527.0,2522.21,2522.03,499.08215856,0,,2522.03,0
2025-05-31 08:30:00,2516.93,2531.2,2521.89,2525.49,988.63501204,0,2525.49,,0
2025-05-31 09:00:00,2518.38,2530.55,2525.41,2520.49,393.55971886,0,,,0
2025-05-31 09:30:00,2519.07,2525.2,2520.5,2524.02,296.68590404,0,,,0
2025-05-31 10:00:00,2520.98,2539.16,2524.22,2523.59,1032.22449132,0,,,0
2025-05-31 10:30:00,2509.43,2525.1,2523.24,2521.12,837.04552651,0,,,0
2025-05-31 11:00:00,2510.55,2523.54,2521.35,2518.21,643.60854312,0,,2518.21,0
2025-05-31 11:30:00,2513.71,2521.92,2517.97,2520.64,229.62573551,0,,,0
2025-05-31 12:00:00,2516.54,2535.04,2520.6,2527.39,1133.30581411,0,,,0
2025-05-31 12:30:00,2526.79,2539.27,2527.3,2538.94,1057.74125456,0,2538.94,,0
2025-05-31 13:00:00,2531.34,2549.0,2538.74,2536.69,2590.34829429,0,,,0
2025-05-31 13:30:00,2527.74,2541.04,2536.65,2534.3,1369.23889241,0,,2534.3,0
2025-05-31 14:00:00,2532.32,2545.81,2534.15,2539.98,1425.08484402,0,,,0
2025-05-31 14:30:00,2538.0,2545.2,2539.95,2543.74,682.98119978,0,,,0
2025-05-31 15:00:00,2535.19,2551.67,2543.73,2548.66,1702.61094259,0,2548.66,,0
2025-05-31 15:30:00,2533.67,2549.73,2548.44,2537.59,1136.58299637,0,,,0
2025-05-31 16:00:00,2534.1,2548.0,2537.47,2545.07,1169.4999136,0,,,0
2025-05-31 16:30:00,2537.92,2549.26,2545.01,2542.18,1354.93014242,0,,,0
2025-05-31 17:00:00,2535.74,2542.87,2542.0,2536.73,524.28225071,0,,,0
2025-05-31 17:30:00,2524.81,2539.69,2536.46,2529.06,1125.44072111,0,,2529.06,0
2025-05-31 18:00:00,2526.99,2543.75,2528.66,2538.95,707.50212304,0,,,0
2025-05-31 18:30:00,2536.67,2542.42,2538.91,2541.24,735.34060202,0,,,0
2025-05-31 19:00:00,2538.75,2544.52,2541.28,2542.93,334.0216632,0,,,0
2025-05-31 19:30:00,2537.58,2544.0,2542.94,2538.8,634.47892378,0,,,0
2025-05-31 20:00:00,2532.96,2542.07,2538.79,2541.12,424.14802986,0,,,0
2025-05-31 20:30:00,2539.63,2543.87,2540.88,2543.03,740.69361354,0,,,0
2025-05-31 21:00:00,2540.49,2551.59,2543.2,2545.44,1413.26707702,0,2545.44,,0
2025-05-31 21:30:00,2541.17,2547.87,2545.43,2544.63,595.86815835,0,,,0
2025-05-31 22:00:00,2537.54,2546.17,2544.63,2538.09,750.39889878,0,,,0
2025-05-31 22:30:00,2531.62,2540.62,2538.09,2531.82,693.54660483,0,,,0
2025-05-31 23:00:00,2525.73,2549.4,2531.74,2535.75,1905.58749646,0,,,0
2025-05-31 23:30:00,2527.88,2537.36,2535.76,2529.31,441.71328895,0,,,0
2025-06-01 00:00:00,2516.48,2530.05,2529.31,2518.93,1440.53687715,0,,2518.93,0
2025-06-01 00:30:00,2517.19,2527.48,2518.93,2527.16,852.85983221,0,2527.16,,0
2025-06-01 01:00:00,2519.35,2531.51,2527.08,2524.37,873.46498667,0,,,0
2025-06-01 01:30:00,2494.36,2527.03,2524.36,2509.11,2115.46926513,0,,,0
