start,low,high,open,close,volume,LowerBand,MA,STD,UpperBand,bollingerbands_signal,fibonacciretracement_signal
2025-06-01 06:15:00,3.257,3.2762,3.27,3.273,53896.8,3.206237051621039,3.256235,0.024998974189480737,3.3062329483789616,0.0,0
2025-06-01 06:30:00,3.27,3.2857,3.2726,3.27,92689.7,3.209645173346915,3.258285,0.02431991332654243,3.3069248266530846,0.0,0
2025-06-01 06:45:00,3.2512,3.2713,3.2703,3.2541,39464.8,3.2139572023255627,3.25982,0.022931398837218547,3.305682797674437,0.0,0
2025-06-01 07:00:00,3.24,3.257,3.2535,3.2565,108877,3.2247901092882483,3.26245,0.018829945355875895,3.3001098907117514,0.0,0
2025-06-01 07:15:00,3.2495,3.2619,3.257,3.259,24029.6,3.2296874167301235,3.263955,0.017133791634938285,3.298222583269877,0.0,0
2025-06-01 07:30:00,3.2467,3.2596,3.2596,3.2514,23284.2,3.2321218906983993,3.2646499999999996,0.01626405465080024,3.2971781093016,0.0,0
2025-06-01 07:45:00,3.2458,3.2556,3.2515,3.2535,15017.4,3.2337996576869164,3.265175,0.01568767115654184,3.296550342313084,0.0,0
2025-06-01 08:00:00,3.248,3.2609,3.2537,3.2538,29304.7,3.2390664729527874,3.2663649999999995,0.013649263523606122,3.2936635270472117,0.0,0
2025-06-01 08:15:00,3.2435,3.2619,3.254,3.25,86062.3,3.242119511434031,3.26701,0.012445244282984491,3.291900488565969,0.0,0
2025-06-01 08:30:00,3.2445,3.2618,3.2496,3.2602,31244,3.24255183664565,3.267185,0.012316581677175118,3.29181816335435,0.0,0
2025-06-01 08:45:00,3.254,3.267,3.2605,3.267,31058.6,3.2425090481411356,3.26714,0.01231547592943207,3.2917709518588643,0.0,0
2025-06-01 09:00:00,3.24,3.2761,3.2675,3.2521,40081.6,3.241160153229351,3.266625,0.012732423385324529,3.292089846770649,0.0,0
2025-06-01 09:15:00,3.2162,3.2536,3.2515,3.2211,416775.2,3.2316834064086617,3.2639449999999997,0.01613079679566905,3.2962065935913376,1.0,0
2025-06-01 09:30:00,3.197,3.2215,3.2215,3.1989,205316.8,3.2175425493411587,3.25974,0.021098725329420635,3.301937450658841,1.0,0
2025-06-01 09:45:00,3.1865,3.2115,3.1982,3.21,179082.6,3.209641002130451,3.25632,0.02333949893477462,3.3029989978695493,0.0,0
2025-06-01 10:00:00,3.2016,3.2255,3.2103,3.225,187373.4,3.2073807462930524,3.2530050000000004,0.022812126853473925,3.2986292537069484,0.0,0
2025-06-01 10:15:00,3.2195,3.235,3.225,3.231,339914.8,3.206445676887954,3.2502400000000002,0.021897161556023004,3.2940343231120464,0.0,0
2025-06-01 10:30:00,3.2135,3.2329,3.231,3.2229,92117.3,3.203560626991866,3.247835,0.022137186504066878,3.2921093730081337,0.0,0
2025-06-01 10:45:00,3.2175,3.238,3.2222,3.2348,154129,3.2033627118187824,3.245705,0.021171144090608777,3.2880472881812177,0.0,0
2025-06-01 11:00:00,3.2262,3.2396,3.2346,3.2339,63799.3,3.202843999207947,3.2439099999999996,0.020533000396026315,3.284976000792052,0.0,0
2025-06-01 11:15:00,3.231,3.2616,3.234,3.2569,89420.3,3.2038486776798245,3.243105,0.019628161160087712,3.2823613223201753,0.0,0
2025-06-01 11:30:00,3.2475,3.2665,3.2565,3.2658,55093.2,3.204203590644757,3.242895,0.019345704677621457,3.281586409355243,0.0,0
2025-06-01 11:45:00,3.2515,3.2681,3.2651,3.258,66629,3.2041224885658752,3.24309,0.019483755717062495,3.282057511434125,0.0,0
2025-06-01 12:00:00,3.2466,3.268,3.2585,3.2643,98596.8,3.203797809907636,3.2434800000000004,0.019841095046182276,3.283162190092365,0.0,0
2025-06-01 12:15:00,3.249,3.2663,3.2645,3.2545,39012.8,3.2038935989230937,3.243255,0.01968070053845317,3.2826164010769063,0.0,0
2025-06-01 12:30:00,3.2296,3.2595,3.2548,3.2361,441889.6,3.2032004728029384,3.24249,0.019644763598530946,3.281779527197062,0.0,0
2025-06-01 12:45:00,3.2254,3.2493,3.236,3.2439,95076.9,3.2030536735764104,3.2420100000000005,0.019478163211795026,3.2809663264235907,0.0,0
2025-06-01 13:00:00,3.242,3.2675,3.2435,3.2636,49357.1,3.202682257326925,3.2424999999999997,0.019908871336537327,3.2823177426730745,0.0,0
2025-06-01 13:15:00,3.2586,3.2807,3.2635,3.27,102877.4,3.201923437776603,3.2435,0.02078828111169864,3.2850765622233973,0.0,0
2025-06-01 13:30:00,3.2695,3.2923,3.2695,3.2841,189288.8,3.199851859352203,3.244695,0.022421570323898615,3.2895381406477973,0.0,0
2025-06-01 13:45:00,3.271,3.289,3.2848,3.2746,102560.2,3.1993165552803844,3.245075,0.02287922235980784,3.2908334447196155,0.0,0
2025-06-01 14:00:00,3.2754,3.307,3.2754,3.2889,165520.4,3.197180366297982,3.246915,0.024867316851009007,3.296649633702018,0.0,0
