start,low,high,open,close,volume,LowerBand,MA,STD,UpperBand,bollingerbands_signal,fibonacciretracement_signal
2025-06-01 14:15:00,3.2881,3.311,3.2883,3.3071,311631,3.196279045902234,3.2512149999999997,0.027467977048882722,3.3061509540977654,-1.0,0
2025-06-01 14:30:00,3.3,3.3187,3.3075,3.3045,341411.4,3.202438169281129,3.2564949999999997,0.027028415359435273,3.3105518307188704,0.0,0
2025-06-01 14:45:00,3.29,3.3085,3.3045,3.2922,77701.8,3.2089882146844078,3.2606050000000004,0.025808392657796362,3.312221785315593,0.0,0
2025-06-01 15:00:00,3.2767,3.2984,3.2927,3.2802,195764,3.2139062761141046,3.2633650000000003,0.024729361942947777,3.312823723885896,0.0,0
2025-06-01 15:15:00,3.277,3.3017,3.2803,3.2985,52901.1,3.2173682671967025,3.26674,0.0246858664016488,3.3161117328032974,0.0,0
2025-06-01 15:30:00,3.288,3.3039,3.2995,3.292,47197.8,3.224183949839823,3.2701949999999997,0.02300552508008856,3.3162060501601767,0.0,0
2025-06-01 15:45:00,3.2833,3.299,3.2921,3.2908,121559.4,3.229295573290521,3.2729949999999994,0.021849713354739283,3.316694426709478,0.0,0
2025-06-01 16:00:00,3.284,3.3433,3.2912,3.3175,521483.8,3.233228579272742,3.2771749999999997,0.02197321036362877,3.3211214207272572,0.0,0
2025-06-01 16:15:00,3.301,3.3258,3.318,3.301,268042.2,3.235291734464882,3.2793799999999997,0.02204413276755886,3.3234682655351175,0.0,0
2025-06-01 16:30:00,3.2945,3.3189,3.3012,3.316,178854.3,3.2354061873110043,3.2818899999999998,0.023241906344497645,3.3283738126889952,0.0,0
2025-06-01 16:45:00,3.302,3.3246,3.3175,3.3048,222548.3,3.238099379960123,3.28423,0.023065310019938588,3.330360620039877,0.0,0
2025-06-01 17:00:00,3.294,3.3077,3.305,3.2996,74765.1,3.2403766991940577,3.2859949999999998,0.022809150402971094,3.331613300805942,0.0,0
2025-06-01 17:15:00,3.2915,3.3055,3.2999,3.3048,63645.5,3.244692008021213,3.28851,0.021908995989393453,3.332327991978787,0.0,0
2025-06-01 17:30:00,3.2965,3.314,3.3042,3.297,90390.9,3.255252442456337,3.291555,0.018151278771831487,3.3278575575436626,0.0,0
2025-06-01 17:45:00,3.294,3.3044,3.2968,3.2974,100191.3,3.26564969025249,3.29423,0.014290154873755047,3.3228103097475103,0.0,0
2025-06-01 18:00:00,3.2752,3.2992,3.2973,3.2849,86861.1,3.270138104952687,3.2952950000000003,0.012578447523656519,3.3204518950473134,0.0,0
2025-06-01 18:15:00,3.2628,3.285,3.2845,3.2653,124993.7,3.268842737707653,3.2950600000000003,0.013108631146173633,3.3212772622923477,1.0,0
2025-06-01 18:30:00,3.25,3.2669,3.2649,3.2545,97516.4,3.261970301288496,3.29358,0.015804849355751813,3.3251896987115037,1.0,0
2025-06-01 18:45:00,3.253,3.2821,3.2548,3.2787,92921.7,3.262643876401969,3.2937849999999997,0.015570561799015349,3.3249261235980305,0.0,0
2025-06-01 19:00:00,3.2675,3.2874,3.2795,3.2779,241821.9,3.261350915536028,3.293235,0.01594204223198612,3.325119084463972,0.0,0
2025-06-01 19:15:00,3.276,3.2884,3.2775,3.2832,94356.6,3.260554905782336,3.29204,0.015742547108832022,3.323525094217664,0.0,0
2025-06-01 19:30:00,3.2785,3.2888,3.284,3.2883,82677.6,3.260265361424591,3.29123,0.015482319287704464,3.322194638575409,0.0,0
2025-06-01 19:45:00,3.2821,3.2915,3.2882,3.2914,43438.5,3.260228570684421,3.2911900000000003,0.01548071465778952,3.3221514293155794,0.0,0
2025-06-01 20:00:00,3.272,3.2918,3.2917,3.2739,43052.1,3.2593202772739764,3.2908749999999998,0.015777361363011763,3.322429722726023,0.0,0
2025-06-01 20:15:00,3.2739,3.2832,3.2739,3.2825,43247.5,3.258522946100712,3.2900750000000003,0.01577602694964408,3.3216270538992885,0.0,0
2025-06-01 20:30:00,3.2783,3.3022,3.2819,3.2947,372846.1,3.2586002147062616,3.2902099999999996,0.015804892646869025,3.3218197852937377,0.0,0
2025-06-01 20:45:00,3.2729,3.2955,3.2955,3.2762,238077,3.2572591437272718,3.2894799999999997,0.01611042813636399,3.3217008562727277,0.0,0
2025-06-01 21:00:00,3.2738,3.2875,3.2767,3.2801,89683.6,3.258000975771061,3.28761,0.014804512114469454,3.317219024228939,0.0,0
2025-06-01 21:15:00,3.28,3.295,3.28,3.2881,52837.3,3.25802977106217,3.286965,0.014467614468914909,3.3159002289378297,0.0,0
2025-06-01 21:30:00,3.2882,3.315,3.2882,3.2965,209302.5,3.260011069265544,3.2859900000000004,0.012989465367228115,3.311968930734457,0.0,0
2025-06-01 21:45:00,3.2917,3.3109,3.297,3.3065,105758.1,3.2598272030999618,3.2860750000000003,0.013123898450019277,3.312322796900039,0.0,0
2025-06-01 22:00:00,3.306,3.3376,3.3062,3.3356,483212.6,3.253916829136106,3.2878750000000005,0.016979085431947344,3.3218331708638953,-1.0,0
2025-06-01 22:15:00,3.3202,3.3395,3.3356,3.3237,162290.3,3.2519514939705645,3.28882,0.018434253014717766,3.325688506029435,0.0,0
2025-06-01 22:30:00,3.3135,3.3279,3.3244,3.3177,52977.1,3.2509155611912903,3.289855,0.01946971940435494,3.32879443880871,0.0,0
2025-06-01 22:45:00,3.313,3.3304,3.3182,3.3262,115615.4,3.2491801457634146,3.2912950000000003,0.021057427118292737,3.333409854236586,0.0,0
2025-06-01 23:00:00,3.3259,3.3516,3.3259,3.345,122250.8,3.2459860704405643,3.2943,0.024156964779717807,3.3426139295594353,-1.0,0
2025-06-01 23:15:00,3.3435,3.3634,3.346,3.3461,180824,3.24682928982087,3.2983399999999996,0.025755355089564867,3.3498507101791293,0.0,0
2025-06-01 23:30:00,3.338,3.3554,3.346,3.3548,57787,3.250308427612091,3.303355,0.02652328619395438,3.3564015723879086,0.0,0
2025-06-01 23:45:00,3.3321,3.368,3.3544,3.3454,358285.9,3.2518146810343724,3.3066899999999997,0.027437659482813553,3.361565318965627,0.0,0
2025-06-02 00:00:00,3.3291,3.3484,3.3445,3.341,116084.8,3.254684164351199,3.309845,0.02758041782440049,3.3650058356488013,0.0,0
2025-06-02 00:15:00,3.3245,3.3515,3.3408,3.3245,74158.7,3.2578682266838124,3.31191,0.027020886658093927,3.365951773316188,0.0,0
2025-06-02 00:30:00,3.321,3.34,3.3265,3.3365,114261.6,3.260412648680202,3.31432,0.02695367565989896,3.368227351319798,0.0,0
2025-06-02 00:45:00,3.325,3.3378,3.337,3.3287,38754.8,3.263040895014243,3.316185,0.026572052492878518,3.369329104985757,0.0,0
2025-06-02 01:00:00,3.3275,3.3488,3.328,3.346,51765.4,3.2689934025175917,3.31979,0.02539829874120404,3.370586597482408,0.0,0
2025-06-02 01:15:00,3.3206,3.3463,3.3463,3.3206,46943.7,3.274025237985421,3.3216950000000005,0.02383488100728966,3.36936476201458,0.0,0
