start,low,high,open,close,volume,RSI,rsi_signal,ichimokucloud_signal,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,signal
2025-05-30 12:30:00,2591.54,2623.23,2595.68,2610.83,2664.68165024,35.573223903565165,0,0,2604.05,2604.24,2604.145,2604.24,2493.84,0
2025-05-30 13:00:00,2589.67,2619.06,2610.91,2593.95,2712.54342477,35.33157850046709,0,0,2604.05,2604.24,2604.145,2604.24,2506.29,0
2025-05-30 13:30:00,2572.76,2600.88,2594.08,2576.98,4787.99996571,32.67629967017453,0,0,2600.875,2609.59,2605.2325,2604.24,2491.1,0
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2588.68,4246.87816234,32.55448037133186,0,0,2600.875,2611.335,2606.105,2604.24,2505.3,0
2025-05-30 14:30:00,2586.38,2605.62,2588.45,2596.59,2538.47209991,40.50456076916774,0,0,2600.875,2611.335,2606.105,2604.24,2514.64,0
2025-05-30 15:00:00,2595.7,2617.8,2595.82,2614.22,2164.86134075,46.580092968346506,0,0,2600.875,2611.335,2606.105,2604.24,2520.22,0
2025-05-30 15:30:00,2598.02,2615.44,2614.05,2599.03,2963.33422432,43.343631994507426,0,0,2599.9750000000004,2611.335,2605.655,2604.24,2523.36,0
2025-05-30 16:00:00,2570.23,2605.34,2599.04,2573.64,4500.24210995,37.497030173437906,0,0,2598.71,2610.0699999999997,2604.39,2604.24,2519.4,0
2025-05-30 16:30:00,2534.05,2574.72,2573.47,2541.23,13027.92265675,31.420029895366213,0,0,2578.6400000000003,2591.98,2585.3100000000004,2591.98,2513.35,0
2025-05-30 17:00:00,2539.95,2560.59,2541.22,2547.86,2609.55433979,32.98602658357274,0,0,2576.5550000000003,2591.98,2584.2675,2591.98,2520.9,0
2025-05-30 17:30:00,2539.81,2555.04,2547.85,2549.75,2267.10256882,31.881619320993806,0,0,2575.925,2591.98,2583.9525000000003,2591.98,2522.54,0
2025-05-30 18:00:00,2548.11,2577.38,2549.75,2574.29,4687.45897053,39.98561668464583,0,0,2575.925,2591.98,2583.9525000000003,2591.98,2520.5,0
2025-05-30 18:30:00,2567.61,2579.76,2574.29,2578.72,2497.37034867,40.16044458387479,0,0,2575.925,2589.835,2582.88,2591.98,2522.35,0
2025-05-30 19:00:00,2574.8,2585.99,2578.71,2581.34,1863.90914073,46.330436529863945,0,0,2575.925,2589.0150000000003,2582.4700000000003,2591.98,2522.03,0
2025-05-30 19:30:00,2572.69,2582.22,2581.3,2574.7,2458.45586419,40.533459099722236,0,0,2574.745,2589.0150000000003,2581.88,2591.98,2525.49,0
2025-05-30 20:00:00,2566.1,2578.89,2574.26,2573.28,1654.27166918,44.10674573758348,0,0,2569.695,2583.3900000000003,2576.5425000000005,2591.98,2520.49,0
2025-05-30 20:30:00,2569.73,2590.15,2573.17,2578.59,2009.02354363,50.49172316901843,0,0,2562.1000000000004,2581.52,2571.8100000000004,2591.98,2524.02,0
2025-05-30 21:00:00,2575.82,2588.31,2578.32,2582.31,622.58885551,47.95479355294423,0,0,2564.98,2581.52,2573.25,2591.98,2523.59,0
2025-05-30 21:30:00,2563.63,2585.4,2582.29,2569.9,727.82686816,41.67134743805773,0,0,2564.98,2581.52,2573.25,2591.98,2521.12,0
2025-05-30 22:00:00,2546.93,2574.13,2569.87,2549.38,1555.44426087,30.125061304561086,0,0,2568.54,2581.52,2575.0299999999997,2591.98,2518.21,0
2025-05-30 22:30:00,2524.47,2555.12,2549.39,2526.79,2541.07689395,28.817733990147715,1,0,2557.31,2576.7299999999996,2567.0199999999995,2587.1899999999996,2520.64,1
2025-05-30 23:00:00,2507.8,2537.79,2527.56,2520.16,3400.511999,32.380073800737975,0,0,2548.9750000000004,2568.395,2558.6850000000004,2578.855,2527.39,0
2025-05-30 23:30:00,2508.92,2535.17,2520.16,2531.94,1752.18381596,46.45771371920996,0,0,2548.9750000000004,2568.395,2558.6850000000004,2578.855,2538.94,0
2025-05-31 00:00:00,2504.4,2541.78,2531.92,2516.68,1920.48952994,38.845163136805866,0,0,2547.275,2565.795,2556.535,2577.1549999999997,2536.69,0
2025-05-31 00:30:00,2516.78,2536.39,2516.78,2521.14,1165.11995027,39.9494133352069,0,0,2547.275,2565.795,2556.535,2577.1549999999997,2534.3,0
2025-05-31 01:00:00,2505.0,2528.93,2520.83,2509.93,1775.99781044,25.054263565891517,1,0,2546.355,2563.815,2555.085,2577.1549999999997,2539.98,1
2025-05-31 01:30:00,2476.84,2515.59,2510.22,2493.84,4879.68123143,19.827953931466126,1,0,2531.12,2547.95,2539.535,2563.375,2543.74,1
2025-05-31 02:00:00,2486.55,2517.99,2493.8,2506.29,2229.51229604,25.06478835803034,1,0,2525.485,2547.32,2536.4025,2563.375,2548.66,1
2025-05-31 02:30:00,2486.56,2506.02,2506.02,2491.1,1850.99625433,23.717303822937566,1,0,2515.98,2547.32,2531.65,2563.375,2537.59,1
2025-05-31 03:00:00,2485.95,2506.4,2491.43,2505.3,1633.99051709,30.21766965428938,0,0,2509.3100000000004,2547.32,2528.3150000000005,2563.375,2545.07,0
2025-05-31 03:30:00,2501.05,2518.82,2505.3,2514.64,1070.43038598,31.816889394370108,0,0,2509.3100000000004,2547.32,2528.3150000000005,2563.375,2542.18,0
2025-05-31 04:00:00,2505.24,2527.84,2514.63,2520.22,963.97739937,32.530527263519176,0,0,2509.3100000000004,2546.1400000000003,2527.7250000000004,2563.375,2536.73,0
2025-05-31 04:30:00,2518.83,2525.72,2520.45,2523.36,632.96941505,36.184991688435105,0,0,2506.615,2541.09,2523.8525,2563.375,2529.06,0
2025-05-31 05:00:00,2514.58,2527.96,2523.45,2519.4,1089.37119833,40.13036607848304,0,0,2502.885,2533.495,2518.19,2563.375,2538.95,0
2025-05-31 05:30:00,2512.61,2523.37,2519.07,2513.35,548.92190171,45.03472735333235,0,0,2502.4,2533.495,2517.9475,2563.375,2541.24,0
2025-05-31 06:00:00,2512.85,2523.27,2513.29,2520.9,466.95687,50.27153970350808,0,0,2506.955,2533.495,2520.225,2563.375,2542.93,0
2025-05-31 06:30:00,2517.43,2527.47,2520.69,2522.54,657.42428742,46.27339042182046,0,0,2506.955,2533.495,2520.225,2563.375,2538.8,0
2025-05-31 07:00:00,2515.62,2524.29,2522.52,2520.5,305.05838501,51.691762621789266,0,0,2506.955,2533.495,2520.225,2563.375,2541.12,0
2025-05-31 07:30:00,2519.9,2527.03,2520.25,2522.35,610.15745618,50.548553812675685,0,0,2514.505,2533.495,2524.0,2561.23,2543.03,0
2025-05-31 08:00:00,2518.11,2527.0,2522.21,2522.03,499.08215856,56.08651911468833,0,0,2516.6,2533.495,2525.0474999999997,2560.41,2545.44,0
2025-05-31 08:30:00,2516.93,2531.2,2521.89,2525.49,988.63501204,68.23787023164678,0,0,2521.9049999999997,2533.495,2527.7,2560.41,2544.63,0
2025-05-31 09:00:00,2518.38,2530.55,2525.41,2520.49,393.55971886,58.951084215834506,0,0,2521.9049999999997,2533.495,2527.7,2554.785,2538.09,0
2025-05-31 09:30:00,2519.07,2525.2,2520.5,2524.02,296.68590404,74.3275199527048,-1,0,2521.9049999999997,2532.575,2527.24,2552.915,2531.82,-1
2025-05-31 10:00:00,2520.98,2539.16,2524.22,2523.59,1032.22449132,66.96975320096507,0,0,2526.005,2531.12,2528.5625,2552.915,2535.75,0
2025-05-31 10:30:00,2509.43,2525.1,2523.24,2521.12,837.04552651,56.89068481497237,0,0,2524.295,2525.485,2524.8900000000003,2552.915,2529.31,0
2025-05-31 11:00:00,2510.55,2523.54,2521.35,2518.21,643.60854312,47.733934611048745,0,0,2524.295,2515.98,2520.1375,2552.915,2518.93,0
2025-05-31 11:30:00,2513.71,2521.92,2517.97,2520.64,229.62573551,46.88359303391351,0,0,2524.295,2509.3100000000004,2516.8025000000002,2552.915,2527.16,0
2025-05-31 12:00:00,2516.54,2535.04,2520.6,2527.39,1133.30581411,58.604350635364945,0,0,2524.295,2509.3100000000004,2516.8025000000002,2552.915,2524.37,0
2025-05-31 12:30:00,2526.79,2539.27,2527.3,2538.94,1057.74125456,74.63893703061858,-1,0,2524.35,2509.3100000000004,2516.83,2552.915,2509.11,-1
2025-05-31 13:00:00,2531.34,2549.0,2538.74,2536.69,2590.34829429,66.93116019729813,0,0,2529.215,2512.92,2521.0675,2552.0150000000003,2508.58,0
2025-05-31 13:30:00,2527.74,2541.04,2536.65,2534.3,1369.23889241,62.410299704517115,0,0,2529.215,2512.92,2521.0675,2552.0150000000003,2508.48,0
2025-05-31 14:00:00,2532.32,2545.81,2534.15,2539.98,1425.08484402,69.09055272442217,0,0,2529.215,2512.92,2521.0675,2550.035,2503.39,0
2025-05-31 14:30:00,2538.0,2545.2,2539.95,2543.74,682.98119978,70.20593236349924,-1,0,2529.215,2517.475,2523.3450000000003,2547.95,2514.61,-1
2025-05-31 15:00:00,2535.19,2551.67,2543.73,2548.66,1702.61094259,73.14444637580391,-1,0,2531.11,2518.81,2524.96,2547.32,2517.16,-1
2025-05-31 15:30:00,2533.67,2549.73,2548.44,2537.59,1136.58299637,59.28768805649407,0,0,2532.69,2518.81,2525.75,2547.32,2523.44,0
2025-05-31 16:00:00,2534.1,2548.0,2537.47,2545.07,1169.4999136,68.17509612540712,0,0,2534.105,2526.36,2530.2325,2547.32,2521.19,0
2025-05-31 16:30:00,2537.92,2549.26,2545.01,2542.18,1354.93014242,63.556285458345755,0,0,2539.23,2528.455,2533.8424999999997,2547.32,2519.95,0
2025-05-31 17:00:00,2535.74,2542.87,2542.0,2536.73,524.28225071,59.124999999999964,0,0,2539.705,2530.55,2535.1275,2546.1400000000003,2514.71,0
2025-05-31 17:30:00,2524.81,2539.69,2536.46,2529.06,1125.44072111,55.142487046632205,0,0,2538.24,2530.55,2534.395,2541.09,2514.0,0
2025-05-31 18:00:00,2526.99,2543.75,2528.66,2538.95,707.50212304,62.318840579710105,0,0,2538.24,2530.55,2534.395,2533.495,2514.23,0
2025-05-31 18:30:00,2536.67,2542.42,2538.91,2541.24,735.34060202,62.25606853879107,0,0,2538.24,2530.55,2534.395,2533.495,2510.28,0
2025-05-31 19:00:00,2538.75,2544.52,2541.28,2542.93,334.0216632,59.83793365408968,0,0,2538.24,2530.55,2534.395,2533.495,2503.11,0
2025-05-31 19:30:00,2537.58,2544.0,2542.94,2538.8,634.47892378,49.90217998882066,0,0,2537.27,2530.55,2533.91,2533.495,2507.24,0
2025-05-31 20:00:00,2532.96,2542.07,2538.79,2541.12,424.14802986,53.09227977104559,0,0,2537.035,2530.55,2533.7925,2533.495,2495.37,0
2025-05-31 20:30:00,2539.63,2543.87,2540.88,2543.03,740.69361354,56.13492621222777,0,0,2537.035,2530.55,2533.7925,2533.495,2493.78,0
2025-05-31 21:00:00,2540.49,2551.59,2543.2,2545.44,1413.26707702,54.02180318208611,0,0,2538.2,2530.55,2534.375,2533.495,2495.72,0
2025-05-31 21:30:00,2541.17,2547.87,2545.43,2544.63,595.86815835,50.68535345756996,0,0,2538.2,2530.55,2534.375,2533.495,2495.14,0
2025-05-31 22:00:00,2537.54,2546.17,2544.63,2538.09,750.39889878,42.058602554470454,0,0,2539.29,2530.55,2534.92,2533.495,2500.87,0
2025-05-31 22:30:00,2531.62,2540.62,2538.09,2531.82,693.54660483,45.32793522267204,0,0,2541.605,2530.55,2536.0775000000003,2532.575,2498.91,0
2025-05-31 23:00:00,2525.73,2549.4,2531.74,2535.75,1905.58749646,41.993127147766096,0,0,2538.66,2530.55,2534.605,2531.12,2494.56,0
2025-05-31 23:30:00,2527.88,2537.36,2535.76,2529.31,441.71328895,39.578947368420984,0,0,2538.66,2531.11,2534.885,2525.485,2485.63,0
2025-06-01 00:00:00,2516.48,2530.05,2529.31,2518.93,1440.53687715,36.65266946610652,0,0,2534.035,2532.69,2533.3625,2515.98,2492.33,0
2025-06-01 00:30:00,2517.19,2527.48,2518.93,2527.16,852.85983221,48.587150505651316,0,-1,2534.035,2534.075,2534.055,2514.255,2495.21,-1
2025-06-01 01:00:00,2519.35,2531.51,2527.08,2524.37,873.46498667,37.878284003990636,0,0,2534.035,2534.075,2534.055,2514.255,2513.63,0
2025-06-01 01:30:00,2494.36,2527.03,2524.36,2509.11,2115.46926513,28.026261797291752,1,0,2521.88,2523.0150000000003,2522.4475,2514.255,2510.93,1
2025-06-01 02:00:00,2495.16,2511.01,2508.71,2508.58,1118.82051727,26.12925642807491,1,0,2521.88,2523.0150000000003,2522.4475,2514.255,2518.71,1
2025-06-01 02:30:00,2506.8,2514.99,2508.78,2508.48,739.15112033,27.679623085983266,1,0,2521.88,2523.0150000000003,2522.4475,2514.255,2524.67,1
2025-06-01 03:00:00,2494.01,2510.15,2508.58,2503.39,1186.97260232,23.313057009478015,1,0,2521.705,2522.84,2522.2725,2514.255,2538.35,1
2025-06-01 03:30:00,2503.41,2520.0,2503.54,2514.61,1153.94186188,32.237499999999955,0,0,2515.6850000000004,2522.84,2519.2625000000003,2518.81,2540.43,0
2025-06-01 04:00:00,2512.66,2517.93,2514.55,2517.16,495.09248706,32.355877214873814,0,0,2512.76,2522.8,2517.78,2518.81,2545.23,0
2025-06-01 04:30:00,2517.15,2528.17,2517.15,2523.44,658.41976489,37.62410933302183,0,0,2512.76,2522.8,2517.78,2518.81,2540.46,0
2025-06-01 05:00:00,2518.92,2528.52,2523.45,2521.19,499.97772777,39.60895228726017,0,0,2512.76,2522.8,2517.78,2522.84,2517.49,0
2025-06-01 05:30:00,2516.95,2523.49,2521.18,2519.95,395.95493618,42.22047450517743,0,0,2511.2650000000003,2522.8,2517.0325000000003,2522.84,2521.35,0
2025-06-01 06:00:00,2510.52,2520.83,2519.8,2514.71,340.83361748,36.44329896907225,0,0,2511.2650000000003,2522.8,2517.0325000000003,2522.84,2519.91,0
2025-06-01 06:30:00,2512.51,2520.53,2514.85,2514.0,345.55171756,39.34882426603598,0,0,2511.2650000000003,2522.8,2517.0325000000003,2522.84,2527.73,0
2025-06-01 07:00:00,2508.95,2517.17,2513.84,2514.23,313.34947824,46.192482177576316,0,0,2511.2650000000003,2522.8,2517.0325000000003,2522.84,2528.61,0
2025-06-01 07:30:00,2507.26,2514.7,2514.08,2510.28,491.23794099,35.30640668523709,0,0,2515.965,2522.8,2519.3825,2522.84,2526.99,0
2025-06-01 08:00:00,2500.25,2512.01,2510.09,2503.11,378.11384143,32.80491750242663,0,0,2514.385,2522.8,2518.5925,2522.84,2534.57,0
2025-06-01 08:30:00,2502.36,2509.95,2503.03,2507.24,572.64345642,48.15545472479745,0,0,2514.385,2522.8,2518.5925,2522.84,2540.66,0
2025-06-01 09:00:00,2493.77,2511.85,2507.28,2495.37,584.04432795,39.35192648718355,0,0,2511.145,2522.6800000000003,2516.9125000000004,2522.7200000000003,2538.25,0
2025-06-01 09:30:00,2478.77,2495.84,2495.61,2493.78,1914.66730178,38.42884130982373,0,0,2501.13,2515.1800000000003,2508.155,2515.2200000000003,2536.29,0
2025-06-01 10:00:00,2488.12,2498.12,2493.48,2495.72,740.319553,43.64750703992032,0,0,2499.8,2514.085,2506.9425,2515.2200000000003,2539.58,0
2025-06-01 10:30:00,2488.33,2496.69,2495.75,2495.14,651.60764134,30.424291172329802,0,0,2499.65,2514.085,2506.8675000000003,2515.2200000000003,2540.38,0
2025-06-01 11:00:00,2492.08,2503.39,2494.97,2500.87,579.50415078,34.60593460593432,0,0,2497.9700000000003,2514.085,2506.0275,2515.2200000000003,2531.46,0
2025-06-01 11:30:00,2497.34,2504.41,2500.83,2498.91,668.26356218,24.758180695615536,1,0,2496.7349999999997,2514.085,2505.41,2515.2200000000003,2535.61,1
2025-06-01 12:00:00,2491.23,2503.2,2498.89,2494.56,1750.74126313,23.732491615702514,1,0,2495.3900000000003,2508.065,2501.7275,2515.2200000000003,2532.28,1
2025-06-01 12:30:00,2470.5,2495.46,2494.43,2485.63,1691.49601809,20.60637204522034,1,0,2491.175,2501.005,2496.09,2511.085,2527.34,1
2025-06-01 13:00:00,2481.94,2498.68,2485.54,2492.33,943.82069918,31.300133689838958,0,0,2491.175,2501.005,2496.09,2511.085,2520.84,0
2025-06-01 13:30:00,2491.79,2500.0,2492.51,2495.21,694.14409413,34.84921786808543,0,0,2487.455,2501.005,2494.23,2511.085,2509.32,0
2025-06-01 14:00:00,2495.13,2515.86,2495.35,2513.63,1508.11344262,49.62593516209482,0,0,2493.1800000000003,2499.51,2496.3450000000003,2511.085,2495.41,0
2025-06-01 14:30:00,2509.21,2520.39,2513.67,2510.93,1287.44905245,50.41165294490161,0,0,2495.4449999999997,2499.51,2497.4775,2511.085,2497.6,0
2025-06-01 15:00:00,2504.89,2521.05,2510.84,2518.71,992.31830531,59.803921568627516,0,0,2495.775,2499.51,2497.6425,2511.085,2497.82,0
2025-06-01 15:30:00,2516.49,2526.6,2518.72,2524.67,1192.12836499,60.70770364909719,0,0,2498.55,2499.51,2499.03,2511.085,2493.96,0
2025-06-01 16:00:00,2522.11,2544.11,2524.31,2538.35,2747.86662748,75.82932692307713,-1,0,2507.3050000000003,2507.3050000000003,2507.3050000000003,2511.085,2496.02,-1
2025-06-01 16:30:00,2533.46,2550.0,2538.28,2540.43,1965.94243312,77.87071334687529,-1,0,2510.25,2510.25,2510.25,2511.085,2494.12,-1
2025-06-01 17:00:00,2534.78,2545.49,2540.38,2545.23,1421.3340892,78.6019641825535,-1,0,2515.9700000000003,2510.25,2513.11,2511.045,2495.5,-1
2025-06-01 17:30:00,2538.32,2548.55,2545.28,2540.46,1039.65947553,74.97244875468374,-1,0,2520.895,2510.25,2515.5725,2511.045,2495.85,-1
2025-06-01 18:00:00,2513.88,2540.56,2540.44,2517.49,2164.14827603,57.695869605482414,0,0,2522.565,2510.25,2516.4075000000003,2511.045,2504.18,0
2025-06-01 18:30:00,2494.93,2526.28,2517.14,2521.35,2098.71800354,60.21113942482706,0,0,2522.465,2510.25,2516.3575,2511.045,2508.23,0
2025-06-01 19:00:00,2513.01,2527.76,2521.4,2519.91,1213.52998453,61.849116574740464,0,0,2522.465,2510.25,2516.3575,2511.045,2514.57,0
2025-06-01 19:30:00,2518.47,2528.6,2519.95,2527.73,1328.53900002,69.88475344794989,0,0,2522.465,2510.25,2516.3575,2511.045,2495.42,0
2025-06-01 20:00:00,2520.76,2529.7,2527.64,2528.61,1007.53070286,68.13274690123936,0,0,2522.465,2510.25,2516.3575,2511.045,2484.75,0
2025-06-01 20:30:00,2525.43,2538.66,2528.62,2526.99,1194.43640896,66.08625227778865,0,0,2522.465,2510.25,2516.3575,2511.045,2482.73,0
2025-06-01 21:00:00,2525.77,2537.6,2526.74,2534.57,823.71312707,61.90584489424585,0,0,2521.74,2510.25,2515.995,2511.045,2483.55,0
2025-06-01 21:30:00,2532.8,2542.41,2534.57,2540.66,943.64495829,66.27614146501675,0,0,2521.74,2510.25,2515.995,2511.045,2483.26,0
2025-06-01 22:00:00,2536.51,2548.95,2540.73,2538.25,2215.57402773,61.365751512331165,0,0,2521.9399999999996,2510.25,2516.095,2511.045,2484.22,0
2025-06-01 22:30:00,2533.87,2541.23,2538.26,2536.29,731.85663426,57.088823816495704,0,0,2521.9399999999996,2510.25,2516.095,2511.045,2482.19,0
2025-06-01 23:00:00,2535.75,2546.99,2536.29,2539.58,1688.61153305,50.859298588794196,0,0,2530.98,2510.25,2520.615,2510.25,2485.17,0
2025-06-01 23:30:00,2534.49,2543.89,2539.43,2540.38,1396.95203458,49.964433063024806,0,0,2533.71,2510.25,2521.98,2510.25,2499.04,0
2025-06-02 00:00:00,2530.0,2542.17,2540.4,2531.46,2006.09817034,40.747211396317866,0,0,2534.855,2510.25,2522.5525,2510.25,2501.64,0
2025-06-02 00:30:00,2527.92,2536.19,2532.01,2535.61,2120.46247883,46.713646835614696,0,0,2537.1899999999996,2510.25,2523.72,2510.25,2506.13,0
2025-06-02 01:00:00,2530.67,2543.62,2535.71,2532.28,923.12065388,63.65650969529099,0,0,2537.3599999999997,2510.25,2523.805,2510.25,2532.43,0
2025-06-02 01:30:00,2526.35,2533.68,2532.7,2527.34,737.3873433,55.422777476009536,0,0,2537.6499999999996,2515.9700000000003,2526.81,2510.25,2532.36,0
2025-06-02 02:00:00,2515.0,2528.84,2527.34,2520.84,1029.62353476,50.77127218444209,0,0,2531.975,2520.895,2526.435,2510.25,2540.91,0
2025-06-02 02:30:00,2508.65,2524.46,2520.96,2509.32,1545.44608652,35.614939834349386,0,0,2527.8199999999997,2522.465,2525.1425,2510.25,2545.68,0
2025-06-02 03:00:00,2486.31,2511.42,2509.32,2495.41,2802.30978127,28.447156582705873,1,0,2516.6499999999996,2518.1549999999997,2517.4024999999997,2510.25,2535.58,1
2025-06-02 03:30:00,2490.76,2504.15,2495.41,2497.6,1940.56632635,31.06070369893051,0,0,2515.1,2518.1549999999997,2516.6274999999996,2510.25,2548.01,0
2025-06-02 04:00:00,2493.85,2502.73,2497.41,2497.82,1418.04313057,23.835967535241537,1,0,2514.965,2518.1549999999997,2516.56,2510.25,2545.73,1
2025-06-02 04:30:00,2488.56,2502.76,2497.81,2493.96,1062.66674145,15.661764705882945,1,0,2514.965,2518.1549999999997,2516.56,2510.25,2551.05,1
2025-06-02 05:00:00,2487.86,2498.88,2493.96,2496.02,563.10096691,18.787878787879237,1,0,2514.965,2518.1549999999997,2516.56,2510.25,2558.33,1
2025-06-02 05:30:00,2484.29,2496.2,2496.01,2494.12,543.97201143,18.804556887113918,1,0,2508.9849999999997,2516.62,2512.8025,2510.25,2546.03,1
2025-06-02 06:00:00,2485.79,2500.92,2494.08,2495.5,1258.23398723,16.443361753959252,1,0,2506.565,2516.62,2511.5924999999997,2510.25,2539.65,1
2025-06-02 06:30:00,2489.41,2501.06,2495.56,2495.85,599.65434287,15.86693239307101,1,0,2504.375,2516.62,2510.4975,2510.25,2534.1,1
2025-06-02 07:00:00,2495.6,2514.66,2495.88,2504.18,781.48195976,28.89851485148526,1,0,2499.475,2516.62,2508.0474999999997,2510.25,2543.62,1
2025-06-02 07:30:00,2501.29,2510.42,2504.19,2508.23,515.70613464,28.78834831112509,1,0,2499.475,2516.62,2508.0474999999997,2510.25,2541.25,1
2025-06-02 08:00:00,2505.0,2516.23,2508.24,2514.57,924.48534591,36.89119170984474,0,0,2500.26,2516.62,2508.44,2510.25,2548.13,0
2025-06-02 08:30:00,2491.2,2517.26,2514.52,2495.42,1320.99868206,30.47945205479475,0,0,2500.775,2516.62,2508.6975,2510.25,2562.03,0
2025-06-02 09:00:00,2479.09,2496.23,2495.69,2484.75,2083.81608353,29.00034912137808,1,0,2498.175,2514.02,2506.0975,2510.25,2582.35,1
2025-06-02 09:30:00,2476.13,2490.99,2484.42,2482.73,1339.77377123,32.604998037420046,0,0,2496.695,2512.54,2504.6175000000003,2510.25,2586.21,0
2025-06-02 10:00:00,2477.13,2490.92,2482.62,2483.55,2541.66815849,40.63782759709546,0,0,2496.695,2512.54,2504.6175000000003,2510.25,2608.32,0
2025-06-02 10:30:00,2478.35,2486.95,2483.68,2483.26,1069.89233526,38.33007812500043,0,0,2496.695,2512.54,2504.6175000000003,2510.25,2609.29,0
2025-06-02 11:00:00,2478.77,2489.99,2483.4,2484.22,1400.15103886,39.064007719523715,0,0,2496.695,2511.56,2504.1275,2510.25,2616.69,0
2025-06-02 11:30:00,2476.64,2487.77,2484.22,2482.19,1287.0051695,40.24855012427506,0,0,2496.695,2511.56,2504.1275,2510.25,2623.92,0
2025-06-02 12:00:00,2478.54,2486.51,2481.81,2485.17,1610.17049891,41.145748327076944,0,0,2496.695,2510.01,2503.3525,2510.25,2627.62,0
2025-06-02 12:30:00,2483.12,2499.7,2485.06,2499.04,1276.28558945,53.35882031676685,0,0,2496.695,2509.875,2503.285,2510.25,2647.95,0
2025-06-02 13:00:00,2488.93,2503.88,2499.05,2501.64,4621.32234165,54.12301907064189,0,0,2490.005,2509.875,2499.94,2510.25,2633.04,0
2025-06-02 13:30:00,2495.13,2521.3,2501.61,2506.13,6092.33159544,56.53944020356248,0,0,2498.715,2509.875,2504.295,2510.25,2618.62,0
2025-06-02 14:00:00,2497.21,2542.68,2506.23,2532.43,7701.91223946,64.62669566117846,0,1,2509.66,2509.4049999999997,2509.5325,2510.25,2597.45,1
