,Product-ID,Base-Name,Price,Price Percentage Change 24h
233,ETHFI-USDC,ether.fi,1.205,2.5531914893617
234,ETHFI-USD,ether.fi,1.205,2.5531914893617
235,JTO-USDC,Jito,1.9394,1.02620201073084
236,JTO-USD,Jito,1.9394,1.02620201073084
237,SYN-USDC,Synapse,0.235,8.7962962962963
238,SYN-USD,Synapse,0.235,8.7962962962963
239,FLOKI-USDC,FLOKI,0.0000973,3.51063829787234
240,FLOKI-USD,FLOKI,0.0000973,3.51063829787234
241,COW-USD,CoW Protocol,0.3951,0.68807339449541
242,COW-USDC,CoW Protocol,0.3951,0.68807339449541
243,LINK-GBP,Chainlink,11.42,2.05540661304736
244,DOGE-GBP,Dogecoin,0.1652,1.5990159901599
245,SKL-USD,SKALE,0.024,3.8961038961039
246,SKL-USDC,SKALE,0.024,3.8961038961039
247,ADA-USDT,Cardano,0.753,0.52062474969964
248,ROSE-USDC,Oasis Network,0.03318,5.50079491255962
249,ROSE-USD,Oasis Network,0.03318,5.50079491255962
250,EIGEN-USD,EigenLayer,1.437,7.4794315632012
251,EIGEN-USDC,EigenLayer,1.437,7.4794315632012
252,XTZ-USD,Tezos,0.607,0.16501650165017
253,XTZ-USDC,Tezos,0.607,0.16501650165017
254,BOBA-USDC,Boba Network,0.0988,1.75077239958805
255,BOBA-USD,Boba Network,0.0988,1.75077239958805
256,PENDLE-USD,Pendle,4.308,-1.77838577291382
257,PENDLE-USDC,Pendle,4.308,-1.77838577291382
258,HNT-USDC,Helium,4.095,-0.41342412451362
259,HNT-USD,Helium,4.095,-0.41342412451362
260,RNDR-USDT,Render (ERC-20),4.7019,2.36877054712504
261,CRO-USDC,Cronos,0.0964,1.0482180293501
262,CRO-USD,Cronos,0.0964,1.0482180293501
263,ZRO-USDC,LayerZero,2.684,2.59938837920489
264,ZRO-USD,LayerZero,2.684,2.59938837920489
265,UNI-EUR,Uniswap,5.62,5.04672897196262
266,APE-USD,ApeCoin,0.654,2.99212598425197
267,APE-USDC,ApeCoin,0.654,2.99212598425197
268,NKN-USD,NKN,0.0351,0.86206896551724
269,NKN-USDC,NKN,0.0351,0.86206896551724
270,HONEY-USD,Hivemapper,0.0269,2.67175572519084
271,HONEY-USDC,Hivemapper,0.0269,2.67175572519084
272,TRAC-USD,OriginTrail,0.4919,10.2914798206278
273,TRAC-USDC,OriginTrail,0.4919,10.2914798206278
274,SAND-USD,The Sandbox,0.304,1.29956681106298
275,SAND-USDC,The Sandbox,0.304,1.29956681106298
276,DAI-USDC,Dai,0.9999,0.0
277,DAI-USD,Dai,0.9999,0.0
278,AMP-USDC,Amp,0.00457,0.21929824561404
279,AMP-USD,Amp,0.00457,0.21929824561404
280,SD-USDC,Stader,0.5436,1.49365197908887
281,SD-USD,Stader,0.5436,1.49365197908887
282,AVAX-EUR,Avalanche,20.23,2.27502527805865
283,ZRX-USD,0x Protocol,0.25899,1.86911476647865
284,ZRX-USDC,0x Protocol,0.25899,1.86911476647865
285,BAL-USDC,Balancer,1.1563,0.32101336109665
286,BAL-USD,Balancer,1.1563,0.32101336109665
287,AXL-USD,Axelar,0.3524,0.85861476817401
288,AXL-USDC,Axelar,0.3524,0.85861476817401
289,VVV-USD,Venice Token,3.37,-2.60115606936416
290,VVV-USDC,Venice Token,3.37,-2.60115606936416
291,FORT-USD,Forta,0.0688,3.3033033033033
292,FORT-USDC,Forta,0.0688,3.3033033033033
293,GFI-USD,Goldfinch Protocol,0.8682,-1.72062485850125
294,GFI-USDC,Goldfinch Protocol,0.8682,-1.72062485850125
295,ORCA-USDC,Orca,2.7131,4.3540136159083
296,ORCA-USD,Orca,2.7131,4.3540136159083
297,CVX-USDC,Convex Finance,3.175,3.1178954205911
298,CVX-USD,Convex Finance,3.175,3.1178954205911
299,COTI-USD,COTI,0.0685,0.0
300,COTI-USDC,COTI,0.0685,0.0
301,RONIN-USDC,Ronin,0.693,5.47945205479452
302,RONIN-USD,Ronin,0.693,5.47945205479452
303,AUCTION-USD,Bounce Token,11.71,0.51502145922747
304,AUCTION-USDC,Bounce Token,11.71,0.51502145922747
305,EDGE-USD,Definitive,0.1209,0.50710782276166
306,EDGE-USDC,Definitive,0.1209,0.50710782276166
307,ADA-GBP,Cardano,0.5569,0.41471330688785
308,SHIB-USDT,SHIBA INU,0.0000143,0.70422535211268
309,LINK-EUR,Chainlink,13.62,2.32907588279489
310,VELO-USDC,Velodrome Finance,0.05881,4.60690145855567
311,VELO-USD,Velodrome Finance,0.05881,4.60690145855567
312,ALGO-EUR,Algorand,0.1905,0.21041557075224
313,MINA-USDC,Mina,0.244,0.41152263374486
314,MINA-USD,Mina,0.244,0.41152263374486
315,LTC-EUR,Litecoin,83.33,-0.01199904007679
316,FX-USDC,Function X,0.1883,0.58760683760684
317,FX-USD,Function X,0.1883,0.58760683760684
318,NCT-USD,PolySwarm,0.02126,2.06433029284686
319,NCT-USDC,PolySwarm,0.02126,2.06433029284686
320,SPA-USDC,Sperax,0.01732,-0.04039937669533
321,SPA-USD,Sperax,0.01732,-0.04039937669533
322,SPELL-USD,Spell Token,0.0005935,0.28725920919229
323,SPELL-USDC,Spell Token,0.0005935,0.28725920919229
324,MANA-USD,Decentraland,0.3072,0.49067713444553
325,MANA-USDC,Decentraland,0.3072,0.49067713444553
326,ARKM-USD,Arkham,0.665,2.78207109737249
327,ARKM-USDC,Arkham,0.665,2.78207109737249
328,METIS-USD,Metis,19.15,0.63058328954283
329,METIS-USDC,Metis,19.15,0.63058328954283
330,MORPHO-USD,Morpho,1.4643,0.59769167353669
331,MORPHO-USDC,Morpho,1.4643,0.59769167353669
332,API3-USDC,Api3,0.776,2.78145695364238
333,API3-USD,Api3,0.776,2.78145695364238
334,CRV-EUR,Curve DAO Token,0.6585,0.07598784194529
335,BIGTIME-USD,Big Time,0.07215,0.74001675509634
336,BIGTIME-USDC,Big Time,0.07215,0.74001675509634
337,MOBILE-USDC,Helium Mobile,0.000517,-0.38535645472062
338,MOBILE-USD,Helium Mobile,0.000517,-0.38535645472062
339,GST-USDC,Green Satoshi Token,0.008671,-2.46344206974128
340,GST-USD,Green Satoshi Token,0.008671,-2.46344206974128
341,DOT-EUR,Polkadot,3.91,-0.25510204081633
342,YFI-USDC,yearn.finance,5582.61,0.63489316597535
343,YFI-USD,yearn.finance,5582.61,0.63489316597535
344,FIDA-USD,Bonfida,0.086,2.50297973778308
345,FIDA-USDC,Bonfida,0.086,2.50297973778308
346,SNX-USD,Synthetix Network Token,0.763,1.73333333333333
347,SNX-USDC,Synthetix Network Token,0.763,1.73333333333333
348,PAXG-USD,PAX Gold,3360.78,-0.56775651854898
349,PAXG-USDC,PAX Gold,3360.78,-0.56775651854898
350,HFT-USD,Hashflow,0.0726,5.83090379008746
351,HFT-USDC,Hashflow,0.0726,5.83090379008746
352,STRK-USD,Starknet Token,0.157,3.28947368421053
353,STRK-USDC,Starknet Token,0.157,3.28947368421053
354,SWELL-USD,SWELL,0.01,-0.59642147117296
355,SWELL-USDC,SWELL,0.01,-0.59642147117296
356,COMP-USD,Compound,41.85,1.03814582327378
357,COMP-USDC,Compound,41.85,1.03814582327378
358,RSR-USDC,Reserve Rights,0.008547,2.01718787300072
359,RSR-USD,Reserve Rights,0.008547,2.01718787300072
360,CVC-USD,Civic,0.1403,-0.42583392476934
361,CVC-USDC,Civic,0.1403,-0.42583392476934
362,MAGIC-USD,MAGIC,0.1622,5.80560991519896
363,MAGIC-USDC,MAGIC,0.1622,5.80560991519896
364,CLV-USDC,Clover Finance,0.0274,-2.49110320284698
365,CLV-USD,Clover Finance,0.0274,-2.49110320284698
366,00-USDC,00 Token,0.0188,0.53475935828877
367,00-USD,00 Token,0.0188,0.53475935828877
368,VTHO-USDC,VeThor Token,0.00243,-0.08223684210526
369,VTHO-USD,VeThor Token,0.00243,-0.08223684210526
370,MATH-USD,MATH,0.1332,2.06896551724138
371,MATH-USDC,MATH,0.1332,2.06896551724138
372,CLANKER-USD,tokenbot,30.68,1.42148760330579
373,CLANKER-USDC,tokenbot,30.68,1.42148760330579
374,ILV-USD,Illuvium,13.96,2.87398673544584
375,ILV-USDC,Illuvium,13.96,2.87398673544584
376,TRU-USDC,TrueFi,0.0408,-0.48780487804878
377,TRU-USD,TrueFi,0.0408,-0.48780487804878
378,LQTY-USDC,Liquity,0.8341,-2.08944711820636
379,LQTY-USD,Liquity,0.8341,-2.08944711820636
380,DIMO-USD,DIMO,0.06353,-0.43880269550227
381,DIMO-USDC,DIMO,0.06353,-0.43880269550227
382,WCFG-USDC,Wrapped Centrifuge,0.234,-2.9045643153527
383,WCFG-USD,Wrapped Centrifuge,0.234,-2.9045643153527
384,ANKR-USD,Ankr,0.01794,-0.27793218454697
385,ANKR-USDC,Ankr,0.01794,-0.27793218454697
386,GMT-USD,STEPN,0.0561,0.89928057553957
387,GMT-USDC,STEPN,0.0561,0.89928057553957
388,DIA-USD,DIA,0.46192,2.61696361132092
389,DIA-USDC,DIA,0.46192,2.61696361132092
390,T-USDC,Threshold,0.01715,0.82304526748971
391,T-USD,Threshold,0.01715,0.82304526748971
392,RED-USDC,Redstone,0.4126,2.53479125248509
393,RED-USD,Redstone,0.4126,2.53479125248509
394,LRDS-USD,Blocklords,0.1675,0.2393776181927
395,LRDS-USDC,Blocklords,0.1675,0.2393776181927
396,SHIB-GBP,SHIBA INU,0.00001053,0.66921606118547
397,DASH-USD,Dash,23.53,1.81739506707053
398,DASH-USDC,Dash,23.53,1.81739506707053
399,L3-USDC,Layer3,0.05117,5.20148026315789
400,L3-USD,Layer3,0.05117,5.20148026315789
401,ELA-USD,Elastos,1.414,-3.01783264746228
402,ELA-USDC,Elastos,1.414,-3.01783264746228
403,HIGH-USD,Highstreet,0.638,3.23624595469256
404,HIGH-USDC,Highstreet,0.638,3.23624595469256
405,KARRAT-USD,Karrat,0.0631,4.64344941956882
406,KARRAT-USDC,Karrat,0.0631,4.64344941956882
407,SEAM-USDC,Seamless,0.4793,1.39623439813835
408,SEAM-USD,Seamless,0.4793,1.39623439813835
409,XLM-EUR,Stellar Lumens,0.249925,-0.0116021347928
410,EGLD-USDC,MultiversX,17.86,2.05714285714286
411,EGLD-USD,MultiversX,17.86,2.05714285714286
412,CORECHAIN-USDC,Core,0.809,-0.97919216646267
413,CORECHAIN-USD,Core,0.809,-0.97919216646267
414,MATIC-EUR,Polygon,0.202,-0.78585461689587
415,AXS-USDC,Axie Infinity,2.793,1.67455405897343
416,AXS-USD,Axie Infinity,2.793,1.67455405897343
417,REZ-USD,Renzo,0.01327,-1.8491124260355
418,REZ-USDC,Renzo,0.01327,-1.8491124260355
419,DRIFT-USD,Drift Protocol,0.623,0.32206119162641
420,DRIFT-USDC,Drift Protocol,0.623,0.32206119162641
421,MNDE-USDC,Marinade,0.13164,2.212904728628
422,MNDE-USD,Marinade,0.13164,2.212904728628
423,NMR-USD,Numeraire,8.58,0.0
424,NMR-USDC,Numeraire,8.58,0.0
425,GRT-EUR,The Graph,0.0949,1.93340494092374
426,PERP-USDC,Perpetual Protocol,0.2702,1.73192771084337
427,PERP-USD,Perpetual Protocol,0.2702,1.73192771084337
428,NEON-USD,Neon EVM,0.13235,-1.27554826197225
429,NEON-USDC,Neon EVM,0.13235,-1.27554826197225
430,FAI-USDC,Freysa,0.01966,1.8125323666494
431,FAI-USD,Freysa,0.01966,1.8125323666494
432,LCX-USDC,LCX,0.1326,-0.89686098654709
433,LCX-USD,LCX,0.1326,-0.89686098654709
434,LPT-USD,Livepeer,5.42,2.45746691871456
435,LPT-USDC,Livepeer,5.42,2.45746691871456
436,GLM-USDC,Golem,0.26,0.23130300693909
437,GLM-USD,Golem,0.26,0.23130300693909
438,LINK-USDT,Chainlink,15.49,2.04216073781291
439,CGLD-USD,Celo,0.369,1.65289256198347
440,CGLD-USDC,Celo,0.369,1.65289256198347
441,ASM-USD,Assemble AI,0.02296,0.52539404553415
442,ASM-USDC,Assemble AI,0.02296,0.52539404553415
443,OXT-USD,Orchid,0.0623,2.97520661157025
444,OXT-USDC,Orchid,0.0623,2.97520661157025
445,PIRATE-USD,Pirate Nation Token,0.0618,2.14876033057851
446,PIRATE-USDC,Pirate Nation Token,0.0618,2.14876033057851
447,AVAX-USDT,Avalanche,23.02,2.08425720620843
448,ZEN-USD,Horizen,9.41,2.27149222910553
449,ZEN-USDC,Horizen,9.41,2.27149222910553
450,NEAR-USDT,NEAR Protocol,2.747,1.77843645794739
451,VARA-USD,Vara,0.00669,1.67173252279635
452,VARA-USDC,Vara,0.00669,1.67173252279635
453,PLU-USD,Pluton,0.77,1.31578947368421
454,PLU-USDC,Pluton,0.77,1.31578947368421
455,BLZ-USDC,Bluzelle,0.0416,0.0
456,BLZ-USD,Bluzelle,0.0416,0.0
457,ABT-USDC,Arcblock,0.9641,0.05188875051889
458,ABT-USD,Arcblock,0.9641,0.05188875051889
459,ZETA-USD,Zetachain,0.2496,0.60459492140266
460,ZETA-USDC,Zetachain,0.2496,0.60459492140266
461,ICP-USDT,Internet Computer,5.247,2.20101285547332
462,SHDW-USD,Shadow Token,0.118,-2.47933884297521
463,SHDW-USDC,Shadow Token,0.118,-2.47933884297521
464,BADGER-USD,Badger DAO,1.22,4.27350427350427
465,BADGER-USDC,Badger DAO,1.22,4.27350427350427
466,QI-USDC,BENQI,0.008123,-0.24560972614516
467,QI-USD,BENQI,0.008123,-0.24560972614516
468,LOKA-USD,League of Kingdoms Arena,0.0693,-0.28776978417266
469,LOKA-USDC,League of Kingdoms Arena,0.0693,-0.28776978417266
470,AGLD-USDC,Adventure Gold,0.8764,0.37796357805521
471,AGLD-USD,Adventure Gold,0.8764,0.37796357805521
472,AUDIO-USDC,Audius,0.0745,-0.53404539385848
473,AUDIO-USD,Audius,0.0745,-0.53404539385848
474,ATOM-EUR,Cosmos,4.182,0.26372572524574
475,ZK-USDC,ZKsync,0.06091,-0.47385620915033
476,ZK-USD,ZKsync,0.06091,-0.47385620915033
477,ME-USDC,Magic Eden,0.943,0.0
478,ME-USD,Magic Eden,0.943,0.0
479,ALICE-USD,MyNeighborAlice,0.461,2.21729490022173
480,ALICE-USDC,MyNeighborAlice,0.461,2.21729490022173
481,ERN-USDC,Ethernity Chain,1.645,-0.012156576708
482,ERN-USD,Ethernity Chain,1.645,-0.012156576708
483,GHST-USDC,Aavegotchi,0.456,0.66225165562914
484,GHST-USD,Aavegotchi,0.456,0.66225165562914
485,REQ-USD,Request,0.1419,-1.25260960334029
486,REQ-USDC,Request,0.1419,-1.25260960334029
487,AST-USDC,AirSwap,0.0447,2.99539170506912
488,AST-USD,AirSwap,0.0447,2.99539170506912
489,LTC-GBP,Litecoin,69.94,-0.01429592566119
490,POLS-USDC,Polkastarter,0.2278,0.70733863837312
491,POLS-USD,Polkastarter,0.2278,0.70733863837312
492,APE-USDT,ApeCoin,0.655,3.31230283911672
493,IOTX-USDC,IoTeX,0.02652,-0.22573363431151
494,IOTX-USD,IoTeX,0.02652,-0.22573363431151
495,BAT-USDC,Basic Attention Token,0.13984,-1.1032531824611
496,BAT-USD,Basic Attention Token,0.13984,-1.1032531824611
497,ALEO-USD,Aleo,0.19,0.52910052910053
498,ALEO-USDC,Aleo,0.19,0.52910052910053
499,CTSI-USDC,Cartesi,0.0723,0.55632823365786
500,CTSI-USD,Cartesi,0.0723,0.55632823365786
501,OMNI-USDC,Omni Network,2.68,3.07692307692308
502,OMNI-USD,Omni Network,2.68,3.07692307692308
503,ARPA-USDC,ARPA Chain,0.0244,0.82644628099174
504,ARPA-USD,ARPA Chain,0.0244,0.82644628099174
505,CELR-USDC,Celer Network,0.00934,-0.21367521367521
506,CELR-USD,Celer Network,0.00934,-0.21367521367521
507,BAND-USDC,Band Protocol,0.724,0.55555555555556
508,BAND-USD,Band Protocol,0.724,0.55555555555556
509,BLUR-USD,Blur,0.1014,0.29673590504451
510,BLUR-USDC,Blur,0.1014,0.29673590504451
511,RARI-USD,Rarible,1.19,4.3859649122807
512,RARI-USDC,Rarible,1.19,4.3859649122807
513,GNO-USDC,Gnosis,132.01,-0.07569449701007
514,GNO-USD,Gnosis,132.01,-0.07569449701007
515,SAND-USDT,The Sandbox,0.3038,1.13182423435419
516,PYR-USDC,Vulcan Forged PYR,1.142,-0.4359197907585
