start,low,high,open,close,volume,gartleypattern_signal,peak,trough,signal
2025-05-30 23:00:00,3.1721,3.2374,3.2047,3.1894,1763468.3,0,,,0
2025-05-31 00:00:00,3.1082,3.2039,3.1891,3.1399,2479696.2,0,,,0
2025-05-31 01:00:00,3.0826,3.1748,3.1399,3.1177,1239929.7,0,,,0
2025-05-31 02:00:00,3.0875,3.1599,3.1172,3.0937,1053285.3,0,,3.0937,0
2025-05-31 03:00:00,3.055,3.1176,3.0942,3.1076,1563909.8,0,,,0
2025-05-31 04:00:00,3.0772,3.1615,3.1079,3.1588,1104149.5,0,,,0
2025-05-31 05:00:00,3.1304,3.1695,3.1588,3.1304,384930.3,0,,,0
2025-05-31 06:00:00,3.1299,3.1878,3.1322,3.1748,311773.2,0,,,0
2025-05-31 07:00:00,3.158,3.19,3.1753,3.1789,276030.5,0,3.1789,,0
2025-05-31 08:00:00,3.1473,3.1871,3.1791,3.1714,164461.1,0,,,0
2025-05-31 09:00:00,3.1386,3.178,3.1714,3.1477,275247.2,0,,,0
2025-05-31 10:00:00,3.1182,3.1659,3.1457,3.1466,335189.1,0,,,0
2025-05-31 11:00:00,3.1224,3.1478,3.1471,3.1346,355188.4,0,,3.1346,0
2025-05-31 12:00:00,3.1296,3.1849,3.1336,3.1847,668260.4,0,,,0
2025-05-31 13:00:00,3.1698,3.217,3.1839,3.1845,677725.2,0,,,0
2025-05-31 14:00:00,3.1808,3.2619,3.1845,3.2599,1678334.2,0,,,0
2025-05-31 15:00:00,3.2442,3.3153,3.2593,3.2568,1660585.7,0,,,0
2025-05-31 16:00:00,3.242,3.3151,3.2562,3.2812,1549886,0,3.2812,,0
2025-05-31 17:00:00,3.2302,3.296,3.2822,3.2367,1126710.9,0,,3.2367,0
2025-05-31 18:00:00,3.233,3.2749,3.2354,3.2552,482657.6,0,,,0
2025-05-31 19:00:00,3.2542,3.2791,3.2549,3.2576,161846.9,0,,,0
2025-05-31 20:00:00,3.2469,3.2845,3.2571,3.276,279033,0,,,0
2025-05-31 21:00:00,3.2644,3.2936,3.2765,3.2805,401590.1,0,3.2805,,0
2025-05-31 22:00:00,3.2562,3.2863,3.281,3.259,167447.8,0,,,0
2025-05-31 23:00:00,3.245,3.2866,3.2585,3.2479,376125.2,0,,,0
2025-06-01 00:00:00,3.2195,3.2494,3.2477,3.246,387350.4,0,,,0
2025-06-01 01:00:00,3.2108,3.2664,3.2455,3.2234,303324.7,0,,3.2234,0
2025-06-01 02:00:00,3.1977,3.257,3.222,3.243,630099.5,0,,,0
2025-06-01 03:00:00,3.2211,3.2721,3.2417,3.2679,481140.3,0,,,0
2025-06-01 04:00:00,3.254,3.2925,3.268,3.2784,207648.7,0,3.2784,,0
2025-06-01 05:00:00,3.2644,3.2943,3.2789,3.2774,181776.5,0,,,0
2025-06-01 06:00:00,3.2512,3.2857,3.2766,3.2541,256893.9,0,,,0
2025-06-01 07:00:00,3.24,3.2619,3.2535,3.2535,171208.2,0,,,0
2025-06-01 08:00:00,3.2435,3.267,3.2537,3.267,177669.6,0,,,0
2025-06-01 09:00:00,3.1865,3.2761,3.2675,3.21,841256.2,0,,3.21,0
2025-06-01 10:00:00,3.2016,3.238,3.2103,3.2348,773534.5,0,,,0
2025-06-01 11:00:00,3.2262,3.2681,3.2346,3.258,274941.8,0,3.258,,0
2025-06-01 12:00:00,3.2254,3.268,3.2585,3.2439,674576.1,0,,,0
2025-06-01 13:00:00,3.242,3.2923,3.2435,3.2746,444083.5,0,,,0
2025-06-01 14:00:00,3.2754,3.3187,3.2754,3.2922,896264.6,0,,,0
2025-06-01 15:00:00,3.2767,3.3039,3.2927,3.2908,417422.3,0,,3.2908,0
2025-06-01 16:00:00,3.284,3.3433,3.2912,3.3048,1190928.6,0,3.3048,,0
2025-06-01 17:00:00,3.2915,3.314,3.305,3.2974,328992.8,0,,,0
2025-06-01 18:00:00,3.25,3.2992,3.2973,3.2787,402292.9,0,,,0
2025-06-01 19:00:00,3.2675,3.2915,3.2795,3.2914,462294.6,0,,,0
2025-06-01 20:00:00,3.272,3.3022,3.2917,3.2762,697222.7,0,,3.2762,0
2025-06-01 21:00:00,3.2738,3.315,3.2767,3.3065,457581.5,0,,,0
