start,low,high,open,close,volume,adx_signal,ADX,+DI,-DI,signal
2025-05-30 19:15:00,2578.41,2582.69,2579.11,2581.34,823.64686163,0,24.597329562605605,21.858260362214878,22.55961588481797,0
2025-05-30 19:30:00,2573.64,2582.22,2581.3,2577.45,1053.68484461,0,23.327139508578057,20.919192990990844,23.978845623024732,0
2025-05-30 19:45:00,2572.69,2581.02,2577.29,2574.7,1404.77101958,0,22.2227647359335,20.019931214288892,23.438309819655988,0
2025-05-30 20:00:00,2566.1,2576.54,2574.26,2569.72,822.23692049,0,21.7087760327394,18.922063810574112,25.614545794253512,0
2025-05-30 20:15:00,2569.5,2578.89,2569.72,2573.28,832.03474869,0,20.993367394225704,19.229967341588956,24.322592113299116,0
2025-05-30 20:30:00,2569.73,2585.69,2573.17,2584.18,1061.70031384,0,19.668184051999,21.205760068792213,22.26683954226113,0
2025-05-30 20:45:00,2575.25,2590.15,2583.86,2578.59,947.32322979,0,18.493436736888135,21.889278043733896,20.522876483161138,0
2025-05-30 21:00:00,2575.82,2583.54,2578.32,2581.89,340.66476586,0,17.40259994428519,20.97274183266292,19.663553511678355,0
2025-05-30 21:15:00,2581.2,2588.31,2581.94,2582.31,281.92408965,0,16.83322698366491,22.811539846306783,18.879500072785,0
2025-05-30 21:30:00,2568.94,2585.4,2582.29,2569.44,340.34792947,0,16.136043079672366,20.74889893093958,23.907274844995975,0
2025-05-30 21:45:00,2563.63,2575.06,2569.87,2569.9,387.47893869,0,15.924900925635399,19.434737299089814,25.335474969959233,0
2025-05-30 22:00:00,2560.85,2574.13,2569.87,2566.41,598.23368151,0,15.950423885184174,18.007659876178757,25.012258673183506,0
2025-05-30 22:15:00,2546.93,2566.74,2566.74,2549.38,957.21057936,0,16.940158417085545,16.107586326709818,29.787358088706906,0
2025-05-30 22:30:00,2524.47,2555.12,2549.39,2526.2,1354.18800023,0,18.958140061904277,13.69913928576955,36.29033178449357,0
2025-05-30 22:45:00,2526.06,2545.35,2526.06,2526.79,1186.88889372,0,20.831980160664525,12.438578435925761,32.95098538315471,0
2025-05-30 23:00:00,2513.85,2537.79,2527.56,2528.68,1637.13745899,0,23.047292084002432,11.076367138649424,34.927898243884194,0
2025-05-30 23:15:00,2507.8,2535.34,2528.71,2520.16,1763.37454001,-1,25.313648430565575,9.75311783767353,33.37963656426568,-1
2025-05-30 23:30:00,2508.92,2528.11,2520.16,2519.91,1110.23278098,-1,27.418122180945637,8.950705969182128,30.633415613090808,-1
2025-05-30 23:45:00,2520.02,2535.17,2520.02,2531.94,641.95103498,-1,28.531157921486972,11.406667387362432,28.617164090702683,-1
2025-05-31 00:00:00,2524.85,2541.78,2531.92,2528.13,692.1178836,-1,28.8369571377638,13.421517141308556,26.53081496707193,-1
2025-05-31 00:15:00,2504.4,2530.78,2528.05,2516.68,1228.37164634,-1,30.041572043436776,11.958529415141571,32.08888961310892,-1
2025-05-31 00:30:00,2516.78,2535.75,2516.78,2533.0,802.00667268,-1,30.662583351282247,13.06171465615112,29.578848045306028,-1
2025-05-31 00:45:00,2517.94,2536.39,2532.93,2521.14,363.11327759,-1,31.17396760366575,12.338813117749552,27.34984123735461,-1
2025-05-31 01:00:00,2510.33,2526.37,2520.83,2521.62,863.94195814,-1,31.994270262338517,11.525631512480713,28.674126717351132,-1
2025-05-31 01:15:00,2505.0,2528.93,2521.87,2509.93,912.0558523,-1,32.9829568880505,10.422082367260046,28.06126398380163,-1
2025-05-31 01:30:00,2476.84,2515.59,2510.22,2498.95,3779.10289125,-1,34.828464313284805,8.930884974666913,34.444045426544065,-1
2025-05-31 01:45:00,2485.37,2499.54,2498.86,2493.84,1100.57834018,-1,36.5421497795738,8.454506921444455,32.606782114795394,-1
2025-05-31 02:00:00,2486.55,2514.15,2493.8,2511.75,1620.33261799,-1,36.703385104826715,12.930483732104175,29.325615387272457,-1
2025-05-31 02:15:00,2504.21,2517.99,2511.84,2506.29,609.17967805,-1,36.51154013529241,13.697129779995407,27.82036745823601,-1
2025-05-31 02:30:00,2493.47,2506.02,2506.02,2499.63,783.42452189,-1,36.776487903950915,13.027190915523892,30.557175734642005,-1
2025-05-31 02:45:00,2486.56,2503.57,2499.69,2491.1,1067.57173244,-1,37.28364563781334,12.176212045672775,31.21471905238269,-1
2025-05-31 03:00:00,2485.95,2498.33,2491.43,2496.62,691.83887474,-1,37.77775052391498,11.583155764883923,29.934360458860176,-1
2025-05-31 03:15:00,2487.79,2506.4,2496.77,2505.3,942.15164235,-1,37.45284248720988,13.905871542774198,27.74658074588951,-1
2025-05-31 03:30:00,2501.05,2513.96,2505.3,2513.06,718.77406213,-1,36.47271413548133,16.21774730552265,26.310034608469824,-1
2025-05-31 03:45:00,2510.88,2518.82,2513.12,2514.64,351.65632385,-1,35.14691387698751,17.7094241614891,25.437731482210225,-1
2025-05-31 04:00:00,2505.54,2514.64,2514.63,2510.26,275.75580575,-1,34.2249369466834,17.01321771162842,26.744628850158335,-1
2025-05-31 04:15:00,2505.24,2527.84,2510.44,2520.22,688.22159362,-1,32.294228792074826,20.95145907774031,24.200125903659917,-1
2025-05-31 04:30:00,2518.83,2524.65,2520.45,2519.08,400.5888648,-1,30.50142836279544,20.412855332065188,23.578007968619826,-1
2025-05-31 04:45:00,2519.08,2525.72,2519.08,2523.36,232.38055025,-1,28.74910838655592,20.28124611405232,22.85609167527698,-1
2025-05-31 05:00:00,2518.81,2527.96,2523.45,2519.3,577.74354582,-1,26.931677838401075,20.463774355857478,21.86269844462026,-1
2025-05-31 05:15:00,2514.58,2522.67,2519.31,2519.4,511.62765251,-1,25.579981884373975,19.65055778392246,23.07173065101235,-1
2025-05-31 05:30:00,2517.05,2523.37,2519.07,2522.71,198.7010365,0,24.258540802567495,19.373158238606898,22.32533066618419,0
2025-05-31 05:45:00,2512.61,2522.71,2522.7,2513.35,350.22086521,0,23.39947477233248,18.351396699056743,23.466387660193657,0
2025-05-31 06:00:00,2512.85,2520.9,2513.29,2519.15,258.05737669,0,22.601770601399966,17.55661282433032,22.450077740232107,0
2025-05-31 06:15:00,2517.71,2523.27,2519.14,2520.9,208.89949331,0,21.59502457526113,18.338989296126424,21.749443015561816,0
2025-05-31 06:30:00,2517.43,2527.47,2520.69,2526.56,498.53006475,0,20.19857748639937,19.683239071700832,20.50499413145943,0
2025-05-31 06:45:00,2521.45,2526.58,2526.55,2522.54,158.89422267,0,18.901876618170586,19.082437436603616,19.87910964380152,0
2025-05-31 07:00:00,2518.05,2524.29,2522.52,2518.07,164.55539961,0,18.068319560029895,18.348779486782576,21.209677903380864,0
2025-05-31 07:15:00,2515.62,2522.0,2518.05,2520.5,140.5029854,0,17.55380762665004,17.60356517710406,21.89516213190875,0
2025-05-31 07:30:00,2520.09,2524.95,2520.25,2521.91,458.03861372,0,16.69033889423727,18.993126222203923,21.18918830776566,0
2025-05-31 07:45:00,2519.9,2527.03,2521.73,2522.35,152.11884246,0,15.619872036480519,19.486551078554857,20.16208569603839,0
2025-05-31 08:00:00,2520.92,2527.0,2522.21,2521.56,265.88251025,0,14.625867097134963,18.6560907489194,19.302836038889097,0
2025-05-31 08:15:00,2518.11,2525.41,2521.54,2522.03,233.19964831,0,14.074441777211897,17.6817452045679,20.305082319834014,0
2025-05-31 08:30:00,2516.93,2527.02,2521.89,2519.45,284.57705663,0,13.32093266155016,17.557291111580536,18.840424949034976,0
2025-05-31 08:45:00,2519.08,2531.2,2519.33,2525.49,704.05795541,0,12.718319971127995,19.00230101829921,17.232466348271632,0
2025-05-31 09:00:00,2524.14,2530.55,2525.41,2526.95,138.44632803,0,12.158751044307412,18.121421477080133,16.433630089635347,0
2025-05-31 09:15:00,2518.38,2528.57,2526.88,2520.49,255.11339083,0,11.80222270951324,16.78901599575361,19.381483895743894,0
2025-05-31 09:30:00,2519.07,2523.82,2520.5,2521.56,162.13148885,0,11.471160684347224,16.19138613612382,18.69157130628898,0
2025-05-31 09:45:00,2519.87,2525.2,2521.23,2524.02,134.55441519,0,10.926909124070617,16.591420357444285,17.920702693548765,0
2025-05-31 10:00:00,2520.98,2538.97,2524.22,2533.37,528.50353608,0,11.72219325879586,24.406933261582473,15.584474075213473,0
2025-05-31 10:15:00,2522.41,2539.16,2533.37,2523.59,503.72095524,0,12.481236014823034,21.71651310370897,13.782837198899117,0
2025-05-31 10:30:00,2514.19,2525.1,2523.24,2516.8,356.46057898,0,11.902841489075412,20.087600454337036,18.400397229463888,0
2025-05-31 10:45:00,2509.43,2521.96,2516.94,2521.12,480.58494753,0,11.364980761665725,18.382236588524005,20.063383312855514,0
2025-05-31 11:00:00,2510.55,2523.54,2521.35,2513.26,482.5158881,0,10.648488377164009,17.843809947742354,18.326351506538238,0
2025-05-31 11:15:00,2512.38,2520.49,2513.07,2518.21,161.09265502,0,9.9831740201267,16.862252815292543,17.318250597275814,0
2025-05-31 11:30:00,2513.71,2521.32,2517.97,2520.96,112.5197553,0,9.300947035489747,16.54863246749741,16.40626853584599,0
2025-05-31 11:45:00,2518.76,2521.92,2520.38,2520.64,117.10598021,0,8.762653947042649,16.604739959132306,16.028808798074586,0
2025-05-31 12:00:00,2516.54,2532.88,2520.6,2531.88,712.04409568,0,9.72541134968578,22.336507276997285,14.208449341499394,0
2025-05-31 12:15:00,2526.2,2535.04,2531.82,2527.39,421.26171843,0,10.854707837786943,22.466702974969795,13.32666518982258,0
2025-05-31 12:30:00,2526.79,2533.03,2527.3,2528.49,406.01030775,0,11.903340291023737,21.454536940919006,12.726274564311868,0
2025-05-31 12:45:00,2528.94,2539.27,2528.94,2538.94,651.73094681,0,13.538206857438604,24.271880021850308,11.742089737431115,0
2025-05-31 13:00:00,2536.91,2549.0,2538.74,2539.19,1568.98555452,0,15.860620264585163,29.07345565836128,10.739017627537049,0
2025-05-31 13:15:00,2531.34,2542.81,2539.19,2536.69,1021.36273977,0,17.013397305276417,26.73965202433048,13.775126077826608,0
2025-05-31 13:30:00,2532.61,2541.04,2536.65,2532.86,674.85226614,0,18.083833128775435,25.14222784191337,12.952201400551727,0
2025-05-31 13:45:00,2527.74,2535.0,2533.0,2534.3,694.38662627,0,18.239694393903395,23.8223238073857,15.793769568526331,0
2025-05-31 14:00:00,2532.32,2545.48,2534.15,2543.23,792.41099844,0,19.357267484380458,29.010400283784115,14.325663921853208,0
2025-05-31 14:15:00,2537.69,2545.81,2543.23,2539.98,632.67384558,0,20.422211091192082,27.559176716737362,13.492286211924876,0
2025-05-31 14:30:00,2538.0,2543.87,2539.95,2542.23,287.26089151,0,21.411087297517163,26.365123488550296,12.907707504347284,0
2025-05-31 14:45:00,2539.67,2545.2,2542.12,2543.74,395.72030827,0,22.452409073345027,26.26766898348359,12.364212422191239,0
2025-05-31 15:00:00,2535.19,2545.69,2543.73,2539.92,762.92518329,0,22.575888296539638,24.185347913434995,14.76638366118204,0
2025-05-31 15:15:00,2538.76,2551.67,2539.31,2548.66,939.6857593,0,23.29152887781299,26.288085251253484,13.363656842175144,0
2025-05-31 15:30:00,2538.0,2549.73,2548.44,2538.47,722.96812126,0,23.814355241388135,24.052385109321975,12.778153005042117,0
2025-05-31 15:45:00,2533.67,2540.58,2538.59,2537.59,413.61487511,0,23.515447182710176,22.82110735653641,15.33182346379483,0
2025-05-31 16:00:00,2534.1,2541.58,2537.47,2539.53,418.44988233,0,23.355475954761584,22.288800523752023,14.468394788137513,0
2025-05-31 16:15:00,2539.41,2548.0,2539.5,2545.07,751.05003127,0,23.904470716827028,25.70393201896129,13.526313543622232,0
2025-05-31 16:30:00,2537.92,2549.26,2545.01,2541.77,1020.12635055,0,24.132773407009697,23.526108530655783,13.493525475525237,0
2025-05-31 16:45:00,2537.94,2543.07,2541.62,2542.18,334.80379187,0,24.344768762179317,22.593507759813225,12.958627311493526,0
2025-05-31 17:00:00,2536.52,2542.68,2542.0,2540.54,217.17675434,0,24.249572950799884,21.491799791538057,13.450799310827621,0
2025-05-31 17:15:00,2535.74,2542.87,2540.54,2536.73,307.10549637,0,23.99709557270324,20.260332456697224,13.306914324855661,0
2025-05-31 17:30:00,2534.08,2539.69,2536.46,2536.88,329.08881698,0,23.40876117251367,19.322198894594873,14.060886448541703,0
2025-05-31 17:45:00,2524.81,2537.19,2536.88,2529.06,796.35190413,0,22.24785078873972,17.406719424429276,20.08998986558192,0
2025-05-31 18:00:00,2526.99,2536.78,2528.66,2536.19,382.28158142,0,21.16986257523533,16.051575708888812,18.525948827877446,0
2025-05-31 18:15:00,2534.71,2543.75,2536.18,2538.95,325.22054162,0,20.2733622162711,20.438315701472018,17.194773363404963,0
2025-05-31 18:30:00,2537.65,2542.26,2538.91,2537.85,277.15077256,0,19.440897597232887,19.662410297142248,16.54200344959398,0
2025-05-31 18:45:00,2536.67,2542.42,2537.86,2541.24,458.18982946,0,18.486013932986392,18.708402380922877,16.56633469548459,0
2025-05-31 19:00:00,2538.75,2544.52,2541.28,2539.71,169.10856009,0,17.943663073080202,19.589575364697033,15.74098177558258,0
2025-05-31 19:15:00,2539.17,2543.44,2539.7,2542.93,164.91310311,0,17.44005156031017,18.841466653188114,15.139847479673426,0
2025-05-31 19:30:00,2538.77,2544.0,2542.94,2540.78,270.03488861,0,17.071858558903884,18.45138160494722,14.413781446928844,0
2025-05-31 19:45:00,2537.58,2542.67,2540.61,2538.8,364.44403517,0,16.45308836967029,17.568330400872263,14.842849665853294,0
2025-05-31 20:00:00,2532.96,2542.07,2538.79,2535.26,254.98522065,0,15.65390677736664,16.084607681905297,17.87228388489897,0
2025-05-31 20:15:00,2533.43,2542.07,2535.26,2541.12,169.16280921,0,14.911809584513247,14.807346957764262,16.45306579090961,0
2025-05-31 20:30:00,2539.63,2542.91,2540.88,2540.77,464.56130876,0,14.027923839211683,15.147018530486086,15.935714646273839,0
2025-05-31 20:45:00,2540.22,2543.87,2540.83,2543.03,276.13230478,0,13.07100631995613,15.552081010526406,15.357020296113749,0
2025-05-31 21:00:00,2542.17,2551.59,2543.2,2542.32,1144.92495474,0,13.680874414020412,21.63954902630025,13.949133752068288,0
2025-05-31 21:15:00,2540.49,2545.93,2542.26,2545.44,268.34212228,0,13.83767690768891,20.47230890728705,14.862513821013115,0
2025-05-31 21:30:00,2541.92,2547.87,2545.43,2545.2,331.7269003,0,14.31604986557034,21.197114448583065,13.974632065285311,0
2025-05-31 21:45:00,2541.17,2546.42,2545.17,2544.63,264.14125805,0,14.566217039088501,20.058471111768235,13.991342438687887,0
2025-05-31 22:00:00,2537.88,2546.17,2544.63,2542.48,374.4004949,0,13.98874109196183,18.379566086518757,16.142030254215957,0
2025-05-31 22:15:00,2537.54,2542.62,2542.37,2538.09,375.99840388,0,13.37192610212865,17.41749353363961,15.647419231016135,0
2025-05-31 22:30:00,2535.66,2540.62,2538.09,2539.82,241.47605616,0,12.481022221884567,16.508852975687354,16.808466224679474,0
2025-05-31 22:45:00,2531.62,2539.83,2539.83,2531.82,452.07054867,0,12.508577753321088,15.10425531088889,19.565090592387875,0
2025-05-31 23:00:00,2525.73,2539.69,2531.74,2539.47,885.51373552,0,13.526137534417103,13.068247913772346,22.615125652634372,0
2025-05-31 23:15:00,2535.16,2549.4,2539.6,2535.75,1020.07376094,0,12.64583949159473,20.17754893755186,19.69825574772408,0
2025-05-31 23:30:00,2530.08,2537.36,2535.76,2531.89,221.23830188,0,12.45569706616897,18.839725792027195,23.01881816406938,0
2025-05-31 23:45:00,2527.88,2532.78,2531.84,2529.31,220.47498707,0,12.594335346956141,17.975816194370175,24.022102401004634,0
2025-06-01 00:00:00,2519.47,2530.05,2529.31,2521.33,769.35057322,0,13.74984812397223,16.243786745932596,29.366579862970543,0
2025-06-01 00:15:00,2516.48,2524.18,2521.59,2518.93,671.18630393,0,15.130177081442733,15.103207211524525,30.03114882386338,0
2025-06-01 00:30:00,2517.19,2523.22,2518.93,2523.22,348.44216213,0,16.411911113379627,14.258835592692831,28.352204120752113,0
2025-06-01 00:45:00,2522.17,2527.48,2523.18,2527.16,504.41767008,0,16.73938402522615,17.58021229397974,26.924700495685826,0
2025-06-01 01:00:00,2519.35,2530.21,2527.08,2529.63,339.64489598,0,17.386400782055425,15.825274844269588,26.829083547288224,0
2025-06-01 01:15:00,2519.5,2531.51,2529.65,2524.37,533.82009069,0,17.724049316133357,15.293898043088483,23.978361377347365,0
2025-06-01 01:30:00,2517.72,2527.03,2524.36,2518.21,306.34970011,0,18.26788230969314,14.04780918771407,23.58245749278024,0
2025-06-01 01:45:00,2494.36,2522.29,2518.07,2509.11,1809.11956502,0,20.741339040165947,11.120540136214633,36.0967043552426,0
2025-06-01 02:00:00,2495.16,2508.71,2508.71,2498.68,817.20369469,0,23.038120289890696,9.999734128644118,32.458625395111795,0
