start,low,high,open,close,volume,adx_signal,ADX,+DI,-DI,signal
2025-05-29 22:15:00,2659.56,2668.44,2663.86,2659.71,640.44977647,0,0.0,0.0,0.0,0
2025-05-29 22:30:00,2656.77,2661.04,2659.74,2656.83,405.28086341,0,0.0,0.0,0.0,0
2025-05-29 22:45:00,2644.53,2659.37,2657.05,2645.13,1431.37477506,0,0.0,0.0,0.0,0
2025-05-29 23:00:00,2643.7,2649.45,2645.0,2644.46,560.3134619,0,0.0,0.0,0.0,0
2025-05-29 23:15:00,2627.88,2645.41,2644.46,2635.24,1447.01968967,0,0.0,0.0,0.0,0
2025-05-29 23:30:00,2628.34,2639.12,2635.07,2632.84,707.02420161,0,0.0,0.0,0.0,0
2025-05-29 23:45:00,2618.88,2634.99,2632.61,2631.68,1216.13513049,0,0.0,0.0,0.0,0
2025-05-30 00:00:00,2630.73,2642.18,2631.41,2642.04,698.50717799,0,0.0,0.0,0.0,0
2025-05-30 00:15:00,2634.71,2645.44,2642.17,2637.36,711.07477116,0,0.0,0.0,0.0,0
2025-05-30 00:30:00,2621.34,2637.95,2637.2,2630.27,966.539168,0,0.0,0.0,0.0,0
2025-05-30 00:45:00,2558.57,2631.48,2630.27,2573.72,8265.13702745,0,0.0,0.0,0.0,0
2025-05-30 01:00:00,2569.27,2597.65,2573.72,2595.92,3314.60751469,0,0.0,0.0,0.0,0
2025-05-30 01:15:00,2588.93,2609.96,2595.6,2606.27,1603.32198832,0,0.0,0.0,0.0,0
2025-05-30 01:30:00,2596.37,2609.31,2606.45,2606.04,1087.35828203,0,0.0,0.0,0.0,0
2025-05-30 01:45:00,2595.56,2608.57,2606.11,2598.56,862.43247357,0,0.0,0.0,0.0,0
2025-05-30 02:00:00,2597.83,2618.03,2598.55,2615.1,1741.2759988,0,0.0,11.847688384109539,42.464082407156454,0
2025-05-30 02:15:00,2612.65,2623.5,2615.1,2620.02,933.97803806,0,0.0,13.517258001411166,40.62581044147869,0
2025-05-30 02:30:00,2619.28,2634.8,2619.97,2631.67,2510.01774641,0,0.0,17.22401686916928,38.086006902534464,0
2025-05-30 02:45:00,2626.06,2633.45,2631.68,2630.61,3435.31373836,0,0.0,16.689001993271717,36.902973907898534,0
2025-05-30 03:00:00,2626.49,2641.34,2630.61,2638.02,739.51699599,0,0.0,18.984358219650023,34.57860236597,0
2025-05-30 03:15:00,2633.35,2643.43,2637.62,2639.37,456.87307517,0,0.0,19.0613765494969,33.05658056701155,0
2025-05-30 03:30:00,2633.08,2641.42,2639.42,2635.65,449.02262859,0,0.0,18.34200948105822,31.931219593914495,0
2025-05-30 03:45:00,2629.46,2637.58,2635.59,2631.97,645.0943545,0,0.0,17.643835045391977,32.41273441073804,0
2025-05-30 04:00:00,2622.61,2632.44,2631.96,2627.78,807.17008289,0,0.0,16.80965828596358,34.174899857861504,0
2025-05-30 04:15:00,2623.0,2630.37,2627.76,2624.2,457.47518118,0,0.0,16.19156698488354,32.918288452794215,0
2025-05-30 04:30:00,2621.05,2633.83,2624.2,2633.22,1913.23581119,0,0.0,16.890777484045838,30.803158541446717,0
2025-05-30 04:45:00,2633.28,2639.19,2633.28,2635.72,531.57315869,0,0.0,19.173160561169155,29.838647733790243,0
2025-05-30 05:00:00,2633.11,2640.65,2635.75,2633.55,393.36518096,-1,35.77552725493732,19.180931441525324,28.61977123518923,-1
2025-05-30 05:15:00,2630.76,2639.99,2633.44,2637.31,398.38956303,-1,34.79041708355665,18.20079622892388,28.4583318878809,-1
2025-05-30 05:30:00,2636.7,2649.91,2637.3,2646.49,1274.19211208,-1,32.89546315818821,22.354568581580814,26.38061213932189,-1
2025-05-30 05:45:00,2636.83,2646.49,2646.44,2644.58,381.06809928,-1,31.1358630846318,21.13915484617568,24.946303164603137,-1
2025-05-30 06:00:00,2637.34,2645.62,2644.57,2638.44,327.97012785,-1,29.501948730615137,20.128933577636168,23.754141689288726,-1
2025-05-30 06:15:00,2626.28,2638.43,2638.43,2628.5,376.34784698,-1,28.87223268939079,18.71446221023517,28.476309441565995,-1
2025-05-30 06:30:00,2613.11,2631.42,2628.49,2617.36,1008.30311449,-1,29.125846089122746,16.80009762279734,32.92111801185544,-1
2025-05-30 06:45:00,2608.0,2623.39,2617.85,2621.1,1270.1660817,-1,29.642429760834215,15.376342488714625,32.94503872232324,-1
2025-05-30 07:00:00,2615.99,2629.77,2621.35,2623.03,553.20572855,-1,29.41487800040097,17.71238762191184,30.456211975245505,-1
2025-05-30 07:15:00,2623.03,2643.98,2623.03,2633.03,1829.89258675,-1,27.86373825251433,23.228755472529535,27.10382104243808,-1
2025-05-30 07:30:00,2621.04,2632.73,2632.72,2627.96,1809.34944713,-1,26.567656750609242,21.75298928409251,26.43631353059373,-1
2025-05-30 07:45:00,2616.25,2630.92,2627.88,2619.7,2310.89425912,-1,25.710292675153095,20.07266799717468,26.91642206974324,-1
2025-05-30 08:00:00,2608.81,2625.36,2619.71,2618.91,1318.69368219,-1,25.416943165585856,18.350506023328293,28.464039290979958,-1
2025-05-30 08:15:00,2611.01,2623.96,2618.9,2623.49,490.32506183,-1,25.144547192416287,17.113254607174934,26.544900228687098,-1
2025-05-30 08:30:00,2612.45,2627.98,2623.0,2621.39,885.0911351,0,24.465184667334572,17.815908633164298,24.41863395615582,0
2025-05-30 08:45:00,2618.23,2626.59,2621.41,2618.42,500.48622771,0,23.834348036901552,17.025318650708606,23.335044688356547,0
2025-05-30 09:00:00,2611.17,2625.01,2618.27,2615.12,481.4171477,0,23.796372933400963,15.777115082472875,25.36413599307002,0
2025-05-30 09:15:00,2613.63,2622.5,2615.04,2615.74,398.41332307,0,23.761110337293275,15.01722284307125,24.1424924923724,0
2025-05-30 09:30:00,2589.48,2616.24,2615.71,2602.98,1533.65427089,-1,25.180393783920657,12.985233799403387,33.08708220243311,-1
2025-05-30 09:45:00,2598.76,2618.99,2603.04,2615.81,937.19035093,-1,26.17533738506032,13.045608836622044,29.8038706755327,-1
2025-05-30 10:00:00,2605.19,2619.3,2615.81,2605.8,898.34884005,-1,27.061385194252864,12.293104448784078,27.73654645493006,-1
2025-05-30 10:15:00,2603.77,2618.38,2605.74,2617.75,713.29612775,-1,27.96501646730076,11.410533253610385,26.44302122995746,-1
2025-05-30 10:30:00,2611.16,2618.4,2617.88,2615.43,418.1481572,-1,28.801313120118014,10.99967227240072,25.467260270536514,-1
2025-05-30 10:45:00,2613.62,2624.08,2615.28,2622.97,457.84560352,-1,28.79212184848031,13.350808550190301,24.084497267039456,-1
2025-05-30 11:00:00,2618.84,2628.99,2622.96,2620.67,889.05292266,-1,28.155748761263883,15.231325089748928,22.791331318955347,-1
2025-05-30 11:15:00,2615.72,2626.8,2620.67,2618.85,756.75463027,-1,27.820396969731487,14.326988723944675,23.11001912680606,-1
2025-05-30 11:30:00,2616.06,2624.57,2618.58,2616.63,371.12035201,-1,27.508998877594262,13.656331154984686,22.028221022205106,-1
2025-05-30 11:45:00,2616.58,2625.19,2616.89,2622.63,719.15584357,-1,27.130004163970444,13.343058049538179,20.95921723219248,-1
2025-05-30 12:00:00,2589.85,2627.19,2622.75,2590.04,2202.32511158,-1,28.562472429058317,10.877641038930362,30.313499329216608,-1
2025-05-30 12:15:00,2579.11,2602.91,2589.84,2595.95,1585.12703231,-1,30.35285225509702,9.65331066842441,31.980722590254256,-1
2025-05-30 12:30:00,2591.54,2618.64,2595.68,2617.13,1631.26072642,-1,30.24456990998176,15.522194078699181,28.10208297766455,-1
2025-05-30 12:45:00,2610.66,2623.23,2616.98,2610.83,1033.42092382,-1,29.69988141164847,16.721358631219136,26.496856968281712,-1
2025-05-30 13:00:00,2602.24,2619.06,2610.91,2605.94,961.82880682,-1,29.675213890968944,15.449638908198901,28.288877509242845,-1
2025-05-30 13:15:00,2589.67,2609.23,2605.99,2593.95,1750.71461795,-1,30.271782288279674,14.106088424707647,31.417373245538,-1
2025-05-30 13:30:00,2583.93,2600.88,2594.08,2594.67,2010.23851862,-1,31.0777636196735,13.047226361468859,31.601050322969787,-1
2025-05-30 13:45:00,2572.76,2597.98,2595.21,2576.98,2777.76144709,-1,32.27117407128896,11.646399291698414,32.963437092133866,-1
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2585.19,2197.33943282,-1,33.379340919217604,10.954815303858625,31.006009332179442,-1
2025-05-30 14:15:00,2578.73,2589.57,2585.05,2588.68,2049.53872952,-1,34.4083529922942,10.429757071371103,29.519908471062102,-1
2025-05-30 14:30:00,2586.38,2605.62,2588.45,2595.37,1402.29386709,-1,33.668739629783936,16.555492831857794,27.042436760799717,-1
2025-05-30 14:45:00,2588.48,2601.63,2595.59,2596.59,1136.17823282,-1,32.98195579316726,15.592308342160033,25.46913079424384,-1
2025-05-30 15:00:00,2595.7,2608.56,2595.82,2607.87,784.7034286,-1,31.684723771279206,17.80331708032365,23.998666840946974,-1
2025-05-30 15:15:00,2599.03,2617.8,2607.97,2614.22,1380.15791215,-1,29.688280424161125,20.417805700773275,22.001979762785382,-1
2025-05-30 15:30:00,2598.02,2615.44,2614.05,2604.32,1808.24299624,-1,27.91171366649811,18.850298035945283,20.75796915598187,-1
2025-05-30 15:45:00,2598.17,2606.86,2604.32,2599.03,1155.09122808,-1,26.26204453438245,18.103638221896755,19.935746538574147,-1
2025-05-30 16:00:00,2592.49,2605.34,2599.04,2597.46,1089.71331404,-1,25.194509107155316,17.029466689112734,21.37559403256873,-1
2025-05-30 16:15:00,2570.23,2597.6,2597.58,2573.64,3410.52879591,-1,25.620488135437647,14.98938340268795,28.557957829771418,-1
2025-05-30 16:30:00,2534.05,2574.72,2573.47,2553.35,10142.30118337,-1,27.399821260636024,12.57811073813242,38.2745418633981,-1
2025-05-30 16:45:00,2539.8,2553.94,2553.36,2541.23,2885.62147338,-1,29.052059162605946,11.863553119360978,36.10017990532089,-1
2025-05-30 17:00:00,2539.95,2560.59,2541.22,2552.43,1644.21444237,-1,29.97777653902179,13.532330947756604,33.14061811713276,-1
2025-05-30 17:15:00,2545.7,2558.79,2552.44,2547.86,965.33989742,-1,30.837371245693642,12.81479393356503,31.383373170638684,-1
2025-05-30 17:30:00,2542.11,2555.04,2547.85,2547.71,1198.44199602,-1,31.777306936068012,12.130572673512201,31.19017111111736,-1
2025-05-30 17:45:00,2539.81,2551.24,2547.72,2549.75,1068.6605728,-1,32.742373339619455,11.543804834358838,30.65481613482104,-1
2025-05-30 18:00:00,2548.11,2561.28,2549.75,2556.44,1617.90216097,-1,32.62330521946354,15.206763105860336,28.91904231879637,-1
2025-05-30 18:15:00,2557.05,2577.38,2557.05,2574.29,3069.55680956,-1,31.159646573996117,20.65834585710533,26.363017208136764,-1
2025-05-30 18:30:00,2567.61,2576.49,2574.29,2570.93,1311.88852844,-1,29.800534974633507,19.85683003553121,25.340167869525036,-1
2025-05-30 18:45:00,2570.58,2579.76,2570.91,2578.72,1185.48182023,-1,28.274815154012668,20.509561172049395,24.290927360099666,-1
2025-05-30 19:00:00,2574.8,2585.99,2578.71,2578.82,1040.2622791,-1,26.36797077328308,22.322417298348476,23.038666002070162,-1
