start,low,high,open,close,volume,gartleypattern_signal,peak,trough,signal
2025-05-06 03:00:00,1799.0,1804.18,1803.29,1799.27,541.44504555,0,,,0
2025-05-06 03:15:00,1797.33,1803.73,1799.27,1803.28,607.5293532,0,,,0
2025-05-06 03:30:00,1802.77,1806.99,1803.56,1806.49,373.88073418,0,,,0
2025-05-06 03:45:00,1804.58,1807.26,1806.5,1806.26,359.95742407,0,,,0
2025-05-06 04:00:00,1803.24,1806.97,1806.28,1804.54,430.31166921,0,,1804.54,0
2025-05-06 04:15:00,1804.19,1808.57,1804.53,1807.14,237.29587194,0,1807.14,,0
2025-05-06 04:30:00,1804.68,1808.29,1807.14,1805.54,275.56687821,0,,,0
2025-05-06 04:45:00,1805.5,1807.77,1805.5,1806.69,235.6846436,0,,,0
2025-05-06 05:00:00,1803.99,1807.95,1806.79,1804.52,188.89692205,0,,,0
2025-05-06 05:15:00,1800.76,1805.38,1804.46,1801.6,193.98822006,0,,,0
2025-05-06 05:30:00,1799.78,1803.15,1801.51,1801.3,179.73686075,0,,,0
2025-05-06 05:45:00,1797.84,1802.7,1801.3,1798.7,390.23928211,0,,1798.7,0
2025-05-06 06:00:00,1798.24,1804.05,1798.71,1803.17,141.7058988,0,,,0
2025-05-06 06:15:00,1801.42,1805.26,1803.17,1803.16,165.14631961,0,,,0
2025-05-06 06:30:00,1801.73,1805.38,1803.16,1805.37,199.52110045,0,,,0
2025-05-06 06:45:00,1803.21,1806.25,1805.38,1806.18,154.05885154,0,1806.18,,0
2025-05-06 07:00:00,1804.9,1808.9,1806.2,1805.46,265.75410894,0,,,0
2025-05-06 07:15:00,1803.03,1805.22,1805.21,1803.69,225.24852704,0,,,0
2025-05-06 07:30:00,1801.3,1806.57,1803.78,1805.06,135.54823627,0,,,0
2025-05-06 07:45:00,1804.23,1807.18,1805.24,1805.55,149.26266192,0,,,0
2025-05-06 08:00:00,1799.64,1805.9,1805.56,1800.04,178.18491836,0,,,0
2025-05-06 08:15:00,1788.43,1800.41,1800.28,1794.21,1234.24144263,0,,1794.21,0
2025-05-06 08:30:00,1794.21,1799.22,1794.21,1798.86,215.42015334,0,,,0
2025-05-06 08:45:00,1797.24,1801.6,1798.91,1801.44,288.94378947,0,1801.44,,0
2025-05-06 09:00:00,1796.86,1801.4,1801.37,1797.43,214.94249974,0,,,0
2025-05-06 09:15:00,1794.86,1798.16,1797.42,1797.45,233.49677748,0,,,0
2025-05-06 09:30:00,1792.97,1799.03,1797.45,1793.16,278.50804714,0,,1793.16,0
2025-05-06 09:45:00,1791.69,1797.82,1793.25,1797.64,488.59994769,0,,,0
2025-05-06 10:00:00,1792.95,1797.62,1797.62,1793.53,310.12216838,0,,,0
2025-05-06 10:15:00,1792.45,1797.78,1793.56,1793.62,264.53654188,0,1793.62,,0
2025-05-06 10:30:00,1790.85,1797.56,1793.43,1791.52,401.10336052,0,,,0
2025-05-06 10:45:00,1782.06,1792.17,1791.45,1784.63,2049.93507204,0,,,0
2025-05-06 11:00:00,1783.51,1790.33,1784.68,1788.02,592.05585886,0,,,0
2025-05-06 11:15:00,1781.85,1789.58,1788.02,1782.38,661.11503956,0,,,0
2025-05-06 11:30:00,1769.29,1783.54,1782.39,1774.83,2134.47486762,0,,,0
2025-05-06 11:45:00,1757.23,1775.88,1774.9,1769.62,2727.72606775,0,,1769.62,0
2025-05-06 12:00:00,1766.54,1775.19,1769.71,1772.79,932.52447862,0,,,0
2025-05-06 12:15:00,1770.3,1774.22,1772.56,1772.18,454.78411703,0,,,0
2025-05-06 12:30:00,1770.5,1776.43,1772.31,1775.22,980.49957831,0,1775.22,,0
2025-05-06 12:45:00,1772.71,1776.52,1775.14,1775.02,323.62372988,0,,,0
2025-05-06 13:00:00,1764.17,1775.55,1775.02,1766.15,1455.9650528,0,,,0
2025-05-06 13:15:00,1759.7,1768.31,1766.18,1759.71,1232.48759964,0,,,0
2025-05-06 13:30:00,1757.43,1770.0,1759.79,1767.55,2153.44784031,0,,,0
2025-05-06 13:45:00,1751.45,1770.28,1767.55,1758.52,3460.75400201,0,,1758.52,0
2025-05-06 14:00:00,1758.62,1771.16,1758.62,1768.06,953.04669351,0,,,0
2025-05-06 14:15:00,1768.02,1779.81,1768.02,1773.89,1161.02225361,0,,,0
2025-05-06 14:30:00,1771.19,1777.31,1773.91,1771.19,1243.41280332,0,,,0
2025-05-06 14:45:00,1767.06,1774.35,1771.32,1768.48,1133.08556733,0,,,0
2025-05-06 15:00:00,1760.28,1770.38,1768.47,1769.21,996.77946631,0,,,0
2025-05-06 15:15:00,1766.19,1775.0,1768.99,1774.44,889.73706965,0,1774.44,,0
2025-05-06 15:30:00,1771.59,1778.78,1774.43,1772.5,1620.39688909,0,,,0
2025-05-06 15:45:00,1767.38,1774.02,1772.55,1769.88,651.99513864,0,,,0
2025-05-06 16:00:00,1762.11,1775.0,1769.87,1774.22,1924.31719268,0,,,0
2025-05-06 16:15:00,1765.11,1774.5,1774.18,1768.51,1175.1114519,0,,,0
2025-05-06 16:30:00,1765.92,1774.27,1768.42,1766.31,714.29708281,0,,,0
2025-05-06 16:45:00,1762.03,1767.51,1766.31,1762.46,1117.23691649,0,,1762.46,0
2025-05-06 17:00:00,1762.62,1770.31,1762.62,1769.59,919.12235731,0,,,0
2025-05-06 17:15:00,1769.09,1774.68,1769.63,1772.64,863.55138551,0,,,0
2025-05-06 17:30:00,1768.01,1776.57,1772.64,1768.52,1412.85558191,0,,,0
2025-05-06 17:45:00,1765.0,1768.66,1768.66,1767.81,1132.28332506,0,,,0
2025-05-06 18:00:00,1766.63,1772.9,1767.8,1771.22,884.40711489,0,,,0
2025-05-06 18:15:00,1771.0,1778.06,1771.09,1777.25,735.58173371,0,1777.25,,0
2025-05-06 18:30:00,1774.53,1778.05,1777.09,1775.4,716.10406496,0,,1775.4,0
2025-05-06 18:45:00,1775.22,1792.22,1775.4,1790.01,1620.92327898,0,,,0
2025-05-06 19:00:00,1782.98,1799.0,1789.66,1786.56,3573.42347621,0,,,0
2025-05-06 19:15:00,1784.8,1790.28,1786.54,1788.94,911.5851559,0,,,0
2025-05-06 19:30:00,1787.33,1792.55,1788.95,1791.32,843.9293255,0,1791.32,,0
2025-05-06 19:45:00,1784.04,1792.25,1791.28,1784.35,1209.1271856,0,,1784.35,0
2025-05-06 20:00:00,1782.29,1788.03,1784.96,1786.07,835.46798003,0,,,0
2025-05-06 20:15:00,1778.48,1789.0,1786.11,1779.77,1691.38400085,0,,,0
2025-05-06 20:30:00,1768.63,1780.1,1779.71,1774.45,1188.33623736,0,,,0
2025-05-06 20:45:00,1769.89,1776.75,1774.46,1775.69,533.55000076,0,1775.69,,0
2025-05-06 21:00:00,1772.32,1781.21,1775.45,1773.71,622.58131932,0,,,0
2025-05-06 21:15:00,1765.64,1776.07,1773.46,1767.16,569.32122296,0,,1767.16,0
2025-05-06 21:30:00,1765.98,1773.18,1767.29,1772.08,697.15171408,0,,,0
2025-05-06 21:45:00,1771.28,1777.08,1772.1,1775.94,234.36385102,0,,,0
2025-05-06 22:00:00,1775.49,1799.06,1775.82,1789.62,4758.58147582,0,,,0
2025-05-06 22:15:00,1788.72,1801.4,1789.47,1800.54,2742.00286271,0,,,0
2025-05-06 22:30:00,1796.78,1807.21,1800.55,1805.26,1418.48070186,0,,,0
2025-05-06 22:45:00,1802.95,1813.13,1805.29,1811.21,1756.39167476,0,,,0
2025-05-06 23:00:00,1801.98,1812.68,1810.85,1805.72,1895.24510664,0,,1805.72,0
2025-05-06 23:15:00,1805.49,1818.54,1805.58,1815.04,2460.60244774,0,,,0
2025-05-06 23:30:00,1809.41,1817.75,1814.8,1817.39,1224.98677375,0,1817.39,,0
2025-05-06 23:45:00,1814.38,1819.5,1817.38,1817.06,1136.74220487,0,,,0
2025-05-07 00:00:00,1814.58,1821.17,1817.06,1819.84,2066.18165035,0,,,0
2025-05-07 00:15:00,1819.24,1847.25,1819.85,1836.9,6877.27019504,0,,,0
2025-05-07 00:30:00,1832.2,1840.69,1837.25,1837.38,3139.06004547,0,,,0
2025-05-07 00:45:00,1835.99,1842.65,1837.64,1842.57,1253.20691884,0,,,0
2025-05-07 01:00:00,1840.75,1850.94,1842.27,1844.74,4161.2434593,0,,,0
2025-05-07 01:15:00,1842.35,1849.5,1844.75,1846.89,2109.81932822,0,1846.89,,0
2025-05-07 01:30:00,1838.71,1847.33,1846.75,1840.32,1157.04204609,0,,,0
2025-05-07 01:45:00,1828.99,1843.33,1840.33,1833.31,1927.91277575,0,,,0
2025-05-07 02:00:00,1822.0,1835.64,1832.79,1828.69,4090.93976316,0,,,0
2025-05-07 02:15:00,1825.01,1830.74,1828.76,1827.27,997.11329172,0,,,0
2025-05-07 02:30:00,1825.0,1829.37,1827.56,1825.44,740.65274451,0,,,0
2025-05-07 02:45:00,1821.17,1827.98,1825.2,1824.88,858.64745449,0,,,0
2025-05-07 03:00:00,1821.14,1827.71,1824.82,1823.36,1848.96283893,0,,1823.36,0
2025-05-07 03:15:00,1816.67,1824.25,1823.44,1824.15,1490.06954696,0,,,0
2025-05-07 03:30:00,1822.65,1828.22,1824.01,1827.77,429.10915302,0,,,0
2025-05-07 03:45:00,1825.39,1828.49,1827.81,1826.25,503.41017673,0,,,0
2025-05-07 04:00:00,1826.24,1833.14,1826.25,1832.42,1047.02610625,0,1832.42,,0
2025-05-07 04:15:00,1828.0,1832.32,1832.26,1828.14,557.24093564,0,,,0
2025-05-07 04:30:00,1826.0,1828.26,1828.09,1826.06,392.73720737,0,,1826.06,0
2025-05-07 04:45:00,1824.19,1829.05,1826.13,1828.53,485.06579177,0,,,0
2025-05-07 05:00:00,1825.44,1828.75,1828.53,1827.55,740.54825208,0,,,0
2025-05-07 05:15:00,1825.89,1830.25,1827.43,1828.29,951.5568061,0,,,0
2025-05-07 05:30:00,1825.83,1830.9,1828.3,1826.63,311.77380006,0,,,0
2025-05-07 05:45:00,1826.06,1829.18,1826.63,1828.07,286.06797611,0,,,0
2025-05-07 06:00:00,1827.38,1834.16,1828.15,1833.27,777.23791897,0,1833.27,,0
2025-05-07 06:15:00,1828.29,1834.38,1833.19,1828.64,906.36557426,0,,,0
2025-05-07 06:30:00,1827.37,1830.0,1828.77,1827.61,436.97572234,0,,1827.61,0
2025-05-07 06:45:00,1826.26,1830.93,1827.6,1830.5,400.80907713,0,,,0
2025-05-07 07:00:00,1829.95,1833.89,1830.51,1832.68,556.1860704,0,,,0
2025-05-07 07:15:00,1831.86,1836.36,1832.69,1834.92,530.72812172,0,1834.92,,0
2025-05-07 07:30:00,1832.43,1835.56,1834.92,1834.8,407.55725762,0,,,0
