start,low,high,open,close,volume,fibonacciretracement_signal,LowerBand,MA,STD,UpperBand,bollingerbands_signal
2025-05-26 15:30:00,3.5443,3.5745,3.545,3.5499,193065.7,0,3.519208250688877,3.5630699999999997,0.02193087465556131,3.6069317493111224,0.0
2025-05-26 15:45:00,3.5453,3.5606,3.5499,3.5508,131871,0,3.5182631658435746,3.561515,0.021625917078212615,3.6047668341564254,0.0
2025-05-26 16:00:00,3.546,3.5686,3.5516,3.5474,264410.1,0,3.517351473408368,3.5596849999999995,0.021166763295815745,3.602018526591631,0.0
2025-05-26 16:15:00,3.4903,3.5504,3.5492,3.5028,492590.9,0,3.5074505931860687,3.5560050000000003,0.02427720340696575,3.604559406813932,1.0
2025-05-26 16:30:00,3.4913,3.5162,3.5029,3.5078,79513.8,0,3.500437007171629,3.552675,0.026118996414185535,3.6049129928283707,0.0
2025-05-26 16:45:00,3.491,3.5126,3.5082,3.5004,59598.4,0,3.4927614261881534,3.54912,0.028179286905923268,3.605478573811846,0.0
2025-05-26 17:00:00,3.4945,3.5118,3.4998,3.4987,98664,0,3.486278125429474,3.5451349999999997,0.02942843728526286,3.6039918745705255,0.0
2025-05-26 17:15:00,3.4733,3.5017,3.4997,3.4809,259063.9,0,3.4765140833638113,3.5406649999999997,0.03207545831809423,3.604815916636188,0.0
2025-05-26 17:30:00,3.4681,3.4846,3.48,3.4705,153377.3,0,3.4662329087229162,3.535445,0.034606045638541916,3.604657091277084,0.0
2025-05-26 17:45:00,3.4568,3.4725,3.4702,3.4719,313624,0,3.460424315901748,3.52931,0.03444284204912605,3.5981956840982523,0.0
2025-05-26 18:00:00,3.4612,3.4825,3.4721,3.482,176568.1,0,3.4576403704814105,3.52409,0.03322481475929488,3.59053962951859,0.0
2025-05-26 18:15:00,3.4629,3.484,3.4812,3.484,290081.1,0,3.4564471766288007,3.519165,0.0313589116855997,3.5818828233711995,0.0
2025-05-26 18:30:00,3.4695,3.4885,3.484,3.4711,89600.7,0,3.4543144267427253,3.5137500000000004,0.029717786628637586,3.5731855732572755,0.0
2025-05-26 18:45:00,3.4611,3.4724,3.4723,3.4625,54291.5,0,3.447502252065281,3.5099849999999995,0.03124137396735908,3.5724677479347178,0.0
2025-05-26 19:00:00,3.4546,3.4739,3.4637,3.4698,100399.1,0,3.4436127265723897,3.5061950000000004,0.031291136713805366,3.568777273427611,0.0
2025-05-26 19:15:00,3.4674,3.4832,3.4699,3.477,118793,0,3.4408128154325492,3.5034349999999996,0.031311092283725084,3.56605718456745,0.0
2025-05-26 19:30:00,3.4632,3.4772,3.4765,3.4724,42997.2,0,3.4377742020752113,3.50056,0.031392898962394375,3.563345797924789,0.0
2025-05-26 19:45:00,3.4702,3.4776,3.4723,3.4727,30598.9,0,3.4359768785519793,3.4972700000000003,0.030646560724010515,3.5585631214480213,0.0
2025-05-26 20:00:00,3.4608,3.4824,3.4727,3.4818,59184.3,0,3.4350381631904257,3.49499,0.02997591840478719,3.5549418368095744,0.0
2025-05-26 20:15:00,3.4647,3.4877,3.482,3.4702,53165.6,0,3.4352917219842434,3.4912300000000003,0.027969139007878528,3.547168278015757,0.0
2025-05-26 20:30:00,3.4651,3.4857,3.4706,3.4822,94263.2,0,3.4391280095562706,3.487845,0.024358495221864715,3.5365619904437295,0.0
2025-05-26 20:45:00,3.4716,3.491,3.4831,3.49,92685.8,0,3.4460619340669276,3.484805,0.019371532966536216,3.5235480659330727,0.0
2025-05-26 21:00:00,3.4794,3.4977,3.4892,3.4949,98539.6,0,3.4563227725669217,3.4821800000000005,0.012928613716539342,3.5080372274330793,0.0
2025-05-26 21:15:00,3.4827,3.5008,3.4959,3.4875,173850.2,0,3.4572783473737627,3.4814149999999997,0.012068326313118534,3.5055516526262367,0.0
2025-05-26 21:30:00,3.4852,3.5027,3.488,3.4859,41003,0,3.459458491753581,3.4803200000000003,0.010430754123209676,3.5011815082464195,0.0
2025-05-26 21:45:00,3.4776,3.4961,3.4864,3.4908,34612,0,3.4605405426855778,3.4798400000000003,0.009649728657211207,3.4991394573144228,0.0
2025-05-26 22:00:00,3.4808,3.5109,3.4906,3.5023,245925.8,0,3.4599289860359197,3.4800200000000006,0.010045506982040509,3.5001110139640814,-1.0
2025-05-26 22:15:00,3.4856,3.5072,3.5026,3.4876,68495.8,0,3.45998076704706,3.4803550000000003,0.010187116476470288,3.5007292329529407,0.0
2025-05-26 22:30:00,3.4776,3.4954,3.4876,3.481,28479.6,0,3.4610408998506363,3.48088,0.009919550074681826,3.5007191001493636,0.0
2025-05-26 22:45:00,3.4654,3.4818,3.4808,3.466,162342.4,0,3.460021437437477,3.480585,0.010281781281261471,3.501148562562523,0.0
2025-05-26 23:00:00,3.4594,3.4767,3.4661,3.4704,41405.2,0,3.4589607383743677,3.480005,0.010522130812816086,3.501049261625632,0.0
2025-05-26 23:15:00,3.4618,3.4706,3.47,3.468,65795.5,0,3.4575914102204766,3.4792050000000003,0.010806794889761776,3.500818589779524,0.0
2025-05-26 23:30:00,3.4687,3.4845,3.4687,3.4832,72253.9,0,3.4584760734731677,3.4798099999999996,0.010666963263415983,3.5011439265268316,0.0
2025-05-26 23:45:00,3.4815,3.493,3.4829,3.4918,76402.4,0,3.460945620171531,3.481275,0.010164689914234575,3.501604379828469,0.0
2025-05-27 00:00:00,3.4872,3.5051,3.492,3.505,99435.9,0,3.460876026529579,3.4830349999999997,0.01107948673521039,3.5051939734704205,0.0
2025-05-27 00:15:00,3.4892,3.5169,3.5052,3.4892,180444.2,0,3.461513862135951,3.4836450000000005,0.011065568932024601,3.50577613786405,0.0
2025-05-27 00:30:00,3.473,3.4899,3.489,3.4785,63693.9,0,3.462308665280979,3.48395,0.010820667359510592,3.5055913347190213,0.0
2025-05-27 00:45:00,3.4716,3.4874,3.4798,3.475,45510.3,0,3.4626521386410265,3.4840649999999997,0.010706430679486598,3.505477861358973,0.0
2025-05-27 01:00:00,3.4446,3.4744,3.4744,3.4461,447388,0,3.4549403738523297,3.4822800000000003,0.01366981307383524,3.509619626147671,1.0
2025-05-27 01:15:00,3.4055,3.4469,3.4462,3.4373,568146.2,0,3.447000539288283,3.4806350000000004,0.016817230355858723,3.5142694607117178,1.0
2025-05-27 01:30:00,3.4248,3.449,3.437,3.4322,136665.3,0,3.438155885715827,3.4781350000000004,0.01998955714208673,3.518114114284174,1.0
2025-05-27 01:45:00,3.4256,3.4456,3.4319,3.4439,95678.4,0,3.433485393682192,3.4758299999999998,0.021172303158903998,3.5181746063178077,0.0
2025-05-27 02:00:00,3.4395,3.4534,3.4434,3.4526,88723.2,0,3.4311559005338688,3.473715,0.02127954973306549,3.516274099466131,0.0
2025-05-27 02:15:00,3.4464,3.4736,3.4524,3.4722,87452.7,0,3.430887064696869,3.47295,0.021031467651565567,3.515012935303131,0.0
2025-05-27 02:30:00,3.4593,3.4735,3.4727,3.4628,102805.2,0,3.429961320543829,3.471795,0.020916839728085734,3.5136286794561715,0.0
2025-05-27 02:45:00,3.4467,3.464,3.4625,3.4539,76654.7,0,3.4283915946813264,3.46995,0.020779202659336825,3.5115084053186734,0.0
2025-05-27 03:00:00,3.4541,3.4841,3.4544,3.4826,122648.2,0,3.4297682614138743,3.468965,0.019598369293062693,3.5081617385861255,0.0
2025-05-27 03:15:00,3.4704,3.49,3.4828,3.4731,121079.6,0,3.4299690875880695,3.46824,0.01913545620596538,3.506510912411931,0.0
2025-05-27 03:30:00,3.4663,3.4824,3.4728,3.4746,217097.3,0,3.42999283434349,3.4679200000000003,0.018963582828255388,3.505847165656511,0.0
2025-05-27 03:45:00,3.4603,3.4764,3.4752,3.4622,126011.3,0,3.4297243439112486,3.4677299999999995,0.019002828044375454,3.5057356560887505,0.0
2025-05-27 04:00:00,3.4581,3.4747,3.463,3.4581,89314.9,0,3.4288938003162808,3.4671149999999997,0.019110599841859484,3.5053361996837187,0.0
2025-05-27 04:15:00,3.4489,3.4627,3.458,3.4579,173980.9,0,3.4281717569819414,3.46661,0.019219121509029397,3.505048243018059,0.0
2025-05-27 04:30:00,3.4549,3.4679,3.4595,3.4612,151580.3,0,3.4278188506829297,3.4655099999999996,0.018845574658534904,3.5032011493170696,0.0
2025-05-27 04:45:00,3.4457,3.4706,3.4605,3.4518,55792.1,0,3.427484400914444,3.4635100000000003,0.018012799542778044,3.4995355990855566,0.0
2025-05-27 05:00:00,3.4213,3.4515,3.4514,3.4304,203725.8,0,3.426498577965611,3.45978,0.016640711017194356,3.4930614220343887,0.0
2025-05-27 05:15:00,3.4143,3.4315,3.4302,3.4202,70841.2,0,3.4216150949651527,3.45633,0.017357452517423533,3.491044905034847,1.0
2025-05-27 05:30:00,3.4178,3.4425,3.4194,3.4407,81194.8,0,3.420705157789803,3.4544399999999995,0.0168674211050983,3.488174842210196,0.0
2025-05-27 05:45:00,3.4366,3.4554,3.4407,3.4492,39934.4,0,3.4207799358568587,3.45315,0.01618503207157053,3.485520064143141,0.0
2025-05-27 06:00:00,3.449,3.4784,3.4497,3.4738,149443.2,0,3.421082738649335,3.454535,0.016726130675332376,3.4879872613506646,0.0
2025-05-27 06:15:00,3.4616,3.4822,3.474,3.465,93803.4,0,3.4231862671979285,3.45592,0.01636686640103562,3.4886537328020713,0.0
2025-05-27 06:30:00,3.4666,3.484,3.4666,3.4731,39861,0,3.42638057512418,3.457965,0.015792212437910288,3.4895494248758205,0.0
2025-05-27 06:45:00,3.4353,3.4729,3.4724,3.4392,108425.6,0,3.425639069981174,3.45773,0.016045465009413055,3.4898209300188263,0.0
2025-05-27 07:00:00,3.4392,3.4612,3.4398,3.4573,33486.7,0,3.425963534573036,3.457965,0.016000732713482187,3.4899664654269644,0.0
2025-05-27 07:15:00,3.4548,3.4635,3.4578,3.459,53688.4,0,3.4260028410026675,3.4573049999999994,0.015651079498665937,3.4886071589973313,0.0
2025-05-27 07:30:00,3.4596,3.4791,3.4596,3.4759,166187.2,0,3.4256419489905077,3.45796,0.016159025504746134,3.490278051009492,0.0
2025-05-27 07:45:00,3.4756,3.4914,3.4756,3.4898,150677.1,0,3.4245293230613094,3.459755,0.01761283846934524,3.4949806769386904,0.0
2025-05-27 08:00:00,3.4899,3.5132,3.4899,3.5014,324860.9,0,3.4220637622989463,3.460695,0.019315618850526805,3.4993262377010534,-1.0
2025-05-27 08:15:00,3.4961,3.5121,3.4998,3.5088,97282.9,0,3.4185057204361753,3.4624800000000002,0.021987139781912392,3.506454279563825,-1.0
2025-05-27 08:30:00,3.4916,3.5125,3.5091,3.4959,41256.9,0,3.4173587192846693,3.463545,0.023093140357665274,3.5097312807153305,0.0
2025-05-27 08:45:00,3.496,3.5122,3.496,3.5122,33355.1,0,3.4150072028606093,3.4660450000000003,0.02551889856969557,3.517082797139391,0.0
2025-05-27 09:00:00,3.5041,3.5129,3.512,3.5069,59656.3,0,3.4144674482715445,3.4684850000000003,0.027008775864227872,3.522502551728456,0.0
2025-05-27 09:15:00,3.4858,3.507,3.5065,3.4904,64880,0,3.415481266477106,3.4701099999999996,0.027314366761446933,3.5247387335228932,0.0
2025-05-27 09:30:00,3.4886,3.5033,3.4907,3.5009,53785.4,0,3.415964982699942,3.4720950000000004,0.02806500865002907,3.5282250173000587,0.0
2025-05-27 09:45:00,3.4968,3.5628,3.5023,3.5611,896298,0,3.4096933691793456,3.4775599999999995,0.03393331541032698,3.5454266308206535,-1.0
2025-05-27 10:00:00,3.5285,3.5612,3.5612,3.5439,323977.7,0,3.4130311681957495,3.4832350000000005,0.03510191590212551,3.5534388318042516,0.0
2025-05-27 10:15:00,3.5286,3.5497,3.544,3.5408,55632.5,0,3.421172422925614,3.4892649999999996,0.034046288537192784,3.5573575770743853,0.0
2025-05-27 10:30:00,3.5382,3.55,3.541,3.5476,74976,0,3.4257900549106233,3.49461,0.03440997254468837,3.563429945089377,0.0
2025-05-27 10:45:00,3.5451,3.5696,3.5472,3.5671,100364.7,0,3.4279652257922946,3.5005049999999995,0.036269887103852524,3.5730447742077045,0.0
2025-05-27 11:00:00,3.5518,3.5698,3.5664,3.5518,202295,0,3.4295600240760793,3.5044049999999998,0.03742248796196015,3.5792499759239202,0.0
2025-05-27 11:15:00,3.5402,3.5586,3.5529,3.5488,69566.3,0,3.433655797273638,3.5085949999999997,0.03746960136318084,3.5835342027263613,0.0
2025-05-27 11:30:00,3.5427,3.5559,3.549,3.5513,89521.4,0,3.437204186416644,3.512505,0.037650406791678095,3.587805813583356,0.0
2025-05-27 11:45:00,3.5445,3.5634,3.5515,3.5605,126177.8,0,3.448791822141426,3.5185699999999995,0.034889088929286806,3.588348177858573,0.0
2025-05-27 12:00:00,3.5498,3.5716,3.5603,3.5637,213090.7,0,3.457645829650732,3.5238899999999993,0.03312208517463358,3.5901341703492666,0.0
2025-05-27 12:15:00,3.5639,3.625,3.5639,3.6206,841364.3,0,3.459887062388271,3.5319700000000003,0.0360414688058645,3.6040529376117294,-1.0
2025-05-27 12:30:00,3.6185,3.6442,3.619,3.6238,764620.1,0,3.461396118893162,3.539365,0.03898444055341893,3.617333881106838,-1.0
2025-05-27 12:45:00,3.6248,3.6526,3.6248,3.647,449996.6,0,3.459242995260995,3.547225,0.04399100236950251,3.635207004739005,-1.0
2025-05-27 13:00:00,3.6251,3.6541,3.6473,3.6436,452912.5,0,3.459249304025543,3.5543350000000005,0.047542847987228666,3.6494206959744577,0.0
2025-05-27 13:15:00,3.6287,3.6611,3.6443,3.6335,627099.4,0,3.461774856288114,3.56057,0.04939757185594299,3.6593651437118857,0.0
2025-05-27 13:30:00,3.6055,3.6457,3.6352,3.6166,413940.9,0,3.4697154703935045,3.566605,0.04844476480324781,3.6634945296064956,0.0
2025-05-27 13:45:00,3.6044,3.6397,3.6166,3.6202,463673,0,3.4758468741972663,3.572005,0.04807906290136672,3.6681631258027334,0.0
2025-05-27 14:00:00,3.6172,3.6482,3.6206,3.6409,380164.9,0,3.482974688570885,3.5787050000000002,0.04786515571455755,3.6744353114291153,0.0
2025-05-27 14:15:00,3.6192,3.6407,3.6407,3.6274,328886.1,0,3.497099992703697,3.5855550000000003,0.04422750364815166,3.6740100072963036,0.0
2025-05-27 14:30:00,3.58,3.6577,3.6275,3.6562,767398.9,0,3.508985188557439,3.59332,0.042167405721280325,3.6776548114425607,0.0
2025-05-27 14:45:00,3.6368,3.6598,3.6559,3.6524,178987,0,3.5110466801781994,3.597885,0.0434191599109003,3.684723319821801,0.0
2025-05-27 15:00:00,3.6285,3.658,3.6513,3.658,130719.8,0,3.516692918709304,3.6035899999999996,0.04344854064534776,3.690487081290695,0.0
2025-05-27 15:15:00,3.6579,3.6891,3.6579,3.6675,450707.5,0,3.52383203005655,3.6099250000000005,0.043046484971725196,3.6960179699434508,0.0
2025-05-27 15:30:00,3.6578,3.685,3.6675,3.6631,247727.8,0,3.531741162967862,3.6157000000000004,0.041979418516069025,3.6996588370321386,0.0
2025-05-27 15:45:00,3.6636,3.6901,3.6636,3.6872,234104.7,0,3.5352396135576134,3.621705,0.04323269322119319,3.7081703864423865,0.0
2025-05-27 16:00:00,3.6667,3.72,3.688,3.6714,1076723.9,0,3.5451209253606497,3.6276850000000005,0.04128203731967534,3.7102490746393513,0.0
2025-05-27 16:15:00,3.6648,3.6849,3.6728,3.6753,92128.9,0,3.5577498386408353,3.634010000000001,0.038130080679582734,3.7102701613591664,0.0
2025-05-27 16:30:00,3.6776,3.6948,3.6776,3.6876,234583.4,0,3.5716551594471624,3.6408249999999995,0.03458492027641853,3.7099948405528367,0.0
2025-05-27 16:45:00,3.6674,3.6875,3.687,3.6717,151337.4,0,3.5872524895723736,3.646385,0.02956625521381313,3.7055175104276263,0.0
2025-05-27 17:00:00,3.6591,3.6907,3.6715,3.6625,348862.1,0,3.606500388574208,3.651325000000001,0.022412305712896468,3.6961496114257937,0.0
2025-05-27 17:15:00,3.6381,3.6665,3.6626,3.6493,490605,0,3.6103018273938656,3.65276,0.021229086303067045,3.695218172606134,0.0
2025-05-27 17:30:00,3.6451,3.6801,3.6488,3.6798,222970.8,0,3.6137622715298687,3.65556,0.02089886423506556,3.697357728470131,0.0
2025-05-27 17:45:00,3.6734,3.6903,3.68,3.6834,162295.9,0,3.6140112457856475,3.65738,0.021684377107176224,3.7007487542143522,0.0
2025-05-27 18:00:00,3.6776,3.6989,3.685,3.6944,355772.5,0,3.6140699193595416,3.6599199999999996,0.022925040320228976,3.7057700806404577,0.0
2025-05-27 18:15:00,3.6782,3.699,3.6947,3.68,265986.6,0,3.617329478125454,3.662245,0.022457760937273027,3.707160521874546,0.0
2025-05-27 18:30:00,3.6736,3.7364,3.6808,3.7278,355772.8,0,3.6192937110262533,3.6678050000000004,0.02425564448687365,3.7163162889737476,-1.0
2025-05-27 18:45:00,3.6921,3.7296,3.7273,3.6962,324648.1,0,3.627049583293448,3.6716049999999996,0.022277708353275676,3.716160416706551,0.0
2025-05-27 19:00:00,3.6729,3.6959,3.6959,3.6911,215423.4,0,3.631217605894386,3.6741149999999996,0.021448697052806824,3.717012394105613,0.0
2025-05-27 19:15:00,3.6792,3.6966,3.6901,3.6936,127236.4,0,3.639814426178831,3.6774250000000004,0.018805286910584584,3.7150355738211696,0.0
2025-05-27 19:30:00,3.6936,3.7124,3.6936,3.7083,252081.4,0,3.64140581341344,3.68003,0.019312093293280087,3.71865418658656,0.0
2025-05-27 19:45:00,3.7013,3.712,3.7081,3.712,185984.7,0,3.644165538225816,3.6830100000000003,0.019422230887092138,3.7218544617741847,0.0
2025-05-27 20:00:00,3.7016,3.7182,3.712,3.7016,260594.9,0,3.6473752771640773,3.68519,0.018907361417961326,3.7230047228359227,0.0
2025-05-27 20:15:00,3.6994,3.7227,3.7016,3.7147,226241.3,0,3.648512123655692,3.6875499999999994,0.01951893817215377,3.7265878763443068,0.0
2025-05-27 20:30:00,3.7109,3.7283,3.716,3.7168,131196.5,0,3.6508920664406883,3.690235,0.019671466779655738,3.7295779335593116,0.0
2025-05-27 20:45:00,3.7025,3.7213,3.7144,3.7025,79432.2,0,3.651312059368384,3.6910000000000003,0.01984397031580824,3.7306879406316167,0.0
2025-05-27 21:00:00,3.6912,3.707,3.7027,3.7001,177146.5,0,3.653666196752248,3.6924350000000006,0.019384401623876144,3.731203803247753,0.0
2025-05-27 21:15:00,3.6777,3.7082,3.7009,3.6787,99861.1,0,3.65412380978972,3.6926050000000004,0.019240595105140132,3.7310861902102808,0.0
2025-05-27 21:30:00,3.6737,3.6982,3.6777,3.6747,122843.5,0,3.6527010003613016,3.6919600000000004,0.019629499819349354,3.731218999638699,0.0
2025-05-27 21:45:00,3.6656,3.6832,3.6743,3.6711,87381.4,0,3.6526049524040873,3.69193,0.019662523797956463,3.731255047595913,0.0
2025-05-27 22:00:00,3.6567,3.684,3.6736,3.6675,135881.3,0,3.6535859399170802,3.6921799999999996,0.019297030041459613,3.730774060082919,0.0
2025-05-27 22:15:00,3.6365,3.6675,3.6675,3.6501,971978.9,0,3.65381185393422,3.69222,0.01920407303289005,3.7306281460657797,1.0
2025-05-27 22:30:00,3.6457,3.6756,3.6494,3.6743,130677.1,0,3.6530863099876814,3.6919449999999996,0.019429345006159216,3.730803690012318,0.0
2025-05-27 22:45:00,3.6585,3.6807,3.6731,3.6675,116345,0,3.650928534141715,3.6911500000000004,0.020110732929142845,3.731371465858286,0.0
2025-05-27 23:00:00,3.6596,3.6716,3.667,3.6644,126865.7,0,3.647736831613319,3.6896500000000003,0.020956584193340563,3.7315631683866815,0.0
2025-05-27 23:15:00,3.6625,3.6755,3.6656,3.6678,84436.6,0,3.6461908201884086,3.68904,0.02142458990579558,3.731889179811591,0.0
2025-05-27 23:30:00,3.6657,3.6826,3.6671,3.6825,111889.2,0,3.647952658358542,3.686775,0.019411170820728876,3.725597341641458,0.0
2025-05-27 23:45:00,3.6718,3.6848,3.6819,3.6748,49906.1,0,3.6467968774547046,3.685705,0.019454061272647816,3.7246131225452954,0.0
2025-05-28 00:00:00,3.6503,3.6798,3.6736,3.6517,148197.4,0,3.642083904102372,3.683735,0.02082554794881405,3.725386095897628,0.0
2025-05-28 00:15:00,3.6496,3.6786,3.6536,3.6756,159436.6,0,3.6413037169270686,3.682835,0.020765641536465543,3.724366283072931,0.0
2025-05-28 00:30:00,3.6594,3.6814,3.6771,3.6638,94595.6,0,3.6400666430907185,3.68061,0.020271678454640805,3.721153356909282,0.0
2025-05-28 00:45:00,3.654,3.6744,3.6624,3.6719,83037.2,0,3.6407187172442015,3.678605,0.01894314137789933,3.7164912827557988,0.0
2025-05-28 01:00:00,3.6554,3.6767,3.6724,3.6607,48892.6,0,3.6394933800328495,3.67656,0.018533309983575212,3.71362661996715,0.0
2025-05-28 01:15:00,3.6536,3.6753,3.661,3.6701,36099.9,0,3.641840967032589,3.6743300000000003,0.01624451648370577,3.7068190329674118,0.0
2025-05-28 01:30:00,3.6552,3.678,3.6692,3.6728,87118.5,0,3.646518974413769,3.67213,0.012805512793115568,3.697741025586231,0.0
2025-05-28 01:45:00,3.6691,3.6946,3.672,3.6784,199054,0,3.649386405509383,3.6709249999999995,0.010769297245308097,3.692463594490616,0.0
2025-05-28 02:00:00,3.6608,3.682,3.6768,3.6658,81109.2,0,3.6525408479046315,3.6692100000000005,0.008334576047684599,3.6858791520953695,0.0
2025-05-28 02:15:00,3.6345,3.6655,3.6648,3.6413,484366.7,0,3.6471367798293755,3.6673400000000003,0.010101610085312402,3.687543220170625,1.0
2025-05-28 02:30:00,3.6404,3.686,3.6421,3.6805,317031.3,0,3.6468244238243788,3.66763,0.010402788087810694,3.688435576175621,0.0
2025-05-28 02:45:00,3.6749,3.6862,3.6809,3.6809,48777.2,0,3.6465237430143778,3.6681200000000005,0.010798128492811391,3.689716256985623,0.0
2025-05-28 03:00:00,3.6784,3.7013,3.6816,3.7002,107453.9,0,3.6438374404170366,3.669755,0.012958779791481531,3.695672559582963,-1.0
2025-05-28 03:15:00,3.6849,3.7034,3.6987,3.6952,120746.1,0,3.6454528203780354,3.67201,0.013278589810982332,3.698567179621965,0.0
2025-05-28 03:30:00,3.6904,3.7146,3.6928,3.7117,63642,0,3.641925387450988,3.6738800000000005,0.01597730627450633,3.705834612549013,-1.0
