start,low,high,open,close,volume,VWAP,vwap_signal,prev_close,prev_vwap,obv_signal,OBV,SMA10,signal
2025-05-30 22:45:00,2526.06,2545.35,2526.06,2526.79,1186.88889372,2599.0974952073075,0,2526.2,2599.6739849481237,0,-21916.707317839984,2563.509,0
2025-05-30 23:00:00,2513.85,2537.79,2527.56,2528.68,1637.13745899,2598.2484484829324,0,2526.79,2599.0974952073075,0,-20279.569858849984,2557.959,0
2025-05-30 23:15:00,2507.8,2535.34,2528.71,2520.16,1763.37454001,2597.2851126481496,0,2528.68,2598.2484484829324,-1,-22042.944398859985,2552.116,-1
2025-05-30 23:30:00,2508.92,2528.11,2520.16,2519.91,1110.23278098,2596.6742984144385,0,2520.16,2597.2851126481496,-1,-23153.177179839986,2545.918,-1
2025-05-30 23:45:00,2520.02,2535.17,2520.02,2531.94,641.95103498,2596.370631084232,0,2519.91,2596.6742984144385,0,-22511.226144859986,2540.881,0
2025-05-31 00:00:00,2524.85,2541.78,2531.92,2528.13,692.1178836,2596.0585259957475,0,2531.94,2596.370631084232,-1,-23203.344028459986,2536.75,-1
2025-05-31 00:15:00,2504.4,2530.78,2528.05,2516.68,1228.37164634,2595.3907103952247,0,2528.13,2596.0585259957475,-1,-24431.715674799987,2531.428,-1
2025-05-31 00:30:00,2516.78,2535.75,2516.78,2533.0,802.00667268,2595.022549837597,0,2516.68,2595.3907103952247,1,-23629.709002119987,2528.087,1
2025-05-31 00:45:00,2517.94,2536.39,2532.93,2521.14,363.11327759,2594.8488559094935,0,2533.0,2595.022549837597,-1,-23992.822279709988,2525.263,-1
2025-05-31 01:00:00,2510.33,2526.37,2520.83,2521.62,863.94195814,2594.4054280802106,0,2521.14,2594.8488559094935,0,-23128.880321569988,2524.805,0
2025-05-31 01:15:00,2505.0,2528.93,2521.87,2509.93,912.0558523,2593.9131920910368,0,2521.62,2594.4054280802106,-1,-24040.936173869988,2523.1189999999997,-1
2025-05-31 01:30:00,2476.84,2515.59,2510.22,2498.95,3779.10289125,2591.500680046834,0,2509.93,2593.9131920910368,-1,-27820.03906511999,2520.1459999999997,-1
2025-05-31 01:45:00,2485.37,2499.54,2498.86,2493.84,1100.57834018,2590.7901996467945,0,2498.95,2591.500680046834,-1,-28920.61740529999,2517.514,-1
2025-05-31 02:00:00,2486.55,2514.15,2493.8,2511.75,1620.33261799,2589.8805701553115,0,2493.84,2590.7901996467945,0,-27300.28478730999,2516.698,0
2025-05-31 02:15:00,2504.21,2517.99,2511.84,2506.29,609.17967805,2589.5645283378726,0,2511.75,2589.8805701553115,-1,-27909.46446535999,2514.1330000000003,-1
2025-05-31 02:30:00,2493.47,2506.02,2506.02,2499.63,783.42452189,2589.1124716169616,0,2506.29,2589.5645283378726,-1,-28692.88898724999,2511.283,-1
2025-05-31 02:45:00,2486.56,2503.57,2499.69,2491.1,1067.57173244,2588.4631236524474,0,2499.63,2589.1124716169616,-1,-29760.46071968999,2508.725,-1
2025-05-31 03:00:00,2485.95,2498.33,2491.43,2496.62,691.83887474,2588.046532316317,0,2491.1,2588.4631236524474,0,-29068.62184494999,2505.087,0
2025-05-31 03:15:00,2487.79,2506.4,2496.77,2505.3,942.15164235,2587.521917132503,0,2496.62,2588.046532316317,1,-28126.47020259999,2503.5029999999997,1
2025-05-31 03:30:00,2501.05,2513.96,2505.3,2513.06,718.77406213,2587.168888219293,0,2505.3,2587.521917132503,1,-27407.69614046999,2502.647,1
2025-05-31 03:45:00,2510.88,2518.82,2513.12,2514.64,351.65632385,2587.0092871063616,0,2513.06,2587.168888219293,1,-27056.039816619992,2503.118,1
2025-05-31 04:00:00,2505.54,2514.64,2514.63,2510.26,275.75580575,2586.8766285629454,0,2514.64,2587.0092871063616,0,-27331.79562236999,2504.249,0
2025-05-31 04:15:00,2505.24,2527.84,2510.44,2520.22,688.22159362,2586.5802153065924,0,2510.26,2586.8766285629454,1,-26643.57402874999,2506.8869999999997,1
2025-05-31 04:30:00,2518.83,2524.65,2520.45,2519.08,400.5888648,2586.4165382817564,0,2520.22,2586.5802153065924,0,-27044.16289354999,2507.62,0
2025-05-31 04:45:00,2519.08,2525.72,2519.08,2523.36,232.38055025,2586.3246554230045,0,2519.08,2586.4165382817564,1,-26811.78234329999,2509.3269999999998,1
2025-05-31 05:00:00,2518.81,2527.96,2523.45,2519.3,577.74354582,2586.094871760486,0,2523.36,2586.3246554230045,0,-27389.525889119992,2511.2940000000003,0
2025-05-31 05:15:00,2514.58,2522.67,2519.31,2519.4,511.62765251,2585.8828454326385,0,2519.3,2586.094871760486,1,-26877.89823660999,2514.124,1
2025-05-31 05:30:00,2517.05,2523.37,2519.07,2522.71,198.7010365,2585.803503995379,0,2519.4,2585.8828454326385,1,-26679.197200109993,2516.733,1
2025-05-31 05:45:00,2512.61,2522.71,2522.7,2513.35,350.22086521,2585.653759096234,0,2522.71,2585.803503995379,-1,-27029.418065319995,2517.538,-1
2025-05-31 06:00:00,2512.85,2520.9,2513.29,2519.15,258.05737669,2585.5460649720153,0,2513.35,2585.653759096234,1,-26771.360688629993,2518.147,1
2025-05-31 06:15:00,2517.71,2523.27,2519.14,2520.9,208.89949331,2585.4629666996693,0,2519.15,2585.5460649720153,1,-26562.461195319993,2518.773,1
2025-05-31 06:30:00,2517.43,2527.47,2520.69,2526.56,498.53006475,2585.2752381252267,0,2520.9,2585.4629666996693,1,-26063.931130569992,2520.4030000000002,1
2025-05-31 06:45:00,2521.45,2526.58,2526.55,2522.54,158.89422267,2585.21535663267,0,2526.56,2585.2752381252267,0,-26222.82535323999,2520.635,0
2025-05-31 07:00:00,2518.05,2524.29,2522.52,2518.07,164.55539961,2585.1500662573294,0,2522.54,2585.21535663267,-1,-26387.38075284999,2520.534,-1
2025-05-31 07:15:00,2515.62,2522.0,2518.05,2520.5,140.5029854,2585.0937693918995,0,2518.07,2585.1500662573294,1,-26246.87776744999,2520.2480000000005,1
2025-05-31 07:30:00,2520.09,2524.95,2520.25,2521.91,458.03861372,2584.919098852459,0,2520.5,2585.0937693918995,1,-25788.83915372999,2520.509,1
2025-05-31 07:45:00,2519.9,2527.03,2521.73,2522.35,152.11884246,2584.862020991664,0,2521.91,2584.919098852459,1,-25636.72031126999,2520.804,1
2025-05-31 08:00:00,2520.92,2527.0,2522.21,2521.56,265.88251025,2584.7626169355945,0,2522.35,2584.862020991664,0,-25902.60282151999,2520.689,0
2025-05-31 08:15:00,2518.11,2525.41,2521.54,2522.03,233.19964831,2584.673846702158,0,2521.56,2584.7626169355945,1,-25669.40317320999,2521.557,1
2025-05-31 08:30:00,2516.93,2527.02,2521.89,2519.45,284.57705663,2584.5646259495056,0,2522.03,2584.673846702158,-1,-25953.98022983999,2521.587,-1
2025-05-31 08:45:00,2519.08,2531.2,2519.33,2525.49,704.05795541,2584.313476082345,0,2519.45,2584.5646259495056,1,-25249.92227442999,2522.046,1
2025-05-31 09:00:00,2524.14,2530.55,2525.41,2526.95,138.44632803,2584.265967867995,0,2525.49,2584.313476082345,1,-25111.47594639999,2522.085,1
2025-05-31 09:15:00,2518.38,2528.57,2526.88,2520.49,255.11339083,2584.1713860071022,0,2526.95,2584.265967867995,-1,-25366.58933722999,2521.88,-1
2025-05-31 09:30:00,2519.07,2523.82,2520.5,2521.56,162.13148885,2584.1104583341644,0,2520.49,2584.1713860071022,0,-25204.457848379992,2522.229,0
2025-05-31 09:45:00,2519.87,2525.2,2521.23,2524.02,134.55441519,2584.061230297115,0,2521.56,2584.1104583341644,1,-25069.903433189993,2522.5809999999997,1
2025-05-31 10:00:00,2520.98,2538.97,2524.22,2533.37,528.50353608,2583.8941247274324,0,2524.02,2584.061230297115,1,-24541.399897109994,2523.727,1
2025-05-31 10:15:00,2522.41,2539.16,2533.37,2523.59,503.72095524,2583.7276774332436,0,2533.37,2583.8941247274324,-1,-25045.120852349995,2523.8509999999997,-1
2025-05-31 10:30:00,2514.19,2525.1,2523.24,2516.8,356.46057898,2583.5899733575334,0,2523.59,2583.7276774332436,-1,-25401.581431329996,2523.375,-1
2025-05-31 10:45:00,2509.43,2521.96,2516.94,2521.12,480.58494753,2583.401842283718,0,2516.8,2583.5899733575334,0,-24920.996483799998,2523.284,0
2025-05-31 11:00:00,2510.55,2523.54,2521.35,2513.26,482.5158881,2583.20912778542,0,2521.12,2583.401842283718,-1,-25403.512371899997,2522.665,-1
2025-05-31 11:15:00,2512.38,2520.49,2513.07,2518.21,161.09265502,2583.1462144378274,0,2513.26,2583.20912778542,0,-25242.41971688,2521.9370000000004,0
2025-05-31 11:30:00,2513.71,2521.32,2517.97,2520.96,112.5197553,2583.103427708597,0,2518.21,2583.1462144378274,0,-25129.89996158,2521.338,0
2025-05-31 11:45:00,2518.76,2521.92,2520.38,2520.64,117.10598021,2583.0601833674505,0,2520.96,2583.103427708597,-1,-25247.005941789997,2521.353,-1
2025-05-31 12:00:00,2516.54,2532.88,2520.6,2531.88,712.04409568,2582.8263515721637,0,2520.64,2583.0601833674505,1,-24534.961846109996,2522.385,1
2025-05-31 12:15:00,2526.2,2535.04,2531.82,2527.39,421.26171843,2582.694954389013,0,2531.88,2582.8263515721637,0,-24956.223564539996,2522.722,0
2025-05-31 12:30:00,2526.79,2533.03,2527.3,2528.49,406.01030775,2582.568673241502,0,2527.39,2582.694954389013,1,-24550.213256789997,2522.234,1
2025-05-31 12:45:00,2528.94,2539.27,2528.94,2538.94,651.73094681,2582.391024980722,0,2528.49,2582.568673241502,1,-23898.482309979998,2523.7690000000002,1
2025-05-31 13:00:00,2536.91,2549.0,2538.74,2539.19,1568.98555452,2582.0229505330694,0,2538.94,2582.391024980722,1,-22329.496755459997,2526.008,1
2025-05-31 13:15:00,2531.34,2542.81,2539.19,2536.69,1021.36273977,2581.7590766516314,0,2539.19,2582.0229505330694,0,-23350.859495229997,2527.565,0
2025-05-31 13:30:00,2532.61,2541.04,2536.65,2532.86,674.85226614,2581.5808526910178,0,2536.69,2581.7590766516314,0,-24025.711761369996,2529.525,0
2025-05-31 13:45:00,2527.74,2535.0,2533.0,2534.3,694.38662627,2581.386432461747,0,2532.86,2581.5808526910178,1,-23331.325135099996,2531.134,1
2025-05-31 14:00:00,2532.32,2545.48,2534.15,2543.23,792.41099844,2581.20230808043,0,2534.3,2581.386432461747,1,-22538.914136659998,2533.361,1
2025-05-31 14:15:00,2537.69,2545.81,2543.23,2539.98,632.67384558,2581.0593966818747,0,2543.23,2581.20230808043,0,-23171.58798224,2535.295,0
2025-05-31 14:30:00,2538.0,2543.87,2539.95,2542.23,287.26089151,2580.9951793640525,0,2539.98,2581.0593966818747,1,-22884.32709073,2536.33,1
2025-05-31 14:45:00,2539.67,2545.2,2542.12,2543.74,395.72030827,2580.910398452012,0,2542.23,2580.9951793640525,1,-22488.60678246,2537.965,1
2025-05-31 15:00:00,2535.19,2545.69,2543.73,2539.92,762.92518329,2580.736892081929,0,2543.74,2580.910398452012,0,-23251.53196575,2539.108,0
2025-05-31 15:15:00,2538.76,2551.67,2539.31,2548.66,939.6857593,2580.5571004430044,0,2539.92,2580.736892081929,1,-22311.84620645,2540.08,1
2025-05-31 15:30:00,2538.0,2549.73,2548.44,2538.47,722.96812126,2580.4028273761196,0,2548.66,2580.5571004430044,-1,-23034.814327710003,2540.0080000000003,-1
