start,low,high,open,close,volume,VWAP,vwap_signal,prev_close,prev_vwap,obv_signal,OBV,SMA10,signal
2025-05-29 21:45:00,2650.33,2662.68,2655.2,2661.0,1884.49768449,2658.0033333333336,0,,,0,0.0,,0
2025-05-29 22:00:00,2657.73,2669.32,2660.99,2663.87,4806.55578974,2662.052464446371,0,2661.0,2658.0033333333336,0,4806.55578974,,0
2025-05-29 22:15:00,2659.56,2668.44,2663.86,2659.71,640.44977647,2662.0976742100856,-1,2663.87,2662.052464446371,0,4166.10601327,,-1
2025-05-29 22:30:00,2656.77,2661.04,2659.74,2656.83,405.28086341,2661.894198321255,0,2659.71,2662.0976742100856,0,3760.8251498600002,,0
2025-05-29 22:45:00,2644.53,2659.37,2657.05,2645.13,1431.37477506,2659.986741564094,0,2656.83,2661.894198321255,0,2329.4503748,,0
2025-05-29 23:00:00,2643.7,2649.45,2645.0,2644.46,560.3134619,2659.173684791038,0,2645.13,2659.986741564094,0,1769.1369129000002,,0
2025-05-29 23:15:00,2627.88,2645.41,2644.46,2635.24,1447.01968967,2656.1959959422293,0,2644.46,2659.173684791038,0,322.11722323000026,,0
2025-05-29 23:30:00,2628.34,2639.12,2635.07,2632.84,707.02420161,2654.8415897685422,0,2635.24,2656.1959959422293,0,-384.9069783799997,,0
2025-05-29 23:45:00,2618.88,2634.99,2632.61,2631.68,1216.13513049,2652.3974706848007,0,2632.84,2654.8415897685422,0,-1601.0421088699995,,0
2025-05-30 00:00:00,2630.73,2642.18,2631.41,2642.04,698.50717799,2651.6846034199716,0,2631.68,2652.3974706848007,0,-902.5349308799996,2647.2799999999997,0
2025-05-30 00:15:00,2634.71,2645.44,2642.17,2637.36,711.07477116,2651.0712400582506,0,2642.04,2651.6846034199716,-1,-1613.6097020399995,2644.916,-1
2025-05-30 00:30:00,2621.34,2637.95,2637.2,2630.27,966.539168,2649.745990338045,0,2637.36,2651.0712400582506,-1,-2580.1488700399996,2641.556,-1
2025-05-30 00:45:00,2558.57,2631.48,2630.27,2573.72,8265.13702745,2628.2222043619613,0,2630.27,2649.745990338045,-1,-10845.285897490001,2632.957,-1
2025-05-30 01:00:00,2569.27,2597.65,2573.72,2595.92,3314.60751469,2623.246973463745,0,2573.72,2628.2222043619613,0,-7530.678382800001,2626.866,0
2025-05-30 01:15:00,2588.93,2609.96,2595.6,2606.27,1603.32198832,2622.042602475696,0,2595.92,2623.246973463745,0,-5927.356394480001,2622.98,0
2025-05-30 01:30:00,2596.37,2609.31,2606.45,2606.04,1087.35828203,2621.3796295660272,0,2606.27,2622.042602475696,-1,-7014.714676510001,2619.138,-1
2025-05-30 01:45:00,2595.56,2608.57,2606.11,2598.56,862.43247357,2620.8024802575515,0,2606.04,2621.3796295660272,-1,-7877.147150080001,2615.47,-1
2025-05-30 02:00:00,2597.83,2618.03,2598.55,2615.1,1741.2759988,2620.2382296022924,0,2598.56,2620.8024802575515,1,-6135.871151280001,2613.6960000000004,1
2025-05-30 02:15:00,2612.65,2623.5,2615.1,2620.02,933.97803806,2620.195718867553,0,2615.1,2620.2382296022924,1,-5201.893113220001,2612.53,1
2025-05-30 02:30:00,2619.28,2634.8,2619.97,2631.67,2510.01774641,2620.7839098283857,1,2620.02,2620.195718867553,1,-2691.875366810001,2611.493,1
2025-05-30 02:45:00,2626.06,2633.45,2631.68,2630.61,3435.31373836,2621.594488986493,0,2631.67,2620.7839098283857,0,-6127.189105170001,2610.818,0
2025-05-30 03:00:00,2626.49,2641.34,2630.61,2638.02,739.51699599,2621.847771633994,0,2630.61,2621.594488986493,1,-5387.672109180001,2611.593,1
2025-05-30 03:15:00,2633.35,2643.43,2637.62,2639.37,456.87307517,2622.0384214592177,0,2638.02,2621.847771633994,1,-4930.7990340100005,2618.158,1
2025-05-30 03:30:00,2633.08,2641.42,2639.42,2635.65,449.02262859,2622.199671256925,0,2639.37,2622.0384214592177,0,-5379.8216626,2622.1310000000003,0
2025-05-30 03:45:00,2629.46,2637.58,2635.59,2631.97,645.0943545,2622.367532429394,0,2635.65,2622.199671256925,0,-6024.9160171,2624.701,0
2025-05-30 04:00:00,2622.61,2632.44,2631.96,2627.78,807.17008289,2622.467508182771,0,2631.97,2622.367532429394,0,-6832.086099990001,2626.875,0
2025-05-30 04:15:00,2623.0,2630.37,2627.76,2624.2,457.47518118,2622.503747870712,0,2627.78,2622.467508182771,-1,-7289.56128117,2629.439,-1
2025-05-30 04:30:00,2621.05,2633.83,2624.2,2633.22,1913.23581119,2622.7975147568486,0,2624.2,2622.503747870712,1,-5376.32546998,2631.2509999999997,1
2025-05-30 04:45:00,2633.28,2639.19,2633.28,2635.72,531.57315869,2622.9534297995415,0,2633.22,2622.7975147568486,1,-4844.75231129,2632.821,1
2025-05-30 05:00:00,2633.11,2640.65,2635.75,2633.55,393.36518096,2623.063938832357,0,2635.72,2622.9534297995415,0,-5238.1174922499995,2633.009,0
2025-05-30 05:15:00,2630.76,2639.99,2633.44,2637.31,398.38956303,2623.1760980511563,0,2633.55,2623.063938832357,1,-4839.727929219999,2633.679,1
2025-05-30 05:30:00,2636.7,2649.91,2637.3,2646.49,1274.19211208,2623.747011589992,0,2637.31,2623.1760980511563,1,-3565.5358171399994,2634.526,1
2025-05-30 05:45:00,2636.83,2646.49,2646.44,2644.58,381.06809928,2623.8979700758723,0,2646.49,2623.747011589992,0,-3946.603916419999,2635.047,0
2025-05-30 06:00:00,2637.34,2645.62,2644.57,2638.44,327.97012785,2624.0111717348937,0,2644.58,2623.8979700758723,0,-4274.574044269999,2635.326,0
2025-05-30 06:15:00,2626.28,2638.43,2638.43,2628.5,376.34784698,2624.066082891421,0,2638.44,2624.0111717348937,-1,-4650.921891249999,2634.9790000000003,-1
2025-05-30 06:30:00,2613.11,2631.42,2628.49,2617.36,1008.30311449,2623.9959317165353,-1,2628.5,2624.066082891421,-1,-5659.225005739999,2633.937,-1
2025-05-30 06:45:00,2608.0,2623.39,2617.85,2621.1,1270.1660817,2623.832973259997,0,2617.36,2623.9959317165353,0,-4389.058924039999,2633.627,0
2025-05-30 07:00:00,2615.99,2629.77,2621.35,2623.03,553.20572855,2623.8232189458636,0,2621.1,2623.832973259997,0,-3835.8531954899986,2632.608,0
2025-05-30 07:15:00,2623.03,2643.98,2623.03,2633.03,1829.89258675,2624.151773480598,1,2623.03,2623.8232189458636,1,-2005.9606087399986,2632.339,1
2025-05-30 07:30:00,2621.04,2632.73,2632.72,2627.96,1809.34944713,2624.2537546769136,0,2633.03,2624.151773480598,-1,-3815.310055869999,2631.7799999999997,-1
2025-05-30 07:45:00,2616.25,2630.92,2627.88,2619.7,2310.89425912,2624.174364814137,-1,2627.96,2624.2537546769136,-1,-6126.204314989998,2630.019,-1
2025-05-30 08:00:00,2608.81,2625.36,2619.71,2618.91,1318.69368219,2624.0282209502343,0,2619.7,2624.174364814137,-1,-7444.897997179998,2627.261,-1
2025-05-30 08:15:00,2611.01,2623.96,2618.9,2623.49,490.32506183,2623.990458951497,0,2618.91,2624.0282209502343,0,-6954.572935349998,2625.1519999999996,0
2025-05-30 08:30:00,2612.45,2627.98,2623.0,2621.39,885.0911351,2623.940422312822,0,2623.49,2623.990458951497,-1,-7839.664070449999,2623.447,-1
2025-05-30 08:45:00,2618.23,2626.59,2621.41,2618.42,500.48622771,2623.916702981762,0,2621.39,2623.940422312822,-1,-8340.150298159999,2622.439,-1
2025-05-30 09:00:00,2611.17,2625.01,2618.27,2615.12,481.4171477,2623.8627611422517,0,2618.42,2623.916702981762,-1,-8821.567445859999,2622.2149999999997,-1
2025-05-30 09:15:00,2613.63,2622.5,2615.04,2615.74,398.41332307,2623.8199973037517,0,2615.12,2623.8627611422517,0,-8423.154122789998,2621.679,0
2025-05-30 09:30:00,2589.48,2616.24,2615.71,2602.98,1533.65427089,2623.3088558494264,0,2615.74,2623.8199973037517,-1,-9956.808393679998,2619.674,-1
2025-05-30 09:45:00,2598.76,2618.99,2603.04,2615.81,937.19035093,2623.1305258149746,0,2602.98,2623.3088558494264,0,-9019.618042749997,2617.9519999999998,0
2025-05-30 10:00:00,2605.19,2619.3,2615.81,2605.8,898.34884005,2622.949286545855,0,2615.81,2623.1305258149746,-1,-9917.966882799996,2615.736,-1
2025-05-30 10:15:00,2603.77,2618.38,2605.74,2617.75,713.29612775,2622.843913237339,0,2605.8,2622.949286545855,1,-9204.670755049996,2615.541,1
2025-05-30 10:30:00,2611.16,2618.4,2617.88,2615.43,418.1481572,2622.7939970198636,0,2617.75,2622.843913237339,0,-9622.818912249995,2615.193,0
2025-05-30 10:45:00,2613.62,2624.08,2615.28,2622.97,457.84560352,2622.7762165115737,1,2615.43,2622.7939970198636,1,-9164.973308729996,2615.141,1
2025-05-30 11:00:00,2618.84,2628.99,2622.96,2620.67,889.05292266,2622.77697347925,-1,2622.97,2622.7762165115737,0,-10054.026231389995,2615.069,-1
2025-05-30 11:15:00,2615.72,2626.8,2620.67,2618.85,756.75463027,2622.7510904908218,0,2620.67,2622.77697347925,0,-10810.780861659994,2615.112,0
2025-05-30 11:30:00,2616.06,2624.57,2618.58,2616.63,371.12035201,2622.7311532505214,0,2618.85,2622.7510904908218,0,-11181.901213669995,2615.263,0
2025-05-30 11:45:00,2616.58,2625.19,2616.89,2622.63,719.15584357,2622.7179607542494,0,2616.63,2622.7311532505214,1,-10462.745370099994,2615.952,1
2025-05-30 12:00:00,2589.85,2627.19,2622.75,2590.04,2202.32511158,2622.087661520437,0,2622.63,2622.7179607542494,-1,-12665.070481679993,2614.658,-1
2025-05-30 12:15:00,2579.11,2602.91,2589.84,2595.95,1585.12703231,2621.4461145128603,0,2590.04,2622.087661520437,0,-11079.943449369994,2612.6719999999996,0
2025-05-30 12:30:00,2591.54,2618.64,2595.68,2617.13,1631.26072642,2621.175306744024,0,2595.95,2621.4461145128603,1,-9448.682722949994,2613.805,1
2025-05-30 12:45:00,2610.66,2623.23,2616.98,2610.83,1033.42092382,2621.0893697126044,0,2617.13,2621.175306744024,-1,-10482.103646769994,2613.113,-1
2025-05-30 13:00:00,2602.24,2619.06,2610.91,2605.94,961.82880682,2620.938068813656,0,2610.83,2621.0893697126044,-1,-11443.932453589994,2612.1639999999998,-1
2025-05-30 13:15:00,2589.67,2609.23,2605.99,2593.95,1750.71461795,2620.4152552657183,0,2605.94,2620.938068813656,-1,-13194.647071539994,2609.262,-1
2025-05-30 13:30:00,2583.93,2600.88,2594.08,2594.67,2010.23851862,2619.7312853942267,0,2593.95,2620.4152552657183,0,-11184.408552919995,2606.662,0
2025-05-30 13:45:00,2572.76,2597.98,2595.21,2576.98,2777.76144709,2618.4859644339012,0,2594.67,2619.7312853942267,-1,-13962.170000009995,2602.475,-1
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2585.19,2197.33943282,2617.6077905806214,0,2576.98,2618.4859644339012,0,-11764.830567189994,2599.3309999999997,0
2025-05-30 14:15:00,2578.73,2589.57,2585.05,2588.68,2049.53872952,2616.8562890083126,0,2585.19,2617.6077905806214,0,-9715.291837669994,2595.9359999999997,0
2025-05-30 14:30:00,2586.38,2605.62,2588.45,2595.37,1402.29386709,2616.522612221602,0,2588.68,2616.8562890083126,0,-8312.997970579994,2596.469,0
2025-05-30 14:45:00,2588.48,2601.63,2595.59,2596.59,1136.17823282,2616.2570816152074,0,2595.37,2616.522612221602,1,-7176.8197377599945,2596.5330000000004,1
2025-05-30 15:00:00,2595.7,2608.56,2595.82,2607.87,784.7034286,2616.151124207996,0,2596.59,2616.2570816152074,1,-6392.116309159995,2595.607,1
2025-05-30 15:15:00,2599.03,2617.8,2607.97,2614.22,1380.15791215,2616.0639393206543,0,2607.87,2616.151124207996,1,-5011.958397009995,2595.946,1
2025-05-30 15:30:00,2598.02,2615.44,2614.05,2604.32,1808.24299624,2615.8681856984863,0,2614.22,2616.0639393206543,0,-6820.201393249995,2595.784,0
2025-05-30 15:45:00,2598.17,2606.86,2604.32,2599.03,1155.09122808,2615.6913229237502,0,2604.32,2615.8681856984863,0,-7975.292621329995,2596.292,0
2025-05-30 16:00:00,2592.49,2605.34,2599.04,2597.46,1089.71331404,2615.495154095962,0,2599.03,2615.6913229237502,0,-9065.005935369994,2596.571,0
2025-05-30 16:15:00,2570.23,2597.6,2597.58,2573.64,3410.52879591,2614.2928383047342,0,2597.46,2615.495154095962,-1,-12475.534731279995,2596.237,-1
2025-05-30 16:30:00,2534.05,2574.72,2573.47,2553.35,10142.30118337,2608.7088875876398,0,2573.64,2614.2928383047342,-1,-22617.835914649993,2593.0530000000003,-1
2025-05-30 16:45:00,2539.8,2553.94,2553.36,2541.23,2885.62147338,2607.071949436906,0,2553.35,2608.7088875876398,-1,-25503.457388029994,2588.308,-1
2025-05-30 17:00:00,2539.95,2560.59,2541.22,2552.43,1644.21444237,2606.2628625915972,0,2541.23,2607.071949436906,0,-23859.242945659993,2584.014,0
2025-05-30 17:15:00,2545.7,2558.79,2552.44,2547.86,965.33989742,2605.7968866093215,0,2552.43,2606.2628625915972,-1,-24824.582843079992,2579.141,-1
2025-05-30 17:30:00,2542.11,2555.04,2547.85,2547.71,1198.44199602,2605.203404638652,0,2547.86,2605.7968866093215,-1,-26023.02483909999,2573.125,-1
2025-05-30 17:45:00,2539.81,2551.24,2547.72,2549.75,1068.6605728,2604.672088890629,0,2547.71,2605.203404638652,0,-24954.364266299992,2566.678,0
2025-05-30 18:00:00,2548.11,2561.28,2549.75,2556.44,1617.90216097,2603.9994962527708,0,2549.75,2604.672088890629,0,-23336.462105329992,2561.89,0
2025-05-30 18:15:00,2557.05,2577.38,2557.05,2574.29,3069.55680956,2603.132533519918,0,2556.44,2603.9994962527708,1,-20266.905295769993,2559.416,1
2025-05-30 18:30:00,2567.61,2576.49,2574.29,2570.93,1311.88852844,2602.797579346221,0,2574.29,2603.132533519918,0,-21578.79382420999,2556.763,0
2025-05-30 18:45:00,2570.58,2579.76,2570.91,2578.72,1185.48182023,2602.5455483667606,0,2570.93,2602.797579346221,1,-20393.31200397999,2557.2709999999997,1
2025-05-30 19:00:00,2574.8,2585.99,2578.71,2578.82,1040.2622791,2602.357481834598,0,2578.72,2602.5455483667606,1,-19353.04972487999,2559.818,1
2025-05-30 19:15:00,2578.41,2582.69,2579.11,2581.34,823.64686163,2602.2169293071715,0,2578.82,2602.357481834598,1,-18529.40286324999,2563.829,1
2025-05-30 19:30:00,2573.64,2582.22,2581.3,2577.45,1053.68484461,2602.0145837175733,0,2581.34,2602.2169293071715,0,-19583.08770785999,2566.3309999999997,0
2025-05-30 19:45:00,2572.69,2581.02,2577.29,2574.7,1404.77101958,2601.732142908833,0,2577.45,2602.0145837175733,0,-20987.85872743999,2569.015,0
2025-05-30 20:00:00,2566.1,2576.54,2574.26,2569.72,822.23692049,2601.5357068875496,0,2574.7,2601.732142908833,-1,-21810.09564792999,2571.216,-1
2025-05-30 20:15:00,2569.5,2578.89,2569.72,2573.28,832.03474869,2601.3592594320226,0,2569.72,2601.5357068875496,0,-20978.06089923999,2573.569,0
2025-05-30 20:30:00,2569.73,2585.69,2573.17,2584.18,1061.70031384,2601.185633600665,0,2573.28,2601.3592594320226,1,-19916.36058539999,2576.343,1
2025-05-30 20:45:00,2575.25,2590.15,2583.86,2578.59,947.32322979,2601.04353614455,0,2584.18,2601.185633600665,0,-20863.68381518999,2576.773,0
2025-05-30 21:00:00,2575.82,2583.54,2578.32,2581.89,340.66476586,2600.990588253797,0,2578.59,2601.04353614455,1,-20523.01904932999,2577.8689999999997,1
2025-05-30 21:15:00,2581.2,2588.31,2581.94,2582.31,281.92408965,2600.954444098731,0,2581.89,2600.990588253797,1,-20241.094959679987,2578.228,1
2025-05-30 21:30:00,2568.94,2585.4,2582.29,2569.44,340.34792947,2600.887155210544,0,2582.31,2600.954444098731,-1,-20581.44288914999,2577.29,-1
2025-05-30 21:45:00,2563.63,2575.06,2569.87,2569.9,387.47893869,2600.7962934734974,0,2569.44,2600.887155210544,0,-20193.963950459987,2576.1459999999997,0
2025-05-30 22:00:00,2560.85,2574.13,2569.87,2566.41,598.23368151,2600.646351275684,0,2569.9,2600.7962934734974,-1,-20792.197631969986,2575.0420000000004,-1
2025-05-30 22:15:00,2546.93,2566.74,2566.74,2549.38,957.21057936,2600.3187632519125,0,2566.41,2600.646351275684,-1,-21749.408211329985,2572.5099999999998,-1
2025-05-30 22:30:00,2524.47,2555.12,2549.39,2526.2,1354.18800023,2599.6739849481237,0,2549.38,2600.3187632519125,-1,-23103.596211559983,2568.158,-1
