start,low,high,open,close,volume,MA,STD,Z_Score,zscoremeanreversion_signal,SMA_Short,SMA_Long,movingaveragecrossover_signal,RSI,rsi_signal,signal
2025-05-26 09:00:00,3.6077,3.62,3.6151,3.618,50566.8,3.6292050000000002,0.009915404018097644,-1.1300598522812517,0,3.6269,3.6292050000000002,-1,43.236714975845445,0,-1
2025-05-26 09:15:00,3.6088,3.618,3.618,3.6101,57755.5,3.6289449999999994,0.010357528408691127,-1.8194495111581126,1,3.6205,3.6289449999999994,-1,43.552311435523194,0,0
2025-05-26 09:30:00,3.5907,3.6186,3.6104,3.5931,279252.6,3.62766,0.0129517485102856,-2.668365585739577,1,3.6126199999999997,3.62766,-1,38.71665465032449,0,0
2025-05-26 09:45:00,3.5898,3.5998,3.5938,3.5961,41867.5,3.6262449999999995,0.01474800521747736,-2.044005243792281,1,3.6065200000000006,3.6262449999999995,-1,38.450398262128765,0,0
2025-05-26 10:00:00,3.5845,3.5995,3.5957,3.5917,132883.8,3.6245249999999998,0.016649225523318496,-1.9715631789614474,1,3.6018,3.6245249999999998,-1,39.50892857142853,0,0
2025-05-26 10:15:00,3.5879,3.6047,3.5922,3.6017,26693.3,3.6227400000000003,0.017103751512153074,-1.2301394805139794,0,3.59854,3.6227400000000003,-1,36.92785104732342,0,-1
2025-05-26 10:30:00,3.588,3.602,3.6009,3.5961,74965.8,3.620805,0.01784080110898983,-1.3847472346716165,0,3.59574,3.620805,-1,30.64644852354337,0,-1
2025-05-26 10:45:00,3.5687,3.5979,3.5968,3.5819,126367.4,3.6186,0.019784310636674424,-1.8550052450131107,1,3.5935,3.6186,-1,30.91787439613516,0,0
2025-05-26 11:00:00,3.5755,3.5888,3.5818,3.584,56222.6,3.6165800000000004,0.0211745527511335,-1.5386393461489396,1,3.5910800000000003,3.6165800000000004,-1,29.90196078431373,1,1
2025-05-26 11:15:00,3.5706,3.5868,3.585,3.5764,89857,3.614,0.0227916882356615,-1.6497242157414305,1,3.58802,3.614,-1,16.00719424460418,1,1
2025-05-26 11:30:00,3.561,3.5794,3.576,3.5744,160322.1,3.611725,0.024386792693889728,-1.5305415709443446,1,3.58256,3.611725,-1,17.231364956437403,1,1
2025-05-26 11:45:00,3.5606,3.5774,3.5738,3.5715,58727.1,3.6085299999999996,0.025290919943311074,-1.4641618447648974,0,3.5776399999999997,3.6085299999999996,-1,18.42650103519658,1,0
2025-05-26 12:00:00,3.5708,3.5857,3.5718,3.5784,360036.1,3.60522,0.024645520570897975,-1.0882302089277023,0,3.5769399999999996,3.60522,-1,25.307377049180175,1,0
2025-05-26 12:15:00,3.5652,3.5801,3.5785,3.5703,52343.2,3.60227,0.025137665176510515,-1.2717967152284964,0,3.5742000000000003,3.60227,-1,26.165254237288025,1,0
2025-05-26 12:30:00,3.5661,3.5772,3.5694,3.5749,38861.5,3.599355,0.024739324651464622,-0.9885071781275293,0,3.5738999999999996,3.599355,-1,27.622014537902288,1,0
2025-05-26 12:45:00,3.5742,3.6036,3.5754,3.5946,124004.6,3.596485,0.021416945455214265,-0.08801441848661037,0,3.5779400000000003,3.596485,-1,42.83071230342259,0,-1
2025-05-26 13:00:00,3.5857,3.6078,3.5957,3.5864,58541,3.5936999999999997,0.018610806142217634,-0.39224523345284845,0,3.58092,3.5936999999999997,-1,46.62638469284975,0,-1
2025-05-26 13:15:00,3.57,3.5936,3.5865,3.5825,122503,3.5911999999999997,0.016344772220726084,-0.5322802840266946,0,3.58174,3.5911999999999997,-1,43.21357285429147,0,-1
2025-05-26 13:30:00,3.573,3.5898,3.5819,3.5794,96180.4,3.58884,0.01423592194711189,-0.6631112501930239,0,3.58356,3.58884,-1,43.78159757330646,0,-1
2025-05-26 13:45:00,3.531,3.5791,3.5791,3.5378,318939.6,3.5849650000000004,0.016944499961563324,-2.783499076808936,1,3.57614,3.5849650000000004,-1,25.517241379310164,1,1
2025-05-26 14:00:00,3.5249,3.5482,3.5377,3.5456,153149.2,3.581345,0.017246524440107016,-2.07259150237102,1,3.5663400000000003,3.581345,-1,30.972117558402317,0,0
2025-05-26 14:15:00,3.5231,3.5457,3.5454,3.5322,76110,3.5774500000000002,0.01910686016233978,-2.3682593380355295,1,3.5555,3.5774500000000002,-1,31.15996967399535,0,0
2025-05-26 14:30:00,3.5154,3.534,3.5318,3.5299,270334.3,3.57429,0.02146323417038256,-2.068187843808477,1,3.54498,3.57429,-1,29.52308856926561,1,1
2025-05-26 14:45:00,3.525,3.5406,3.528,3.5385,85280.1,3.57141,0.022233329650964685,-1.4802101402104781,0,3.5368000000000004,3.57141,-1,35.76258452291502,0,-1
2025-05-26 15:00:00,3.5232,3.5433,3.5385,3.5274,73558.8,3.5681950000000002,0.023742665903612577,-1.718214802230484,1,3.53472,3.5681950000000002,-1,33.47398030942334,0,0
2025-05-26 15:15:00,3.5242,3.547,3.5275,3.5454,65394.8,3.5653799999999998,0.02288312639663223,-0.8731324406327797,0,3.5346800000000003,3.5653799999999998,-1,41.70375079465982,0,-1
2025-05-26 15:30:00,3.5443,3.5745,3.545,3.5499,193065.7,3.5630699999999997,0.021930874655561008,-0.6005232443686493,0,3.5382200000000004,3.5630699999999997,-1,40.80051646223373,0,-1
2025-05-26 15:45:00,3.5453,3.5606,3.5499,3.5508,131871,3.561515,0.021625917078212306,-0.49547031745511333,0,3.5423999999999998,3.561515,-1,43.398781313473286,0,-1
2025-05-26 16:00:00,3.546,3.5686,3.5516,3.5474,264410.1,3.5596849999999995,0.021166763295815433,-0.5803910512113167,0,3.54418,3.5596849999999995,-1,40.61433447098978,0,-1
2025-05-26 16:15:00,3.4903,3.5504,3.5492,3.5028,492590.9,3.5560050000000003,0.024277203406965476,-2.1915621461051358,1,3.53926,3.5560050000000003,-1,23.220536756126094,1,1
2025-05-26 16:30:00,3.4913,3.5162,3.5029,3.5078,79513.8,3.552675,0.026118996414185282,-1.7180981722417201,1,3.53174,3.552675,-1,26.634958382877556,1,1
2025-05-26 16:45:00,3.491,3.5126,3.5082,3.5004,59598.4,3.54912,0.028179286905923032,-1.72892948507364,1,3.52184,3.54912,-1,26.092020966802536,1,1
2025-05-26 17:00:00,3.4945,3.5118,3.4998,3.4987,98664,3.5451349999999997,0.029428437285262638,-1.577895541984956,1,3.5114199999999998,3.5451349999999997,-1,26.306517909571298,1,1
2025-05-26 17:15:00,3.4733,3.5017,3.4997,3.4809,259063.9,3.5406649999999997,0.032075458318094024,-1.8632625419505138,1,3.49812,3.5406649999999997,-1,30.58020477815704,0,0
