start,low,high,open,close,volume,VWAP,vwap_signal,prev_close,prev_vwap,fibonacciretracement_signal,RSI,rsi_signal,MA,STD,UpperBand,LowerBand,bollingerbands_signal,signal
2025-05-29 14:00:00,2643.82,2668.05,2661.28,2650.77,4182.46078262,2707.332427222022,0,2661.36,2711.516368088967,0,10.549689134510714,1,2708.1330000000003,26.41993726834337,2760.972874536687,2655.2931254633136,1,1
2025-05-29 14:15:00,2622.07,2651.6,2650.95,2638.6,4243.85894627,2702.5103791190218,0,2650.77,2707.332427222022,-1,8.597083926031033,1,2704.023,30.434391747703422,2764.891783495407,2643.1542165045935,1,1
2025-05-29 14:30:00,2631.29,2649.89,2638.52,2648.55,2217.40603115,2700.4487098503864,0,2638.6,2702.5103791190218,0,16.51515151515146,1,2700.0815000000002,32.2977819468189,2764.677063893638,2635.4859361063623,0,1
2025-05-29 14:45:00,2646.91,2676.4,2648.3,2673.21,3458.41176247,2698.6505017415275,0,2648.55,2700.4487098503864,0,31.209472793910237,0,2696.844,31.537326489499986,2759.918652979,2633.769347021,0,0
2025-05-29 15:00:00,2661.94,2675.24,2673.16,2664.71,2059.29806459,2697.7182858691563,0,2673.21,2698.6505017415275,0,31.143620762413804,0,2693.552,31.268961001371963,2756.089922002744,2631.014077997256,0,0
2025-05-29 15:15:00,2657.43,2667.66,2664.71,2662.16,1942.29276769,2696.7553336522997,0,2664.71,2697.7182858691563,0,30.87650791437123,0,2690.3419999999996,31.01800947157971,2752.378018943159,2628.30598105684,0,0
2025-05-29 15:30:00,2645.09,2663.49,2662.16,2650.54,1671.48877666,2695.752669251129,0,2662.16,2696.7553336522997,0,28.252137859549165,1,2686.3329999999996,30.704530798874206,2747.742061597748,2624.923938402251,0,1
2025-05-29 15:45:00,2639.67,2653.91,2650.54,2643.84,2062.53298199,2694.377996790044,0,2650.54,2695.752669251129,0,28.417828750162982,1,2681.938,30.14887177779223,2742.2357435555846,2621.6402564444156,0,1
2025-05-29 16:00:00,2640.47,2655.44,2644.15,2652.93,2232.46866351,2693.0829983069816,0,2643.84,2694.377996790044,0,37.241184368595796,0,2678.179,28.743094163735062,2735.6651883274703,2620.69281167253,0,0
2025-05-29 16:15:00,2643.07,2660.84,2652.83,2649.36,2150.19479787,2691.94466861689,0,2652.93,2693.0829983069816,0,33.93406279053136,0,2674.3205000000003,27.040027731807594,2728.4005554636155,2620.240444536385,0,0
2025-05-29 16:30:00,2641.65,2652.0,2649.36,2645.63,1712.4819041,2690.9827325673323,0,2649.36,2691.94466861689,0,32.005659709939835,0,2670.6855,25.663965209282146,2722.0134304185644,2619.3575695814357,0,0
2025-05-29 16:45:00,2631.17,2648.23,2645.63,2640.66,1753.34604765,2689.9033868060824,0,2645.63,2690.9827325673323,-1,32.91378683157501,0,2666.8679999999995,24.037523648620386,2714.9430472972404,2618.7929527027586,0,-1
2025-05-29 17:00:00,2638.65,2647.07,2640.4,2643.63,1607.4529818,2689.012239862207,0,2640.66,2689.9033868060824,0,42.811473226178826,0,2663.1655,21.351967116332315,2705.869434232665,2620.4615657673353,0,0
2025-05-29 17:15:00,2639.67,2653.38,2643.49,2649.32,2824.25796945,2687.666608051784,0,2643.63,2689.012239862207,0,44.84412470023983,0,2660.1275,18.45101933427479,2697.02953866855,2623.2254613314503,0,0
2025-05-29 17:30:00,2648.31,2663.79,2649.31,2651.6,1587.18056042,2687.0750273336407,0,2649.32,2687.666608051784,0,50.38266482249882,0,2658.2555,17.221559460840286,2692.698618921681,2623.8123810783195,0,0
2025-05-29 17:45:00,2650.31,2670.26,2651.6,2659.6,2062.63286543,2686.4617320422676,0,2651.6,2687.0750273336407,0,60.069044879171486,0,2656.5209999999997,15.005635397553528,2686.532270795107,2626.5097292048927,0,0
2025-05-29 18:00:00,2658.01,2673.85,2659.6,2670.47,2023.37017692,2686.04747146866,0,2659.6,2686.4617320422676,0,60.418250950570226,0,2655.2195,12.227210584769995,2679.6739211695403,2630.76507883046,0,0
2025-05-29 18:15:00,2655.34,2672.42,2670.56,2656.72,1394.09880996,2685.6844158443637,0,2670.47,2686.04747146866,0,41.25570049846202,0,2653.674,9.582408443551577,2672.8388168871033,2634.5091831128966,0,0
2025-05-29 18:30:00,2645.45,2661.37,2656.55,2648.17,1626.97651523,2685.107311774916,0,2656.72,2685.6844158443637,0,41.23383506465969,0,2653.0915,9.543151457298773,2672.1778029145976,2634.0051970854024,0,0
2025-05-29 18:45:00,2647.02,2658.99,2648.17,2649.65,1017.08714206,2684.758725888714,0,2648.17,2685.107311774916,0,43.29366355741402,0,2652.5060000000003,9.366745994549971,2671.2394919891003,2633.7725080109003,0,0
2025-05-29 19:00:00,2629.15,2657.82,2650.1,2631.41,4079.91967535,2682.929045269295,0,2649.65,2684.758725888714,-1,40.42446691360485,0,2651.5379999999996,10.488765217582952,2672.5155304351656,2630.5604695648335,0,-1
2025-05-29 19:15:00,2630.86,2645.49,2631.33,2644.09,2190.49833664,2682.02095697887,0,2631.41,2682.929045269295,0,50.11806933031076,0,2651.8125,10.200215619501089,2672.212931239002,2631.412068760998,0,0
2025-05-29 19:30:00,2639.38,2650.19,2644.04,2642.19,2063.05807359,2681.2742137825694,0,2644.09,2682.02095697887,0,44.558167815160246,0,2651.4945,10.404375838033324,2672.3032516760663,2630.6857483239332,0,0
2025-05-29 19:45:00,2641.91,2655.89,2642.2,2651.07,2359.11375283,2680.5804160952794,0,2642.19,2681.2742137825694,0,50.822194441773256,0,2650.3875,9.063744941718504,2668.514989883437,2632.2600101165626,0,0
2025-05-29 20:00:00,2649.75,2662.9,2650.71,2651.82,3355.92311631,2679.801534691676,0,2651.07,2680.5804160952794,0,53.06405306405306,0,2649.743,8.427675024340799,2666.5983500486814,2632.8876499513185,0,0
2025-05-29 20:15:00,2651.9,2660.57,2651.9,2653.78,1322.59178794,2679.514348374527,0,2651.82,2679.801534691676,0,56.69387755102055,0,2649.324,7.97394665540644,2665.271893310813,2633.376106689187,0,0
2025-05-29 20:30:00,2643.42,2656.9,2653.64,2643.81,930.56360995,2679.2557115029376,0,2653.78,2679.514348374527,0,50.08571428571421,0,2648.9875,8.061453359244142,2665.1104067184883,2632.864593281512,0,0
2025-05-29 20:45:00,2640.57,2646.97,2643.7,2644.28,763.39513178,2679.019210590613,0,2643.81,2679.2557115029376,0,47.474443776307915,0,2649.0094999999997,8.047254173751,2665.104008347502,2632.9149916524975,0,0
2025-05-29 21:00:00,2643.88,2647.62,2644.28,2645.49,574.41315868,2678.851974760935,0,2644.28,2679.019210590613,0,46.905075473609514,0,2648.6375,8.028425076603678,2664.6943501532073,2632.5806498467923,0,0
2025-05-29 21:15:00,2644.73,2652.76,2645.49,2649.66,727.7743586,2678.6638593647053,0,2645.49,2678.851974760935,0,44.761804384485664,0,2648.6524999999997,8.030126088680824,2664.7127521773614,2632.592247822638,0,0
2025-05-29 21:30:00,2649.42,2655.82,2649.53,2655.16,801.06989938,2678.4899999861263,0,2649.66,2678.6638593647053,0,41.447882918109805,0,2649.129,8.123541423742994,2665.376082847486,2632.881917152514,0,0
2025-05-29 21:45:00,2650.33,2662.68,2655.2,2661.0,1884.49768449,2678.162772625586,0,2655.16,2678.4899999861263,0,52.622549019607945,0,2650.146,8.2791986645099,2666.70439732902,2633.5876026709802,0,0
2025-05-29 22:00:00,2657.73,2669.32,2660.99,2663.87,4806.55578974,2677.5942808988116,0,2661.0,2678.162772625586,0,60.33983140147499,0,2651.158,8.668650474712619,2668.495300949425,2633.8206990505746,0,0
2025-05-29 22:15:00,2659.56,2668.44,2663.86,2659.71,640.44977647,2677.516323010706,0,2663.87,2677.5942808988116,0,56.39949109414748,0,2651.6775,8.861879849884378,2669.4012596997686,2633.953740300231,0,0
2025-05-29 22:30:00,2656.77,2661.04,2659.74,2656.83,405.28086341,2677.4531490221566,0,2659.71,2677.516323010706,0,70.09803921568611,-1,2651.939,8.93632439453227,2669.8116487890643,2634.0663512109354,0,-1
2025-05-29 22:45:00,2644.53,2659.37,2657.05,2645.13,1431.37477506,2677.1357561906943,0,2656.83,2677.4531490221566,0,50.83520719563119,0,2651.2155000000002,8.868936015821438,2668.953372031643,2633.4776279683574,0,0
2025-05-29 23:00:00,2643.7,2649.45,2645.0,2644.46,560.3134619,2676.9965276596404,0,2645.13,2677.1357561906943,0,51.85974111092903,0,2649.915,7.730927295105705,2665.376854590211,2634.4531454097887,0,0
2025-05-29 23:15:00,2627.88,2645.41,2644.46,2635.24,1447.01968967,2676.532431187421,0,2644.46,2676.9965276596404,-1,37.10281896692171,0,2648.841,8.212812775433088,2665.266625550866,2632.4153744491337,0,-1
2025-05-29 23:30:00,2628.34,2639.12,2635.07,2632.84,707.02420161,2676.294331477763,0,2635.24,2676.532431187421,0,34.94128847984766,0,2648.0744999999997,8.960107186277444,2665.9947143725544,2630.154285627445,0,0
2025-05-29 23:45:00,2618.88,2634.99,2632.61,2631.68,1216.13513049,2675.8445974407555,0,2632.84,2676.294331477763,0,32.24043715846973,0,2647.176,9.66692211399279,2666.5098442279855,2627.8421557720144,0,0
2025-05-30 00:00:00,2630.73,2642.18,2631.41,2642.04,698.50717799,2675.6427920386086,0,2631.68,2675.8445974407555,0,48.586487781504566,0,2647.7075,9.025403256778938,2665.7583065135577,2629.6566934864422,0,0
2025-05-30 00:15:00,2634.71,2645.44,2642.17,2637.36,711.07477116,2675.444218838625,0,2642.04,2675.6427920386086,-1,44.82190960790175,0,2647.371,9.288986064440563,2665.948972128881,2628.793027871119,0,-1
2025-05-30 00:30:00,2621.34,2637.95,2637.2,2630.27,966.539168,2675.1093060618755,0,2637.36,2675.444218838625,0,39.53232462173332,0,2646.775,9.994517181150824,2666.7640343623016,2626.7859656376986,0,0
2025-05-30 00:45:00,2558.57,2631.48,2630.27,2573.72,8265.13702745,2669.9561654397003,0,2630.27,2675.1093060618755,-1,19.643428205948254,1,2642.9075,19.080648746283767,2681.0687974925672,2604.7462025074324,1,1
2025-05-30 01:00:00,2569.27,2597.65,2573.72,2595.92,3314.60751469,2668.0495673305695,0,2573.72,2669.9561654397003,0,29.108477923543703,1,2640.1125,21.6302711555651,2683.3730423111306,2596.85195768887,1,1
2025-05-30 01:15:00,2588.93,2609.96,2595.6,2606.27,1603.32198832,2667.3148977545,0,2595.92,2668.0495673305695,0,31.294005058445606,0,2637.737,22.63574050967116,2683.0084810193425,2592.4655189806576,0,0
2025-05-30 01:30:00,2596.37,2609.31,2606.45,2606.04,1087.35828203,2666.8421468600673,0,2606.27,2667.3148977545,0,29.87121475809269,1,2635.8485,23.65502956978676,2683.1585591395738,2588.5384408604264,0,1
2025-05-30 01:45:00,2595.56,2608.57,2606.11,2598.56,862.43247357,2666.4544756178216,0,2606.04,2666.8421468600673,0,29.196434646526583,1,2633.5625,24.96995476146469,2683.502409522929,2583.622590477071,0,1
2025-05-30 02:00:00,2597.83,2618.03,2598.55,2615.1,1741.2759988,2665.796020220765,0,2598.56,2666.4544756178216,1,37.01052107327403,0,2632.043,25.130077617324492,2682.3031552346492,2581.782844765351,0,1
2025-05-30 02:15:00,2612.65,2623.5,2615.1,2620.02,933.97803806,2665.5017062663833,0,2615.1,2665.796020220765,0,41.839454013649664,0,2630.561,24.909480947076265,2680.3799618941525,2580.7420381058478,0,0
2025-05-30 02:30:00,2619.28,2634.8,2619.97,2631.67,2510.01774641,2664.8916248348805,0,2620.02,2665.5017062663833,0,46.1202451010132,0,2629.3864999999996,24.233179358933306,2677.852858717866,2580.920141282133,0,0
2025-05-30 02:45:00,2626.06,2633.45,2631.68,2630.61,3435.31373836,2664.120819177324,0,2631.67,2664.8916248348805,0,48.52237186442853,0,2627.8669999999997,23.071511961955466,2674.0100239239105,2581.723976076089,0,0
2025-05-30 03:00:00,2626.49,2641.34,2630.61,2638.02,739.51699599,2663.9841727706325,0,2630.61,2664.120819177324,0,51.60192973775353,0,2626.5745,21.627291354118285,2669.829082708237,2583.3199172917634,0,0
2025-05-30 03:15:00,2633.35,2643.43,2637.62,2639.37,456.87307517,2663.910419532743,0,2638.02,2663.9841727706325,0,52.37536294557361,0,2625.5575,20.43234352300872,2666.4221870460174,2584.6928129539824,0,0
2025-05-30 03:30:00,2633.08,2641.42,2639.42,2635.65,449.02262859,2663.832630848279,0,2639.37,2663.910419532743,0,47.94176383431042,0,2624.4985,19.24029797203681,2662.979095944074,2586.0179040559265,0,0
2025-05-30 03:45:00,2629.46,2637.58,2635.59,2631.97,645.0943545,2663.7064525133164,0,2635.65,2663.832630848279,0,48.25260973870184,0,2623.8405,18.71545589107193,2661.271411782144,2586.409588217856,0,0
2025-05-30 04:00:00,2622.61,2632.44,2631.96,2627.78,807.17008289,2663.52254091756,0,2631.97,2663.7064525133164,0,49.177294654067346,0,2623.0065,18.1101051393422,2659.2267102786845,2586.7862897213154,0,0
2025-05-30 04:15:00,2623.0,2630.37,2627.76,2624.2,457.47518118,2663.414087602131,0,2627.78,2663.52254091756,0,75.66083773891823,-1,2622.4545,17.884445012948763,2658.2233900258975,2586.685609974102,0,-1
2025-05-30 04:30:00,2621.05,2633.83,2624.2,2633.22,1913.23581119,2663.0089696745636,0,2624.2,2663.414087602131,0,71.89481098849484,-1,2622.4735,17.89625696678463,2658.2660139335694,2586.6809860664307,0,-1
2025-05-30 04:45:00,2633.28,2639.19,2633.28,2635.72,531.57315869,2662.9201831910073,0,2633.22,2663.0089696745636,0,69.04176904176894,0,2622.6755000000003,18.027958250571384,2658.731416501143,2586.6195834988575,0,0
2025-05-30 05:00:00,2633.11,2640.65,2635.75,2633.55,393.36518096,2662.8541432941524,0,2635.72,2662.9201831910073,0,67.35208780118606,0,2622.251,17.64385263454694,2657.538705269094,2586.9632947309065,0,0
2025-05-30 05:15:00,2630.76,2639.99,2633.44,2637.31,398.38956303,2662.7882008801353,0,2633.55,2662.8541432941524,0,75.64526803441454,-1,2622.2485,17.641602527462666,2657.5317050549256,2586.9652949450747,0,-1
2025-05-30 05:30:00,2636.7,2649.91,2637.3,2646.49,1274.19211208,2662.644542885735,0,2637.31,2662.7882008801353,1,73.01657134477216,-1,2623.0595,18.386848983076167,2659.833197966152,2586.2858020338476,0,0
2025-05-30 05:45:00,2636.83,2646.49,2646.44,2644.58,381.06809928,2662.5979807033887,0,2646.49,2662.644542885735,0,68.84013501073976,0,2626.6025,14.869850767315475,2656.342201534631,2596.862798465369,0,0
2025-05-30 06:00:00,2637.34,2645.62,2644.57,2638.44,327.97012785,2662.553749369139,0,2644.58,2662.5979807033887,0,55.67286743757343,0,2628.7285,13.197786606697187,2655.1240732133947,2602.3329267866056,0,0
2025-05-30 06:15:00,2626.28,2638.43,2638.43,2628.5,376.34784698,2662.4817100555288,0,2638.44,2662.553749369139,0,48.460977388767205,0,2629.84,12.096996582454464,2654.033993164909,2605.646006835091,0,0
2025-05-30 06:30:00,2613.11,2631.42,2628.49,2617.36,1008.30311449,2662.226707957478,0,2628.5,2662.4817100555288,0,35.7083563918095,0,2630.406,11.152796392319999,2652.71159278464,2608.10040721536,0,0
2025-05-30 06:45:00,2608.0,2623.39,2617.85,2621.1,1270.1660817,2661.8860028852864,0,2617.36,2662.226707957478,0,37.76617115307332,0,2631.5330000000004,8.615603409244663,2648.7642068184896,2614.301793181511,0,0
2025-05-30 07:00:00,2615.99,2629.77,2621.35,2623.03,553.20572855,2661.757195288486,0,2621.1,2661.8860028852864,0,41.34193194291985,0,2631.9294999999997,7.978448256338583,2647.886396512677,2615.9726034873224,0,0
2025-05-30 07:15:00,2623.03,2643.98,2623.03,2633.03,1829.89258675,2661.4498255161193,0,2623.03,2661.757195288486,0,50.66919191919217,0,2632.58,7.470535103790571,2647.521070207581,2617.638929792419,0,0
2025-05-30 07:30:00,2621.04,2632.73,2632.72,2627.96,1809.34944713,2661.087777574881,0,2633.03,2661.4498255161193,0,50.112387612387515,0,2632.3945,7.540058267966868,2647.474616535934,2617.314383464066,0,0
2025-05-30 07:45:00,2616.25,2630.92,2627.88,2619.7,2310.89425912,2660.5703012202994,0,2627.96,2661.087777574881,0,47.34544596507784,0,2631.849,8.053151001487366,2647.955302002975,2615.7426979970255,0,0
2025-05-30 08:00:00,2608.81,2625.36,2619.71,2618.91,1318.69368219,2660.2464253185726,0,2619.7,2660.5703012202994,0,40.65072520580159,0,2630.8934999999997,8.408293071042836,2647.7100861420854,2614.076913857914,0,0
2025-05-30 08:15:00,2611.01,2623.96,2618.9,2623.49,490.32506183,2660.1322668127286,0,2618.91,2660.2464253185726,0,42.221091464190216,0,2630.0995,8.314984871975366,2646.7294697439506,2613.469530256049,0,0
2025-05-30 08:30:00,2612.45,2627.98,2623.0,2621.39,885.0911351,2659.933442762339,0,2623.49,2660.1322668127286,0,42.25872167048613,0,2629.3864999999996,8.424651968455489,2646.2358039369105,2612.5371960630887,0,0
2025-05-30 08:45:00,2618.23,2626.59,2621.41,2618.42,500.48622771,2659.8232404958408,0,2621.39,2659.933442762339,0,37.85209003215435,0,2628.709,8.74471262806826,2646.1984252561365,2611.219574743863,0,0
2025-05-30 09:00:00,2611.17,2625.01,2618.27,2615.12,481.4171477,2659.706996277387,0,2618.42,2659.8232404958408,0,28.17587310421598,1,2628.076,9.258606465572447,2646.593212931145,2609.558787068855,0,1
2025-05-30 09:15:00,2613.63,2622.5,2615.04,2615.74,398.41332307,2659.611698545817,0,2615.12,2659.706996277387,0,29.56928308302622,1,2627.6530000000002,9.630786763517358,2646.914573527035,2608.3914264729656,0,1
2025-05-30 09:30:00,2589.48,2616.24,2615.71,2602.98,1533.65427089,2659.125437909645,0,2615.74,2659.611698545817,-1,27.033678756476604,1,2626.141,10.98882585558368,2648.1186517111673,2604.163348288833,1,1
2025-05-30 09:45:00,2598.76,2618.99,2603.04,2615.81,937.19035093,2658.8755679103024,0,2602.98,2659.125437909645,0,42.0776626295417,0,2625.1454999999996,10.977209632503419,2647.0999192650065,2603.1910807349927,0,0
2025-05-30 10:00:00,2605.19,2619.3,2615.81,2605.8,898.34884005,2658.6330677715973,0,2615.81,2658.8755679103024,0,42.67983789260385,0,2623.758,11.595355513041563,2646.948711026083,2600.5672889739167,0,0
2025-05-30 10:15:00,2603.77,2618.38,2605.74,2617.75,713.29612775,2658.454826197918,0,2605.8,2658.6330677715973,0,48.0784673626248,0,2622.7799999999997,11.21066879079851,2645.201337581597,2600.3586624184027,0,0
2025-05-30 10:30:00,2611.16,2618.4,2617.88,2615.43,418.1481572,2658.3548893400675,0,2617.75,2658.454826197918,0,45.66011877569644,0,2621.227,9.818149198517816,2640.8632983970356,2601.590701602964,0,0
2025-05-30 10:45:00,2613.62,2624.08,2615.28,2622.97,457.84560352,2658.259117991752,0,2615.43,2658.3548893400675,0,44.08930669800208,0,2620.1465,8.162336014320529,2636.471172028641,2603.8218279713587,0,0
2025-05-30 11:00:00,2618.84,2628.99,2622.96,2620.67,889.05292266,2658.087182245167,0,2622.97,2658.259117991752,0,45.57269525081985,0,2619.258,6.942182729716971,2633.1423654594337,2605.373634540566,0,0
2025-05-30 11:15:00,2615.72,2626.8,2620.67,2618.85,756.75463027,2657.9323633767326,0,2620.67,2658.087182245167,0,49.43997891685339,0,2618.7754999999997,6.592579141503863,2631.9606582830074,2605.590341716992,0,0
2025-05-30 11:30:00,2616.06,2624.57,2618.58,2616.63,371.12035201,2657.8541446119702,0,2618.85,2657.9323633767326,0,48.525607863424874,0,2618.739,6.6028414138908325,2631.944682827782,2605.533317172218,0,0
2025-05-30 11:45:00,2616.58,2625.19,2616.89,2622.63,719.15584357,2657.71271610426,0,2616.63,2657.8541446119702,0,49.45389890779801,0,2618.8154999999997,6.640391931215339,2632.0962838624305,2605.534716137569,0,0
2025-05-30 12:00:00,2589.85,2627.19,2622.75,2590.04,2202.32511158,2657.0616222042713,0,2622.63,2657.71271610426,-1,35.649546827794495,0,2617.166,9.158406204721343,2635.482812409443,2598.8491875905574,1,0
2025-05-30 12:15:00,2579.11,2602.91,2589.84,2595.95,1585.12703231,2656.520936010894,0,2590.04,2657.0616222042713,0,39.98395292859035,0,2615.312,9.52381369875404,2634.359627397508,2596.2643726024917,1,1
2025-05-30 12:30:00,2591.54,2618.64,2595.68,2617.13,1631.26072642,2656.114783677272,0,2595.95,2656.520936010894,1,50.77277970011543,0,2614.7705,9.063594892126163,2632.8976897842526,2596.6433102157475,0,1
2025-05-30 12:45:00,2610.66,2623.23,2616.98,2610.83,1033.42092382,2655.8923831761363,0,2617.13,2656.114783677272,0,48.191262064392596,0,2614.3269999999998,9.026627335433012,2632.3802546708657,2596.273745329134,0,0
2025-05-30 13:00:00,2602.24,2619.06,2610.91,2605.94,961.82880682,2655.658414229491,0,2610.83,2655.8923831761363,0,51.157516033161286,0,2613.6785,9.14516511606846,2631.968830232137,2595.388169767863,0,0
2025-05-30 13:15:00,2589.67,2609.23,2605.99,2593.95,1750.71461795,2655.13514829835,0,2605.94,2655.658414229491,0,41.39505589670913,0,2612.2015,9.836463996148526,2631.874427992297,2592.528572007703,0,0
2025-05-30 13:30:00,2583.93,2600.88,2594.08,2594.67,2010.23851862,2654.50016955935,0,2593.95,2655.13514829835,0,45.27308247685379,0,2610.8655000000003,10.32521567253539,2631.5159313450713,2590.2150686549294,0,0
2025-05-30 13:45:00,2572.76,2597.98,2595.21,2576.98,2777.76144709,2653.4960753032506,0,2594.67,2654.50016955935,0,33.489916578926156,0,2608.7934999999998,12.630132005400705,2634.0537640108014,2583.533235989198,1,1
2025-05-30 14:00:00,2577.51,2590.75,2577.52,2585.19,2197.33943282,2652.7422939336648,0,2576.98,2653.4960753032506,0,38.31168831168845,0,2607.297,13.57861092811068,2634.4542218562215,2580.1397781437786,0,0
